case,time,status,count
improved_adaptive,0.005529,-3,34
improved_adaptive,0.005529,-2,0
improved_adaptive,0.005529,-1,4
improved_adaptive,0.005529,0,3
improved_adaptive,0.005529,1,0
improved_adaptive,0.005529,2,366
improved_adaptive,0.006032,-6,0
improved_adaptive,0.006032,-5,0
improved_adaptive,0.006032,-4,0
improved_adaptive,0.006032,-3,31
improved_adaptive,0.006032,-2,0
improved_adaptive,0.006032,-1,8
improved_adaptive,0.006032,0,2
improved_adaptive,0.006032,1,0
improved_adaptive,0.006032,2,366
improved_adaptive,0.006535,-6,0
improved_adaptive,0.006535,-5,0
improved_adaptive,0.006535,-4,0
improved_adaptive,0.006535,-3,46
improved_adaptive,0.006535,-2,0
improved_adaptive,0.006535,-1,8
improved_adaptive,0.006535,0,2
improved_adaptive,0.006535,1,0
improved_adaptive,0.006535,2,351
improved_adaptive,0.007037,-6,0
improved_adaptive,0.007037,-5,0
improved_adaptive,0.007037,-4,0
improved_adaptive,0.007037,-3,47
improved_adaptive,0.007037,-2,0
improved_adaptive,0.007037,-1,8
improved_adaptive,0.007037,0,2
improved_adaptive,0.007037,1,0
improved_adaptive,0.007037,2,350
improved_adaptive,0.00754,-6,0
improved_adaptive,0.00754,-5,0
improved_adaptive,0.00754,-4,0
improved_adaptive,0.00754,-3,26
improved_adaptive,0.00754,-2,0
improved_adaptive,0.00754,-1,8
improved_adaptive,0.00754,0,2
improved_adaptive,0.00754,1,0
improved_adaptive,0.00754,2,371
improved_adaptive,0.008043,-6,0
improved_adaptive,0.008043,-5,0
improved_adaptive,0.008043,-4,0
improved_adaptive,0.008043,-3,29
improved_adaptive,0.008043,-2,0
improved_adaptive,0.008043,-1,8
improved_adaptive,0.008043,0,2
improved_adaptive,0.008043,1,0
improved_adaptive,0.008043,2,368
improved_adaptive,0.008545,-6,0
improved_adaptive,0.008545,-5,0
improved_adaptive,0.008545,-4,0
improved_adaptive,0.008545,-3,26
improved_adaptive,0.008545,-2,0
improved_adaptive,0.008545,-1,8
improved_adaptive,0.008545,0,6
improved_adaptive,0.008545,1,0
improved_adaptive,0.008545,2,367
improved_adaptive,0.009048,-6,0
improved_adaptive,0.009048,-5,0
improved_adaptive,0.009048,-4,0
improved_adaptive,0.009048,-3,25
improved_adaptive,0.009048,-2,0
improved_adaptive,0.009048,-1,8
improved_adaptive,0.009048,0,6
improved_adaptive,0.009048,1,0
improved_adaptive,0.009048,2,368
improved_adaptive,0.00955,-6,0
improved_adaptive,0.00955,-5,0
improved_adaptive,0.00955,-4,0
improved_adaptive,0.00955,-3,22
improved_adaptive,0.00955,-2,0
improved_adaptive,0.00955,-1,8
improved_adaptive,0.00955,0,6
improved_adaptive,0.00955,1,0
improved_adaptive,0.00955,2,371
improved_adaptive,0.010053,-6,0
improved_adaptive,0.010053,-5,0
improved_adaptive,0.010053,-4,0
improved_adaptive,0.010053,-3,17
improved_adaptive,0.010053,-2,0
improved_adaptive,0.010053,-1,8
improved_adaptive,0.010053,0,6
improved_adaptive,0.010053,1,0
improved_adaptive,0.010053,2,376
improved_adaptive,0.010556,-6,0
improved_adaptive,0.010556,-5,0
improved_adaptive,0.010556,-4,0
improved_adaptive,0.010556,-3,22
improved_adaptive,0.010556,-2,0
improved_adaptive,0.010556,-1,8
improved_adaptive,0.010556,0,6
improved_adaptive,0.010556,1,0
improved_adaptive,0.010556,2,371
improved_adaptive,0.011058,-6,0
improved_adaptive,0.011058,-5,0
improved_adaptive,0.011058,-4,0
improved_adaptive,0.011058,-3,22
improved_adaptive,0.011058,-2,0
improved_adaptive,0.011058,-1,16
improved_adaptive,0.011058,0,2
improved_adaptive,0.011058,1,0
improved_adaptive,0.011058,2,367
improved_adaptive,0.011561,-6,0
improved_adaptive,0.011561,-5,0
improved_adaptive,0.011561,-4,0
improved_adaptive,0.011561,-3,28
improved_adaptive,0.011561,-2,0
improved_adaptive,0.011561,-1,16
improved_adaptive,0.011561,0,2
improved_adaptive,0.011561,1,0
improved_adaptive,0.011561,2,361
improved_adaptive,0.012064,-6,0
improved_adaptive,0.012064,-5,0
improved_adaptive,0.012064,-4,0
improved_adaptive,0.012064,-3,24
improved_adaptive,0.012064,-2,0
improved_adaptive,0.012064,-1,16
improved_adaptive,0.012064,0,2
improved_adaptive,0.012064,1,0
improved_adaptive,0.012064,2,365
improved_adaptive,0.012566,-6,0
improved_adaptive,0.012566,-5,0
improved_adaptive,0.012566,-4,0
improved_adaptive,0.012566,-3,29
improved_adaptive,0.012566,-2,0
improved_adaptive,0.012566,-1,16
improved_adaptive,0.012566,0,2
improved_adaptive,0.012566,1,0
improved_adaptive,0.012566,2,360
improved_adaptive,0.013069,-6,0
improved_adaptive,0.013069,-5,0
improved_adaptive,0.013069,-4,0
improved_adaptive,0.013069,-3,20
improved_adaptive,0.013069,-2,0
improved_adaptive,0.013069,-1,16
improved_adaptive,0.013069,0,2
improved_adaptive,0.013069,1,0
improved_adaptive,0.013069,2,369
improved_adaptive,0.013572,-6,0
improved_adaptive,0.013572,-5,0
improved_adaptive,0.013572,-4,0
improved_adaptive,0.013572,-3,17
improved_adaptive,0.013572,-2,0
improved_adaptive,0.013572,-1,16
improved_adaptive,0.013572,0,2
improved_adaptive,0.013572,1,0
improved_adaptive,0.013572,2,372
improved_adaptive,0.014074,-6,0
improved_adaptive,0.014074,-5,0
improved_adaptive,0.014074,-4,0
improved_adaptive,0.014074,-3,13
improved_adaptive,0.014074,-2,0
improved_adaptive,0.014074,-1,16
improved_adaptive,0.014074,0,2
improved_adaptive,0.014074,1,0
improved_adaptive,0.014074,2,376
improved_adaptive,0.014577,-6,0
improved_adaptive,0.014577,-5,0
improved_adaptive,0.014577,-4,0
improved_adaptive,0.014577,-3,22
improved_adaptive,0.014577,-2,0
improved_adaptive,0.014577,-1,16
improved_adaptive,0.014577,0,2
improved_adaptive,0.014577,1,0
improved_adaptive,0.014577,2,367
improved_adaptive,0.015079,-6,0
improved_adaptive,0.015079,-5,0
improved_adaptive,0.015079,-4,0
improved_adaptive,0.015079,-3,21
improved_adaptive,0.015079,-2,0
improved_adaptive,0.015079,-1,16
improved_adaptive,0.015079,0,2
improved_adaptive,0.015079,1,0
improved_adaptive,0.015079,2,368
improved_adaptive,0.015582,-6,0
improved_adaptive,0.015582,-5,0
improved_adaptive,0.015582,-4,0
improved_adaptive,0.015582,-3,22
improved_adaptive,0.015582,-2,0
improved_adaptive,0.015582,-1,20
improved_adaptive,0.015582,0,2
improved_adaptive,0.015582,1,0
improved_adaptive,0.015582,2,363
improved_adaptive,0.016085,-6,0
improved_adaptive,0.016085,-5,0
improved_adaptive,0.016085,-4,0
improved_adaptive,0.016085,-3,20
improved_adaptive,0.016085,-2,0
improved_adaptive,0.016085,-1,20
improved_adaptive,0.016085,0,2
improved_adaptive,0.016085,1,0
improved_adaptive,0.016085,2,365
improved_adaptive,0.016587,-6,0
improved_adaptive,0.016587,-5,0
improved_adaptive,0.016587,-4,0
improved_adaptive,0.016587,-3,23
improved_adaptive,0.016587,-2,0
improved_adaptive,0.016587,-1,20
improved_adaptive,0.016587,0,2
improved_adaptive,0.016587,1,0
improved_adaptive,0.016587,2,362
improved_adaptive,0.01709,-6,0
improved_adaptive,0.01709,-5,0
improved_adaptive,0.01709,-4,0
improved_adaptive,0.01709,-3,21
improved_adaptive,0.01709,-2,0
improved_adaptive,0.01709,-1,17
improved_adaptive,0.01709,0,2
improved_adaptive,0.01709,1,0
improved_adaptive,0.01709,2,367
improved_adaptive,0.017593,-6,0
improved_adaptive,0.017593,-5,0
improved_adaptive,0.017593,-4,0
improved_adaptive,0.017593,-3,23
improved_adaptive,0.017593,-2,0
improved_adaptive,0.017593,-1,18
improved_adaptive,0.017593,0,2
improved_adaptive,0.017593,1,0
improved_adaptive,0.017593,2,364
improved_adaptive,0.018095,-6,0
improved_adaptive,0.018095,-5,0
improved_adaptive,0.018095,-4,0
improved_adaptive,0.018095,-3,28
improved_adaptive,0.018095,-2,0
improved_adaptive,0.018095,-1,19
improved_adaptive,0.018095,0,2
improved_adaptive,0.018095,1,0
improved_adaptive,0.018095,2,358
ramp_improved_adaptive,0.0,-6,0
ramp_improved_adaptive,0.0,-5,0
ramp_improved_adaptive,0.0,-4,0
ramp_improved_adaptive,0.0,-3,0
ramp_improved_adaptive,0.0,-2,0
ramp_improved_adaptive,0.0,-1,0
ramp_improved_adaptive,0.0,0,407
ramp_improved_adaptive,0.0,1,0
ramp_improved_adaptive,0.0,2,0
ramp_improved_adaptive,0.000503,-6,0
ramp_improved_adaptive,0.000503,-5,0
ramp_improved_adaptive,0.000503,-4,0
ramp_improved_adaptive,0.000503,-3,0
ramp_improved_adaptive,0.000503,-2,0
ramp_improved_adaptive,0.000503,-1,0
ramp_improved_adaptive,0.000503,0,407
ramp_improved_adaptive,0.000503,1,0
ramp_improved_adaptive,0.000503,2,0
ramp_improved_adaptive,0.001005,-6,0
ramp_improved_adaptive,0.001005,-5,0
ramp_improved_adaptive,0.001005,-4,0
ramp_improved_adaptive,0.001005,-3,0
ramp_improved_adaptive,0.001005,-2,0
ramp_improved_adaptive,0.001005,-1,128
ramp_improved_adaptive,0.001005,0,171
ramp_improved_adaptive,0.001005,1,0
ramp_improved_adaptive,0.001005,2,108
ramp_improved_adaptive,0.001508,-6,0
ramp_improved_adaptive,0.001508,-5,0
ramp_improved_adaptive,0.001508,-4,0
ramp_improved_adaptive,0.001508,-3,0
ramp_improved_adaptive,0.001508,-2,0
ramp_improved_adaptive,0.001508,-1,74
ramp_improved_adaptive,0.001508,0,128
ramp_improved_adaptive,0.001508,1,0
ramp_improved_adaptive,0.001508,2,205
ramp_improved_adaptive,0.002011,-6,0
ramp_improved_adaptive,0.002011,-5,0
ramp_improved_adaptive,0.002011,-4,0
ramp_improved_adaptive,0.002011,-3,0
ramp_improved_adaptive,0.002011,-2,0
ramp_improved_adaptive,0.002011,-1,33
ramp_improved_adaptive,0.002011,0,230
ramp_improved_adaptive,0.002011,1,0
ramp_improved_adaptive,0.002011,2,144
ramp_improved_adaptive,0.002513,-6,0
ramp_improved_adaptive,0.002513,-5,0
ramp_improved_adaptive,0.002513,-4,0
ramp_improved_adaptive,0.002513,-3,13
ramp_improved_adaptive,0.002513,-2,0
ramp_improved_adaptive,0.002513,-1,12
ramp_improved_adaptive,0.002513,0,235
ramp_improved_adaptive,0.002513,1,0
ramp_improved_adaptive,0.002513,2,147
ramp_improved_adaptive,0.003016,-6,0
ramp_improved_adaptive,0.003016,-5,0
ramp_improved_adaptive,0.003016,-4,0
ramp_improved_adaptive,0.003016,-3,13
ramp_improved_adaptive,0.003016,-2,0
ramp_improved_adaptive,0.003016,-1,4
ramp_improved_adaptive,0.003016,0,232
ramp_improved_adaptive,0.003016,1,0
ramp_improved_adaptive,0.003016,2,158
ramp_improved_adaptive,0.003519,-6,0
ramp_improved_adaptive,0.003519,-5,0
ramp_improved_adaptive,0.003519,-4,0
ramp_improved_adaptive,0.003519,-3,16
ramp_improved_adaptive,0.003519,-2,0
ramp_improved_adaptive,0.003519,-1,0
ramp_improved_adaptive,0.003519,0,206
ramp_improved_adaptive,0.003519,1,0
ramp_improved_adaptive,0.003519,2,185
ramp_improved_adaptive,0.004022,-6,0
ramp_improved_adaptive,0.004022,-5,0
ramp_improved_adaptive,0.004022,-4,0
ramp_improved_adaptive,0.004022,-3,28
ramp_improved_adaptive,0.004022,-2,0
ramp_improved_adaptive,0.004022,-1,0
ramp_improved_adaptive,0.004022,0,185
ramp_improved_adaptive,0.004022,1,0
ramp_improved_adaptive,0.004022,2,194
ramp_improved_adaptive,0.004524,-6,0
ramp_improved_adaptive,0.004524,-5,0
ramp_improved_adaptive,0.004524,-4,0
ramp_improved_adaptive,0.004524,-3,47
ramp_improved_adaptive,0.004524,-2,0
ramp_improved_adaptive,0.004524,-1,0
ramp_improved_adaptive,0.004524,0,145
ramp_improved_adaptive,0.004524,1,0
ramp_improved_adaptive,0.004524,2,215
ramp_improved_adaptive,0.005027,-6,0
ramp_improved_adaptive,0.005027,-5,0
ramp_improved_adaptive,0.005027,-4,0
ramp_improved_adaptive,0.005027,-3,42
ramp_improved_adaptive,0.005027,-2,0
ramp_improved_adaptive,0.005027,-1,0
ramp_improved_adaptive,0.005027,0,92
ramp_improved_adaptive,0.005027,1,0
ramp_improved_adaptive,0.005027,2,273
ramp_improved_adaptive,0.00553,-6,0
ramp_improved_adaptive,0.00553,-5,0
ramp_improved_adaptive,0.00553,-4,0
ramp_improved_adaptive,0.00553,-3,42
ramp_improved_adaptive,0.00553,-2,0
ramp_improved_adaptive,0.00553,-1,0
ramp_improved_adaptive,0.00553,0,63
ramp_improved_adaptive,0.00553,1,0
ramp_improved_adaptive,0.00553,2,302
ramp_improved_adaptive,0.006032,-6,0
ramp_improved_adaptive,0.006032,-5,0
ramp_improved_adaptive,0.006032,-4,0
ramp_improved_adaptive,0.006032,-3,58
ramp_improved_adaptive,0.006032,-2,0
ramp_improved_adaptive,0.006032,-1,0
ramp_improved_adaptive,0.006032,0,25
ramp_improved_adaptive,0.006032,1,0
ramp_improved_adaptive,0.006032,2,324
ramp_improved_adaptive,0.006535,-6,0
ramp_improved_adaptive,0.006535,-5,0
ramp_improved_adaptive,0.006535,-4,0
ramp_improved_adaptive,0.006535,-3,43
ramp_improved_adaptive,0.006535,-2,0
ramp_improved_adaptive,0.006535,-1,0
ramp_improved_adaptive,0.006535,0,0
ramp_improved_adaptive,0.006535,1,0
ramp_improved_adaptive,0.006535,2,364
ramp_improved_adaptive,0.007038,-6,0
ramp_improved_adaptive,0.007038,-5,0
ramp_improved_adaptive,0.007038,-4,0
ramp_improved_adaptive,0.007038,-3,30
ramp_improved_adaptive,0.007038,-2,0
ramp_improved_adaptive,0.007038,-1,0
ramp_improved_adaptive,0.007038,0,0
ramp_improved_adaptive,0.007038,1,0
ramp_improved_adaptive,0.007038,2,377
ramp_improved_adaptive,0.00754,-6,0
ramp_improved_adaptive,0.00754,-5,0
ramp_improved_adaptive,0.00754,-4,0
ramp_improved_adaptive,0.00754,-3,56
ramp_improved_adaptive,0.00754,-2,0
ramp_improved_adaptive,0.00754,-1,0
ramp_improved_adaptive,0.00754,0,0
ramp_improved_adaptive,0.00754,1,0
ramp_improved_adaptive,0.00754,2,351
ramp_improved_adaptive,0.008043,-6,0
ramp_improved_adaptive,0.008043,-5,0
ramp_improved_adaptive,0.008043,-4,0
ramp_improved_adaptive,0.008043,-3,51
ramp_improved_adaptive,0.008043,-2,0
ramp_improved_adaptive,0.008043,-1,0
ramp_improved_adaptive,0.008043,0,1
ramp_improved_adaptive,0.008043,1,0
ramp_improved_adaptive,0.008043,2,355
ramp_improved_adaptive,0.008546,-6,0
ramp_improved_adaptive,0.008546,-5,0
ramp_improved_adaptive,0.008546,-4,0
ramp_improved_adaptive,0.008546,-3,57
ramp_improved_adaptive,0.008546,-2,0
ramp_improved_adaptive,0.008546,-1,0
ramp_improved_adaptive,0.008546,0,1
ramp_improved_adaptive,0.008546,1,0
ramp_improved_adaptive,0.008546,2,349
ramp_improved_adaptive,0.009048,-6,0
ramp_improved_adaptive,0.009048,-5,0
ramp_improved_adaptive,0.009048,-4,0
ramp_improved_adaptive,0.009048,-3,46
ramp_improved_adaptive,0.009048,-2,0
ramp_improved_adaptive,0.009048,-1,0
ramp_improved_adaptive,0.009048,0,2
ramp_improved_adaptive,0.009048,1,0
ramp_improved_adaptive,0.009048,2,359
ramp_improved_adaptive,0.009551,-6,0
ramp_improved_adaptive,0.009551,-5,0
ramp_improved_adaptive,0.009551,-4,0
ramp_improved_adaptive,0.009551,-3,49
ramp_improved_adaptive,0.009551,-2,0
ramp_improved_adaptive,0.009551,-1,4
ramp_improved_adaptive,0.009551,0,6
ramp_improved_adaptive,0.009551,1,0
ramp_improved_adaptive,0.009551,2,348
ramp_improved_adaptive,0.010053,-6,0
ramp_improved_adaptive,0.010053,-5,0
ramp_improved_adaptive,0.010053,-4,0
ramp_improved_adaptive,0.010053,-3,39
ramp_improved_adaptive,0.010053,-2,0
ramp_improved_adaptive,0.010053,-1,4
ramp_improved_adaptive,0.010053,0,6
ramp_improved_adaptive,0.010053,1,0
ramp_improved_adaptive,0.010053,2,358
ramp_improved_adaptive,0.010556,-6,0
ramp_improved_adaptive,0.010556,-5,0
ramp_improved_adaptive,0.010556,-4,0
ramp_improved_adaptive,0.010556,-3,37
ramp_improved_adaptive,0.010556,-2,0
ramp_improved_adaptive,0.010556,-1,4
ramp_improved_adaptive,0.010556,0,6
ramp_improved_adaptive,0.010556,1,0
ramp_improved_adaptive,0.010556,2,360
ramp_improved_adaptive,0.011059,-6,0
ramp_improved_adaptive,0.011059,-5,0
ramp_improved_adaptive,0.011059,-4,0
ramp_improved_adaptive,0.011059,-3,34
ramp_improved_adaptive,0.011059,-2,0
ramp_improved_adaptive,0.011059,-1,4
ramp_improved_adaptive,0.011059,0,6
ramp_improved_adaptive,0.011059,1,0
ramp_improved_adaptive,0.011059,2,363
ramp_improved_adaptive,0.011561,-6,0
ramp_improved_adaptive,0.011561,-5,0
ramp_improved_adaptive,0.011561,-4,0
ramp_improved_adaptive,0.011561,-3,31
ramp_improved_adaptive,0.011561,-2,0
ramp_improved_adaptive,0.011561,-1,7
ramp_improved_adaptive,0.011561,0,2
ramp_improved_adaptive,0.011561,1,0
ramp_improved_adaptive,0.011561,2,367
ramp_improved_adaptive,0.012064,-6,0
ramp_improved_adaptive,0.012064,-5,0
ramp_improved_adaptive,0.012064,-4,0
ramp_improved_adaptive,0.012064,-3,33
ramp_improved_adaptive,0.012064,-2,0
ramp_improved_adaptive,0.012064,-1,8
ramp_improved_adaptive,0.012064,0,2
ramp_improved_adaptive,0.012064,1,0
ramp_improved_adaptive,0.012064,2,364
ramp_improved_adaptive,0.012567,-6,0
ramp_improved_adaptive,0.012567,-5,0
ramp_improved_adaptive,0.012567,-4,0
ramp_improved_adaptive,0.012567,-3,29
ramp_improved_adaptive,0.012567,-2,0
ramp_improved_adaptive,0.012567,-1,8
ramp_improved_adaptive,0.012567,0,2
ramp_improved_adaptive,0.012567,1,0
ramp_improved_adaptive,0.012567,2,368
ramp_improved_adaptive,0.013069,-6,0
ramp_improved_adaptive,0.013069,-5,0
ramp_improved_adaptive,0.013069,-4,0
ramp_improved_adaptive,0.013069,-3,31
ramp_improved_adaptive,0.013069,-2,0
ramp_improved_adaptive,0.013069,-1,8
ramp_improved_adaptive,0.013069,0,2
ramp_improved_adaptive,0.013069,1,0
ramp_improved_adaptive,0.013069,2,366
ramp_improved_adaptive,0.013572,-6,0
ramp_improved_adaptive,0.013572,-5,0
ramp_improved_adaptive,0.013572,-4,0
ramp_improved_adaptive,0.013572,-3,32
ramp_improved_adaptive,0.013572,-2,0
ramp_improved_adaptive,0.013572,-1,8
ramp_improved_adaptive,0.013572,0,2
ramp_improved_adaptive,0.013572,1,0
ramp_improved_adaptive,0.013572,2,365
ramp_improved_adaptive,0.014075,-6,0
ramp_improved_adaptive,0.014075,-5,0
ramp_improved_adaptive,0.014075,-4,0
ramp_improved_adaptive,0.014075,-3,29
ramp_improved_adaptive,0.014075,-2,0
ramp_improved_adaptive,0.014075,-1,8
ramp_improved_adaptive,0.014075,0,2
ramp_improved_adaptive,0.014075,1,0
ramp_improved_adaptive,0.014075,2,368
ramp_improved_adaptive,0.014577,-6,0
ramp_improved_adaptive,0.014577,-5,0
ramp_improved_adaptive,0.014577,-4,0
ramp_improved_adaptive,0.014577,-3,34
ramp_improved_adaptive,0.014577,-2,0
ramp_improved_adaptive,0.014577,-1,8
ramp_improved_adaptive,0.014577,0,2
ramp_improved_adaptive,0.014577,1,0
ramp_improved_adaptive,0.014577,2,363
ramp_improved_adaptive,0.01508,-6,0
ramp_improved_adaptive,0.01508,-5,0
ramp_improved_adaptive,0.01508,-4,0
ramp_improved_adaptive,0.01508,-3,35
ramp_improved_adaptive,0.01508,-2,0
ramp_improved_adaptive,0.01508,-1,8
ramp_improved_adaptive,0.01508,0,2
ramp_improved_adaptive,0.01508,1,0
ramp_improved_adaptive,0.01508,2,362
ramp_improved_adaptive,0.015582,-6,0
ramp_improved_adaptive,0.015582,-5,0
ramp_improved_adaptive,0.015582,-4,0
ramp_improved_adaptive,0.015582,-3,28
ramp_improved_adaptive,0.015582,-2,0
ramp_improved_adaptive,0.015582,-1,8
ramp_improved_adaptive,0.015582,0,2
ramp_improved_adaptive,0.015582,1,0
ramp_improved_adaptive,0.015582,2,369
ramp_improved_adaptive,0.016085,-6,0
ramp_improved_adaptive,0.016085,-5,0
ramp_improved_adaptive,0.016085,-4,0
ramp_improved_adaptive,0.016085,-3,29
ramp_improved_adaptive,0.016085,-2,0
ramp_improved_adaptive,0.016085,-1,8
ramp_improved_adaptive,0.016085,0,2
ramp_improved_adaptive,0.016085,1,0
ramp_improved_adaptive,0.016085,2,368
ramp_improved_adaptive,0.016588,-6,0
ramp_improved_adaptive,0.016588,-5,0
ramp_improved_adaptive,0.016588,-4,0
ramp_improved_adaptive,0.016588,-3,30
ramp_improved_adaptive,0.016588,-2,0
ramp_improved_adaptive,0.016588,-1,8
ramp_improved_adaptive,0.016588,0,2
ramp_improved_adaptive,0.016588,1,0
ramp_improved_adaptive,0.016588,2,367
ramp_improved_adaptive,0.01709,-6,0
ramp_improved_adaptive,0.01709,-5,0
ramp_improved_adaptive,0.01709,-4,0
ramp_improved_adaptive,0.01709,-3,38
ramp_improved_adaptive,0.01709,-2,0
ramp_improved_adaptive,0.01709,-1,16
ramp_improved_adaptive,0.01709,0,2
ramp_improved_adaptive,0.01709,1,0
ramp_improved_adaptive,0.01709,2,351
ramp_improved_adaptive,0.017593,-6,0
ramp_improved_adaptive,0.017593,-5,0
ramp_improved_adaptive,0.017593,-4,0
ramp_improved_adaptive,0.017593,-3,30
ramp_improved_adaptive,0.017593,-2,0
ramp_improved_adaptive,0.017593,-1,16
ramp_improved_adaptive,0.017593,0,2
ramp_improved_adaptive,0.017593,1,0
ramp_improved_adaptive,0.017593,2,359
ramp_improved_adaptive,0.018096,-6,0
ramp_improved_adaptive,0.018096,-5,0
ramp_improved_adaptive,0.018096,-4,0
ramp_improved_adaptive,0.018096,-3,27
ramp_improved_adaptive,0.018096,-2,0
ramp_improved_adaptive,0.018096,-1,16
ramp_improved_adaptive,0.018096,0,2
ramp_improved_adaptive,0.018096,1,0
ramp_improved_adaptive,0.018096,2,362
ramp_improved_adaptive,0.018598,-6,0
ramp_improved_adaptive,0.018598,-5,0
ramp_improved_adaptive,0.018598,-4,0
ramp_improved_adaptive,0.018598,-3,26
ramp_improved_adaptive,0.018598,-2,0
ramp_improved_adaptive,0.018598,-1,16
ramp_improved_adaptive,0.018598,0,2
ramp_improved_adaptive,0.018598,1,0
ramp_improved_adaptive,0.018598,2,363
ramp_improved_adaptive,0.019,-6,0
ramp_improved_adaptive,0.019,-5,0
ramp_improved_adaptive,0.019,-4,0
ramp_improved_adaptive,0.019,-3,27
ramp_improved_adaptive,0.019,-2,0
ramp_improved_adaptive,0.019,-1,16
ramp_improved_adaptive,0.019,0,2
ramp_improved_adaptive,0.019,1,0
ramp_improved_adaptive,0.019,2,362
ramp_improved_adaptive,0.019503,-6,0
ramp_improved_adaptive,0.019503,-5,0
ramp_improved_adaptive,0.019503,-4,0
ramp_improved_adaptive,0.019503,-3,21
ramp_improved_adaptive,0.019503,-2,0
ramp_improved_adaptive,0.019503,-1,20
ramp_improved_adaptive,0.019503,0,2
ramp_improved_adaptive,0.019503,1,0
ramp_improved_adaptive,0.019503,2,364
ramp_improved_adaptive,0.020006,-6,0
ramp_improved_adaptive,0.020006,-5,0
ramp_improved_adaptive,0.020006,-4,0
ramp_improved_adaptive,0.020006,-3,21
ramp_improved_adaptive,0.020006,-2,0
ramp_improved_adaptive,0.020006,-1,20
ramp_improved_adaptive,0.020006,0,2
ramp_improved_adaptive,0.020006,1,0
ramp_improved_adaptive,0.020006,2,364
half_speed_adaptive,0.0,-6,0
half_speed_adaptive,0.0,-5,0
half_speed_adaptive,0.0,-4,0
half_speed_adaptive,0.0,-3,0
half_speed_adaptive,0.0,-2,0
half_speed_adaptive,0.0,-1,0
half_speed_adaptive,0.0,0,407
half_speed_adaptive,0.0,1,0
half_speed_adaptive,0.0,2,0
half_speed_adaptive,0.001005,-6,0
half_speed_adaptive,0.001005,-5,0
half_speed_adaptive,0.001005,-4,0
half_speed_adaptive,0.001005,-3,0
half_speed_adaptive,0.001005,-2,0
half_speed_adaptive,0.001005,-1,100
half_speed_adaptive,0.001005,0,174
half_speed_adaptive,0.001005,1,133
half_speed_adaptive,0.001005,2,0
half_speed_adaptive,0.002011,-6,0
half_speed_adaptive,0.002011,-5,0
half_speed_adaptive,0.002011,-4,0
half_speed_adaptive,0.002011,-3,8
half_speed_adaptive,0.002011,-2,0
half_speed_adaptive,0.002011,-1,33
half_speed_adaptive,0.002011,0,201
half_speed_adaptive,0.002011,1,165
half_speed_adaptive,0.002011,2,0
half_speed_adaptive,0.003016,-6,0
half_speed_adaptive,0.003016,-5,0
half_speed_adaptive,0.003016,-4,0
half_speed_adaptive,0.003016,-3,0
half_speed_adaptive,0.003016,-2,0
half_speed_adaptive,0.003016,-1,0
half_speed_adaptive,0.003016,0,203
half_speed_adaptive,0.003016,1,204
half_speed_adaptive,0.003016,2,0
half_speed_adaptive,0.004022,-6,0
half_speed_adaptive,0.004022,-5,0
half_speed_adaptive,0.004022,-4,0
half_speed_adaptive,0.004022,-3,0
half_speed_adaptive,0.004022,-2,0
half_speed_adaptive,0.004022,-1,0
half_speed_adaptive,0.004022,0,169
half_speed_adaptive,0.004022,1,238
half_speed_adaptive,0.004022,2,0
half_speed_adaptive,0.005027,-6,0
half_speed_adaptive,0.005027,-5,0
half_speed_adaptive,0.005027,-4,0
half_speed_adaptive,0.005027,-3,0
half_speed_adaptive,0.005027,-2,0
half_speed_adaptive,0.005027,-1,0
half_speed_adaptive,0.005027,0,136
half_speed_adaptive,0.005027,1,271
half_speed_adaptive,0.005027,2,0
half_speed_adaptive,0.006032,-6,0
half_speed_adaptive,0.006032,-5,0
half_speed_adaptive,0.006032,-4,0
half_speed_adaptive,0.006032,-3,0
half_speed_adaptive,0.006032,-2,0
half_speed_adaptive,0.006032,-1,0
half_speed_adaptive,0.006032,0,120
half_speed_adaptive,0.006032,1,287
half_speed_adaptive,0.006032,2,0
half_speed_adaptive,0.007038,-6,0
half_speed_adaptive,0.007038,-5,0
half_speed_adaptive,0.007038,-4,0
half_speed_adaptive,0.007038,-3,0
half_speed_adaptive,0.007038,-2,0
half_speed_adaptive,0.007038,-1,0
half_speed_adaptive,0.007038,0,92
half_speed_adaptive,0.007038,1,315
half_speed_adaptive,0.007038,2,0
half_speed_adaptive,0.008043,-6,0
half_speed_adaptive,0.008043,-5,0
half_speed_adaptive,0.008043,-4,0
half_speed_adaptive,0.008043,-3,0
half_speed_adaptive,0.008043,-2,0
half_speed_adaptive,0.008043,-1,0
half_speed_adaptive,0.008043,0,64
half_speed_adaptive,0.008043,1,343
half_speed_adaptive,0.008043,2,0
half_speed_adaptive,0.009048,-6,0
half_speed_adaptive,0.009048,-5,0
half_speed_adaptive,0.009048,-4,0
half_speed_adaptive,0.009048,-3,4
half_speed_adaptive,0.009048,-2,0
half_speed_adaptive,0.009048,-1,0
half_speed_adaptive,0.009048,0,80
half_speed_adaptive,0.009048,1,323
half_speed_adaptive,0.009048,2,0
half_speed_adaptive,0.010054,-6,0
half_speed_adaptive,0.010054,-5,0
half_speed_adaptive,0.010054,-4,0
half_speed_adaptive,0.010054,-3,6
half_speed_adaptive,0.010054,-2,0
half_speed_adaptive,0.010054,-1,0
half_speed_adaptive,0.010054,0,68
half_speed_adaptive,0.010054,1,333
