case,time,trigger_reason,count
ramp_improved_adaptive,0.009048,4,156
ramp_improved_adaptive,0.009048,5,47
ramp_improved_adaptive,0.009551,0,0
ramp_improved_adaptive,0.009551,1,0
ramp_improved_adaptive,0.009551,2,140
ramp_improved_adaptive,0.009551,3,60
ramp_improved_adaptive,0.009551,4,156
ramp_improved_adaptive,0.009551,5,51
ramp_improved_adaptive,0.010053,0,0
ramp_improved_adaptive,0.010053,1,0
ramp_improved_adaptive,0.010053,2,140
ramp_improved_adaptive,0.010053,3,60
ramp_improved_adaptive,0.010053,4,164
ramp_improved_adaptive,0.010053,5,43
ramp_improved_adaptive,0.010556,0,0
ramp_improved_adaptive,0.010556,1,0
ramp_improved_adaptive,0.010556,2,136
ramp_improved_adaptive,0.010556,3,60
ramp_improved_adaptive,0.010556,4,172
ramp_improved_adaptive,0.010556,5,39
ramp_improved_adaptive,0.011059,0,0
ramp_improved_adaptive,0.011059,1,0
ramp_improved_adaptive,0.011059,2,137
ramp_improved_adaptive,0.011059,3,60
ramp_improved_adaptive,0.011059,4,172
ramp_improved_adaptive,0.011059,5,38
ramp_improved_adaptive,0.011561,0,0
ramp_improved_adaptive,0.011561,1,0
ramp_improved_adaptive,0.011561,2,136
ramp_improved_adaptive,0.011561,3,64
ramp_improved_adaptive,0.011561,4,172
ramp_improved_adaptive,0.011561,5,35
ramp_improved_adaptive,0.012064,0,0
ramp_improved_adaptive,0.012064,1,0
ramp_improved_adaptive,0.012064,2,132
ramp_improved_adaptive,0.012064,3,64
ramp_improved_adaptive,0.012064,4,172
ramp_improved_adaptive,0.012064,5,39
ramp_improved_adaptive,0.012567,0,0
ramp_improved_adaptive,0.012567,1,0
ramp_improved_adaptive,0.012567,2,134
ramp_improved_adaptive,0.012567,3,64
ramp_improved_adaptive,0.012567,4,172
ramp_improved_adaptive,0.012567,5,37
ramp_improved_adaptive,0.013069,0,0
ramp_improved_adaptive,0.013069,1,0
ramp_improved_adaptive,0.013069,2,138
ramp_improved_adaptive,0.013069,3,56
ramp_improved_adaptive,0.013069,4,172
ramp_improved_adaptive,0.013069,5,41
ramp_improved_adaptive,0.013572,0,0
ramp_improved_adaptive,0.013572,1,0
ramp_improved_adaptive,0.013572,2,135
ramp_improved_adaptive,0.013572,3,64
ramp_improved_adaptive,0.013572,4,172
ramp_improved_adaptive,0.013572,5,36
ramp_improved_adaptive,0.014075,0,0
ramp_improved_adaptive,0.014075,1,0
ramp_improved_adaptive,0.014075,2,135
ramp_improved_adaptive,0.014075,3,64
ramp_improved_adaptive,0.014075,4,176
ramp_improved_adaptive,0.014075,5,32
ramp_improved_adaptive,0.014577,0,0
ramp_improved_adaptive,0.014577,1,0
ramp_improved_adaptive,0.014577,2,132
ramp_improved_adaptive,0.014577,3,64
ramp_improved_adaptive,0.014577,4,176
ramp_improved_adaptive,0.014577,5,35
ramp_improved_adaptive,0.01508,0,0
ramp_improved_adaptive,0.01508,1,0
ramp_improved_adaptive,0.01508,2,122
ramp_improved_adaptive,0.01508,3,64
ramp_improved_adaptive,0.01508,4,176
ramp_improved_adaptive,0.01508,5,45
ramp_improved_adaptive,0.015582,0,0
ramp_improved_adaptive,0.015582,1,0
ramp_improved_adaptive,0.015582,2,135
ramp_improved_adaptive,0.015582,3,64
ramp_improved_adaptive,0.015582,4,176
ramp_improved_adaptive,0.015582,5,32
ramp_improved_adaptive,0.016085,0,0
ramp_improved_adaptive,0.016085,1,0
ramp_improved_adaptive,0.016085,2,134
ramp_improved_adaptive,0.016085,3,64
ramp_improved_adaptive,0.016085,4,172
ramp_improved_adaptive,0.016085,5,37
ramp_improved_adaptive,0.016588,0,0
ramp_improved_adaptive,0.016588,1,0
ramp_improved_adaptive,0.016588,2,133
ramp_improved_adaptive,0.016588,3,64
ramp_improved_adaptive,0.016588,4,172
ramp_improved_adaptive,0.016588,5,38
ramp_improved_adaptive,0.01709,0,0
ramp_improved_adaptive,0.01709,1,0
ramp_improved_adaptive,0.01709,2,129
ramp_improved_adaptive,0.01709,3,64
ramp_improved_adaptive,0.01709,4,176
ramp_improved_adaptive,0.01709,5,38
ramp_improved_adaptive,0.017593,0,0
ramp_improved_adaptive,0.017593,1,0
ramp_improved_adaptive,0.017593,2,126
ramp_improved_adaptive,0.017593,3,64
ramp_improved_adaptive,0.017593,4,176
ramp_improved_adaptive,0.017593,5,41
ramp_improved_adaptive,0.018096,0,0
ramp_improved_adaptive,0.018096,1,0
ramp_improved_adaptive,0.018096,2,138
ramp_improved_adaptive,0.018096,3,64
ramp_improved_adaptive,0.018096,4,176
ramp_improved_adaptive,0.018096,5,29
ramp_improved_adaptive,0.018598,0,0
ramp_improved_adaptive,0.018598,1,0
ramp_improved_adaptive,0.018598,2,140
ramp_improved_adaptive,0.018598,3,64
ramp_improved_adaptive,0.018598,4,176
ramp_improved_adaptive,0.018598,5,27
ramp_improved_adaptive,0.019,0,0
ramp_improved_adaptive,0.019,1,0
ramp_improved_adaptive,0.019,2,138
ramp_improved_adaptive,0.019,3,64
ramp_improved_adaptive,0.019,4,176
ramp_improved_adaptive,0.019,5,29
ramp_improved_adaptive,0.019503,0,0
ramp_improved_adaptive,0.019503,1,0
ramp_improved_adaptive,0.019503,2,130
ramp_improved_adaptive,0.019503,3,64
ramp_improved_adaptive,0.019503,4,176
ramp_improved_adaptive,0.019503,5,37
ramp_improved_adaptive,0.020006,0,0
ramp_improved_adaptive,0.020006,1,0
ramp_improved_adaptive,0.020006,2,136
ramp_improved_adaptive,0.020006,3,64
ramp_improved_adaptive,0.020006,4,176
ramp_improved_adaptive,0.020006,5,31
half_speed_adaptive,0.0,0,407
half_speed_adaptive,0.0,1,0
half_speed_adaptive,0.0,2,0
half_speed_adaptive,0.0,3,0
half_speed_adaptive,0.0,4,0
half_speed_adaptive,0.0,5,0
half_speed_adaptive,0.001005,0,307
half_speed_adaptive,0.001005,1,0
half_speed_adaptive,0.001005,2,0
half_speed_adaptive,0.001005,3,0
half_speed_adaptive,0.001005,4,0
half_speed_adaptive,0.001005,5,100
half_speed_adaptive,0.002011,0,366
half_speed_adaptive,0.002011,1,0
half_speed_adaptive,0.002011,2,0
half_speed_adaptive,0.002011,3,0
half_speed_adaptive,0.002011,4,0
half_speed_adaptive,0.002011,5,41
half_speed_adaptive,0.003016,0,407
half_speed_adaptive,0.003016,1,0
half_speed_adaptive,0.003016,2,0
half_speed_adaptive,0.003016,3,0
half_speed_adaptive,0.003016,4,0
half_speed_adaptive,0.003016,5,0
half_speed_adaptive,0.004022,0,407
half_speed_adaptive,0.004022,1,0
half_speed_adaptive,0.004022,2,0
half_speed_adaptive,0.004022,3,0
half_speed_adaptive,0.004022,4,0
half_speed_adaptive,0.004022,5,0
half_speed_adaptive,0.005027,0,407
half_speed_adaptive,0.005027,1,0
half_speed_adaptive,0.005027,2,0
half_speed_adaptive,0.005027,3,0
half_speed_adaptive,0.005027,4,0
half_speed_adaptive,0.005027,5,0
half_speed_adaptive,0.006032,0,407
half_speed_adaptive,0.006032,1,0
half_speed_adaptive,0.006032,2,0
half_speed_adaptive,0.006032,3,0
half_speed_adaptive,0.006032,4,0
half_speed_adaptive,0.006032,5,0
half_speed_adaptive,0.007038,0,407
half_speed_adaptive,0.007038,1,0
half_speed_adaptive,0.007038,2,0
half_speed_adaptive,0.007038,3,0
half_speed_adaptive,0.007038,4,0
half_speed_adaptive,0.007038,5,0
half_speed_adaptive,0.008043,0,407
half_speed_adaptive,0.008043,1,0
half_speed_adaptive,0.008043,2,0
half_speed_adaptive,0.008043,3,0
half_speed_adaptive,0.008043,4,0
half_speed_adaptive,0.008043,5,0
half_speed_adaptive,0.009048,0,403
half_speed_adaptive,0.009048,1,0
half_speed_adaptive,0.009048,2,0
half_speed_adaptive,0.009048,3,0
half_speed_adaptive,0.009048,4,0
half_speed_adaptive,0.009048,5,4
half_speed_adaptive,0.010054,0,401
half_speed_adaptive,0.010054,1,0
half_speed_adaptive,0.010054,2,0
half_speed_adaptive,0.010054,3,0
half_speed_adaptive,0.010054,4,0
half_speed_adaptive,0.010054,5,6
half_speed_adaptive,0.011059,0,406
half_speed_adaptive,0.011059,1,0
half_speed_adaptive,0.011059,2,0
half_speed_adaptive,0.011059,3,0
half_speed_adaptive,0.011059,4,0
half_speed_adaptive,0.011059,5,1
half_speed_adaptive,0.012064,0,407
half_speed_adaptive,0.012064,1,0
half_speed_adaptive,0.012064,2,0
half_speed_adaptive,0.012064,3,0
half_speed_adaptive,0.012064,4,0
half_speed_adaptive,0.012064,5,0
half_speed_adaptive,0.01307,0,399
half_speed_adaptive,0.01307,1,0
half_speed_adaptive,0.01307,2,0
half_speed_adaptive,0.01307,3,0
half_speed_adaptive,0.01307,4,0
half_speed_adaptive,0.01307,5,8
half_speed_adaptive,0.014075,0,399
half_speed_adaptive,0.014075,1,0
half_speed_adaptive,0.014075,2,0
half_speed_adaptive,0.014075,3,0
half_speed_adaptive,0.014075,4,0
half_speed_adaptive,0.014075,5,8
half_speed_adaptive,0.015081,0,407
half_speed_adaptive,0.015081,1,0
half_speed_adaptive,0.015081,2,0
half_speed_adaptive,0.015081,3,0
half_speed_adaptive,0.015081,4,0
half_speed_adaptive,0.015081,5,0
half_speed_adaptive,0.016086,0,399
half_speed_adaptive,0.016086,1,0
half_speed_adaptive,0.016086,2,0
half_speed_adaptive,0.016086,3,0
half_speed_adaptive,0.016086,4,0
half_speed_adaptive,0.016086,5,8
half_speed_adaptive,0.017091,0,399
half_speed_adaptive,0.017091,1,0
half_speed_adaptive,0.017091,2,0
half_speed_adaptive,0.017091,3,0
half_speed_adaptive,0.017091,4,0
half_speed_adaptive,0.017091,5,8
half_speed_adaptive,0.018097,0,407
half_speed_adaptive,0.018097,1,0
half_speed_adaptive,0.018097,2,0
half_speed_adaptive,0.018097,3,0
half_speed_adaptive,0.018097,4,0
half_speed_adaptive,0.018097,5,0
half_speed_adaptive,0.019002,0,399
half_speed_adaptive,0.019002,1,0
half_speed_adaptive,0.019002,2,0
half_speed_adaptive,0.019002,3,0
half_speed_adaptive,0.019002,4,0
half_speed_adaptive,0.019002,5,8
half_speed_adaptive,0.020007,0,399
half_speed_adaptive,0.020007,1,0
half_speed_adaptive,0.020007,2,0
half_speed_adaptive,0.020007,3,0
half_speed_adaptive,0.020007,4,0
half_speed_adaptive,0.020007,5,8
half_speed_adaptive,0.021012,0,399
half_speed_adaptive,0.021012,1,0
half_speed_adaptive,0.021012,2,0
half_speed_adaptive,0.021012,3,0
half_speed_adaptive,0.021012,4,0
half_speed_adaptive,0.021012,5,8
half_speed_adaptive,0.022018,0,399
half_speed_adaptive,0.022018,1,0
half_speed_adaptive,0.022018,2,0
half_speed_adaptive,0.022018,3,0
half_speed_adaptive,0.022018,4,0
half_speed_adaptive,0.022018,5,8
half_speed_adaptive,0.023023,0,399
half_speed_adaptive,0.023023,1,0
half_speed_adaptive,0.023023,2,0
half_speed_adaptive,0.023023,3,0
half_speed_adaptive,0.023023,4,0
half_speed_adaptive,0.023023,5,8
half_speed_adaptive,0.024028,0,399
half_speed_adaptive,0.024028,1,0
half_speed_adaptive,0.024028,2,0
half_speed_adaptive,0.024028,3,0
half_speed_adaptive,0.024028,4,0
half_speed_adaptive,0.024028,5,8
half_speed_adaptive,0.025034,0,399
half_speed_adaptive,0.025034,1,0
half_speed_adaptive,0.025034,2,0
half_speed_adaptive,0.025034,3,0
half_speed_adaptive,0.025034,4,0
half_speed_adaptive,0.025034,5,8
half_speed_adaptive,0.026039,0,398
half_speed_adaptive,0.026039,1,0
half_speed_adaptive,0.026039,2,0
half_speed_adaptive,0.026039,3,0
half_speed_adaptive,0.026039,4,0
half_speed_adaptive,0.026039,5,9
half_speed_adaptive,0.027045,0,399
half_speed_adaptive,0.027045,1,0
half_speed_adaptive,0.027045,2,0
half_speed_adaptive,0.027045,3,0
half_speed_adaptive,0.027045,4,0
half_speed_adaptive,0.027045,5,8
half_speed_adaptive,0.02805,0,399
half_speed_adaptive,0.02805,1,0
half_speed_adaptive,0.02805,2,0
half_speed_adaptive,0.02805,3,0
half_speed_adaptive,0.02805,4,0
half_speed_adaptive,0.02805,5,8
half_speed_adaptive,0.029055,0,399
half_speed_adaptive,0.029055,1,0
half_speed_adaptive,0.029055,2,0
half_speed_adaptive,0.029055,3,0
half_speed_adaptive,0.029055,4,0
half_speed_adaptive,0.029055,5,8
half_speed_adaptive,0.030061,0,399
half_speed_adaptive,0.030061,1,0
half_speed_adaptive,0.030061,2,0
half_speed_adaptive,0.030061,3,0
half_speed_adaptive,0.030061,4,0
half_speed_adaptive,0.030061,5,8
half_speed_adaptive,0.031066,0,398
half_speed_adaptive,0.031066,1,0
half_speed_adaptive,0.031066,2,0
half_speed_adaptive,0.031066,3,0
half_speed_adaptive,0.031066,4,0
half_speed_adaptive,0.031066,5,9
half_speed_adaptive,0.032071,0,399
half_speed_adaptive,0.032071,1,0
half_speed_adaptive,0.032071,2,0
half_speed_adaptive,0.032071,3,0
half_speed_adaptive,0.032071,4,0
half_speed_adaptive,0.032071,5,8
half_speed_adaptive,0.033077,0,407
half_speed_adaptive,0.033077,1,0
half_speed_adaptive,0.033077,2,0
half_speed_adaptive,0.033077,3,0
half_speed_adaptive,0.033077,4,0
half_speed_adaptive,0.033077,5,0
half_speed_adaptive,0.034082,0,407
half_speed_adaptive,0.034082,1,0
half_speed_adaptive,0.034082,2,0
half_speed_adaptive,0.034082,3,0
half_speed_adaptive,0.034082,4,0
half_speed_adaptive,0.034082,5,0
half_speed_adaptive,0.035088,0,407
half_speed_adaptive,0.035088,1,0
half_speed_adaptive,0.035088,2,0
half_speed_adaptive,0.035088,3,0
half_speed_adaptive,0.035088,4,0
half_speed_adaptive,0.035088,5,0
half_speed_adaptive,0.036093,0,407
half_speed_adaptive,0.036093,1,0
half_speed_adaptive,0.036093,2,0
half_speed_adaptive,0.036093,3,0
half_speed_adaptive,0.036093,4,0
half_speed_adaptive,0.036093,5,0
half_speed_ramp_adaptive,0.0,0,407
half_speed_ramp_adaptive,0.0,1,0
half_speed_ramp_adaptive,0.0,2,0
half_speed_ramp_adaptive,0.0,3,0
half_speed_ramp_adaptive,0.0,4,0
half_speed_ramp_adaptive,0.0,5,0
half_speed_ramp_adaptive,0.001005,0,247
half_speed_ramp_adaptive,0.001005,1,0
half_speed_ramp_adaptive,0.001005,2,0
half_speed_ramp_adaptive,0.001005,3,0
half_speed_ramp_adaptive,0.001005,4,0
half_speed_ramp_adaptive,0.001005,5,160
half_speed_ramp_adaptive,0.002011,0,370
half_speed_ramp_adaptive,0.002011,1,0
half_speed_ramp_adaptive,0.002011,2,0
half_speed_ramp_adaptive,0.002011,3,0
half_speed_ramp_adaptive,0.002011,4,0
half_speed_ramp_adaptive,0.002011,5,37
half_speed_ramp_adaptive,0.003016,0,395
half_speed_ramp_adaptive,0.003016,1,0
half_speed_ramp_adaptive,0.003016,2,0
half_speed_ramp_adaptive,0.003016,3,0
half_speed_ramp_adaptive,0.003016,4,0
half_speed_ramp_adaptive,0.003016,5,12
half_speed_ramp_adaptive,0.004022,0,407
half_speed_ramp_adaptive,0.004022,1,0
half_speed_ramp_adaptive,0.004022,2,0
half_speed_ramp_adaptive,0.004022,3,0
half_speed_ramp_adaptive,0.004022,4,0
half_speed_ramp_adaptive,0.004022,5,0
half_speed_ramp_adaptive,0.005027,0,406
half_speed_ramp_adaptive,0.005027,1,0
half_speed_ramp_adaptive,0.005027,2,0
half_speed_ramp_adaptive,0.005027,3,0
half_speed_ramp_adaptive,0.005027,4,0
half_speed_ramp_adaptive,0.005027,5,1
half_speed_ramp_adaptive,0.006032,0,399
half_speed_ramp_adaptive,0.006032,1,0
half_speed_ramp_adaptive,0.006032,2,0
half_speed_ramp_adaptive,0.006032,3,0
half_speed_ramp_adaptive,0.006032,4,0
half_speed_ramp_adaptive,0.006032,5,8
half_speed_ramp_adaptive,0.007038,0,403
half_speed_ramp_adaptive,0.007038,1,0
half_speed_ramp_adaptive,0.007038,2,0
half_speed_ramp_adaptive,0.007038,3,0
half_speed_ramp_adaptive,0.007038,4,0
half_speed_ramp_adaptive,0.007038,5,4
half_speed_ramp_adaptive,0.008043,0,399
half_speed_ramp_adaptive,0.008043,1,0
half_speed_ramp_adaptive,0.008043,2,0
half_speed_ramp_adaptive,0.008043,3,0
half_speed_ramp_adaptive,0.008043,4,0
half_speed_ramp_adaptive,0.008043,5,8
half_speed_ramp_adaptive,0.009049,0,407
half_speed_ramp_adaptive,0.009049,1,0
half_speed_ramp_adaptive,0.009049,2,0
half_speed_ramp_adaptive,0.009049,3,0
half_speed_ramp_adaptive,0.009049,4,0
half_speed_ramp_adaptive,0.009049,5,0
half_speed_ramp_adaptive,0.010054,0,407
half_speed_ramp_adaptive,0.010054,1,0
half_speed_ramp_adaptive,0.010054,2,0
half_speed_ramp_adaptive,0.010054,3,0
half_speed_ramp_adaptive,0.010054,4,0
half_speed_ramp_adaptive,0.010054,5,0
half_speed_ramp_adaptive,0.011059,0,403
half_speed_ramp_adaptive,0.011059,1,0
half_speed_ramp_adaptive,0.011059,2,0
half_speed_ramp_adaptive,0.011059,3,0
half_speed_ramp_adaptive,0.011059,4,0
half_speed_ramp_adaptive,0.011059,5,4
half_speed_ramp_adaptive,0.012065,0,407
half_speed_ramp_adaptive,0.012065,1,0
half_speed_ramp_adaptive,0.012065,2,0
half_speed_ramp_adaptive,0.012065,3,0
half_speed_ramp_adaptive,0.012065,4,0
half_speed_ramp_adaptive,0.012065,5,0
half_speed_ramp_adaptive,0.01307,0,387
half_speed_ramp_adaptive,0.01307,1,0
half_speed_ramp_adaptive,0.01307,2,0
half_speed_ramp_adaptive,0.01307,3,0
half_speed_ramp_adaptive,0.01307,4,0
half_speed_ramp_adaptive,0.01307,5,20
half_speed_ramp_adaptive,0.014075,0,395
half_speed_ramp_adaptive,0.014075,1,0
half_speed_ramp_adaptive,0.014075,2,0
half_speed_ramp_adaptive,0.014075,3,0
half_speed_ramp_adaptive,0.014075,4,0
half_speed_ramp_adaptive,0.014075,5,12
half_speed_ramp_adaptive,0.015081,0,399
half_speed_ramp_adaptive,0.015081,1,0
half_speed_ramp_adaptive,0.015081,2,0
half_speed_ramp_adaptive,0.015081,3,0
half_speed_ramp_adaptive,0.015081,4,0
half_speed_ramp_adaptive,0.015081,5,8
half_speed_ramp_adaptive,0.016086,0,399
half_speed_ramp_adaptive,0.016086,1,0
half_speed_ramp_adaptive,0.016086,2,0
half_speed_ramp_adaptive,0.016086,3,0
half_speed_ramp_adaptive,0.016086,4,0
half_speed_ramp_adaptive,0.016086,5,8
half_speed_ramp_adaptive,0.017091,0,399
half_speed_ramp_adaptive,0.017091,1,0
half_speed_ramp_adaptive,0.017091,2,0
half_speed_ramp_adaptive,0.017091,3,0
half_speed_ramp_adaptive,0.017091,4,0
half_speed_ramp_adaptive,0.017091,5,8
half_speed_ramp_adaptive,0.018097,0,399
half_speed_ramp_adaptive,0.018097,1,0
half_speed_ramp_adaptive,0.018097,2,0
half_speed_ramp_adaptive,0.018097,3,0
half_speed_ramp_adaptive,0.018097,4,0
half_speed_ramp_adaptive,0.018097,5,8
half_speed_ramp_adaptive,0.019002,0,399
half_speed_ramp_adaptive,0.019002,1,0
half_speed_ramp_adaptive,0.019002,2,0
half_speed_ramp_adaptive,0.019002,3,0
half_speed_ramp_adaptive,0.019002,4,0
half_speed_ramp_adaptive,0.019002,5,8
half_speed_ramp_adaptive,0.020007,0,399
half_speed_ramp_adaptive,0.020007,1,0
half_speed_ramp_adaptive,0.020007,2,0
half_speed_ramp_adaptive,0.020007,3,0
half_speed_ramp_adaptive,0.020007,4,0
half_speed_ramp_adaptive,0.020007,5,8
half_speed_ramp_adaptive,0.021012,0,399
half_speed_ramp_adaptive,0.021012,1,0
half_speed_ramp_adaptive,0.021012,2,0
half_speed_ramp_adaptive,0.021012,3,0
half_speed_ramp_adaptive,0.021012,4,0
half_speed_ramp_adaptive,0.021012,5,8
half_speed_ramp_adaptive,0.022018,0,399
half_speed_ramp_adaptive,0.022018,1,0
half_speed_ramp_adaptive,0.022018,2,0
half_speed_ramp_adaptive,0.022018,3,0
half_speed_ramp_adaptive,0.022018,4,0
half_speed_ramp_adaptive,0.022018,5,8
half_speed_ramp_adaptive,0.023023,0,399
half_speed_ramp_adaptive,0.023023,1,0
half_speed_ramp_adaptive,0.023023,2,0
half_speed_ramp_adaptive,0.023023,3,0
half_speed_ramp_adaptive,0.023023,4,0
half_speed_ramp_adaptive,0.023023,5,8
half_speed_ramp_adaptive,0.024029,0,399
half_speed_ramp_adaptive,0.024029,1,0
half_speed_ramp_adaptive,0.024029,2,0
half_speed_ramp_adaptive,0.024029,3,0
half_speed_ramp_adaptive,0.024029,4,0
half_speed_ramp_adaptive,0.024029,5,8
half_speed_ramp_adaptive,0.025034,0,399
half_speed_ramp_adaptive,0.025034,1,0
half_speed_ramp_adaptive,0.025034,2,0
half_speed_ramp_adaptive,0.025034,3,0
half_speed_ramp_adaptive,0.025034,4,0
half_speed_ramp_adaptive,0.025034,5,8
half_speed_ramp_adaptive,0.026039,0,399
half_speed_ramp_adaptive,0.026039,1,0
half_speed_ramp_adaptive,0.026039,2,0
half_speed_ramp_adaptive,0.026039,3,0
half_speed_ramp_adaptive,0.026039,4,0
half_speed_ramp_adaptive,0.026039,5,8
half_speed_ramp_adaptive,0.027045,0,399
half_speed_ramp_adaptive,0.027045,1,0
half_speed_ramp_adaptive,0.027045,2,0
half_speed_ramp_adaptive,0.027045,3,0
half_speed_ramp_adaptive,0.027045,4,0
half_speed_ramp_adaptive,0.027045,5,8
half_speed_ramp_adaptive,0.02805,0,399
half_speed_ramp_adaptive,0.02805,1,0
half_speed_ramp_adaptive,0.02805,2,0
half_speed_ramp_adaptive,0.02805,3,0
half_speed_ramp_adaptive,0.02805,4,0
half_speed_ramp_adaptive,0.02805,5,8
half_speed_ramp_adaptive,0.029055,0,399
half_speed_ramp_adaptive,0.029055,1,0
half_speed_ramp_adaptive,0.029055,2,0
half_speed_ramp_adaptive,0.029055,3,0
half_speed_ramp_adaptive,0.029055,4,0
half_speed_ramp_adaptive,0.029055,5,8
half_speed_ramp_adaptive,0.030061,0,399
half_speed_ramp_adaptive,0.030061,1,0
half_speed_ramp_adaptive,0.030061,2,0
half_speed_ramp_adaptive,0.030061,3,0
half_speed_ramp_adaptive,0.030061,4,0
half_speed_ramp_adaptive,0.030061,5,8
half_speed_ramp_adaptive,0.031066,0,399
half_speed_ramp_adaptive,0.031066,1,0
half_speed_ramp_adaptive,0.031066,2,0
half_speed_ramp_adaptive,0.031066,3,0
half_speed_ramp_adaptive,0.031066,4,0
half_speed_ramp_adaptive,0.031066,5,8
half_speed_ramp_adaptive,0.032072,0,406
half_speed_ramp_adaptive,0.032072,1,0
half_speed_ramp_adaptive,0.032072,2,0
half_speed_ramp_adaptive,0.032072,3,0
half_speed_ramp_adaptive,0.032072,4,0
half_speed_ramp_adaptive,0.032072,5,1
half_speed_ramp_adaptive,0.033077,0,399
half_speed_ramp_adaptive,0.033077,1,0
half_speed_ramp_adaptive,0.033077,2,0
half_speed_ramp_adaptive,0.033077,3,0
half_speed_ramp_adaptive,0.033077,4,0
half_speed_ramp_adaptive,0.033077,5,8
half_speed_ramp_adaptive,0.034082,0,407
half_speed_ramp_adaptive,0.034082,1,0
half_speed_ramp_adaptive,0.034082,2,0
half_speed_ramp_adaptive,0.034082,3,0
half_speed_ramp_adaptive,0.034082,4,0
half_speed_ramp_adaptive,0.034082,5,0
half_speed_ramp_adaptive,0.035088,0,407
half_speed_ramp_adaptive,0.035088,1,0
half_speed_ramp_adaptive,0.035088,2,0
half_speed_ramp_adaptive,0.035088,3,0
half_speed_ramp_adaptive,0.035088,4,0
half_speed_ramp_adaptive,0.035088,5,0
half_speed_ramp_adaptive,0.036093,0,407
half_speed_ramp_adaptive,0.036093,1,0
half_speed_ramp_adaptive,0.036093,2,0
half_speed_ramp_adaptive,0.036093,3,0
half_speed_ramp_adaptive,0.036093,4,0
half_speed_ramp_adaptive,0.036093,5,0
half_speed_ramp_adaptive,0.037098,0,407
half_speed_ramp_adaptive,0.037098,1,0
half_speed_ramp_adaptive,0.037098,2,0
half_speed_ramp_adaptive,0.037098,3,0
half_speed_ramp_adaptive,0.037098,4,0
half_speed_ramp_adaptive,0.037098,5,0
half_speed_ramp_adaptive,0.038003,0,407
half_speed_ramp_adaptive,0.038003,1,0
half_speed_ramp_adaptive,0.038003,2,0
half_speed_ramp_adaptive,0.038003,3,0
half_speed_ramp_adaptive,0.038003,4,0
half_speed_ramp_adaptive,0.038003,5,0
half_speed_ramp_adaptive,0.039009,0,407
half_speed_ramp_adaptive,0.039009,1,0
half_speed_ramp_adaptive,0.039009,2,0
half_speed_ramp_adaptive,0.039009,3,0
half_speed_ramp_adaptive,0.039009,4,0
half_speed_ramp_adaptive,0.039009,5,0
quarter_speed_adaptive,0.0,0,407
quarter_speed_adaptive,0.0,1,0
quarter_speed_adaptive,0.0,2,0
quarter_speed_adaptive,0.0,3,0
quarter_speed_adaptive,0.0,4,0
quarter_speed_adaptive,0.0,5,0
quarter_speed_adaptive,0.002011,0,374
quarter_speed_adaptive,0.002011,1,0
quarter_speed_adaptive,0.002011,2,0
quarter_speed_adaptive,0.002011,3,0
quarter_speed_adaptive,0.002011,4,0
quarter_speed_adaptive,0.002011,5,33
quarter_speed_adaptive,0.004022,0,407
quarter_speed_adaptive,0.004022,1,0
quarter_speed_adaptive,0.004022,2,0
quarter_speed_adaptive,0.004022,3,0
quarter_speed_adaptive,0.004022,4,0
quarter_speed_adaptive,0.004022,5,0
quarter_speed_adaptive,0.006032,0,407
quarter_speed_adaptive,0.006032,1,0
quarter_speed_adaptive,0.006032,2,0
quarter_speed_adaptive,0.006032,3,0
quarter_speed_adaptive,0.006032,4,0
quarter_speed_adaptive,0.006032,5,0
quarter_speed_adaptive,0.008043,0,399
quarter_speed_adaptive,0.008043,1,0
quarter_speed_adaptive,0.008043,2,0
quarter_speed_adaptive,0.008043,3,0
quarter_speed_adaptive,0.008043,4,0
quarter_speed_adaptive,0.008043,5,8
quarter_speed_adaptive,0.010054,0,407
quarter_speed_adaptive,0.010054,1,0
quarter_speed_adaptive,0.010054,2,0
quarter_speed_adaptive,0.010054,3,0
quarter_speed_adaptive,0.010054,4,0
quarter_speed_adaptive,0.010054,5,0
quarter_speed_adaptive,0.012065,0,407
quarter_speed_adaptive,0.012065,1,0
quarter_speed_adaptive,0.012065,2,0
quarter_speed_adaptive,0.012065,3,0
quarter_speed_adaptive,0.012065,4,0
quarter_speed_adaptive,0.012065,5,0
quarter_speed_adaptive,0.014076,0,391
quarter_speed_adaptive,0.014076,1,0
quarter_speed_adaptive,0.014076,2,0
quarter_speed_adaptive,0.014076,3,0
quarter_speed_adaptive,0.014076,4,0
quarter_speed_adaptive,0.014076,5,16
quarter_speed_adaptive,0.016086,0,391
quarter_speed_adaptive,0.016086,1,0
quarter_speed_adaptive,0.016086,2,0
quarter_speed_adaptive,0.016086,3,0
quarter_speed_adaptive,0.016086,4,0
quarter_speed_adaptive,0.016086,5,16
quarter_speed_adaptive,0.018097,0,405
quarter_speed_adaptive,0.018097,1,0
quarter_speed_adaptive,0.018097,2,0
quarter_speed_adaptive,0.018097,3,0
quarter_speed_adaptive,0.018097,4,0
quarter_speed_adaptive,0.018097,5,2
quarter_speed_adaptive,0.020007,0,406
quarter_speed_adaptive,0.020007,1,0
quarter_speed_adaptive,0.020007,2,0
quarter_speed_adaptive,0.020007,3,0
quarter_speed_adaptive,0.020007,4,0
quarter_speed_adaptive,0.020007,5,1
quarter_speed_adaptive,0.022018,0,406
quarter_speed_adaptive,0.022018,1,0
quarter_speed_adaptive,0.022018,2,0
