reference,line,bottom_layer_mean_reference,scale,window_start,window_end,n,rmse,mae,max_abs,relative_rmse
eq4,gpu_mode1_xi005_b5,False,1.165,0.01,1.0,10,156.321949406958,130.23194428590097,324.5607171083848,0.013710488951091428
eq4,gpu_mode1_xi005_b5,False,1.1675,0.01,1.0,10,159.08630145504137,134.43402582665348,320.16582182473394,0.013963602666303176
eq4,gpu_mode1_xi005_b5,False,1.17,0.01,1.0,10,162.4131438549793,138.62920636977225,315.77562949131425,0.014266496596284236
eq4,gpu_mode1_xi005_b5,False,1.1724999999999999,0.01,1.0,10,166.26626836276037,142.81749718086093,311.390125042577,0.01461610085405622
eq4,gpu_mode1_xi005_b5,False,1.175,0.01,1.0,10,170.6076467440072,146.99890947576804,307.0092934932127,0.015009175735464286
eq4,gpu_mode1_xi005_b5,False,1.1775,0.01,1.0,10,175.3987284547482,151.7040452731877,302.63311993760544,0.015442425359334338
eq4,gpu_mode1_xi005_b5,False,1.18,0.01,1.0,10,180.6015038661438,157.63193420847,298.2615895491963,0.01591259117176318
eq4,gpu_mode1_xi005_b5,False,1.1825,0.01,1.0,10,186.17931445592504,163.5510860836611,293.8946875799229,0.016416523566503725
eq4,gpu_mode1_xi005_b5,False,1.185,0.01,1.0,10,192.09742174203834,169.46151755138015,289.5323993596321,0.01695123254185599
eq4,gpu_mode1_xi005_b5,False,1.1875,0.01,1.0,10,198.32336539523703,175.36324518455632,289.78350388017407,0.017513919968756893
eq4,gpu_mode1_xi005_b5,False,1.19,0.01,1.0,10,204.82714944533413,181.25628547718915,302.3060080255482,0.018101996810334166
eq4,gpu_mode1_xi005_b5,False,1.1925,0.01,1.0,10,211.581296556579,187.14065484509493,314.80670134734737,0.01871308874786762
eq4,gpu_mode1_xi005_b5,False,1.195,0.01,1.0,10,218.56080684974776,193.0163696266537,327.2856251476769,0.01934503337993197
eq4,gpu_mode1_xi005_b5,False,1.1975,0.01,1.0,10,225.74305202514944,198.88344608354174,339.7428205999813,0.019995871674085213
eq4,gpu_mode1_xi005_b5,False,1.2,0.01,1.0,10,233.10762921181959,204.87724563895443,352.1783287501594,0.02066383580592701
eq4,gpu_mode1_xi005_b5,False,1.2025000000000001,0.01,1.0,10,240.63619300060594,212.23721613079232,364.59219051765103,0.021347335004051487
eq4,gpu_mode1_xi005_b5,False,1.205,0.01,1.0,10,248.31227898694962,219.58702473270085,376.98444669651235,0.02204494057371002
eq4,gpu_mode1_xi005_b5,False,1.2075,0.01,1.0,10,256.12112800386825,226.926692244068,389.35513795647876,0.022755370910850847
eq4,gpu_mode1_xi005_b5,False,1.21,0.01,1.0,10,264.0495170318913,234.25623936541942,401.7043048440155,0.023477477039157913
eq4,gpu_mode1_xi005_b5,False,1.2125,0.01,1.0,10,272.0856004066137,241.57568669928614,414.03198778334263,0.024210228995387082
eq4,gpu_mode1_xi005_b5,False,1.215,0.01,1.0,10,280.2187632522354,248.8850547510614,426.3382270774555,0.024952703239544998
eq4,gpu_mode1_xi005_b5,False,1.2175,0.01,1.0,10,288.43948790115667,256.1843639298471,438.62306290912966,0.02570407116337794
eq4,gpu_mode1_xi005_b5,False,1.22,0.01,1.0,10,296.73923328431704,263.47363454929246,450.8865353418996,0.02646358870189661
eq4,gpu_mode1_xi005_b5,False,1.2225000000000001,0.01,1.0,10,305.11032678765156,270.7528868284262,463.12868432105915,0.02723058700898382
eq4,gpu_mode1_xi005_b5,False,1.225,0.01,1.0,10,313.5458677832493,278.0221408924659,475.3495496745909,0.028004464132247643
eq4,gpu_mode1_xi005_b5,False,1.2275,0.01,1.0,10,322.03964189676384,285.28141677364056,487.54917111414125,0.02878467760871552
eq4,gpu_mode1_xi005_b5,False,1.23,0.01,1.0,10,330.58604501891296,292.53073441198524,499.72758823594086,0.02957073789765754
eq4,gpu_mode1_xi005_b5,False,1.2325,0.01,1.0,10,339.1800160755862,299.7701136561353,511.8848405217359,0.030362202566893193
eq4,gpu_mode1_xi005_b5,False,1.2349999999999999,0.01,1.0,10,347.81697761463084,306.99957426411584,524.0209673396903,0.031158671152309168
eq4,gpu_mode1_xi005_b5,False,1.2375,0.01,1.0,10,356.49278333192484,314.21913590411,536.1360079452907,0.03195978061559664
eq4,gpu_mode1_xi005_b5,False,1.24,0.01,1.0,10,365.20367173401064,321.42881815523003,548.2300014822213,0.032765201331444824
eq4,gpu_mode1_xi005_b5,False,1.2425,0.01,1.0,10,373.94622521231764,328.62864050828256,560.3029869832526,0.03357463354197842
eq4,gpu_mode1_xi005_b5,False,1.245,0.01,1.0,10,382.7173338804127,336.2708033488094,572.3550033710853,0.03438780422270357
eq4,gpu_mode1_xi005_b5,False,1.2475,0.01,1.0,10,391.51416359817756,344.65958648304115,584.3860894592071,0.03520446431039453
eq4,gpu_mode1_xi005_b5,False,1.25,0.01,1.0,10,400.3341276738005,353.0373571923851,596.3962839527312,0.036024386249072574
eq4,gpu_mode1_xi005_b5,False,1.2525,0.01,1.0,10,409.174861795398,361.4041382504944,608.3856254492221,0.036847361815442424
eq4,gpu_mode1_xi005_b5,False,1.255,0.01,1.0,10,418.034201798855,369.7599523282667,620.3541524395077,0.037673200189847135
eq4,gpu_mode1_xi005_b5,False,1.2575,0.01,1.0,10,426.9101639271886,378.1048219946847,632.3019033084829,0.038501726242985194
eq4,gpu_mode1_xi005_b5,False,1.26,0.01,1.0,10,435.8009272798468,386.4387697176424,644.2289163359028,0.03933277901233931
eq4,gpu_mode1_xi005_b5,False,1.2625,0.01,1.0,10,444.70481818826806,394.761817864769,656.13522969717,0.040166210345528926
eq4,gpu_mode1_xi005_b5,False,1.2650000000000001,0.01,1.0,10,453.62029628726754,403.0739887042394,668.0208814640973,0.04100188369066184
eq4,gpu_mode1_xi005_b5,False,1.2675,0.01,1.0,10,462.5459420808702,411.3753044055761,679.8859096056703,0.04183967301626465
eq4,gpu_mode1_xi005_b5,False,1.27,0.01,1.0,10,471.48044582658207,419.66578704044286,691.7303519888064,0.042679461845560616
eq4,gpu_mode1_xi005_b5,False,1.2725,0.01,1.0,10,480.4225975841518,427.945458583434,703.5542463790844,0.043521142391767534
eq4,gpu_mode1_xi005_b5,False,1.275,0.01,1.0,10,489.3712782941491,436.21434091285766,715.3576304414819,0.044364614782752984
eq4,gpu_mode1_xi005_b5,False,1.2774999999999999,0.01,1.0,10,498.32545176836277,444.4724558114941,727.1405417410915,0.04520978636482487
eq4,gpu_mode1_xi005_b5,False,1.28,0.01,1.0,10,507.2841574886805,452.7198249673703,738.903017743839,0.04605657107670338
eq4,gpu_mode1_xi005_b5,False,1.2825,0.01,1.0,10,516.246504123684,460.9564699745053,750.6450958171736,0.046904888885806566
eq4,gpu_mode1_xi005_b5,False,1.2850000000000001,0.01,1.0,10,525.2116636833206,469.1824123336646,762.3668132307721,0.04775466527994535
eq4,gpu_mode1_xi005_b5,False,1.2875,0.01,1.0,10,534.1788662415593,477.3976734530951,774.0682071572128,0.04860583080834948
eq4,gpu_mode1_xi005_b5,False,1.29,0.01,1.0,10,543.1473951653677,485.60227464925845,785.749314672651,0.04945832066667608
eq4,gpu_mode1_xi005_b5,False,1.2925,0.01,1.0,10,552.116582795627,493.79623714755036,797.4101727574916,0.05031207432128255
eq4,gpu_mode1_xi005_b5,False,1.295,0.01,1.0,10,561.0858065320191,501.9795820830294,809.0508182970352,0.05116703516860182
eq4,gpu_mode1_xi005_b5,False,1.2974999999999999,0.01,1.0,10,570.0544852794508,510.1523305011124,820.6712880821278,0.052023150225936905
eq4,gpu_mode1_xi005_b5,False,1.3,0.01,1.0,10,579.0220762185338,518.3145033582842,832.2716188098066,0.05288036985042133
eq4,gpu_mode1_xi005_b5,False,1.3025,0.01,1.0,10,587.988071866848,526.4661215227895,843.8518470839153,0.053738647483256456
eq4,gpu_mode1_xi005_b5,False,1.3050000000000002,0.01,1.0,10,596.9519974015287,534.6072057753262,855.4120094157424,0.05459793941666819
eq4,gpu_mode1_xi005_b5,False,1.3075,0.01,1.0,10,605.9134082169517,542.737776809718,866.9521422246298,0.05545820458130467
eq4,gpu_mode1_xi005_b5,False,1.31,0.01,1.0,10,614.8718876942511,550.857855233597,878.4722818385717,0.05631940435205482
eq4,gpu_mode1_xi005_b5,False,1.3125,0.01,1.0,10,623.827045161895,558.9674615690622,889.9724644948192,0.05718150237048251
eq4,gpu_mode1_xi005_b5,False,1.315,0.01,1.0,10,632.7785140288419,567.0666162533465,901.4527263404707,0.058044464382271455
eq4,gpu_mode1_xi005_b5,False,1.3175,0.01,1.0,10,641.7259500737368,575.1553396394694,912.9131034330521,0.05890825808824296
eq4,gpu_mode1_xi005_b5,False,1.32,0.01,1.0,10,650.6690298753958,583.2336519968821,924.3536317410917,0.05977285300766522
eq4,gpu_mode1_xi005_b5,False,1.3225,0.01,1.0,10,659.6074493713456,591.3015735121063,935.7743471446856,0.06063822035270326
eq4,gpu_mode1_xi005_b5,False,1.3250000000000002,0.01,1.0,10,668.5409225325934,599.3591242893731,947.1752854360611,0.06150433291298242
eq4,gpu_mode1_xi005_b5,False,1.3275000000000001,0.01,1.0,10,677.4691801439727,607.4063243512492,958.5564823201303,0.062371164949338406
eq4,gpu_mode1_xi005_b5,False,1.33,0.01,1.0,10,686.3919686805311,615.443193639255,969.9179734150321,0.06323869209592572
eq4,gpu_mode1_xi005_b5,False,1.3325,0.01,1.0,10,695.3090492713674,623.4697520144862,981.25979425267,0.0641068912699367
eq4,gpu_mode1_xi005_b5,False,1.335,0.01,1.0,10,704.22019674318,631.4860192582149,992.5819802792485,0.06497574058825865
eq4,gpu_mode1_xi005_b5,False,1.3375,0.01,1.0,10,713.1251987365566,639.4920150724985,1003.8845668557933,0.06584521929046268
eq4,gpu_mode1_xi005_b5,False,1.3399999999999999,0.01,1.0,10,722.02385488872,647.4877590807763,1015.1675892586763,0.06671530766757794
eq4,gpu_mode1_xi005_b5,False,1.3425,0.01,1.0,10,730.9159760770171,655.4732708284571,1026.4310826801175,0.06758598699615373
eq4,gpu_mode1_xi005_b5,False,1.345,0.01,1.0,10,739.801383718038,663.4485697835046,1037.675082228695,0.06845723947716519
eq4,gpu_mode1_xi005_b5,False,1.3475000000000001,0.01,1.0,10,748.6799091176985,671.4136753370221,1048.8996229298464,0.0693290481793566
eq4,gpu_mode1_xi005_b5,False,1.35,0.01,1.0,10,757.5513928680394,679.3686068038181,1060.1047397263537,0.07020139698665229
eq4,gpu_mode1_xi005_b5,False,1.3525,0.01,1.0,10,766.4156842869548,687.3133834229826,1071.2904674788388,0.07107427054930611
eq4,gpu_mode1_xi005_b5,False,1.355,0.01,1.0,10,775.2726408973217,695.2480243584399,1082.4568409662352,0.07194765423848236
eq4,gpu_mode1_xi005_b5,False,1.3575,0.01,1.0,10,784.1221279424041,703.3904300351197,1093.6038948862642,0.07282153410399582
eq4,gpu_mode1_xi005_b5,False,1.3599999999999999,0.01,1.0,10,792.964017934632,712.1191944297186,1104.7316638559068,0.07369589683495893
eq4,gpu_mode1_xi005_b5,False,1.3625,0.01,1.0,10,801.798190235127,720.8371320570517,1115.8401824118637,0.07457072972310694
eq4,gpu_mode1_xi005_b5,False,1.365,0.01,1.0,10,810.6245306615924,729.5442638440466,1126.9294850110018,0.07544602062859405
eq4,gpu_mode1_xi005_b5,False,1.3675000000000002,0.01,1.0,10,819.4429311223806,738.2406106357821,1137.999606030825,0.07632175794806997
eq4,gpu_mode1_xi005_b5,False,1.37,0.01,1.0,10,828.2532892747294,746.9261931960734,1149.050579769898,0.077197930584862
eq4,gpu_mode1_xi005_b5,False,1.3725,0.01,1.0,10,837.0555082053595,755.6010322080607,1160.0824404483037,0.07807452792110552
eq4,gpu_mode1_xi005_b5,False,1.375,0.01,1.0,10,845.8494961317456,764.2651482747854,1171.0952222080668,0.07895153979167556
eq4,gpu_mode1_xi005_b5,False,1.3775,0.01,1.0,10,854.6351661225355,772.9185619197601,1182.0889591135801,0.07982895645978695
eq4,gpu_mode1_xi005_b5,False,1.38,0.01,1.0,10,863.4124358357236,781.5612935875448,1193.0636851520394,0.0807067685941418
eq4,gpu_mode1_xi005_b5,False,1.3825,0.01,1.0,10,872.18122727327,790.1933636443008,1204.0194342338527,0.08158496724750973
eq4,gpu_mode1_xi005_b5,False,1.385,0.01,1.0,10,880.9414665509947,798.8147923783508,1214.9562401930543,0.08246354383663966
eq4,gpu_mode1_xi005_b5,False,1.3875000000000002,0.01,1.0,10,889.6930836826643,807.4256000007312,1225.8741367877183,0.08334249012340844
eq4,gpu_mode1_xi005_b5,False,1.3900000000000001,0.01,1.0,10,898.4360123772477,816.0258066457359,1236.7731577003524,0.08422179819711723
eq4,gpu_mode1_xi005_b5,False,1.3925,0.01,1.0,10,907.1701898484505,824.6154323714597,1247.6533365383075,0.08510146045785828
eq4,gpu_mode1_xi005_b5,False,1.395,0.01,1.0,10,915.895556635648,833.1944971603331,1258.514706834164,0.08598146960087517
eq4,gpu_mode1_xi005_b5,False,1.3975,0.01,1.0,10,924.6120564354541,841.7630209196528,1269.357302046118,0.08686181860185044
eq4,gpu_mode1_xi005_b5,False,1.4,0.01,1.0,10,933.3196359431978,850.321023482109,1280.1811555583754,0.08774250070305668
eq4,gpu_mode1_xi005_b5,False,1.4024999999999999,0.01,1.0,10,942.0182447036328,858.8685246063026,1290.986300681523,0.08862350940031272
eq4,gpu_mode1_xi005_b5,False,1.405,0.01,1.0,10,950.7078349702791,867.4055439772656,1301.772770652904,0.08950483843069261
eq4,gpu_mode1_xi005_b5,False,1.4075,0.01,1.0,10,959.3883615728018,875.9321012069684,1312.5405986369915,0.09038648176093508
eq4,gpu_mode1_xi005_b5,False,1.4100000000000001,0.01,1.0,10,968.0597817919268,884.4482158348271,1323.2898177257503,0.09126843357651034
eq4,gpu_mode1_xi005_b5,False,1.4125,0.01,1.0,10,976.7220552413847,892.9539073282074,1334.0204609390103,0.09215068827129991
eq4,gpu_mode1_xi005_b5,False,1.415,0.01,1.0,10,985.3751437564324,901.4491950829151,1344.732561224805,0.09303324043784966
eq4,gpu_mode1_xi005_b5,False,1.4175,0.01,1.0,10,994.0190112885397,909.934098423694,1355.4261514597392,0.09391608485816112
eq4,gpu_mode1_xi005_b5,False,1.42,0.01,1.0,10,1002.6536238058486,918.4086366047138,1366.1012644493367,0.09479921649498568
eq4,gpu_mode1_xi005_b5,False,1.4224999999999999,0.01,1.0,10,1011.2789491990245,926.8728288100453,1376.7579329283762,0.09568263048358938
eq4,gpu_mode1_xi005_b5,False,1.425,0.01,1.0,10,1019.8949571922032,935.3266941541494,1387.3961895612474,0.09656632212396225
eq4,gpu_mode1_xi005_b5,False,1.4275,0.01,1.0,10,1028.501619258668,943.7702516823404,1398.0160669422703,0.09745028687344005
eq4,gpu_mode1_xi005_b5,False,1.4300000000000002,0.01,1.0,10,1037.0989085410156,952.2035203712628,1408.6175975960405,0.09833452033971772
eq4,gpu_mode1_xi005_b5,False,1.4325,0.01,1.0,10,1045.6867997755025,960.6265191293533,1419.2008139777572,0.0992190182742276
eq4,gpu_mode1_xi005_b5,False,1.435,0.01,1.0,10,1054.2652692203417,969.0392667973025,1429.7657484735455,0.10010377656586221
eq4,gpu_mode1_xi005_b5,False,1.4375,0.01,1.0,10,1062.8342945877025,977.4417821485116,1440.312433400778,0.10098879123502018
eq4,gpu_mode1_xi005_b5,False,1.44,0.01,1.0,10,1071.3938549791947,985.8340838895443,1450.8409010083979,0.10187405842795617
eq4,gpu_mode1_xi005_b5,False,1.4425,0.01,1.0,10,1079.9439308246394,994.2161906605727,1461.351183477227,0.10275957441141767
eq4,gpu_mode1_xi005_b5,False,1.445,0.01,1.0,10,1088.4845038239316,1002.5881210358272,1471.8433129202795,0.10364533556755155
eq4,gpu_mode1_xi005_b5,False,1.4475,0.01,1.0,10,1097.015556891804,1010.9498935240279,1482.3173213830705,0.10453133838906384
eq4,gpu_mode1_xi005_b5,False,1.45,0.01,1.0,10,1105.5370741053466,1019.3015265688267,1492.7732408439178,0.10541757947462004
eq4,gpu_mode1_xi005_b5,False,0.75,0.002,3.6,36,1993.8305740106439,1963.8635723726422,2394.460588953405,0.23785851834351565
eq4,gpu_mode1_xi005_b5,False,0.7525,0.002,3.6,36,1976.687560412148,1946.9125937114013,2374.606365097591,0.23619620292601334
eq4,gpu_mode1_xi005_b5,False,0.755,0.002,3.6,36,1959.6065970183013,1930.0217745296213,2354.8074344461966,0.2345344211967868
eq4,gpu_mode1_xi005_b5,False,0.7575,0.002,3.6,36,1942.5873976011844,1913.190846036644,2335.063630677534,0.2328731813103956
eq4,gpu_mode1_xi005_b5,False,0.76,0.002,3.6,36,1925.629678018382,1896.4195409320137,2315.3747882696944,0.2312124914152678
eq4,gpu_mode1_xi005_b5,False,0.7625,0.002,3.6,36,1908.7331562107936,1879.7075933938763,2295.7407424899793,0.22955235965543755
eq4,gpu_mode1_xi005_b5,False,0.765,0.002,3.6,36,1891.897552201049,1863.0547390674967,2276.161329384544,0.22789279417235672
eq4,gpu_mode1_xi005_b5,False,0.7675,0.002,3.6,36,1875.1225880925683,1846.4607150539373,2256.6363857682936,0.226233803106781
eq4,gpu_mode1_xi005_b5,False,0.77,0.002,3.6,36,1858.4079880692839,1829.9252598988687,2237.165749214978,0.22457539460073683
eq4,gpu_mode1_xi005_b5,False,0.7725,0.002,3.6,36,1841.7534783960468,1813.44811358153,2217.7492580475255,0.22291757679957136
eq4,gpu_mode1_xi005_b5,False,0.775,0.002,3.6,36,1825.158787419744,1797.029017503814,2198.3867513285813,0.22126035785408946
eq4,gpu_mode1_xi005_b5,False,0.7775,0.002,3.6,36,1808.6236455711444,1780.6677144794933,2179.0780688512405,0.21960374592278173
eq4,gpu_mode1_xi005_b5,False,0.78,0.002,3.6,36,1792.147785367526,1764.3639487235826,2159.823051130016,0.21794774917415005
eq4,gpu_mode1_xi005_b5,False,0.7825,0.002,3.6,36,1775.7309414160752,1748.1174658418124,2140.9301355082525,0.21629237578913083
eq4,gpu_mode1_xi005_b5,False,0.785,0.002,3.6,36,1759.3728504181365,1731.9280128202518,2122.585216316508,0.21463763396362684
eq4,gpu_mode1_xi005_b5,False,0.7875,0.002,3.6,36,1743.0732511743063,1715.7953380150425,2104.2825524288955,0.21298353191114772
eq4,gpu_mode1_xi005_b5,False,0.79,0.002,3.6,36,1726.831884590426,1699.7191911422499,2086.022025807323,0.2113300778655668
eq4,gpu_mode1_xi005_b5,False,0.7925,0.002,3.6,36,1710.6484936845256,1683.6993232678499,2067.8035191457084,0.20967728008400208
eq4,gpu_mode1_xi005_b5,False,0.795,0.002,3.6,36,1694.5228235947216,1667.7354867978158,2049.626915858992,0.20802514684982304
eq4,gpu_mode1_xi005_b5,False,0.7975,0.002,3.6,36,1678.4546215881676,1651.8274354683413,2031.492100072367,0.20637368647579601
eq4,gpu_mode1_xi005_b5,False,0.8,0.002,3.6,36,1662.443637071037,1635.9749243361493,2013.3989566106993,0.20472290730736822
eq4,gpu_mode1_xi005_b5,False,0.8025,0.002,3.6,36,1646.4896215996594,1620.1777097689405,1995.3473709881828,0.20307281772610505
eq4,gpu_mode1_xi005_b5,False,0.805,0.002,3.6,36,1630.5923288928045,1604.435549435928,1977.3372293981502,0.2014234261532832
eq4,gpu_mode1_xi005_b5,False,0.8075,0.002,3.6,36,1614.7515148452123,1588.748202298498,1959.3684187031313,0.19977474105365173
eq4,gpu_mode1_xi005_b5,False,0.81,0.002,3.6,36,1598.9669375424003,1573.115428600961,1941.440826425046,0.19812677093936742
eq4,gpu_mode1_xi005_b5,False,0.8125,0.002,3.6,36,1583.2383572768383,1557.5369898614188,1923.5543407356436,0.19647952437411723
eq4,gpu_mode1_xi005_b5,False,0.815,0.002,3.6,36,1567.5655365655343,1542.01264886272,1905.708850447064,0.1948330099774345
eq4,gpu_mode1_xi005_b5,False,0.8175,0.002,3.6,36,1551.9482401691325,1526.542169643531,1887.904245002641,0.19318723642922395
eq4,gpu_mode1_xi005_b5,False,0.8200000000000001,0.002,3.6,36,1536.3862351125745,1511.1253174894932,1870.1404144678318,0.19154221247450312
eq4,gpu_mode1_xi005_b5,False,0.8225,0.002,3.6,36,1520.8792907074344,1495.7618589244832,1852.417249521346,0.18989794692837667
eq4,gpu_mode1_xi005_b5,False,0.825,0.002,3.6,36,1505.4271785759922,1480.4515617019622,1834.7346414464364,0.18825444868125332
eq4,gpu_mode1_xi005_b5,False,0.8275,0.002,3.6,36,1490.0296726771683,1465.1941947964285,1817.092482122358,0.18661172670432336
eq4,gpu_mode1_xi005_b5,False,0.83,0.002,3.6,36,1474.6865493343985,1449.9895283949518,1799.4906640159943,0.1849697900553084
eq4,gpu_mode1_xi005_b5,False,0.8325,0.002,3.6,36,1459.3975872655708,1434.8373338888023,1781.9290801736215,0.18332864788450243
eq4,gpu_mode1_xi005_b5,False,0.835,0.002,3.6,36,1444.1625676151473,1419.7373838651718,1764.4076242128695,0.18168830944112044
eq4,gpu_mode1_xi005_b5,False,0.8375,0.002,3.6,36,1428.9812739885776,1404.6894520989724,1746.926190314788,0.1800487840799726
eq4,gpu_mode1_xi005_b5,False,0.84,0.002,3.6,36,1413.8534924891712,1389.6933135447352,1729.4846732161077,0.17841008126848654
eq4,gpu_mode1_xi005_b5,False,0.8425,0.002,3.6,36,1398.7790117575314,1374.7487443285781,1712.082968201611,0.17677221059409542
eq4,gpu_mode1_xi005_b5,False,0.845,0.002,3.6,36,1383.7576230137504,1359.855521740269,1694.720971096678,0.17513518177201853
eq4,gpu_mode1_xi005_b5,False,0.8475,0.002,3.6,36,1368.7891201024943,1345.013424225364,1677.3985782599502,0.17349900465345558
eq4,gpu_mode1_xi005_b5,False,0.85,0.002,3.6,36,1353.8732995411924,1330.2222313774316,1660.1156865761523,0.17186368923422507
eq4,gpu_mode1_xi005_b5,False,0.8525,0.002,3.6,36,1339.0099605714806,1315.481723930344,1642.872193449025,0.17022924566386988
eq4,gpu_mode1_xi005_b5,False,0.855,0.002,3.6,36,1324.198905214154,1300.7916837506675,1625.6679967944274,0.16859568425526614
eq4,gpu_mode1_xi005_b5,False,0.8575,0.002,3.6,36,1309.4399383278076,1286.1518938301037,1608.502995033531,0.16696301549476364
eq4,gpu_mode1_xi005_b5,False,0.86,0.002,3.6,36,1294.7328676714383,1271.5621382780298,1591.377087086168,0.16533125005289648
eq4,gpu_mode1_xi005_b5,False,0.8625,0.002,3.6,36,1280.0775039712375,1257.022202314097,1574.2901723642954,0.16370039879569842
eq4,gpu_mode1_xi005_b5,False,0.865,0.002,3.6,36,1265.4736609918743,1242.5318722609104,1557.2421507655818,0.16207047279666736
eq4,gpu_mode1_xi005_b5,False,0.8675,0.002,3.6,36,1250.9211556125515,1228.0909355367753,1540.2329226671163,0.16044148334941988
eq4,gpu_mode1_xi005_b5,False,0.87,0.002,3.6,36,1236.4198079081746,1213.6991806485253,1523.2623889192419,0.15881344198108588
eq4,gpu_mode1_xi005_b5,False,0.8725,0.002,3.6,36,1221.9694412359534,1199.3563971844014,1506.3304508394867,0.15718636046649184
eq4,gpu_mode1_xi005_b5,False,0.875,0.002,3.6,36,1207.5698823278528,1185.0623758070192,1489.4370102066232,0.15556025084319128
eq4,gpu_mode1_xi005_b5,False,0.8775,0.002,3.6,36,1193.2209613892567,1170.8169082463914,1472.5819692548448,0.1539351254273989
eq4,gpu_mode1_xi005_b5,False,0.88,0.002,3.6,36,1178.9225122043154,1156.6197872930215,1455.7652306680275,0.15231099683089547
eq4,gpu_mode1_xi005_b5,False,0.8825000000000001,0.002,3.6,36,1164.6743722484443,1142.470806791067,1438.986697574127,0.15068787797897304
eq4,gpu_mode1_xi005_b5,False,0.885,0.002,3.6,36,1150.4763828084708,1128.3697616315558,1422.2462735396539,0.14906578212949437
eq4,gpu_mode1_xi005_b5,False,0.8875,0.002,3.6,36,1136.3283891110261,1114.3164477456814,1405.543862564271,0.14744472289315222
eq4,gpu_mode1_xi005_b5,False,0.89,0.002,3.6,36,1122.2302404597417,1100.310662098146,1388.8793690754865,0.14582471425501353
eq4,gpu_mode1_xi005_b5,False,0.8925000000000001,0.002,3.6,36,1108.1817903819558,1086.3522026805783,1372.2526979234344,0.14420577059744982
eq4,gpu_mode1_xi005_b5,False,0.895,0.002,3.6,36,1094.1828967856038,1072.440868505006,1355.6637543757697,0.14258790672455438
eq4,gpu_mode1_xi005_b5,False,0.8975,0.002,3.6,36,1080.2334221270974,1058.5764595973853,1339.112444112644,0.14097113788816407
eq4,gpu_mode1_xi005_b5,False,0.9,0.002,3.6,36,1066.3332335910234,1044.7587769911963,1322.5986732217762,0.13935547981560806
eq4,gpu_mode1_xi005_b5,False,0.9025,0.002,3.6,36,1052.4822032826032,1030.9876227210987,1306.1223481936331,0.1377409487393215
eq4,gpu_mode1_xi005_b5,False,0.905,0.002,3.6,36,1038.6802084338822,1017.2627998166305,1289.6833759166611,0.13612756142846733
eq4,gpu_mode1_xi005_b5,False,0.9075,0.002,3.6,36,1024.927131624791,1003.5841122959836,1273.2816636726448,0.13451533522273348
eq4,gpu_mode1_xi005_b5,False,0.91,0.002,3.6,36,1011.2228610202352,989.9513651598168,1256.917119132122,0.1329042880684762
eq4,gpu_mode1_xi005_b5,False,0.9125,0.002,3.6,36,997.567290624558,976.3643643851406,1240.5896503499052,0.131294438557406
eq4,gpu_mode1_xi005_b5,False,0.915,0.002,3.6,36,983.960320554777,962.8229169192432,1224.2991657606717,0.12968580596802406
eq4,gpu_mode1_xi005_b5,False,0.9175,0.002,3.6,36,970.4018573341809,949.326830673675,1208.045574174629,0.1280784103100408
eq4,gpu_mode1_xi005_b5,False,0.92,0.002,3.6,36,956.8918142080148,935.8759145182909,1191.8287847732818,0.12647227237203112
eq4,gpu_mode1_xi005_b5,False,0.9225,0.002,3.6,36,943.4301114831159,922.4699782753373,1175.6487071052552,0.12486741377260085
eq4,gpu_mode1_xi005_b5,False,0.925,0.002,3.6,36,930.0166768935942,909.1088327135938,1159.5052510821997,0.12326385701537164
eq4,gpu_mode1_xi005_b5,False,0.9275,0.002,3.6,36,916.6514459948314,895.7922895425634,1143.3983269747796,0.1216616255481188
eq4,gpu_mode1_xi005_b5,False,0.9299999999999999,0.002,3.6,36,903.3343625883118,882.5201614067232,1127.3278454087213,0.1200607438264321
eq4,gpu_mode1_xi005_b5,False,0.9325,0.002,3.6,36,890.0653791800373,869.2922618798071,1111.2937173609407,0.11846123738230413
eq4,gpu_mode1_xi005_b5,False,0.935,0.002,3.6,36,876.8444574755996,856.1084054591548,1095.3740386641239,0.11686313289809827
eq4,gpu_mode1_xi005_b5,False,0.9375,0.002,3.6,36,863.6715689152579,842.968407560094,1080.4060258770915,0.11526645828638879
eq4,gpu_mode1_xi005_b5,False,0.94,0.002,3.6,36,850.5466952527635,829.8720845103807,1065.4649563513358,0.1136712427762236
eq4,gpu_mode1_xi005_b5,False,0.9425,0.002,3.6,36,837.4698291820504,816.8192535446818,1050.5507657723101,0.1120775170064157
eq4,gpu_mode1_xi005_b5,False,0.9450000000000001,0.002,3.6,36,824.4409750163666,803.8097327991078,1035.6633902120811,0.11048531312653617
eq4,gpu_mode1_xi005_b5,False,0.9475,0.002,3.6,36,811.4601494249133,790.843341305786,1020.802766124385,0.10889466490635458
eq4,gpu_mode1_xi005_b5,False,0.95,0.002,3.6,36,798.52738223263,777.9198989874795,1005.9688303398107,0.10730560785455684
eq4,gpu_mode1_xi005_b5,False,0.9525,0.002,3.6,36,785.6427172894087,765.0392266522571,991.1615200610086,0.10571817934766409
eq4,gpu_mode1_xi005_b5,False,0.9550000000000001,0.002,3.6,36,772.8062134157022,752.2011459881985,976.380772858005,0.10413241877017917
eq4,gpu_mode1_xi005_b5,False,0.9575,0.002,3.6,36,760.0179454323362,739.4054795581517,961.6265266635746,0.10254836766710923
