reference,line,bottom_layer_mean_reference,scale,window_start,window_end,n,rmse,mae,max_abs,relative_rmse
eq4,gpu_mode0_xi005_g9b,False,0.8325,0.002,0.5,5,1210.8589999954713,1200.0202854058862,1417.0066484736017,0.08322368701899059
eq4,gpu_mode0_xi005_g9b,False,0.835,0.002,0.5,5,1201.864526169775,1191.2527253408389,1405.293650638996,0.0826536454195454
eq4,gpu_mode0_xi005_g9b,False,0.8375,0.002,0.5,5,1192.8845686733875,1182.4983059921026,1393.5982862508808,0.08208386192328018
eq4,gpu_mode0_xi005_g9b,False,0.84,0.002,0.5,5,1183.9190865483326,1173.7569691265294,1381.9204788012503,0.08151433606662913
eq4,gpu_mode0_xi005_g9b,False,0.8425,0.002,0.5,5,1174.9680398212518,1165.0286569527063,1370.2601523856629,0.08094506743974353
eq4,gpu_mode0_xi005_g9b,False,0.845,0.002,0.5,5,1166.031389516946,1156.3133121164428,1358.6172316972024,0.08037605568770737
eq4,gpu_mode0_xi005_g9b,False,0.8475,0.002,0.5,5,1157.10909767273,1147.6108776963151,1346.9916420204881,0.07980730051181097
eq4,gpu_mode0_xi005_g9b,False,0.85,0.002,0.5,5,1148.2011273536361,1138.921297199265,1335.3833092257755,0.07923880167088554
eq4,gpu_mode0_xi005_g9b,False,0.8525,0.002,0.5,5,1139.307442668519,1130.2445145562633,1323.7921597631412,0.07867055898270205
eq4,gpu_mode0_xi005_g9b,False,0.855,0.002,0.5,5,1130.4280087870757,1121.5804741180195,1312.2181206567202,0.07810257232543626
eq4,gpu_mode0_xi005_g9b,False,0.8575,0.002,0.5,5,1121.5627919578567,1112.92912065076,1300.6611194990328,0.07753484163920488
eq4,gpu_mode0_xi005_g9b,False,0.86,0.002,0.5,5,1112.7117595272825,1104.2903993320506,1289.1210844453763,0.07696736692767442
eq4,gpu_mode0_xi005_g9b,False,0.8625,0.002,0.5,5,1103.8748799597367,1095.664255746684,1277.5979442082971,0.07640014825974803
eq4,gpu_mode0_xi005_g9b,False,0.865,0.002,0.5,5,1095.0521228587609,1087.0506358826053,1266.0916280521142,0.07583318577133205
