reference,line,time,gpu_bottom_excess,reference_bottom_excess,error
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.2,14293.256944,15355.210154772041,-1061.9532107720406
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.3,13060.6328121,14121.62638805088,-1060.993575950879
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.4,12012.9157983,13072.114326295521,-1059.1985279955206
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.5,11086.4982636,12143.006160026123,-1056.507896426123
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.6,10256.5078122,11302.212756076793,-1045.7049438767935
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.7,9501.57986085,10531.534477182258,-1029.9546163322575
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.8,8788.1024303,9819.791752016876,-1031.6893217168763
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.9,8164.47309005,9159.57967835171,-995.1065883017109
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.0,7551.22395811,8545.59804012681,-994.3740820168096
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.1,7021.59244772,7973.762352632869,-952.1699049128692
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.2,6509.31423592,7440.723115251825,-931.4088793318251
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.3,6024.3680554,6943.602590668334,-919.2345352683342
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.4,5612.60069429,6479.848390232494,-867.2476959424939
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.5,5202.72526026,6047.150058950575,-844.4247986905748
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.6,4800.10460057,5643.3897985223,-843.2851979523002
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.7,4488.41970474,5266.611818877599,-778.1921141375988
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.8,4180.40451377,4915.001971831406,-734.5974580614056
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,1.9,3872.79079851,4586.87316678144,-714.0823682714399
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.0,3566.27430545,4280.654134701131,-714.3798292511306
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.1,3331.17881933,3994.8802173425074,-663.7013980125075
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.2,3125.09071171,3728.1854560274114,-603.0947443174114
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.3,2919.42100685,3479.295576233457,-559.8745693834567
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.4,2713.73958324,3247.0216379364338,-533.282054696434
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.5,2507.78993047,3030.25421585338,-522.4642853833802
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.6,2302.26888012,2827.9580251265365,-525.6891450065364
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.7,2098.47960063,2639.1669363546234,-540.6873357246236
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.8,1949.77517357,2462.9793398266056,-513.2041662566055
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,2.9,1840.25021698,2298.5538280462324,-458.3036110662324
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,3.0,1734.02690969,2145.105171218076,-411.07826152807615
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,3.1,1629.06032983,2001.900563946158,-372.84023411615794
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,3.2,1524.78580726,1868.2561238628102,-343.47031660281027
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,3.3,1420.77159285,1743.5336247374337,-322.76203188743375
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,3.4,1316.50509979,1627.1374480723227,-310.6323482823227
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,3.5,1213.45638017,1518.5117384174769,-305.05535824747676
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,3.6,1110.09179684,1417.137748706549,-307.0459518665491
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.0,0.0,18826.706902578524,-18826.706902578524
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.1,15890.1892354,16930.818234314047,-1040.6289989140478
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.2,14293.6458328,15352.510571501316,-1058.8647387013152
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.3,13060.5546871,14119.395809139096,-1058.8411220390954
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.4,12012.9079858,13070.169577414188,-1057.2615916141876
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.5,11086.5147566,12141.26166552896,-1054.7469089289607
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.6,10256.4600692,11300.621991901044,-1044.1619227010433
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.7,9501.61111085,10530.0698262423,-1028.4587153922985
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.8,8788.12760391,9818.43555621524,-1030.3079523052402
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.9,8164.46267338,9158.319750539133,-993.857077159133
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.0,7551.24479144,8544.42529982371,-993.1805083837098
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.1,7020.82986092,7972.669554788609,-951.8396938686092
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.2,6508.53081578,7439.704158169499,-931.1733423894993
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.3,6023.70052068,6942.652134153555,-918.951613473555
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.4,5612.20486095,6478.961640755656,-866.7567798056562
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.5,5202.36762137,6046.32264509924,-843.9550237292397
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.6,4800.05772557,5642.6176955415995,-842.5599699715995
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.7,4488.08506932,5265.891300140667,-777.8062308206672
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.8,4180.12586793,4914.329575304803,-734.2037073748033
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.9,3872.29253462,4586.24567004137,-713.9531354213705
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.0,3564.71527768,4280.068535006907,-715.3532573269072
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.1,3332.04470475,3994.3337148602427,-662.2890101102425
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.2,3126.15993914,3727.675439150929,-601.5155000109289
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.3,2920.45464401,3478.8196084099072,-558.3649643999074
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.4,2714.79079852,3246.57744565319,-531.78664713319
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.5,2508.81727422,3029.8396775782144,-521.0224033582144
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.6,2303.26714401,2827.571161067377,-524.3040170573772
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.7,2099.45920132,2638.8058989465676,-539.3466976265677
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.8,1948.5130208,2462.64240487743,-514.1293840774301
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.9,1839.89149302,2298.2393864855962,-458.34789346559614
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.0,1735.14322913,2144.8117214042927,-409.6684922742927
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.1,1629.91840274,2001.6267044901838,-371.70830175018386
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.2,1525.53971351,1868.000546933242,-342.4608334232421
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.3,1420.93598087,1743.2951098135018,-322.3591289435017
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.4,1316.97460934,1626.9148561144887,-309.94024677448874
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.5,1213.35026038,1518.3040064274962,-304.9537460474962
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.6,1110.00075951,1416.9438846508606,-306.9431251408605
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.0,0.0,18826.706902578524,-18826.706902578524
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.1,15890.1649299,16930.818234314047,-1040.653304414047
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.2,14293.256944,15352.510571501316,-1059.2536275013153
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.3,13060.6328121,14119.395809139096,-1058.7629970390954
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.4,12012.9157983,13070.169577414188,-1057.2537791141876
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.5,11086.4982636,12141.26166552896,-1054.7634019289599
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.6,10256.5078122,11300.621991901044,-1044.1141797010441
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.7,9501.57986085,10530.0698262423,-1028.4899653922985
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.8,8788.1024303,9818.43555621524,-1030.33312591524
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.9,8164.47309005,9158.319750539133,-993.8466604891328
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.0,7551.22395811,8544.42529982371,-993.2013417137096
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.1,7021.59244772,7972.669554788609,-951.0771070686096
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.2,6509.31423592,7439.704158169499,-930.3899222494993
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.3,6024.3680554,6942.652134153555,-918.2840787535551
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.4,5612.60069429,6478.961640755656,-866.3609464656556
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.5,5202.72526026,6046.32264509924,-843.5973848392396
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.6,4800.10460057,5642.6176955415995,-842.5130949715995
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.7,4488.41970474,5265.891300140667,-777.471595400667
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.8,4180.40451377,4914.329575304803,-733.9250615348028
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.9,3872.79079851,4586.24567004137,-713.4548715313704
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.0,3566.27430545,4280.068535006907,-713.7942295569069
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.1,3331.17881933,3994.3337148602427,-663.1548955302428
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.2,3125.09071171,3727.675439150929,-602.5847274409289
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.3,2919.42100685,3478.8196084099072,-559.3986015599071
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.4,2713.73958324,3246.57744565319,-532.8378624131901
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.5,2507.78993047,3029.8396775782144,-522.0497471082144
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.6,2302.26888012,2827.571161067377,-525.3022809473769
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.7,2098.47960063,2638.8058989465676,-540.3262983165678
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.8,1949.77517357,2462.64240487743,-512.8672313074301
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.9,1840.25021698,2298.2393864855962,-457.98916950559624
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.0,1734.02690969,2144.8117214042927,-410.7848117142928
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.1,1629.06032983,2001.6267044901838,-372.5663746601838
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.2,1524.78580726,1868.000546933242,-343.2147396732421
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.3,1420.77159285,1743.2951098135018,-322.52351696350183
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.4,1316.50509979,1626.9148561144887,-310.4097563244886
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.5,1213.45638017,1518.3040064274962,-304.84762625749613
measured_t0p020_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.6,1110.09179684,1416.9438846508606,-306.85208781086067
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.0,0.0,20305.934897760275,-20305.934897760275
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.1,15890.1892354,16299.14286317295,-408.9536277729512
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.2,14293.6458328,14607.676293612143,-314.03046081214234
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.3,13060.5546871,13313.701712034,-253.147024934
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.4,12012.9079858,12224.400898867376,-211.4929130673754
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.5,11086.5147566,11266.723892253112,-180.20913565311275
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.6,10256.4600692,10405.008451221933,-148.5483820219324
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.7,9501.61111085,9619.629912544926,-118.01880169492506
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.8,8788.12760391,8898.741170114066,-110.61356620406696
eq4_bestfit_cv,gpu_mode0_xi005_g9b,0.9,8164.46267338,8234.477147020467,-70.01447364046726
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.0,7551.24479144,7621.097740940341,-69.85294950034131
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.1,7020.82986092,7054.0572031292695,-33.22734220926941
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.2,6508.53081578,6529.530645278034,-20.99982949803416
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.3,6023.70052068,6044.168574284339,-20.46805360433882
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.4,5612.20486095,5594.965804030651,17.239056919348513
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.5,5202.36762137,5179.18807591246,23.17954545754037
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.6,4800.05772557,4794.328071752601,5.729653817398685
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.7,4488.08506932,4438.076643951433,50.00842536856726
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.8,4180.12586793,4108.302147318518,71.8237206114818
eq4_bestfit_cv,gpu_mode0_xi005_g9b,1.9,3872.29253462,3803.0342834222874,69.25825119771253
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.0,3564.71527768,3520.450631176164,44.26464650383605
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.1,3332.04470475,3258.864919869086,73.17978488091421
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.2,3126.15993914,3016.716543720183,109.44339541981708
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.3,2920.45464401,2792.561040305556,127.89360370444365
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.4,2714.79079852,2585.0613686978295,129.72942982217046
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.5,2508.81727422,2392.9798817070987,115.83739251290126
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.6,2303.26714401,2215.1709175940696,88.09622641593023
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.7,2099.45920132,2050.573953718699,48.88524760130076
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.8,1948.5130208,1898.2072746265267,50.30574617347338
eq4_bestfit_cv,gpu_mode0_xi005_g9b,2.9,1839.89149302,1757.1621134808777,82.72937953912242
eq4_bestfit_cv,gpu_mode0_xi005_g9b,3.0,1735.14322913,1626.5972302384005,108.54599889159954
eq4_bestfit_cv,gpu_mode0_xi005_g9b,3.1,1629.91840274,1505.7338934017453,124.18450933825466
eq4_bestfit_cv,gpu_mode0_xi005_g9b,3.2,1525.53971351,1393.8512350053595,131.68847850464044
eq4_bestfit_cv,gpu_mode0_xi005_g9b,3.3,1420.93598087,1290.2819509236065,130.65402994639362
eq4_bestfit_cv,gpu_mode0_xi005_g9b,3.4,1316.97460934,1194.4083207534213,122.5662885865786
eq4_bestfit_cv,gpu_mode0_xi005_g9b,3.5,1213.35026038,1105.6585234813874,107.69173689861259
eq4_bestfit_cv,gpu_mode0_xi005_g9b,3.6,1110.00075951,1023.5032269350154,86.49753257498469
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.0,0.0,20305.934897760275,-20305.934897760275
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.1,15890.1649299,16299.14286317295,-408.9779332729504
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.2,14293.256944,14607.676293612143,-314.41934961214247
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.3,13060.6328121,13313.701712034,-253.068899934
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.4,12012.9157983,12224.400898867376,-211.4851005673754
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.5,11086.4982636,11266.723892253112,-180.22562865311193
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.6,10256.5078122,10405.008451221933,-148.50063902193324
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.7,9501.57986085,9619.629912544926,-118.05005169492506
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.8,8788.1024303,8898.741170114066,-110.63873981406687
eq4_bestfit_cv,gpu_mode1_xi005_b5,0.9,8164.47309005,8234.477147020467,-70.00405697046699
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.0,7551.22395811,7621.097740940341,-69.87378283034104
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.1,7021.59244772,7054.0572031292695,-32.464755409269856
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.2,6509.31423592,6529.530645278034,-20.21640935803407
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.3,6024.3680554,6044.168574284339,-19.800518884339
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.4,5612.60069429,5594.965804030651,17.63489025934905
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.5,5202.72526026,5179.18807591246,23.53718434754046
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.6,4800.10460057,4794.328071752601,5.776528817398685
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.7,4488.41970474,4438.076643951433,50.34306078856753
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.8,4180.40451377,4108.302147318518,72.10236645148234
eq4_bestfit_cv,gpu_mode1_xi005_b5,1.9,3872.79079851,3803.0342834222874,69.75651508771261
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.0,3566.27430545,3520.450631176164,45.82367427383633
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.1,3331.17881933,3258.864919869086,72.31389946091394
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.2,3125.09071171,3016.716543720183,108.37416798981712
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.3,2919.42100685,2792.561040305556,126.85996654444398
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.4,2713.73958324,2585.0613686978295,128.67821454217028
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.5,2507.78993047,2392.9798817070987,114.81004876290126
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.6,2302.26888012,2215.1709175940696,87.0979625259306
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.7,2098.47960063,2050.573953718699,47.905646911300664
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.8,1949.77517357,1898.2072746265267,51.56789894347344
eq4_bestfit_cv,gpu_mode1_xi005_b5,2.9,1840.25021698,1757.1621134808777,83.08810349912233
eq4_bestfit_cv,gpu_mode1_xi005_b5,3.0,1734.02690969,1626.5972302384005,107.42967945159944
eq4_bestfit_cv,gpu_mode1_xi005_b5,3.1,1629.06032983,1505.7338934017453,123.32643642825474
eq4_bestfit_cv,gpu_mode1_xi005_b5,3.2,1524.78580726,1393.8512350053595,130.93457225464044
eq4_bestfit_cv,gpu_mode1_xi005_b5,3.3,1420.77159285,1290.2819509236065,130.48964192639346
eq4_bestfit_cv,gpu_mode1_xi005_b5,3.4,1316.50509979,1194.4083207534213,122.09677903657871
eq4_bestfit_cv,gpu_mode1_xi005_b5,3.5,1213.45638017,1105.6585234813874,107.79785668861268
eq4_bestfit_cv,gpu_mode1_xi005_b5,3.6,1110.09179684,1023.5032269350154,86.58856990498452
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.0,0.0,13601.778455896105,-13601.778455896105
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.1,15890.1892354,10806.927049468208,5083.2621859317915
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.2,14293.6458328,9603.865049884838,4689.7807829151625
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.3,13060.5546871,8790.132296422844,4270.422390677157
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.4,12012.9079858,8160.847952228183,3852.0600335718173
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.5,11086.5147566,7638.044770252777,3448.4699863472224
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.6,10256.4600692,7184.426114659716,3072.033954540284
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.7,9501.61111085,6779.442190232576,2722.168920617425
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.8,8788.12760391,6410.744458392776,2377.383145517223
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,0.9,8164.46267338,6070.515457096922,2093.947216283078
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.0,7551.24479144,5753.623545249327,1797.6212461906725
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.1,7020.82986092,5456.58956506762,1564.2402958523799
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.2,6508.53081578,5176.972079474793,1331.5587363052073
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.3,6023.70052068,4912.990390141314,1110.7101305386868
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.4,5612.20486095,4663.289952978596,948.9149079714034
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.5,5202.36762137,4426.795290760317,775.5723306096834
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.6,4800.05772557,4202.6173138545655,597.4404117154345
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.7,4488.08506932,3989.9946611583055,498.09040816169454
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.8,4180.12586793,3788.256372040075,391.869495889925
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,1.9,3872.29253462,3596.797955897551,275.49457872244875
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.0,3564.71527768,3415.0658890903337,149.64938858966616
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.1,3332.04470475,3242.5474222863877,89.49728246361246
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.2,3126.15993914,3078.7637423367596,47.3961968032404
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.3,2920.45464401,2923.2652607595014,-2.8106167495016052
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.4,2714.79079852,2775.6282574970246,-60.83745897702465
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.5,2508.81727422,2635.452395041351,-126.63512082135094
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.6,2303.26714401,2502.3587977384946,-199.09165372849475
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.7,2099.45920132,2375.988503864604,-276.529302544604
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.8,1948.5130208,2256.001168860002,-307.488148060002
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,2.9,1839.89149302,2142.0739425606603,-302.1824495406602
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,3.0,1735.14322913,2033.9004711953914,-298.75724206539144
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,3.1,1629.91840274,1931.1899924780284,-301.2715897380285
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,3.2,1525.53971351,1833.666503179242,-308.12678966924204
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,3.3,1420.93598087,1741.0679855353092,-320.13200466530907
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,3.4,1316.97460934,1653.1456832607987,-336.1710739207988
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,3.5,1213.35026038,1569.6634207323355,-356.31316035233544
measured_t0p002_bestfit_cv,gpu_mode0_xi005_g9b,3.6,1110.00075951,1490.396960699477,-380.39620118947687
measured_t0p002_bestfit_cv,gpu_mode1_xi005_b5,0.0,0.0,13601.778455896105,-13601.778455896105
measured_t0p002_bestfit_cv,gpu_mode1_xi005_b5,0.1,15890.1649299,10806.927049468208,5083.237880431792
measured_t0p002_bestfit_cv,gpu_mode1_xi005_b5,0.2,14293.256944,9603.865049884838,4689.391894115162
measured_t0p002_bestfit_cv,gpu_mode1_xi005_b5,0.3,13060.6328121,8790.132296422844,4270.500515677157
measured_t0p002_bestfit_cv,gpu_mode1_xi005_b5,0.4,12012.9157983,8160.847952228183,3852.0678460718173
measured_t0p002_bestfit_cv,gpu_mode1_xi005_b5,0.5,11086.4982636,7638.044770252777,3448.4534933472232
measured_t0p002_bestfit_cv,gpu_mode1_xi005_b5,0.6,10256.5078122,7184.426114659716,3072.081697540283
measured_t0p002_bestfit_cv,gpu_mode1_xi005_b5,0.7,9501.57986085,6779.442190232576,2722.137670617425
measured_t0p002_bestfit_cv,gpu_mode1_xi005_b5,0.8,8788.1024303,6410.744458392776,2377.357971907223
