reference,line,time,gpu_bottom_excess,reference_bottom_excess,error
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.6,10256.5078122,18503.41909082163,-8246.91127862163
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.7,9501.57986085,17254.357726597093,-7752.777865747092
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.8,8788.1024303,16095.07557270693,-7306.9731424069305
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.9,8164.47309005,15016.614187714531,-6852.141097664531
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.0,7551.22395811,14011.989750378134,-6460.765792268134
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.1,7021.59244772,13075.420782867634,-6053.828335147634
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.2,6509.31423592,12201.90649454502,-5692.592258625021
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.3,6024.3680554,11386.991796891132,-5362.623741491132
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.4,5612.60069429,10626.632759258622,-5014.032064968622
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.5,5202.72526026,9917.116490975062,-4714.391230715062
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.6,4800.10460057,9255.010762397844,-4454.906161827844
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.7,4488.41970474,8637.130083900827,-4148.710379160827
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.8,4180.40451377,8060.511080400531,-3880.1065666305303
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.9,3872.79079851,7522.393285185535,-3649.602486675535
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.0,3566.27430545,7020.203243134946,-3453.928937684946
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.1,3331.17881933,6551.540763722645,-3220.3619443926455
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.2,3125.09071171,6114.166676258575,-2989.0759645485746
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.3,2919.42100685,5705.991716432944,-2786.5707095829434
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.4,2713.73958324,5325.066323311505,-2611.326740071505
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.5,2507.78993047,4969.571207965722,-2461.7812774957224
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.6,2302.26888012,4637.808600322064,-2335.539720202064
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.7,2098.47960063,4328.19410645334,-2229.7145058233405
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.8,1949.77517357,4039.2491234780127,-2089.4739499080124
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.9,1840.25021698,3769.593768354771,-1929.3435513747709
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.0,1734.02690969,3517.940282781866,-1783.9133730918659
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.1,1629.06032983,3283.086880546485,-1654.0265507164852
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.2,1524.78580726,3063.912006782327,-1539.126199522327
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.3,1420.77159285,2859.3689810975857,-1438.5973882475857
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.4,1316.50509979,2668.480998656995,-1351.9758988669948
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.5,1213.45638017,2490.3364651658812,-1276.8800849958811
measured_t0p005_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.6,1110.09179684,2324.0846433817924,-1213.9928465417925
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.0,0.0,20446.88746222786,-20446.88746222786
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.1,15890.1892354,18065.34361577145,-2175.1543803714503
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.2,14293.6458328,16416.43382957333,-2122.787996773328
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.3,13060.5546871,15115.504411356176,-2054.9497242561756
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.4,12012.9079858,14001.540044443629,-1988.6320586436286
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.5,11086.5147566,13011.406045251364,-1924.8912886513644
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.6,10256.4600692,12113.188242313669,-1856.7281731136682
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.7,9501.61111085,11288.66505129477,-1787.05394044477
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.8,8788.12760391,10526.535534671626,-1738.4079307616266
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,0.9,8164.46267338,9819.227124110275,-1654.7644507302757
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.0,7551.24479144,9161.253878309757,-1610.009086869757
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.1,7020.82986092,8548.342271524256,-1527.5124106042558
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.2,6508.53081578,7976.957942811567,-1468.4271270315667
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.3,6023.70052068,7444.046103682183,-1420.3455830021821
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.4,5612.20486095,6946.8867005249895,-1334.6818395749897
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.5,5202.36762137,6483.01149978006,-1280.64387841006
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.6,4800.05772557,6050.154756026126,-1250.097030456126
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.7,4488.08506932,5646.222232075267,-1158.1371627552671
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.8,4180.12586793,5269.270372875252,-1089.1445049452523
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,1.9,3872.29253462,4917.491211367958,-1045.1986767479584
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.0,3564.71527768,4589.200613303475,-1024.4853356234748
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.1,3332.04470475,4282.82855863276,-950.78385388276
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.2,3126.15993914,3996.9107438828582,-870.7508047428582
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.3,2920.45464401,3730.081106083845,-809.6264620738452
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.4,2714.79079852,3481.0650395992534,-766.2742410792534
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.5,2508.81727422,3248.6731698615763,-739.8558956415764
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.6,2303.26714401,3031.7955986468937,-728.5284546368939
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.7,2099.45920132,2829.3965635341847,-729.9373622141848
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.8,1948.5130208,2640.5094700048917,-691.9964492048916
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,2.9,1839.89149302,2464.2322638451637,-624.3407708251636
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,3.0,1735.14322913,2299.7231171265457,-564.5798879965457
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,3.1,1629.91840274,2146.196404679867,-516.2780019398672
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,3.2,1525.53971351,2002.9189505143124,-477.3792370043125
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,3.3,1420.93598087,1869.2065255402322,-448.2705446702321
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,3.4,1316.97460934,1744.4205794859029,-427.44597014590295
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,3.5,1213.35026038,1627.9651911949293,-414.61493081492927
measured_t0p010_nominal_cv,gpu_mode0_xi005_g9b,3.6,1110.00075951,1519.2842226294197,-409.2834631194196
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.0,0.0,20446.88746222786,-20446.88746222786
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.1,15890.1649299,18065.34361577145,-2175.1786858714495
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.2,14293.256944,16416.43382957333,-2123.176885573328
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.3,13060.6328121,15115.504411356176,-2054.8715992561756
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.4,12012.9157983,14001.540044443629,-1988.6242461436286
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.5,11086.4982636,13011.406045251364,-1924.9077816513636
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.6,10256.5078122,12113.188242313669,-1856.680430113669
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.7,9501.57986085,11288.66505129477,-1787.08519044477
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.8,8788.1024303,10526.535534671626,-1738.4331043716265
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,0.9,8164.47309005,9819.227124110275,-1654.7540340602754
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.0,7551.22395811,9161.253878309757,-1610.0299201997568
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.1,7021.59244772,8548.342271524256,-1526.7498238042563
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.2,6509.31423592,7976.957942811567,-1467.6437068915666
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.3,6024.3680554,7444.046103682183,-1419.6780482821823
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.4,5612.60069429,6946.8867005249895,-1334.2860062349891
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.5,5202.72526026,6483.01149978006,-1280.28623952006
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.6,4800.10460057,6050.154756026126,-1250.050155456126
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.7,4488.41970474,5646.222232075267,-1157.8025273352669
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.8,4180.40451377,5269.270372875252,-1088.8658591052517
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,1.9,3872.79079851,4917.491211367958,-1044.7004128579583
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.0,3566.27430545,4589.200613303475,-1022.9263078534746
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.1,3331.17881933,4282.82855863276,-951.6497393027603
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.2,3125.09071171,3996.9107438828582,-871.8200321728582
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.3,2919.42100685,3730.081106083845,-810.6600992338449
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.4,2713.73958324,3481.0650395992534,-767.3254563592536
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.5,2507.78993047,3248.6731698615763,-740.8832393915764
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.6,2302.26888012,3031.7955986468937,-729.5267185268935
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.7,2098.47960063,2829.3965635341847,-730.9169629041849
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.8,1949.77517357,2640.5094700048917,-690.7342964348916
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,2.9,1840.25021698,2464.2322638451637,-623.9820468651637
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,3.0,1734.02690969,2299.7231171265457,-565.6962074365458
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,3.1,1629.06032983,2146.196404679867,-517.1360748498671
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,3.2,1524.78580726,2002.9189505143124,-478.1331432543125
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,3.3,1420.77159285,1869.2065255402322,-448.43493269023224
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,3.4,1316.50509979,1744.4205794859029,-427.91547969590283
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,3.5,1213.45638017,1627.9651911949293,-414.5088110249292
measured_t0p010_nominal_cv,gpu_mode1_xi005_b5,3.6,1110.09179684,1519.2842226294197,-409.19242578941976
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.0,0.0,20448.631967320725,-20448.631967320725
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.1,15890.1892354,18061.483046143665,-2171.2938107436657
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.2,14293.6458328,16413.5986265333,-2119.9527937333005
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.3,13060.5546871,15113.143097753336,-2052.588410653336
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.4,12012.9079858,13999.470968547324,-1986.562982747324
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.5,11086.5147566,13009.544268948139,-1923.0295123481392
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.6,10256.4600692,12111.487350761508,-1855.027281561508
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.7,9501.61111085,11287.09726216266,-1785.4861513126598
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.8,8788.12760391,10525.082891211252,-1736.9552873012526
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,0.9,8164.46267338,9817.877082733594,-1653.4144093535942
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.0,7551.24479144,9159.996984128358,-1608.7521926883583
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.1,7020.82986092,8547.170907641907,-1526.3410467219064
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.2,6508.53081578,7975.8656484637,-1467.3348326837004
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.3,6023.70052068,7443.027197109215,-1419.3266764292148
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.4,5612.20486095,6945.936065961246,-1333.731205011246
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.5,5202.36762137,6482.124463224042,-1279.7568418540422
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.6,4800.05772557,6049.3270093329065,-1249.2692837629065
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.7,4488.08506932,5645.449783608939,-1157.3647142889386
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.8,4180.12586793,5268.549512996255,-1088.4236450662547
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,1.9,3872.29253462,4916.818486421209,-1044.525951801209
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.0,3564.71527768,4588.572804670458,-1023.8575269904582
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.1,3332.04470475,4282.242664968796,-950.1979602187957
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.2,3126.15993914,3996.3639654995836,-870.2040263595836
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.3,2920.45464401,3729.5708308894755,-809.1161868794757
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.4,2714.79079852,3480.588830254066,-765.7980317340662
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.5,2508.81727422,3248.2287519394285,-739.4114777194286
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.6,2303.26714401,3031.380849666816,-728.1137056568164
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.7,2099.45920132,2829.009502767042,-729.5503014470419
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.8,1948.5130208,2640.1482489835316,-691.6352281835316
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,2.9,1839.89149302,2463.895157520453,-624.0036645004527
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.0,1735.14322913,2299.408515620439,-564.2652864904392
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.1,1629.91840274,2145.902805592602,-515.984402852602
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.2,1525.53971351,2002.6449517470705,-477.1052382370706
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.3,1420.93598087,1868.9508185979807,-448.01483772798065
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.4,1316.97460934,1744.181943227882,-427.207333887882
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.5,1213.35026038,1627.7424860026415,-414.3922256226415
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode0_xi005_g9b,3.6,1110.00075951,1519.0763849641214,-409.07562545412134
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.0,0.0,20448.631967320725,-20448.631967320725
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.1,15890.1649299,18061.483046143665,-2171.318116243665
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.2,14293.256944,16413.5986265333,-2120.3416825333006
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.3,13060.6328121,15113.143097753336,-2052.510285653336
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.4,12012.9157983,13999.470968547324,-1986.555170247324
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.5,11086.4982636,13009.544268948139,-1923.0460053481384
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.6,10256.5078122,12111.487350761508,-1854.979538561509
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.7,9501.57986085,11287.09726216266,-1785.5174013126598
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.8,8788.1024303,10525.082891211252,-1736.9804609112525
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,0.9,8164.47309005,9817.877082733594,-1653.403992683594
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.0,7551.22395811,9159.996984128358,-1608.773026018358
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.1,7021.59244772,8547.170907641907,-1525.5784599219069
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.2,6509.31423592,7975.8656484637,-1466.5514125437003
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.3,6024.3680554,7443.027197109215,-1418.659141709215
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.4,5612.60069429,6945.936065961246,-1333.3353716712454
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.5,5202.72526026,6482.124463224042,-1279.3992029640422
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.6,4800.10460057,6049.3270093329065,-1249.2224087629065
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.7,4488.41970474,5645.449783608939,-1157.0300788689383
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.8,4180.40451377,5268.549512996255,-1088.1449992262542
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,1.9,3872.79079851,4916.818486421209,-1044.027687911209
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.0,3566.27430545,4588.572804670458,-1022.2984992204579
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.1,3331.17881933,4282.242664968796,-951.063845638796
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.2,3125.09071171,3996.3639654995836,-871.2732537895836
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.3,2919.42100685,3729.5708308894755,-810.1498240394753
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.4,2713.73958324,3480.588830254066,-766.8492470140663
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.5,2507.78993047,3248.2287519394285,-740.4388214694286
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.6,2302.26888012,3031.380849666816,-729.111969546816
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.7,2098.47960063,2829.009502767042,-730.529902137042
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.8,1949.77517357,2640.1482489835316,-690.3730754135315
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,2.9,1840.25021698,2463.895157520453,-623.6449405404528
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.0,1734.02690969,2299.408515620439,-565.3816059304393
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.1,1629.06032983,2145.902805592602,-516.8424757626019
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.2,1524.78580726,2002.6449517470705,-477.8591444870706
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.3,1420.77159285,1868.9508185979807,-448.1792257479808
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.4,1316.50509979,1744.181943227882,-427.67684343788187
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.5,1213.45638017,1627.7424860026415,-414.2861058326414
measured_t0p010_nominal_cv_bottom_layer_mean,gpu_mode1_xi005_b5,3.6,1110.09179684,1519.0763849641214,-408.9845881241215
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.0,0.0,18825.557127720225,-18825.557127720225
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.1,15890.1892354,16934.536930718263,-1044.3476953182635
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.2,14293.6458328,15355.210154772041,-1061.5643219720405
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.3,13060.5546871,14121.62638805088,-1061.071700950879
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.4,12012.9079858,13072.114326295521,-1059.2063404955206
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.5,11086.5147566,12143.006160026123,-1056.4914034261237
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.6,10256.4600692,11302.212756076793,-1045.7526868767927
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.7,9501.61111085,10531.534477182258,-1029.9233663322575
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.8,8788.12760391,9819.791752016876,-1031.6641481068764
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,0.9,8164.46267338,9159.57967835171,-995.1170049717111
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.0,7551.24479144,8545.59804012681,-994.3532486868098
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.1,7020.82986092,7973.762352632869,-952.9324917128688
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.2,6508.53081578,7440.723115251825,-932.1922994718252
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.3,6023.70052068,6943.602590668334,-919.902069988334
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.4,5612.20486095,6479.848390232494,-867.6435292824945
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.5,5202.36762137,6047.150058950575,-844.7824375805749
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.6,4800.05772557,5643.3897985223,-843.3320729523002
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.7,4488.08506932,5266.611818877599,-778.526749557599
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.8,4180.12586793,4915.001971831406,-734.8761039014062
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,1.9,3872.29253462,4586.87316678144,-714.58063216144
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.0,3564.71527768,4280.654134701131,-715.9388570211308
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.1,3332.04470475,3994.8802173425074,-662.8355125925073
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.2,3126.15993914,3728.1854560274114,-602.0255168874114
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.3,2920.45464401,3479.295576233457,-558.840932223457
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.4,2714.79079852,3247.0216379364338,-532.2308394164338
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.5,2508.81727422,3030.25421585338,-521.4369416333802
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.6,2303.26714401,2827.9580251265365,-524.6908811165367
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.7,2099.45920132,2639.1669363546234,-539.7077350346235
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.8,1948.5130208,2462.9793398266056,-514.4663190266056
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,2.9,1839.89149302,2298.5538280462324,-458.6623350262323
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,3.0,1735.14322913,2145.105171218076,-409.96194208807606
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,3.1,1629.91840274,2001.900563946158,-371.982161206158
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,3.2,1525.53971351,1868.2561238628102,-342.71641035281027
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,3.3,1420.93598087,1743.5336247374337,-322.5976438674336
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,3.4,1316.97460934,1627.1374480723227,-310.1628387323228
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,3.5,1213.35026038,1518.5117384174769,-305.16147803747685
measured_t0p020_nominal_cv,gpu_mode0_xi005_g9b,3.6,1110.00075951,1417.137748706549,-307.13698919654894
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.0,0.0,18825.557127720225,-18825.557127720225
measured_t0p020_nominal_cv,gpu_mode1_xi005_b5,0.1,15890.1649299,16934.536930718263,-1044.3720008182627
