reference,time,y,z,z_norm,excess
eq4_nominal_cv,1.0,0.722700000073,0.727699999973,0.73,3396.540683123297
eq4_nominal_cv,1.0,0.732600000074,0.7375999999739999,0.74,3277.8951837039926
eq4_nominal_cv,1.0,0.7425000000749999,0.7474999999749999,0.7499999999999999,3158.447766672281
eq4_nominal_cv,1.0,0.7524000000759999,0.7573999999759999,0.7599999999999999,3038.2277800369025
eq4_nominal_cv,1.0,0.7623000000769999,0.7672999999769999,0.7699999999999999,2917.2647474844957
eq4_nominal_cv,1.0,0.7722000000779999,0.7771999999779999,0.7799999999999999,2795.5883614032455
eq4_nominal_cv,1.0,0.7821000000789999,0.7870999999789999,0.7899999999999999,2673.2284758973983
eq4_nominal_cv,1.0,0.7920000000799999,0.7969999999799999,0.7999999999999999,2550.2150997935964
eq4_nominal_cv,1.0,0.8019000000809999,0.8068999999809999,0.8099999999999999,2426.57838963996
eq4_nominal_cv,1.0,0.8118000000819999,0.8167999999819999,0.82,2302.3486426987083
eq4_nominal_cv,1.0,0.8217000000829999,0.8266999999829999,0.83,2177.5562899331244
eq4_nominal_cv,1.0,0.8316000000839999,0.8365999999839999,0.84,2052.2318889895564
eq4_nominal_cv,1.0,0.8415000000849999,0.8464999999849999,0.8499999999999999,1926.406117175067
eq4_nominal_cv,1.0,0.8514000000859999,0.8563999999859999,0.8599999999999999,1800.1097644313777
eq4_nominal_cv,1.0,0.8613000000869999,0.8662999999869999,0.8699999999999999,1673.3737263055687
eq4_nominal_cv,1.0,0.8712000000879999,0.8761999999879999,0.8799999999999999,1546.2289969180565
eq4_nominal_cv,1.0,0.8811000000889999,0.8860999999889999,0.8899999999999999,1418.7066619282584
eq4_nominal_cv,1.0,0.8910000000899999,0.8959999999899999,0.8999999999999999,1290.837891498299
eq4_nominal_cv,1.0,0.9009000000909999,0.9058999999909999,0.9099999999999999,1162.6539332551167
eq4_nominal_cv,1.0,0.9108000000919999,0.9157999999919999,0.9199999999999999,1034.186105251251
eq4_nominal_cv,1.0,0.9207000000929999,0.9256999999929999,0.9299999999999999,905.4657889245323
eq4_nominal_cv,1.0,0.9306000000939999,0.9355999999939999,0.94,776.5244220569326
eq4_nominal_cv,1.0,0.9405000000949999,0.9454999999949999,0.9499999999999998,647.3934917327063
eq4_nominal_cv,1.0,0.950400000096,0.955399999996,0.96,518.1045272960093
eq4_nominal_cv,1.0,0.960300000097,0.965299999997,0.97,388.68909330811994
eq4_nominal_cv,1.0,0.970200000098,0.975199999998,0.98,259.1787825043134
eq4_nominal_cv,1.0,0.980100000099,0.985099999999,0.99,129.6052087505508
eq4_nominal_cv,1.0,0.9900000001,0.995,1.0,5.05243928123336e-13
eq4_nominal_cv,2.0,0.0,0.0049999999,0.0,4140.402944564893
eq4_nominal_cv,2.0,0.009900000001,0.014899999901,0.01,4139.892146070357
eq4_nominal_cv,2.0,0.019800000002,0.024799999902,0.02,4138.359876634746
eq4_nominal_cv,2.0,0.029700000003,0.034699999903,0.03,4135.806514370927
eq4_nominal_cv,2.0,0.039600000004,0.044599999904,0.04,4132.232689363231
