AccInput_az_m_s2,H_effective_m,TimeMax_s,TimeOut_s,bottom_rmse_fit_Pa,bottom_rmse_q0_Pa,code,cv_m2_s,drain_start_s,dtmin_adjustments,excluded,final_bottom_excess_mean_Pa,final_bottom_no_flux_proxy_Pa,final_excess_maxAbs_Pa,final_top_drained_excess_maxAbs_Pa,final_velocity_max_mps,fit_amplitude_Pa,frames,load_route,peak_excess_maxAbs_Pa,profile_rmse_fit_Pa,profile_rmse_q0_Pa,q0_target_Pa,run,runtime_s,steps
-476.1904761904762,0.9901382159000001,0.02,0.001,476924.0961376695,220616.71431923972,0,0.2733413500446425,0.005,0,0,78139.49382872999,-0.0700819240155397,78160.61475586,0.0,0.03754387100000044,482695.4958044249,21,native AccInput on mkfluid=1 top material layer,624556.0838005,402012.8041793082,47912.45556285427,10000.0,cpu,548.190002,20975
-476.1904761904762,0.9901382159000001,0.02,0.001,476924.4981568155,220616.8306044474,0,0.2733413500446425,0.005,0,0,78139.58332808001,-0.07111537498713005,78160.7048543,0.0001755958276277,0.037543945000000196,482695.91837560706,21,native AccInput on mkfluid=1 top material layer,624556.2498158,402013.1461460749,47912.517595950834,10000.0,gpu,49.063713,20975
