case,step,time,p0,targets,fx,fy,fz,fabs,amax,acom,sym
c5_0p006,1.0,0.000502713,50.0,739,-3.87748e-10,1.18621e-08,1.15111e-08,1.66414,1.95492,1.06539e-08,9.93531e-09
c5_0p006,2.0,0.000603255,50.0,739,-1.03984e-08,-4.75908e-09,1.95745e-08,1.66414,1.95492,1.4608e-08,1.36228e-08
c5_0p006,3.0,0.000703798,50.0,739,1.67937e-08,1.20795e-08,1.874e-09,1.66414,1.95492,1.33846e-08,1.24819e-08
c5_0p006,4.0,0.00080434,50.0,739,-3.20972e-09,-1.0916e-08,-3.6493e-08,1.66413,1.95492,2.46315e-08,2.29703e-08
