case,code,excluded,steps,runtime_sec,frames,particle_count,curved_diag_rows,final_affected,final_boundary_residual_max,final_p0_eff,peak_center_avg_excess,peak_center_avg_excess_over_p0,peak_time,peak_Tv_est,final_vel_max,final_center_excess,final_center_avg_excess,final_center_avg_excess_over_p0,final_mean_excess,final_surface_excess_maxAbs,final_porepressrate_maxAbs,final_lapporepress_maxAbs,final_kplastic_maxAbs
c5_0p006,0,0,56,1.935884,7,739,1,592.0,0.0,50.0,383.6004214757697,7.672008429515394,0.002011,0.0054665307509344195,0.001062548970569462,151.9095796819,146.17027076839395,2.923405415367879,175.59957220678433,263.1535548317,264227.22,1023994.6,0.0
