case,case_name,code,excluded,dtmin_adjustments,restart_soil_restored,restart_porepress_restored,final_part,final_time,final_p_eff_mean,final_q_mean,final_porepress_mean,final_porepress_min,final_negative_pressure_count,max_porepressrate_maxabs,max_velocity,max_divvel_maxabs,center_final_porepress_mean,center_max_porepressrate_maxabs,kplastic_max,reversal_indicator_any_negative
stageB_lateral_cap,CaseT4o_StageB_Restart_LateralCap_FeedbackOff,0,0,0,1,1,35,0.009049,23.866875584078628,61.918068216526336,-10739.158262129726,-14888.75125692,407,50620884.0,0.002087983991742973,0.076132827,-7804.316136725333,22527288.0,0.0,1
