case,case_name,code,excluded,dtmin_adjustments,restart_soil_restored,restart_porepress_restored,final_part,final_time,final_p_eff_mean,final_q_mean,final_porepress_mean,final_porepress_min,final_negative_pressure_count,max_porepressrate_maxabs,max_velocity,max_divvel_maxabs,center_final_porepress_mean,center_max_porepressrate_maxabs,kplastic_max,reversal_indicator_any_negative
stageC_delayed_feedback,CaseT4o_StageC_Restart_LateralCap_FeedbackDelayed,0,0,0,1,1,35,0.009006,-1761.078591303032,4866.389609440442,-724861.7905140854,-4563710.319688,348,931864580000.0,23.371305000000003,1397.2198,1754064.8559904,931864580000.0,0.0,1
