metric,cpu,gpu,abs_diff
peak_abs_excess,10000.0,10000.0,0.0
bottom_rmse,10766.11063244837,10765.848715722806,-0.2619167255634238
final_profile_rmse,9492.796308303346,9492.767367124017,-0.02894117932919471
top_drained_residual_final,0.0,7.511949192462e-06,7.511949192462e-06
bottom_noflux_proxy_final,-0.051019822609987386,-0.051005903040049816,1.3919569937570486e-05
velocity_max,0.011226165,0.01122613,-3.499999999892478e-08
DivVel_maxAbs,0.10369496,0.10367906,-1.5899999999999248e-05
PorePressRate_maxAbs,154290320.0,4187422000.0,4033131680.0
feedback_accel_max,9.3444185,176.10898000000014,166.76456150000016
