fit_amplitude_Pa,mean_sim_excess,n,relative_rmse_fit,relative_rmse_q0,rmse_fit,rmse_q0,run,time_s
10012.748576445529,9800.0,1000,0.10030888896729741,0.10029772567612451,999.5643322450297,998.1805534690756,cpu,0.0
10012.748576445529,3303.7049974663255,1000,0.6646895323422141,0.6642933099558526,6438.896907469893,6426.865333360469,cpu,0.005
10012.748576445529,1347.6911694336757,1000,0.8550823230024701,0.8549003897992764,8174.406491569254,8162.261527050023,cpu,0.01
10012.748576445529,224.3394596618508,1000,0.9748028051738722,0.9747707338083789,9140.561127343984,9128.622705131094,cpu,0.02
10012.748576445529,9800.0,1000,0.10030888896729741,0.10029772567612451,999.5643322450297,998.1805534690756,gpu,0.0
10012.748576445529,3303.711236369233,1000,0.6646889385290259,0.664292715547519,6438.8911551574,6426.859582614141,gpu,0.005
10012.748576445529,1347.699229586247,1000,0.855081467851452,0.8548995335935493,8174.398316506052,8162.253352325635,gpu,0.01
10012.748576445529,224.3482256087969,1000,0.9748018237339386,0.9747697511208832,9140.551924547626,9128.61350236877,gpu,0.02
