case,case_name,resolution,configured_dp,diag_index,time,bins,shell_width,targets,sink_volume,fallback,outer_population,outer_pressure_mean,outer_radius_mean,boundary_value,du_dr_R,flux_density,flux,storage_rate,lap_corr_max,flux_storage_residual,pop0,pop1,pop2,pop3,pmean0,pmean1,pmean2,pmean3,rmean0,rmean1,rmean2,rmean3,vol0,vol1,vol2,vol3,fv_boundary_flux_integral,shell_flux_ratio_to_fv
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,58,0.00265427,4.0,0.008,594.0,0.000304131,0.0,594.0,612.341,0.0475147,0.0,153085.0,1040.33,32.6831,-32.6831,15813300.0,0.0,594.0,278.0,194.0,90.0,612.341,807.114,822.632,817.791,0.0475147,0.0387183,0.0308494,0.0229888,0.000304131,0.000142338,9.93306e-05,4.60813e-05,24.46720174669843,1.3357923124335302
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,59,0.00265427,4.0,0.008,594.0,0.000304132,0.0,594.0,612.341,0.0475147,0.0,153085.0,1040.33,32.6831,-32.6831,15813300.0,0.0,594.0,278.0,194.0,90.0,612.341,807.114,822.632,817.791,0.0475147,0.0387183,0.0308494,0.0229889,0.000304132,0.000142338,9.93306e-05,4.60813e-05,24.46720174669843,1.3357923124335302
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,60,0.0027347,4.0,0.008,594.0,0.000304132,0.0,594.0,653.401,0.0475147,0.0,163350.0,1110.09,34.8746,-34.8746,16873600.0,0.0,594.0,278.0,194.0,90.0,653.401,733.149,786.679,806.083,0.0475147,0.0387183,0.0308494,0.0229889,0.000304132,0.000142338,9.93307e-05,4.60814e-05,23.990167766097382,1.4537038815245122
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,61,0.0027347,4.0,0.008,594.0,0.000304132,0.0,594.0,653.401,0.0475147,0.0,163350.0,1110.09,34.8746,-34.8746,16873600.0,0.0,594.0,278.0,194.0,90.0,653.401,733.149,786.679,806.083,0.0475147,0.0387183,0.0308495,0.0229889,0.000304132,0.000142338,9.93308e-05,4.60814e-05,23.990167766097382,1.4537038815245122
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,62,0.00281513,4.0,0.008,594.0,0.000304132,0.0,594.0,634.186,0.0475148,0.0,158547.0,1077.45,33.849,-33.849,16377400.0,0.0,594.0,278.0,194.0,90.0,634.186,724.982,770.177,785.0,0.0475148,0.0387183,0.0308495,0.0229889,0.000304132,0.000142338,9.93309e-05,4.60815e-05,23.513133785496343,1.4395784206730942
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,63,0.00281513,4.0,0.008,594.0,0.000304132,0.0,594.0,634.186,0.0475148,0.0,158547.0,1077.45,33.849,-33.849,16377400.0,0.0,594.0,278.0,194.0,90.0,634.186,724.982,770.177,785.0,0.0475148,0.0387184,0.0308495,0.0229889,0.000304132,0.000142338,9.93311e-05,4.60816e-05,23.513133785496343,1.4395784206730942
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,64,0.00289556,4.0,0.008,594.0,0.000304133,0.0,594.0,614.653,0.0475148,0.0,153663.0,1044.26,32.8065,-32.8065,15872900.0,0.0,594.0,278.0,194.0,90.0,614.653,714.593,749.579,758.784,0.0475148,0.0387184,0.0308495,0.0229889,0.000304133,0.000142338,9.93312e-05,4.60817e-05,23.036099804895297,1.4241343056270506
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,65,0.00289556,4.0,0.008,594.0,0.000304133,0.0,594.0,614.653,0.0475148,0.0,153663.0,1044.26,32.8065,-32.8065,15872900.0,0.0,594.0,278.0,194.0,90.0,614.653,714.593,749.579,758.784,0.0475148,0.0387184,0.0308496,0.0229889,0.000304133,0.000142338,9.93314e-05,4.60818e-05,23.036099804895297,1.4241343056270506
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,66,0.00297599,4.0,0.008,594.0,0.000304133,0.0,594.0,594.385,0.0475148,0.0,148596.0,1009.83,31.7247,-31.7247,15349500.0,0.0,594.0,278.0,194.0,90.0,594.385,701.587,725.047,728.627,0.0475148,0.0387184,0.0308496,0.0229889,0.000304133,0.000142338,9.93316e-05,4.60819e-05,22.559065824294255,1.4062949346880806
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,67,0.00297599,4.0,0.008,594.0,0.000304134,0.0,594.0,594.385,0.0475148,0.0,148596.0,1009.83,31.7247,-31.7247,15349500.0,0.0,594.0,278.0,194.0,90.0,594.385,701.587,725.047,728.627,0.0475148,0.0387184,0.0308496,0.0229889,0.000304134,0.000142339,9.93318e-05,4.6082e-05,22.559065824294255,1.4062949346880806
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,68,0.00305642,4.0,0.008,594.0,0.000304134,0.0,594.0,572.958,0.0475148,0.0,143240.0,973.426,30.5811,-30.5811,14796100.0,0.0,594.0,278.0,194.0,90.0,572.958,685.71,697.073,696.049,0.0475148,0.0387185,0.0308496,0.0229889,0.000304134,0.000142339,9.9332e-05,4.60821e-05,22.160666204636627,1.379972051273512
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,69,0.00305642,4.0,0.008,594.0,0.000304134,0.0,594.0,572.958,0.0475148,0.0,143240.0,973.426,30.5811,-30.5811,14796100.0,0.0,594.0,278.0,194.0,90.0,572.958,685.71,697.073,696.049,0.0475148,0.0387185,0.0308497,0.0229889,0.000304134,0.000142339,9.93322e-05,4.60823e-05,22.160666204636627,1.379972051273512
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,70,0.00313685,4.0,0.008,594.0,0.000304135,0.0,594.0,549.988,0.0475149,0.0,137497.0,934.4,29.355,-29.355,14202900.0,0.0,594.0,278.0,194.0,90.0,549.988,666.899,666.441,662.716,0.0475149,0.0387185,0.0308497,0.022989,0.000304135,0.000142339,9.93325e-05,4.60824e-05,21.87819125143842,1.3417471153183198
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,71,0.00313685,4.0,0.008,594.0,0.000304135,0.0,594.0,549.988,0.0475149,0.0,137497.0,934.4,29.355,-29.355,14202900.0,0.0,594.0,278.0,194.0,90.0,549.988,666.899,666.441,662.716,0.0475149,0.0387186,0.0308497,0.022989,0.000304135,0.000142339,9.93327e-05,4.60825e-05,21.87819125143842,1.3417471153183198
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,72,0.00321729,4.0,0.008,594.0,0.000304135,0.0,594.0,525.17,0.0475149,0.0,131293.0,892.236,28.0304,-28.0304,13562000.0,0.0,594.0,278.0,194.0,90.0,525.17,645.296,634.162,630.243,0.0475149,0.0387186,0.0308498,0.022989,0.000304135,0.00014234,9.93329e-05,4.60826e-05,21.595681177644266,1.2979632255831282
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,73,0.00321729,4.0,0.008,594.0,0.000304136,0.0,594.0,525.17,0.0475149,0.0,131293.0,892.236,28.0304,-28.0304,13562000.0,0.0,594.0,278.0,194.0,90.0,525.17,645.296,634.162,630.243,0.0475149,0.0387186,0.0308498,0.022989,0.000304136,0.00014234,9.93332e-05,4.60827e-05,21.595681177644266,1.2979632255831282
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,74,0.00329772,4.0,0.008,594.0,0.000304136,0.0,594.0,498.315,0.0475149,0.0,124579.0,846.61,26.597,-26.597,12868400.0,0.0,594.0,278.0,194.0,90.0,498.315,621.246,601.369,600.009,0.0475149,0.0387187,0.0308498,0.022989,0.000304136,0.00014234,9.93334e-05,4.60828e-05,21.31320622444606,1.2479117275885727
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,75,0.00329772,4.0,0.008,594.0,0.000304137,0.0,594.0,498.315,0.0475149,0.0,124579.0,846.61,26.597,-26.597,12868400.0,0.0,594.0,278.0,194.0,90.0,498.315,621.246,601.369,600.009,0.0475149,0.0387187,0.0308498,0.022989,0.000304137,0.00014234,9.93337e-05,4.60829e-05,21.31320622444606,1.2479117275885727
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,76,0.00337814,4.0,0.008,594.0,0.000304137,0.0,594.0,469.362,0.047515,0.0,117341.0,797.421,25.0517,-25.0517,12120700.0,0.0,594.0,278.0,194.0,90.0,469.362,595.26,569.2,573.003,0.047515,0.0387187,0.0308499,0.022989,0.000304137,0.000142341,9.93339e-05,4.6083e-05,21.030766391843798,1.1911929186620422
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,77,0.00337814,4.0,0.008,594.0,0.000304138,0.0,594.0,469.362,0.047515,0.0,117341.0,797.421,25.0517,-25.0517,12120700.0,0.0,594.0,278.0,194.0,90.0,469.362,595.26,569.2,573.003,0.047515,0.0387187,0.0308499,0.022989,0.000304138,0.000142341,9.93341e-05,4.60831e-05,21.030766391843798,1.1911929186620422
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,78,0.00345857,4.0,0.008,594.0,0.000304138,0.0,594.0,438.382,0.047515,0.0,109595.0,744.787,23.3982,-23.3982,11320600.0,0.0,594.0,278.0,194.0,90.0,438.382,567.953,538.668,549.719,0.047515,0.0387188,0.0308499,0.022989,0.000304138,0.000142341,9.93344e-05,4.60832e-05,20.748291438645595,1.1277169529447957
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,79,0.00345857,4.0,0.008,594.0,0.000304139,0.0,594.0,438.382,0.047515,0.0,109595.0,744.787,23.3982,-23.3982,11320600.0,0.0,594.0,278.0,194.0,90.0,438.382,567.953,538.668,549.719,0.047515,0.0387188,0.0308499,0.022989,0.000304139,0.000142341,9.93346e-05,4.60832e-05,20.748291438645595,1.1277169529447957
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,80,0.003539,4.0,0.008,594.0,0.00030414,0.0,594.0,444.743,0.047515,0.0,111186.0,755.594,23.7377,-23.7377,11484900.0,0.0,594.0,278.0,194.0,90.0,444.743,497.986,517.476,531.044,0.047515,0.0387188,0.0308499,0.022989,0.00030414,0.000142342,9.93348e-05,4.60833e-05,20.465816485447384,1.1598706563639498
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,81,0.003539,4.0,0.008,594.0,0.00030414,0.0,594.0,444.743,0.047515,0.0,111186.0,755.594,23.7377,-23.7377,11484800.0,0.0,594.0,278.0,194.0,90.0,444.743,497.986,517.476,531.044,0.047515,0.0387188,0.0308499,0.022989,0.00030414,0.000142342,9.9335e-05,4.60833e-05,20.465816485447384,1.1598706563639498
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,82,0.00361943,4.0,0.008,594.0,0.000304141,0.0,594.0,412.349,0.047515,0.0,103087.0,700.558,22.0087,-22.0087,10648300.0,0.0,594.0,278.0,194.0,90.0,412.349,472.393,492.498,514.175,0.047515,0.0387189,0.0308499,0.022989,0.000304141,0.000142342,9.93352e-05,4.60834e-05,20.18334153224918,1.0904388633980275
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,83,0.00361943,4.0,0.008,594.0,0.000304141,0.0,594.0,412.348,0.047515,0.0,103087.0,700.558,22.0087,-22.0087,10648300.0,0.0,594.0,278.0,194.0,90.0,412.348,472.393,492.498,514.175,0.047515,0.0387189,0.03085,0.022989,0.000304141,0.000142343,9.93353e-05,4.60835e-05,20.18334153224918,1.0904388633980275
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,84,0.00369985,4.0,0.008,594.0,0.000304142,0.0,594.0,384.072,0.047515,0.0,96017.9,652.517,20.4994,-20.4994,9918040.0,0.0,594.0,278.0,194.0,90.0,384.072,450.982,471.614,499.007,0.047515,0.0387189,0.03085,0.022989,0.000304142,0.000142343,9.93355e-05,4.60835e-05,19.90090169964692,1.030073928779001
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,85,0.00369985,4.0,0.008,594.0,0.000304142,0.0,594.0,384.071,0.0475151,0.0,96017.9,652.517,20.4994,-20.4994,9918020.0,0.0,594.0,278.0,194.0,90.0,384.071,450.982,471.614,499.007,0.0475151,0.0387189,0.03085,0.022989,0.000304142,0.000142343,9.93356e-05,4.60836e-05,19.90090169964692,1.030073928779001
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,86,0.00378028,4.0,0.008,594.0,0.000304143,0.0,594.0,359.838,0.0475151,0.0,89959.6,611.346,19.206,-19.206,9292230.0,0.0,594.0,278.0,194.0,90.0,359.838,433.843,454.667,484.846,0.0475151,0.038719,0.03085,0.022989,0.000304143,0.000142343,9.93357e-05,4.60836e-05,19.618426746448712,0.9789775830764121
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,87,0.00378028,4.0,0.008,594.0,0.000304143,0.0,594.0,359.838,0.0475151,0.0,89959.6,611.346,19.206,-19.206,9292210.0,0.0,594.0,278.0,194.0,90.0,359.838,433.843,454.667,484.846,0.0475151,0.038719,0.03085,0.022989,0.000304143,0.000142343,9.93358e-05,4.60837e-05,19.618426746448712,0.9789775830764121
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,88,0.00386071,4.0,0.008,594.0,0.000304143,0.0,594.0,339.416,0.0475151,0.0,84854.0,576.649,18.116,-18.116,8764830.0,0.0,594.0,278.0,194.0,90.0,339.416,420.792,441.329,471.282,0.0475151,0.038719,0.03085,0.022989,0.000304143,0.000142343,9.93359e-05,4.60837e-05,19.335951793250505,0.9369075902601108
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,89,0.00386071,4.0,0.008,594.0,0.000304144,0.0,594.0,339.416,0.0475151,0.0,84853.9,576.649,18.116,-18.116,8764820.0,0.0,594.0,278.0,194.0,90.0,339.416,420.792,441.329,471.282,0.0475151,0.038719,0.03085,0.022989,0.000304144,0.000142344,9.9336e-05,4.60837e-05,19.335951793250505,0.9369075902601108
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,90,0.00394114,4.0,0.008,594.0,0.000304144,0.0,594.0,322.402,0.0475151,0.0,80600.6,547.744,17.2079,-17.2079,8325470.0,0.0,594.0,278.0,194.0,90.0,322.402,411.376,431.128,458.233,0.0475151,0.038719,0.03085,0.022989,0.000304144,0.000142344,9.93361e-05,4.60838e-05,19.053476840052298,0.9031370045716426
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,91,0.00394114,4.0,0.008,594.0,0.000304144,0.0,594.0,322.402,0.0475151,0.0,80600.6,547.744,17.2079,-17.2079,8325460.0,0.0,594.0,278.0,194.0,90.0,322.402,411.376,431.128,458.233,0.0475151,0.038719,0.03085,0.0229891,0.000304144,0.000142344,9.93361e-05,4.60838e-05,19.053476840052298,0.9031370045716426
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,92,0.00402156,4.0,0.008,594.0,0.000304144,0.0,594.0,308.238,0.0475151,0.0,77059.5,523.68,16.4519,-16.4519,7959690.0,0.0,594.0,278.0,194.0,90.0,308.238,404.906,423.495,445.931,0.0475151,0.0387191,0.0308501,0.0229891,0.000304144,0.000142344,9.93362e-05,4.60839e-05,18.77139940934353,0.8764343904914733
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,93,0.00402156,4.0,0.008,594.0,0.000304145,0.0,594.0,308.238,0.0475151,0.0,77059.4,523.679,16.4519,-16.4519,7959680.0,0.0,594.0,278.0,194.0,90.0,308.238,404.906,423.495,445.931,0.0475151,0.0387191,0.0308501,0.0229891,0.000304145,0.000142344,9.93362e-05,4.60839e-05,18.77139940934353,0.8764343904914733
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,94,0.00410199,4.0,0.008,594.0,0.000304145,0.0,594.0,296.234,0.047515,0.0,74058.5,503.285,15.8112,-15.8112,7649700.0,0.0,594.0,278.0,194.0,90.0,296.234,400.518,417.816,434.852,0.047515,0.0387191,0.0308501,0.0229891,0.000304145,0.000142344,9.93363e-05,4.60839e-05,18.564400437776442,0.8516946212723362
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,95,0.00410199,4.0,0.008,594.0,0.000304145,0.0,594.0,296.234,0.047515,0.0,74058.4,503.285,15.8112,-15.8112,7649690.0,0.0,594.0,278.0,194.0,90.0,296.234,400.518,417.816,434.852,0.047515,0.0387191,0.0308501,0.0229891,0.000304145,0.000142344,9.93363e-05,4.6084e-05,18.564400437776442,0.8516946212723362
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,96,0.00418242,4.0,0.008,594.0,0.000304145,0.0,594.0,285.617,0.047515,0.0,71404.3,485.248,15.2445,-15.2445,7375530.0,0.0,594.0,278.0,194.0,90.0,285.617,397.26,413.499,425.608,0.047515,0.0387191,0.0308501,0.0229891,0.000304145,0.000142344,9.93363e-05,4.6084e-05,18.37087185159033,0.8298190811602834
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,97,0.00418242,4.0,0.008,594.0,0.000304145,0.0,594.0,285.617,0.047515,0.0,71404.2,485.248,15.2445,-15.2445,7375520.0,0.0,594.0,278.0,194.0,90.0,285.617,397.26,413.499,425.608,0.047515,0.0387191,0.0308501,0.0229891,0.000304145,0.000142344,9.93363e-05,4.6084e-05,18.37087185159033,0.8298190811602834
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,98,0.00426285,4.0,0.008,594.0,0.000304145,0.0,594.0,275.583,0.047515,0.0,68895.8,468.201,14.709,-14.709,7116420.0,0.0,594.0,278.0,194.0,90.0,275.583,394.186,410.021,418.808,0.047515,0.0387192,0.0308501,0.0229891,0.000304145,0.000142344,9.93364e-05,4.6084e-05,18.177343265404218,0.8091941591923779
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,99,0.00426285,4.0,0.008,594.0,0.000304146,0.0,594.0,275.583,0.047515,0.0,68895.7,468.2,14.709,-14.709,7116400.0,0.0,594.0,278.0,194.0,90.0,275.583,394.186,410.021,418.808,0.047515,0.0387192,0.0308501,0.0229891,0.000304146,0.000142344,9.93364e-05,4.60841e-05,18.177343265404218,0.8091941591923779
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,100,0.00434327,4.0,0.008,594.0,0.000304146,0.0,594.0,304.315,0.047515,0.0,76078.8,517.015,16.2425,-16.2425,7858360.0,0.0,594.0,278.0,194.0,90.0,304.315,374.375,399.877,404.291,0.047515,0.0387192,0.0308501,0.0229891,0.000304146,0.000142344,9.93364e-05,4.60841e-05,17.983838740959524,0.9031720220559198
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,101,0.00434327,4.0,0.008,594.0,0.000304146,0.0,594.0,304.315,0.047515,0.0,76078.8,517.015,16.2425,-16.2425,7858360.0,0.0,594.0,278.0,194.0,90.0,304.315,374.375,399.877,404.291,0.047515,0.0387192,0.0308501,0.0229891,0.000304146,0.000142344,9.93364e-05,4.60841e-05,17.983838740959524,0.9031720220559198
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,102,0.0044237,4.0,0.008,594.0,0.000304146,0.0,594.0,296.456,0.047515,0.0,74114.1,503.663,15.8231,-15.8231,7655410.0,0.0,594.0,278.0,194.0,90.0,296.456,371.891,397.968,403.435,0.047515,0.0387192,0.0308501,0.0229891,0.000304146,0.000142344,9.93364e-05,4.60841e-05,17.79031015477341,0.889422380067636
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,103,0.0044237,4.0,0.008,594.0,0.000304146,0.0,594.0,296.456,0.047515,0.0,74114.1,503.663,15.8231,-15.8231,7655410.0,0.0,594.0,278.0,194.0,90.0,296.456,371.891,397.968,403.435,0.047515,0.0387192,0.0308501,0.0229891,0.000304146,0.000142344,9.93364e-05,4.60841e-05,17.79031015477341,0.889422380067636
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,104,0.00450412,4.0,0.008,594.0,0.000304146,0.0,594.0,294.623,0.0475149,0.0,73655.8,500.549,15.7252,-15.7252,7608080.0,0.0,594.0,278.0,194.0,90.0,294.623,372.667,398.304,405.397,0.0475149,0.0387192,0.0308501,0.0229891,0.000304146,0.000142344,9.93364e-05,4.60841e-05,17.59680563032871,0.8936394667505486
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,105,0.00450412,4.0,0.008,594.0,0.000304146,0.0,594.0,294.623,0.0475149,0.0,73655.8,500.549,15.7252,-15.7252,7608080.0,0.0,594.0,278.0,194.0,90.0,294.623,372.667,398.304,405.397,0.0475149,0.0387192,0.03085,0.0229891,0.000304146,0.000142344,9.93364e-05,4.60841e-05,17.59680563032871,0.8936394667505486
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,106,0.00458455,4.0,0.008,594.0,0.000304145,0.0,594.0,297.941,0.0475149,0.0,74485.3,506.186,15.9023,-15.9023,7693770.0,0.0,594.0,278.0,194.0,90.0,297.941,376.183,400.899,410.213,0.0475149,0.0387192,0.03085,0.0229891,0.000304145,0.000142344,9.93364e-05,4.6084e-05,17.4032770441426,0.9137531948531622
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,107,0.00458455,4.0,0.008,594.0,0.000304145,0.0,594.0,297.941,0.0475149,0.0,74485.3,506.186,15.9023,-15.9023,7693770.0,0.0,594.0,278.0,194.0,90.0,297.941,376.183,400.899,410.213,0.0475149,0.0387192,0.03085,0.0229891,0.000304145,0.000142344,9.93364e-05,4.6084e-05,17.4032770441426,0.9137531948531622
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,108,0.00466498,4.0,0.008,594.0,0.000304145,0.0,594.0,305.584,0.0475149,0.0,76396.1,519.171,16.3103,-16.3103,7891150.0,0.0,594.0,278.0,194.0,90.0,305.584,382.059,405.953,418.022,0.0475149,0.0387193,0.03085,0.0229891,0.000304145,0.000142344,9.93363e-05,4.6084e-05,17.20974845795649,0.9477361066517709
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,109,0.00466498,4.0,0.008,594.0,0.000304145,0.0,594.0,305.584,0.0475149,0.0,76396.1,519.171,16.3102,-16.3102,7891160.0,0.0,594.0,278.0,194.0,90.0,305.584,382.059,405.953,418.022,0.0475149,0.0387193,0.03085,0.0229891,0.000304145,0.000142344,9.93363e-05,4.60839e-05,17.20974845795649,0.9477302959915949
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,110,0.00474541,4.0,0.008,594.0,0.000304144,0.0,594.0,316.799,0.0475149,0.0,79199.8,538.225,16.9088,-16.9088,8180770.0,0.0,594.0,278.0,194.0,90.0,316.799,390.012,413.742,428.993,0.0475149,0.0387193,0.03085,0.0229891,0.000304144,0.000142344,9.93362e-05,4.60839e-05,17.016219871770378,0.993687207112986
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,111,0.00474541,4.0,0.008,594.0,0.000304144,0.0,594.0,316.799,0.0475148,0.0,79199.8,538.225,16.9088,-16.9088,8180780.0,0.0,594.0,278.0,194.0,90.0,316.799,390.012,413.742,428.993,0.0475148,0.0387193,0.03085,0.0229891,0.000304144,0.000142344,9.93361e-05,4.60839e-05,17.016219871770378,0.993687207112986
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,112,0.00482584,4.0,0.008,594.0,0.000304143,0.0,594.0,330.915,0.0475148,0.0,82728.6,562.206,17.6622,-17.6622,8545300.0,0.0,594.0,278.0,194.0,90.0,330.915,399.821,424.512,443.244,0.0475148,0.0387193,0.0308499,0.0229891,0.000304143,0.000142343,9.9336e-05,4.60838e-05,16.822691285584266,1.0499033537597593
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,113,0.00482584,4.0,0.008,594.0,0.000304143,0.0,594.0,330.915,0.0475148,0.0,82728.6,562.206,17.6622,-17.6622,8545310.0,0.0,594.0,278.0,194.0,90.0,330.915,399.821,424.512,443.244,0.0475148,0.0387193,0.0308499,0.0229891,0.000304143,0.000142343,9.93359e-05,4.60837e-05,16.822691285584266,1.0499033537597593
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,114,0.00490627,4.0,0.008,594.0,0.000304142,0.0,594.0,347.357,0.0475148,0.0,86839.2,590.141,18.5398,-18.5398,8969930.0,0.0,594.0,278.0,194.0,90.0,347.357,411.282,438.374,460.783,0.0475148,0.0387193,0.0308499,0.0229891,0.000304142,0.000142343,9.93358e-05,4.60837e-05,16.629162699398155,1.1148967831477765
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,115,0.00490627,4.0,0.008,594.0,0.000304142,0.0,594.0,347.357,0.0475148,0.0,86839.2,590.141,18.5398,-18.5398,8969940.0,0.0,594.0,278.0,194.0,90.0,347.357,411.282,438.374,460.783,0.0475148,0.0387193,0.0308499,0.0229891,0.000304142,0.000142343,9.93357e-05,4.60836e-05,16.629162699398155,1.1148967831477765
mode6_shell_dp008,CaseCryer_PR_StrictSphere_C5k_FinerDiffusionShellFlux,finer,0.008,116,0.0049867,4.0,0.008,594.0,0.000304141,0.0,594.0,365.658,0.0475148,0.0,91414.4,621.233,19.5166,-19.5166,9442540.0,0.0,594.0,278.0,194.0,90.0,365.658,424.179,455.242,481.461,0.0475148,0.0387193,0.0308499,0.0229891,0.000304141,0.000142343,9.93356e-05,4.60835e-05,16.435634113212043,1.1874564659669125
