case,xi,TimeMax,part,time,vel_max,vel_mean,settlement_mean_z,PorePress_min,PorePress_max,PorePress_mean,hydro_min,hydro_max,hydro_mean,Excess_min,Excess_max,Excess_mean,Excess_maxAbs,bottom_PorePress_mean,bottom_hydro_mean,bottom_Excess_mean,bottom_grad_proxy,top_Excess_maxAbs,DivVelContribution_maxAbs,HydraulicContribution_maxAbs,PorePressRate_maxAbs,PorePressureAccelDiff_maxAbs
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,6,0.03,0.002874573000000003,0.002434871383430009,-9.914606599999912e-05,50.23470342371,26828.64761973,14432.546123359658,50.23455750000007,9761.097725847,4905.972622622956,0.0,17072.41674684,9526.573282775229,17072.41674684,26779.637034724,9712.087143898501,17067.549474900003,-0.01805890000105137,0.0,9052460.0,123993245.24838603,124139560.0,10.068921000000076
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,7,0.035,0.0028082691000000035,0.002370207041000018,-0.00011124097699999836,50.37552807043,26745.85973683,14451.951094533253,50.37552720000048,9761.107880178,4906.091273699892,0.0,16989.32752982,9545.859605668778,16989.32752982,26696.851628916997,9712.099774763996,16984.751437339997,-0.015399535004689824,0.0,8368803.333333334,126000560.13931364,125882230.0,10.04550300000015
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,8,0.04,0.002800920300000001,0.0023446331189800086,-0.00012304154699999893,50.51315340897,26594.32329377,14419.344955028002,50.51296529999947,9761.117327208,4906.207037291563,0.0,16837.40459673,9513.137705915922,16837.40459673,26545.317449372502,9712.111487904,16833.205547860005,-0.01599242949669133,0.0,7849887.333333334,122803609.5766225,122862720.0,10.088213
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,9,0.045,0.002764088600000001,0.002303643606630032,-0.00013464256299999838,50.64928814013,26440.22039453,14381.237451429957,50.649128099999686,9761.126230764,4906.320843258533,0.0,16683.05664371,9474.916388549718,16683.05664371,26391.2166535225,9712.122487857001,16679.09374813,-0.014804889004153665,0.0,7393634.000000001,122728445.10159703,122747630.0,10.038420000000029
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,10,0.05,0.002737227400000002,0.0022688908156900524,-0.0001460781380000008,50.7842531473,26307.54271576,14351.674208462035,50.78421179999992,9761.134672269,4906.433026249299,0.0,16550.18200947,9445.240983944846,16550.18200947,26258.5409428895,9712.1329036245,16546.407623659998,-0.013696659003471723,0.0,7013636.000000001,123106769.8545702,123109940.0,9.994401900000074
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,11,0.055,0.002717292200000011,0.00223931909625005,-0.00015734478799999896,50.91802572276,26177.307726,14319.944367155933,50.91811829999969,9761.142726279,4906.543552085759,0.0,16419.86386676,9413.40058036303,16419.86386676,26128.3078026305,9712.142806819502,16416.164582620004,-0.012068863496097038,0.0,6679650.666666667,125857682.14610943,125870360.0,9.848536500000002
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,12,0.06,0.002698455500000064,0.0022116887078400785,-0.0001684726630000026,51.05082349674,26055.61136184,14288.393819562056,51.050847600000075,9761.150441844,4906.652716539537,0.0,16297.87693865,9381.740890689058,16297.87693865,26006.613185578502,9712.152266112,16294.460503660002,-0.012941235001562745,0.0,6393464.266666668,121502631.73700307,121509100.0,9.976001700000031
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,13,0.065,0.0026819834000000034,0.0021860995537502374,-0.0001794677009999993,51.18278326359,25935.98487256,14256.416122572955,51.18298829999968,9761.157856242,4906.760577862317,0.0,16178.11494586,9349.65534181184,16178.11494586,25886.9883535675,9712.161339381,16174.826596869994,-0.012269698505406268,0.0,6140926.866666668,121640900.9405369,121645680.0,9.951500900000013
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,14,0.07,0.002667544400000004,0.002162352971270637,-0.00019033478399999875,51.31397587286,25820.28047952,14224.51691642065,51.313951799999906,9761.165014599,4906.86718394655,0.0,16062.3211818,9317.649500985912,16062.3211818,25771.285536478994,9712.1700717525,16059.115048870002,-0.011343593496349058,0.0,5913671.133333334,122706602.60550462,122715130.0,9.894204100000215
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,15,0.075,0.0026545208000000042,0.0021398462444006897,-0.00020109188700000042,51.44448561431,25709.07151186,14192.599785763785,51.444424799999844,9761.171939478,4906.972711126958,0.0,15951.1724857,9285.626865285905,15951.1724857,25660.078069310002,9712.178500013997,15947.899156539996,-0.02743937950253894,0.0,5717340.266666668,120667833.56778798,120669540.0,9.927969000000003
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,16,0.08,0.002642273,0.002118449400738988,-0.0002117417469999999,51.57442386465,25605.84246929,14162.54453806672,51.5742110999996,9761.178659328,4907.077186253589,0.0,15847.6266483,9255.467147245503,15847.6266483,25556.850459653004,9712.186652124,15844.663391329994,-0.011180011506439769,0.0,5532336.733333334,120760934.23173635,120773150.0,9.915619900000046
Case1DConsolidation_PR_SW3C_Xi0p10_T0p10,0.10,0.10,17,0.085,0.0026371437000000724,0.0021034360454772723,-0.0002222912569999999,51.70378606895,25498.36855447,14128.261648827402,51.703997400000446,9761.185255572,4907.180676946658,0.0,15740.05841631,9221.080757940568,15740.05841631,25449.377925496003,9712.194629616002,15737.18287984,-0.01074164200508676,0.0,5388451.133333334,121195951.04926948,121206720.0,9.885718300000036
