bottom_excess_kpa,bottom_excess_theory_kpa,bottom_sigma_zz_pa,bottom_sigma_zz_theory_pa,bottom_total_kpa,bottom_total_theory_kpa,bottom_z,height_m,index,max_kplastic,max_speed,mean_excess_kpa,mean_z_m,name,rms_excess_pa,rms_sigma_zz_pa,rms_total_pa,time
10.6938583984375,10.693858265901385,-43.18674087524414,-43.18673530460174,20.45480859375,20.454808266997738,0.004999999888241291,0.9900000048801303,0,0.0,0.0,5.3732609605407715,0.5000000000186264,PartFluid_0000.vtk,5.373793024825493,3.478377994958288e-06,10.278788344758707,0.0
