case,case_key,part,n,velocity_max,divvel_maxabs,divvel_mean,porepressrate_maxabs,porepress_mean,porepress_min,porepress_max,negative_pressure_count,p_eff_mean,q_mean,kplastic_max,q_interior,q_lateral,q_top_cap,q_bottom_cap,q_edge,p_eff_interior,p_eff_lateral,p_eff_top_cap,p_eff_bottom_cap,p_eff_edge
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,4,407,0.001090065966206019,0.036196858,0.01840160015454545,24111352.0,-27699.392881532705,-40161.92013711,-16411.50859405,407,-19.248488314299756,15.332049131920737,0.0,18.401753513607833,15.912324507606511,14.085194848806445,14.085191733599768,12.990633601430856,-27.242034926984125,-7.745353374761903,-42.57906653703704,-42.57906361111112,-27.383490530357133
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,5,407,0.0009280408121595934,0.027213369,0.001957828075577396,18149050.0,-29258.80361569771,-37255.8081825,-20367.76227565,407,-21.277886513759235,13.929119089594954,0.0,15.405289084216156,12.98665186807208,11.681368567850887,11.681365296590025,15.470582870155924,-30.323073560846556,-5.69620745459184,-46.78540731481482,-46.78540525925926,-35.259061511904775
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,6,407,0.0012130704312943157,0.043120541,-0.019257032701523336,28697372.0,-26700.84052169161,-37030.48306562,-15890.10468437,407,-14.882977869287465,12.167578825879026,0.0,5.310937292138708,10.720877390161599,6.759144749821947,6.759143597196707,20.294592625089404,-22.837527063492065,5.093946346258505,-39.259310703703704,-39.25930979629629,-37.5329116309524
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,7,407,0.0012840752906560602,0.047333632,-0.028251187072776397,31484308.0,-23174.120887284163,-38095.15888328,-11683.07405443,407,-6.0661774220606866,15.408937811894406,0.0,7.3803093792006225,14.89953820301665,6.227730415059029,6.227731473883145,23.767592828206798,-11.707104025925927,15.425093223748137,-27.90689490740741,-27.90689464814815,-33.48264925892856
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,8,407,0.0011552537518546367,0.04821467,-0.03238843742481578,32111764.0,-16772.953815055607,-37662.67241143,-3724.57589699,407,9.936742429934478,25.8542803627122,0.0,24.813503752089026,27.62782891899601,11.156955595708935,11.15695723407355,28.06014707306216,8.958690301058205,31.88476319017007,-7.5334513138888894,-7.533451996666667,-22.306720050595224
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,9,407,0.0010042152344130696,0.046809137,-0.029432212523341512,31224870.0,-12498.005807343505,-25962.77751406,-6278.101562954,407,20.13242538649469,32.45544146603942,0.0,37.14922115185881,36.22166504905768,13.357745424213554,13.357746675225396,29.362844077729676,22.144911767195758,41.53973169916668,5.008575007407407,5.008574275925927,-13.601146510416669
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,10,407,0.0007403616015573885,0.03578385,-0.01896346814987714,23846190.0,-7900.153500549159,-22682.92295442,-1856.291796526,407,31.627058206104834,40.06082544787089,0.0,54.08583950019295,47.12857549612915,13.025710492894923,13.025711028899268,28.493050751229468,36.468352798518524,51.56524022714283,18.294362462962965,18.29436242592592,-1.7024791869821432
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,11,407,0.0008956706200000001,0.022987461,-0.00987645363341523,15295988.0,-6264.845749821767,-20231.83760542,1673.869845121,398,35.71532818149056,43.40548568943825,0.0,63.470569670585654,52.637956314834334,11.45563114535543,11.455631129219006,26.231648461648472,40.74612805820104,54.49964437877553,22.33896551851852,22.338965907407403,4.312494984761906
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,12,407,0.0011982882000000001,0.021167211,0.004008964692039316,14106011.0,-6153.739794996594,-16750.91617328,3349.790598739,396,35.99309353363633,46.15328636805623,0.0,74.01073187138923,58.1263406546449,9.573773421568104,9.573772329194997,21.28832903640392,38.509278716772485,53.07872236326531,20.924193333333335,20.92419490740741,9.521463727678574
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,13,407,0.0013068735,0.032628942,0.01216270427305405,21748592.0,-7458.320807723874,-12815.55215998,-2067.776353858,407,32.57034696900905,47.01940451687856,0.0,78.65977226308387,60.06708771198556,11.274651878039556,11.274650055700043,17.87763713784641,31.90318983703704,48.6243356343538,15.502818218518517,15.502819946296297,10.337133797797621
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,14,407,0.0012650329,0.040241078,0.02069988203611794,26797122.0,-11130.07280662873,-17862.98929656,-4472.785787005,407,23.390966273931205,48.244659012166146,0.0,82.45784227257744,60.86571393850691,21.378872958098462,21.37887198466083,15.54832869519854,16.782465402116408,38.00927384523808,2.923417266666667,2.9234184592592594,8.10506461092262
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,15,407,0.0010877075000000002,0.039207805,0.02292800914420148,26145538.0,-14154.663619642577,-22553.13878704,-6578.013763236,407,15.82948860377822,48.91064666691386,0.0,83.28687936392556,60.398492973072216,28.514687449381807,28.514687185833893,16.02612881563024,5.211563661375666,29.524831958333355,-6.481795320388888,-6.481794401574074,5.006704484223806
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,16,407,0.000690148999401332,0.041495588,0.02047828711098281,27649010.0,-18538.066660961584,-28728.73309028,-7494.08066601,407,4.870979947764129,49.487281875865364,0.0,82.90667796402086,58.9876274742441,37.129062534191505,37.129061458136235,18.035551740447595,-10.536066062433862,17.196662818554415,-18.49536417777778,-18.49536286851852,-0.521891294017857
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,17,407,0.0005678008211286415,0.036368471,0.015399279985749392,24235274.0,-21402.968691133035,-27223.61631371,-15286.76017818,407,-0.7649161391662579,49.595655253715954,0.0,82.11680970198523,57.994119890927664,40.594075547420545,40.59407405004014,19.4985579076893,-17.934338630687833,10.682834448996603,-23.29900492777778,-23.29900312592593,-3.8975798387857146
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,18,407,0.00047287102758560804,0.01973054,0.0045479012205651105,13118158.0,-23080.767562307272,-30156.49614475,-16389.52685907,407,-4.9594138305487325,49.568883836349,0.0,80.81322864641683,57.005660947520504,41.73134392965688,41.73134166284652,21.4987895561671,-22.158486974285722,5.386393743537413,-23.958047011111113,-23.958044936296297,-7.283395252976187
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,19,407,0.0006715373000000003,0.020629315,-0.0029591235790294825,13753803.0,-22929.320435341622,-31305.40629756,-17367.95082249,407,-4.580795952746927,49.66717633561181,0.0,80.03130730847437,56.90880199774104,40.21341929553853,40.2134166460582,22.953215800483356,-20.176431479894184,5.340846525979597,-20.319459946296302,-20.319458144444443,-8.112269312440477
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,20,407,0.0009435289000000001,0.02667236,-0.011547807202235862,17762988.0,-21120.042709930993,-29185.13567306,-18412.01671915,407,-0.057601199901719136,50.231783262463914,0.0,78.90681230288628,57.59913499599269,36.284278017609296,36.28427490802347,25.692341079152026,-11.358268855555558,9.801955027738098,-10.887295793407409,-10.887294013074074,-7.474226065892857
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,21,407,0.0010030195,0.027924173,-0.014676787114963136,18635784.0,-19208.805992936366,-21918.3365686,-16660.44847379,407,4.6455591861711705,50.80489676084898,0.0,77.96528718278977,58.38559594821922,33.5699090547865,33.56990545227339,27.800771626533514,-3.0872491693121686,14.793100252632652,-3.4731943,-3.4731925759259252,-6.153333922419643
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,22,407,0.00094366085,0.032605339,-0.015317740324226049,21741642.0,-16103.067233346837,-21595.49329144,-12118.91670443,407,12.409907060434065,51.497243761404135,0.0,75.70657377639031,59.428427831973806,30.319261360077316,30.319257885563744,30.8071326918793,9.840865359788362,23.333925111377535,6.956385992777778,6.956387230185187,-3.509121284940476
CaseT4n2_Fresh_Lateral_FeedbackOff,fresh_lateral,23,407,0.0008355628800000003,0.029794741,-0.013466999068304656,19856172.0,-14222.926513579432,-21999.9068635,-9903.573417691,407,17.110259377968877,51.473656499067395,0.0,73.32778492244103,59.624317828363715,28.637452583712744,28.637449292767915,32.257260864916994,17.188197989417997,28.6659329255102,12.412876459259259,12.412877435185187,-1.6461368750000005
