case,case_key,part,n,velocity_max,divvel_maxabs,divvel_mean,porepressrate_maxabs,porepress_mean,porepress_min,porepress_max,negative_pressure_count,p_eff_mean,q_mean,kplastic_max,q_interior,q_lateral,q_top_cap,q_bottom_cap,q_edge,p_eff_interior,p_eff_lateral,p_eff_top_cap,p_eff_bottom_cap,p_eff_edge
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,0,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,1,407,0.000968458111408096,0.030540999,0.022158477110565112,20360664.0,-7426.230126886061,-10235.56260894,-4059.836936988,407,31.434423686322678,5.4967249700762615,0.0,6.138056832674403,6.848037569623878,4.82135951510371,4.821357707403022,2.988260792063834,30.228620052910063,32.13345949149659,26.87338842592593,26.87339001851852,32.35542236309525
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,2,407,0.0009911919500000018,0.059767481,0.04232868156511056,39813860.0,-16291.01799020445,-22633.63509749,-8911.935414763,407,9.272451989541354,11.758614361094933,0.0,13.528924691025992,14.49455123342664,10.582766317021909,10.58276453024421,6.352876718112348,5.091448872698415,11.026118217023813,-0.9883344981481481,-0.9883315259259258,11.853459809464281
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,3,407,0.0008702169840457516,0.046079595,0.031068023987715,30683260.0,-20899.562167218664,-29242.78389121,-11516.69297889,407,-2.2489096326371842,14.58205980169689,0.0,17.421305089861665,17.685386254462703,13.579630162135834,13.579628614736787,7.8763728104549084,-10.180112069312173,0.3367102628231293,-15.64316161851852,-15.643158342592592,1.992851675625
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,4,407,0.0005046642823271004,0.03118398,0.0038298111017199053,20824992.0,-23574.563550192506,-33399.42784628,-13345.19247462,407,-8.936413325397218,15.403183212887336,0.0,19.587827772088577,17.687359903826895,16.234852753444574,16.23485123468582,8.784689330956642,-24.331953897883608,-5.220700024693877,-24.486643562962957,-24.48664054444444,-1.7806322240773809
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,5,407,0.0007183792213336582,0.033080675,-0.013660560404766582,22056930.0,-23105.067075953044,-30027.0166869,-18942.50690542,407,-5.763879314399676,14.092218510453861,0.0,17.88388585349647,15.11032891213427,17.52340571655331,17.523404663795297,9.0748309942845,-25.268142480423283,-1.687657730513605,-20.698845314814818,-20.69884318703704,2.8744053885714282
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,6,407,0.001013614232969593,0.050710183,-0.03248834287223583,33779872.0,-17671.172282895164,-27930.00351334,-12604.26064199,407,7.8208597110073645,11.372887540884557,0.0,10.810135646766192,10.962945735437922,19.389588517499995,19.38958838599586,9.830036919508808,-13.37997841142857,11.667913786564625,-3.81521872962963,-3.8152170574074074,16.754154324107148
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,7,407,0.0011043684359660847,0.053502753,-0.03841555955773956,35681600.0,-12673.409395473043,-23013.9670849,-6430.670796853,407,20.315268588493026,10.510289895801733,0.0,4.545539919569743,10.625994439116276,20.440779749495107,20.44078014916266,10.471035575140947,1.0735988392063491,23.723904863911567,11.30859395,11.308594587037035,28.068596800476175
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,8,407,0.0010122877039856308,0.055827338,-0.03741842503194109,37263912.0,-4917.571725111452,-15091.42146496,2822.815902913,359,39.704865015970526,13.473127399574315,0.0,8.500491660901488,14.748715782411441,21.80491787449138,21.804917570014407,11.359879871751826,26.39566986507936,42.44412166326529,33.58657433333334,33.58657372222223,44.364181687499986
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,9,407,0.0008512253479789106,0.054664779,-0.031365755201474166,36459900.0,-460.3191378508261,-2863.034184943,1313.748877227,235,50.79803752252251,16.555769351106335,0.0,14.85618639825535,18.67197945683276,23.109089971175603,23.109088697301946,11.701992796771137,42.01907509523811,53.24419525680269,45.377039725925925,45.377038588888894,53.19789161309522
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,10,407,0.0005171342056330372,0.038848333,-0.017381531696068805,25891166.0,4032.3337074596857,1469.725515884,6218.851453141,0,62.029670775958245,20.365470866207716,0.0,22.34070333831588,23.301097526342375,26.49178327079484,26.49178163081855,12.147884364647362,58.618362444444436,64.35298600850346,55.72239367487038,55.72239277781482,61.91006926785712
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,11,407,0.0003779474757236415,0.022505561,-0.006777209464840298,14981213.0,5298.124685182783,2192.424300745,9802.162917805,0,65.1941485841115,22.020628183812285,0.0,25.078097546342754,24.957721809226015,29.447036631137525,29.447035583867837,12.77382813315724,63.51010553968254,67.62047704931973,57.24315997962963,57.2431602462963,64.4510228482143
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,12,407,0.0005565452488293405,0.021945195,0.008382862734889439,14630883.0,4598.20952105352,1080.544802754,10817.70920264,0,63.444361007698596,23.44491024010113,0.0,25.6462194219144,25.40286653073292,34.26276539916582,34.262763588812966,15.303082877975688,61.110379370370374,66.20395242857143,52.054324579629636,52.05432542777779,63.58902369345241
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,13,407,0.0006538864053247536,0.032565687,0.016758637576879593,21704298.0,2494.4107817687664,-104.8323706148,5998.236503365,10,58.487522668304685,23.838029770763676,0.0,23.99764238147519,24.725475089343767,37.35532038132395,37.3553182844099,17.850375296190045,53.82234164550263,61.43376560374148,44.79125816666666,44.791259925925914,60.35813230654764
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,14,407,0.0007707802477660204,0.039569575,0.02442514012390662,26385636.0,-2006.0995485246915,-7175.52830131,4287.900823573,307,47.23624560655198,23.826024829840957,0.0,19.599798889145024,23.24935601408923,40.87334603187051,40.87334388063166,21.732951594130366,37.1530262121693,50.11301645918368,31.358780318518523,31.35878196111112,52.97717824523811
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,15,407,0.0007919701591042447,0.045493659,0.025389376267813273,30323622.0,-5406.707490736345,-11975.69913727,3976.674151229,375,38.73472513426701,23.632111734740878,0.0,16.39554741841538,22.54247246009725,41.787955285920134,41.78795301534771,23.773741402477643,24.57368175365078,41.222452764966015,22.835315314814814,22.83531642962963,47.45731308779764
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,16,407,0.0006471261100000001,0.042375632,0.020509322045700263,28223804.0,-9964.065290535365,-17061.98742172,3008.364986345,383,27.3413295412449,23.186334963648708,0.0,13.155004210598443,22.200680077350807,40.12892313810019,40.12892042531643,25.108023086027316,7.997140580952379,28.721514436326512,13.856082624074075,13.856083198148148,40.14165582470239
CaseT4n2_StageA_AllSurface_FeedbackOff,stageA,17,407,0.0005166034108891721,0.032215334,0.01382572858255527,21456690.0,-12750.473034314171,-19167.23544807,-6019.184161112,407,22.102237959081084,22.586222463474723,0.0,12.605643031771464,22.030100330926736,36.97178563122637,36.971783003120294,24.54958152993508,0.7569272021164017,22.53201097845238,11.452289488888889,11.452289266666668,36.78007023424999
