case,variant,part,time,idp,return_status,failed,x,y,z,r,r_over_R,z_over_H,region,distance_to_top_platen,distance_to_bottom_platen,distance_to_lateral_boundary,distance_to_edge_corner,neighbor_count_all,neighbor_count_specimen,nearest_neighbor_distance,kernel_support_sum,kernel_support_ratio_to_core,velocity,DivVel,PorePressRate,PorePress,sigma_zz,p_eff,q,q_over_p,pc,void_ratio,plastic_vol_strain,eq_plastic_strain,plastic_multiplier,return_iterations,yield_residual,Kplastic,pairwise_reaction_avg,axial_stress_reaction,force_balance_error,lateral_active_targets,cap_leakage_proxy,axial_strain_rate_proxy,radial_strain_rate_proxy,shear_rate_proxy,velocity_gradient_norm
CaseM3m_Overhang045,overhang045,12,0.001609,689,-3,1,4.0899843e-14,0.03000151,0.099997036,0.03000151,1.0000503333333333,0.99997036,edge_ring,2.9640000000080713e-06,0.099997036,-1.509999999999706e-06,3.326468998810444e-06,109,50,0.00999858200626668,9.65491109265536,0.7439640429796891,0.004480694457953403,0.0043522483,-2905525.8,-6678.091295723,-144.53047,94.59176833333333,82.97164047359134,0.8771549780231018,120.08738,0.79984123,6.4701264e-05,0.00010155269,0.0,6.0,3411.4812,0.00010155269,0.3752375,132.7131176854335,0.786599,112,0.0,-0.11219688657382784,0.048121548953888385,0.18659538112847163,0.13959647827396673
CaseM3m_Overhang045,overhang045,13,0.001709,456,-3,1,-0.030000791,-0.010000326,0.079999134,0.03162363010047956,1.0541210033493187,0.7999913399999999,lateral_surface,0.020000866000000006,0.079999134,-0.001623630100479563,0.020066659299772336,85,76,0.009999014098348196,7.032257380003736,0.5426482664768746,0.0016523067524077182,-0.042704202,28431958.0,2809.817713195,-127.33013,80.11387833333333,79.89707112047424,0.9972937621125142,120.00181,0.79997307,1.3383921e-06,5.8415253e-06,0.0,7.0,1781.9113,5.8415253e-06,0.3752375,132.7131176854335,0.786599,112,0.0,-0.07371418376719162,0.015012876300869758,0.11938330006200278,0.0850708323135628
CaseM3m_Overhang045,overhang045,13,0.001709,544,-3,1,-0.010000326,-0.030000791,0.079999134,0.03162363010047956,1.0541210033493187,0.7999913399999999,lateral_surface,0.020000866000000006,0.079999134,-0.001623630100479563,0.020066659299772336,85,76,0.009999014098348196,7.032257380001372,0.5426482664766922,0.0016523067582619947,-0.042704213,28431966.0,2809.819643409,-127.33014,80.11388533333333,79.89707567766698,0.9972937318572896,120.00181,0.79997307,1.3383927e-06,5.8415239e-06,0.0,7.0,1781.912,5.8415239e-06,0.3752375,132.7131176854335,0.786599,112,0.0,-0.07371418380330236,0.015012877430394447,0.11938330029861535,0.08507083250057876
CaseM3m_Overhang045,overhang045,13,0.001709,698,-3,1,0.010000326,-0.030000791,0.079999134,0.03162363010047956,1.0541210033493187,0.7999913399999999,lateral_surface,0.020000866000000006,0.079999134,-0.001623630100479563,0.020066659299772336,85,76,0.009999014098348196,7.0322573800147055,0.5426482664777211,0.0016523067582619947,-0.042704213,28431966.0,2809.819475959,-127.33013,80.113876,79.89707554544803,0.997293846392453,120.00181,0.79997307,1.3383918e-06,5.841523e-06,0.0,8.0,1781.9119,5.841523e-06,0.3752375,132.7131176854335,0.786599,112,0.0,-0.07371418239080758,0.015012877568508508,0.11938329770070519,0.0850708307997813
CaseM3m_Overhang045,overhang045,13,0.001709,830,-3,1,0.030000791,-0.010000326,0.079999134,0.03162363010047956,1.0541210033493187,0.7999913399999999,lateral_surface,0.020000866000000006,0.079999134,-0.001623630100479563,0.020066659299772336,85,76,0.009999014098348196,7.032257380010504,0.542648266477397,0.0016523068466539205,-0.042704217,28431968.0,2809.818678523,-127.33013,80.11387599999999,79.8970757847831,0.9972938493798891,120.00181,0.79997307,1.3383916e-06,5.8415221e-06,0.0,8.0,1781.912,5.8415221e-06,0.3752375,132.7131176854335,0.786599,112,0.0,-0.07371418065547695,0.015012875352997966,0.11938329280076969,0.08507082802234954
CaseM3m_Overhang045,overhang045,13,0.001709,478,-3,1,-0.030000791,0.010000326,0.079999134,0.03162363010047956,1.0541210033493187,0.7999913399999999,lateral_surface,0.020000866000000006,0.079999134,-0.001623630100479563,0.020066659299772336,85,76,0.009999014098348196,7.032257380011994,0.5426482664775119,0.0016523067587550383,-0.042704213,28431966.0,2809.818459475,-127.33013,80.11387599999999,79.89707417079468,0.9972938292337109,120.00181,0.79997307,1.3383921e-06,5.8415253e-06,0.0,8.0,1781.9117,5.8415253e-06,0.3752375,132.7131176854335,0.786599,112,0.0,-0.07371418298936232,0.015012877111142353,0.11938329906519286,0.08507083167679351
CaseM3m_Overhang045,overhang045,13,0.001709,852,-3,1,0.030000791,0.010000326,0.079999134,0.03162363010047956,1.0541210033493187,0.7999913399999999,lateral_surface,0.020000866000000006,0.079999134,-0.001623630100479563,0.020066659299772336,85,76,0.009999014098348196,7.032257380005674,0.5426482664770241,0.0016523068198841242,-0.042704221,28431970.0,2809.818477853,-127.33013,80.11386933333334,79.8970832893226,0.997294026042997,120.00181,0.79997307,1.3383905e-06,5.8415208e-06,0.0,8.0,1781.9127,5.8415208e-06,0.3752375,132.7131176854335,0.786599,112,0.0,-0.07371418029677645,0.015012872132724309,0.11938329126678636,0.08507082691110086
CaseM3m_Overhang045,overhang045,13,0.001709,610,-3,1,-0.010000326,0.030000791,0.079999134,0.03162363010047956,1.0541210033493187,0.7999913399999999,lateral_surface,0.020000866000000006,0.079999134,-0.001623630100479563,0.020066659299772336,85,76,0.009999014098348196,7.032257380001544,0.5426482664767055,0.0016523068405695568,-0.042704228,28431976.0,2809.81820892,-127.33013,80.11387466666666,79.89707528776927,0.997293859773985,120.00181,0.79997307,1.3383914e-06,5.8415208e-06,0.0,8.0,1781.9117,5.8415208e-06,0.3752375,132.7131176854335,0.786599,112,0.0,-0.07371418039272687,0.015012875133573649,0.11938329214690473,0.08507082749041325
CaseM3m_Overhang045,overhang045,13,0.001709,764,-3,1,0.010000326,0.030000791,0.079999134,0.03162363010047956,1.0541210033493187,0.7999913399999999,lateral_surface,0.020000866000000006,0.079999134,-0.001623630100479563,0.020066659299772336,85,76,0.009999014098348196,7.032257380014279,0.5426482664776882,0.001652306742510487,-0.042704221,28431970.0,2809.817072949,-127.33013,80.11387599999999,79.89707469970212,0.9972938358356563,120.00181,0.79997307,1.3383915e-06,5.8415212e-06,0.0,8.0,1781.9117,5.8415212e-06,0.3752375,132.7131176854335,0.786599,112,0.0,-0.0737141792442419,0.015012874559953822,0.1193832920391617,0.08507082715888273
CaseM3m_Overhang045,overhang045,14,0.00181,566,-3,1,-0.010000239,-0.010000239,0.079998799,0.014142473620772358,0.47141578735907863,0.7999879899999999,interior,0.02000120100000001,0.079998799,0.01585752637922764,0.025524677947239643,145,136,0.00999916300064006,12.634294367191101,0.9749299688777018,0.0017177465288669368,-0.022001477,14644700.0,-2060.229144095,-123.18948,65.54872999999999,87.54979443012871,1.3356444042490025,119.98992,0.80000091,-7.4691325e-06,3.5464211e-05,0.0,6.0,2526.2532,3.5464211e-05,0.3752375,132.7131176854335,0.786599,112,0.0,-0.0717837613521495,0.02633937724997308,0.11621251094501758,0.08273756784325811
CaseM3m_Overhang045,overhang045,14,0.00181,720,-3,1,0.010000239,-0.010000239,0.079998799,0.014142473620772358,0.47141578735907863,0.7999879899999999,interior,0.02000120100000001,0.079998799,0.01585752637922764,0.025524677947239643,145,136,0.00999916300064006,12.634294367190984,0.9749299688776928,0.001717746523885342,-0.022001479,14644701.0,-2060.230208204,-123.18948,65.54872766666666,87.5497981193988,1.3356445080767034,119.98992,0.80000091,-7.4691352e-06,3.5464211e-05,0.0,6.0,2526.2539,3.5464211e-05,0.3752375,132.7131176854335,0.786599,112,0.0,-0.07178376025309313,0.02633937617023769,0.11621250882631941,0.08273756622634353
CaseM3m_Overhang045,overhang045,14,0.00181,588,-3,1,-0.010000239,0.010000239,0.079998799,0.014142473620772358,0.47141578735907863,0.7999879899999999,interior,0.02000120100000001,0.079998799,0.01585752637922764,0.025524677947239643,145,136,0.00999916300064006,12.634294367183767,0.9749299688771359,0.0017177465258779792,-0.022001479,14644701.0,-2060.230967905,-123.18949,65.54873366666668,87.54980357264593,1.3356444690123341,119.98992,0.80000091,-7.4691379e-06,3.5464225e-05,0.0,6.0,2526.2546,3.5464225e-05,0.3752375,132.7131176854335,0.786599,112,0.0,-0.0717837596779744,0.02633937606230282,0.11621250798549775,0.08273756561366996
CaseM3m_Overhang045,overhang045,14,0.00181,653,-3,1,8.3225941e-14,1.1953347e-14,0.069999292,8.407996051282309e-14,2.8026653504274362e-12,0.69999292,measurement_core,0.030000708,0.069999292,0.02999999999991592,0.04242690750568817,178,178,0.00999945499999999,12.977902527478113,1.0014446188675468,0.0011730968000000005,-0.027652526,18444312.0,-5802.739407146,-105.30067,51.67728266666666,80.43508100000018,1.5564882062168321,119.99094,0.80001533,-6.7147689e-06,1.4959136e-05,0.0,6.0,1386.2224,1.4959136e-05,0.3752375,132.7131176854335,0.786599,112,0.0,-0.05659865389963617,0.011721973836453358,0.08340523921787882,0.05897641023744828
CaseM3m_Overhang045,overhang045,14,0.00181,742,-3,1,0.010000239,0.010000239,0.079998799,0.014142473620772358,0.47141578735907863,0.7999879899999999,interior,0.02000120100000001,0.079998799,0.01585752637922764,0.025524677947239643,145,136,0.00999916300064006,12.634294367196093,0.974929968878087,0.0017177465318558942,-0.02200149,14644709.0,-2060.23013886,-123.18949,65.54873133333334,87.54980733506927,1.3356445739560452,119.98992,0.80000091,-7.469142e-06,3.5464211e-05,0.0,6.0,2526.2554,3.5464211e-05,0.3752375,132.7131176854335,0.786599,112,0.0,-0.07178375874507192,0.026339376323431137,0.11621250742990033,0.08273756510179396
CaseM3m_Overhang045,overhang045,16,0.002011,654,-3,1,-1.9623979e-13,-5.1121752e-14,0.079998381,2.027892716757807e-13,6.7596423891926905e-12,0.7999838099999999,interior,0.020001619000000012,0.079998381,0.02999999999979721,0.0360564108392529,178,169,0.009999000000000008,12.978166696466795,1.0020092320213627,0.001839547400000001,-0.02292533,15238729.0,680.1280111901,-130.45909,72.72594133333332,86.59972300000008,1.190767990242676,119.99805,0.79998249,-1.4313341e-06,4.4934277e-05,0.0,8.0,2548.9229,4.4934277e-05,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.07230896303577417,0.03341805842312644,0.12216480174626357,0.08638355973709318
CaseM3m_Overhang045,overhang045,18,0.002212,632,-3,1,5.5737092e-14,-0.020000873,0.079998158,0.020000873,0.6666957666666666,0.79998158,lateral_surface,0.020001842000000006,0.079998158,0.009999127,0.022361936949984753,122,113,0.009998783004836635,12.014604967015169,0.9278775852579152,0.0018847258637385896,-0.014997034,9941640.0,4523.899113589,-129.51035,72.94195966666666,87.736555278038,1.2028269555545301,119.99718,0.79998207,-2.0820441e-06,6.3391264e-05,0.0,8.0,2755.1895,6.3391264e-05,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.07034854987642863,0.03074959346684441,0.1219388090375321,0.08681537568502774
CaseM3m_Overhang045,overhang045,18,0.002212,511,-3,1,-0.020000873,8.9010925e-14,0.079998158,0.020000873,0.6666957666666666,0.79998158,lateral_surface,0.020001842000000006,0.079998158,0.009999127,0.022361936949984753,122,113,0.009998783004836635,12.014604967016643,0.9278775852580291,0.0018847258637385892,-0.01499703,9941637.0,4523.896152428,-129.51035,72.94195733333332,87.73655837617632,1.2028270365056697,119.99718,0.79998207,-2.0820398e-06,6.3391264e-05,0.0,8.0,2755.1899,6.3391264e-05,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.07034854875830382,0.030749592580965712,0.12193880707360523,0.08681537440458854
CaseM3m_Overhang045,overhang045,18,0.002212,653,-3,1,9.5047058e-14,1.5985534e-14,0.069998801,9.638195127574726e-14,3.2127317091915756e-12,0.69998801,measurement_core,0.030001199000000006,0.069998801,0.029999999999903618,0.042427254700626325,178,178,0.009999207999999996,12.978051587175324,1.0022837372615292,0.0012598822000000004,-0.024984797,16659896.0,1373.848621201,-123.90981,69.38726833333332,81.7838125000001,1.1786573310122879,119.99111,0.80000043,-6.5796539e-06,3.179468e-05,0.0,7.0,1632.3728,3.179468e-05,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.05696260516333718,0.01676048207342764,0.08725326246807769,0.061697373571827405
CaseM3m_Overhang045,overhang045,18,0.002212,676,-3,1,1.011968e-13,0.020000873,0.079998158,0.020000873,0.6666957666666666,0.79998158,lateral_surface,0.020001842000000006,0.079998158,0.009999127,0.022361936949984753,122,113,0.009998783004836635,12.014604967014874,0.9278775852578924,0.0018847258221876685,-0.014997029,9941636.0,4523.89456895,-129.51033,72.941952,87.73653650269546,1.2028268245781997,119.99718,0.79998207,-2.0820464e-06,6.3391264e-05,0.0,8.0,2755.1868,6.3391264e-05,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.07034854692051472,0.0307495956126682,0.1219388091542775,0.08681537551078077
CaseM3m_Overhang045,overhang045,18,0.002212,797,-3,1,0.020000873,4.1624856e-14,0.079998158,0.020000873,0.6666957666666666,0.79998158,lateral_surface,0.020001842000000006,0.079998158,0.009999127,0.022361936949984753,122,113,0.009998783004836635,12.014604967013398,0.9278775852577784,0.0018847257683213454,-0.014997031,9941638.0,4523.895677807,-129.51033,72.941953,87.73653550270916,1.202826794378664,119.99718,0.79998207,-2.0820453e-06,6.3391264e-05,0.0,8.0,2755.1865,6.3391264e-05,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.07034854650722591,0.03074959151511072,0.12193880457758839,0.08681537236925904
CaseM3m_Overhang045,overhang045,19,0.002312,623,-3,1,7.5154408e-14,-0.030002961,0.099993855,0.030002961,1.0000987000000001,0.99993855,edge_ring,6.144999999999068e-06,0.099993855,-2.9610000000027115e-06,6.821183621630823e-06,109,50,0.009997413024018674,9.65497797687849,0.7456429017116966,0.005339319039649346,0.014836922,-9909016.0,-11778.45476452,-115.51918,67.34208433333333,90.77087497856624,1.3479071204458697,120.1156,0.79983163,8.558789e-05,0.00016157304,0.0,6.0,3121.7661,0.00016157304,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.11863643564584582,0.062356749135530534,0.20948004235248846,0.1579912232434619
CaseM3m_Overhang045,overhang045,19,0.002312,469,-3,1,-0.030002961,8.4484055e-14,0.099993855,0.030002961,1.0000987000000001,0.99993855,edge_ring,6.144999999999068e-06,0.099993855,-2.9610000000027115e-06,6.821183621630823e-06,109,50,0.009997413024018674,9.65497797687889,0.7456429017117274,0.005339319039649347,0.014836919,-9909014.0,-11778.45444609,-115.51918,67.34208433333333,90.77087497856623,1.3479071204458695,120.1156,0.79983163,8.558789e-05,0.00016157304,0.0,6.0,3121.7661,0.00016157304,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.11863643593020831,0.0623567467128547,0.20948003981999266,0.15799122157370987
CaseM3m_Overhang045,overhang045,19,0.002312,843,-3,1,0.030002961,-6.1968382e-14,0.099993855,0.030002961,1.0000987000000001,0.99993855,edge_ring,6.144999999999068e-06,0.099993855,-2.9610000000027115e-06,6.821183621630823e-06,109,50,0.009997413024018674,9.654977976879131,0.7456429017117461,0.005339318592629957,0.01483692,-9909015.0,-11778.45548076,-115.51918,67.34208566666668,90.77087117162614,1.347907037226742,120.1156,0.79983163,8.5587875e-05,0.00016157304,0.0,6.0,3121.7656,0.00016157304,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.1186364233773434,0.06235674129112016,0.20948001912406478,0.1579912042074176
CaseM3m_Overhang045,overhang045,19,0.002312,689,-3,1,3.8778913e-14,0.030002961,0.099993855,0.030002961,1.0000987000000001,0.99993855,edge_ring,6.144999999999068e-06,0.099993855,-2.9610000000027115e-06,6.821183621630823e-06,109,50,0.009997413024018674,9.654977976879534,0.7456429017117773,0.005339318955516752,0.014836921,-9909016.0,-11778.45352075,-115.51918,67.34208666666667,90.77087407121039,1.3479070602684577,120.1156,0.79983163,8.5587897e-05,0.00016157306,0.0,6.0,3121.7661,0.00016157306,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.1186364385310357,0.062356742873407756,0.20948003749496266,0.15799121913310427
CaseM3m_Overhang045,overhang045,20,0.002413,623,-3,1,7.7652403e-14,-0.030003188,0.099993363,0.030003188,1.0001062666666667,0.99993363,edge_ring,6.637000000003779e-06,0.099993363,-3.18800000000119e-06,7.36295545280954e-06,109,50,0.00999724102850912,9.654961953520553,0.7456391541725883,0.005406269659052463,0.015671203,-10468090.0,-16778.92253081,-123.0229,65.444373,110.21050580607665,1.6840333363126063,120.1156,0.79983163,8.558789e-05,0.00016157304,0.0,5.0,6994.145,0.00016157304,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.11900302106908694,0.06390063328391853,0.21165903694539,0.15941648654746132
CaseM3m_Overhang045,overhang045,20,0.002413,469,-3,1,-0.030003188,8.0180877e-14,0.099993363,0.030003188,1.0001062666666667,0.99993363,edge_ring,6.637000000003779e-06,0.099993363,-3.18800000000119e-06,7.36295545280954e-06,109,50,0.00999724102850912,9.654961953520969,0.7456391541726204,0.005406269659052464,0.015671199,-10468087.0,-16778.92246251,-123.0229,65.444373,110.21050580607665,1.6840333363126063,120.1156,0.79983163,8.558789e-05,0.00016157304,0.0,5.0,6994.145,0.00016157304,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.11900302061163825,0.06390063043820422,0.2116590329842916,0.15941648419568566
CaseM3m_Overhang045,overhang045,20,0.002413,843,-3,1,0.030003188,-5.7162215e-14,0.099993363,0.030003188,1.0001062666666667,0.99993363,edge_ring,6.637000000003779e-06,0.099993363,-3.18800000000119e-06,7.36295545280954e-06,109,50,0.00999724102850912,9.654961953521235,0.745639154172641,0.0054062691213435845,0.015671205,-10468091.0,-16778.92547882,-123.0229,65.44437800000001,110.21049971133216,1.6840331145225667,120.1156,0.79983163,8.5587875e-05,0.00016157304,0.0,5.0,6994.1436,0.00016157304,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.1190030056109277,0.06390062512249498,0.21165900983318486,0.1594164641798251
CaseM3m_Overhang045,overhang045,20,0.002413,689,-3,1,3.9277118e-14,0.030003188,0.099993363,0.030003188,1.0001062666666667,0.99993363,edge_ring,6.637000000003779e-06,0.099993363,-3.18800000000119e-06,7.36295545280954e-06,109,50,0.00999724102850912,9.654961953521653,0.7456391541726732,0.005406269574719677,0.015671194,-10468084.0,-16778.92628417,-123.0229,65.44437933333334,110.2105023163919,1.6840331200185656,120.1156,0.79983163,8.5587897e-05,0.00016157306,0.0,5.0,6994.144,0.00016157306,0.29300729999999997,103.63013368224424,0.779335,112,0.0,-0.1190030226559929,0.06390062724199387,0.21165903074066392,0.15941648201262917
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,499,-1,1,-4.0991092e-14,-0.010000031,0.04000001,0.010000031,0.33333436666666666,0.4000001,interior,0.05999999,0.04000001,0.019999969,0.044721354630657836,153,153,0.009999990000000453,12.935966769591365,0.9967877052384739,5.790528603597036e-05,0.031617619,-21060540.0,-20019.95448289,-17.053961,-0.062121000000000016,25.681111665042547,-413.4046725751765,120.0,0.80004835,0.0,0.0,0.0,0.0,-0.062131073,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.0063124724358731375,0.01563354703973636,0.03256044562054029,0.023023902418301684
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,433,-1,1,-0.010000031,-1.9396307e-14,0.04000001,0.010000031,0.33333436666666666,0.4000001,interior,0.05999999,0.04000001,0.019999969,0.044721354630657836,153,153,0.009999990000000453,12.935966769586802,0.9967877052381223,5.790522068343817e-05,0.031617619,-21060540.0,-20019.95679531,-17.053955,-0.06212936666666735,25.681115314771567,-413.34906007579804,120.0,0.80004835,0.0,0.0,0.0,0.0,-0.06213934,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.006312472555061447,0.015633546012313582,0.03256044372819366,0.02302390107773012
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,521,-1,1,-1.6907675e-14,0.010000031,0.04000001,0.010000031,0.33333436666666666,0.4000001,interior,0.05999999,0.04000001,0.019999969,0.044721354630657836,153,153,0.009999990000000453,12.935966769579382,0.9967877052375506,5.790530490530116e-05,0.031617623,-21060542.0,-20019.95870559,-17.053955,-0.062126800000000294,25.68111137456415,-413.36607349105424,120.0,0.80004835,0.0,0.0,0.0,0.0,-0.062136795,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.006312472009815044,0.015633546735290542,0.032560444952694015,0.023023901941304027
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,587,-1,1,0.010000031,-2.643816e-14,0.04000001,0.010000031,0.33333436666666666,0.4000001,interior,0.05999999,0.04000001,0.019999969,0.044721354630657836,153,153,0.009999990000000453,12.935966769583935,0.9967877052379014,5.7905392405073965e-05,0.031617623,-21060542.0,-20019.95820286,-17.053953,-0.06212939999999989,25.681112316158483,-413.34879004398124,120.0,0.80004835,0.0,0.0,0.0,0.0,-0.06213934,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.00631247203282077,0.015633547529571582,0.03256044639079605,0.023023902957611152
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,317,-3,1,-0.030000769,-0.010000373,0.089999638,0.0316236240922904,1.0541208030763467,0.89999638,edge_ring,0.010000361999999999,0.089999638,-0.0016236240922904016,0.010131307680852943,92,64,0.009999499000611676,7.269140384410636,0.5601274254867218,0.00201141388550805,0.015025097,-10009333.0,-10852.40008857,-114.83395,62.654679666666674,79.80969611603872,1.2738026359824932,120.0,0.79999131,0.0,0.0,0.0,9.0,1195.736,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.0611572513556153,0.04365443507999808,0.13079830251038424,0.09311888003806743
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,405,-3,1,-0.010000373,-0.030000769,0.089999638,0.0316236240922904,1.0541208030763467,0.89999638,edge_ring,0.010000361999999999,0.089999638,-0.0016236240922904016,0.010131307680852943,92,64,0.009999499000611676,7.269140384408299,0.5601274254865417,0.0020114139039628864,0.015025089,-10009328.0,-10852.39777614,-114.83398,62.654694666666664,79.80971816435114,1.273802682926667,120.0,0.79999131,0.0,0.0,0.0,8.0,1195.7384,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.06115725436534016,0.04365443231681266,0.13079829671548293,0.0931188763845319
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,559,-3,1,0.010000373,-0.030000769,0.089999638,0.0316236240922904,1.0541208030763467,0.89999638,edge_ring,0.010000361999999999,0.089999638,-0.0016236240922904016,0.010131307680852943,92,64,0.009999499000611676,7.26914038441976,0.5601274254874249,0.002011413821731157,0.015025093,-10009330.0,-10852.39908318,-114.83396,62.65469033333333,79.80969522670128,1.2738024049293115,120.0,0.79999131,0.0,0.0,0.0,6.0,1195.7355,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.06115724736878805,0.04365443574589001,0.13079830068229856,0.09311887857732433
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,691,-3,1,0.030000769,-0.010000373,0.089999638,0.0316236240922904,1.0541208030763467,0.89999638,edge_ring,0.010000361999999999,0.089999638,-0.0016236240922904016,0.010131307680852943,92,64,0.009999499000611676,7.2691403844161036,0.5601274254871431,0.0020114138460670863,0.015025095,-10009332.0,-10852.3991837,-114.83397,62.654683666666664,79.80971961695829,1.273802929746789,120.0,0.79999131,0.0,0.0,0.0,8.0,1195.739,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.06115724989638688,0.04365443455927918,0.13079829884218583,0.09311887740661169
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,339,-3,1,-0.030000769,0.010000373,0.089999638,0.0316236240922904,1.0541208030763467,0.89999638,edge_ring,0.010000361999999999,0.089999638,-0.0016236240922904016,0.010131307680852943,92,64,0.009999499000611676,7.269140384417181,0.560127425487226,0.002011413802010674,0.015025092,-10009330.0,-10852.39948534,-114.83396,62.65468433333333,79.80970465671868,1.2738026774202196,120.0,0.79999131,0.0,0.0,0.0,8.0,1195.7369,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.06115724825736593,0.043654434668608855,0.13079829953090744,0.09311887763105393
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,713,-3,1,0.030000769,0.010000373,0.089999638,0.0316236240922904,1.0541208030763467,0.89999638,edge_ring,0.010000361999999999,0.089999638,-0.0016236240922904016,0.010131307680852943,92,64,0.009999499000611676,7.2691403844120215,0.5601274254868285,0.0020114138519481983,0.015025091,-10009329.0,-10852.40119451,-114.83397,62.654689,79.80971223280326,1.2738027034625177,120.0,0.79999131,0.0,0.0,0.0,8.0,1195.7379,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.061157247418739444,0.0436544371217641,0.13079830137032766,0.0931188788720095
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,471,-3,1,-0.010000373,0.030000769,0.089999638,0.0316236240922904,1.0541208030763467,0.89999638,edge_ring,0.010000361999999999,0.089999638,-0.0016236240922904016,0.010131307680852943,92,64,0.009999499000611676,7.269140384410546,0.5601274254867149,0.0020114137764090856,0.015025092,-10009330.0,-10852.39787667,-114.83398,62.654693333333334,79.80972060825655,1.2738027490399744,120.0,0.79999131,0.0,0.0,0.0,8.0,1195.7388,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.06115725109566309,0.04365443286930423,0.1307982963669995,0.09311887553673126
CaseM3m_TrimmedEdge,trimmed_edge,6,0.001005,625,-3,1,0.010000373,0.030000769,0.089999638,0.0316236240922904,1.0541208030763467,0.89999638,edge_ring,0.010000361999999999,0.089999638,-0.0016236240922904016,0.010131307680852943,92,64,0.009999499000611676,7.269140384417337,0.5601274254872382,0.0020114138355144654,0.01502509,-10009329.0,-10852.39928424,-114.83397,62.654689,79.80971190862363,1.2738026982884494,120.0,0.79999131,0.0,0.0,0.0,8.0,1195.7378,0.0,0.4865955,172.09795358060526,0.682985,112,0.0,-0.06115724819882503,0.04365443607462553,0.13079830093125153,0.09311887838450833
CaseM3m_TrimmedEdge,trimmed_edge,7,0.001106,498,-1,1,-9.0130438e-14,-0.010000031,0.030000029,0.010000031,0.33333436666666666,0.30000029,interior,0.06999997100000001,0.030000029,0.019999969,0.03605551968841667,153,153,0.009999985000000199,12.935947991037475,0.9967881946492779,0.00010536372302991162,0.025053116,-16678091.0,-20896.50456382,-18.63117,-0.3543705999999993,28.51743085583821,-80.4734672002651,119.99845,0.80005193,-1.1446766e-06,1.1996284e-06,0.0,0.0,-0.35438043,1.1996284e-06,0.36419039999999997,128.806005303588,0.807695,112,0.0,-0.006537207401135811,0.013125348876369538,0.027832229196000025,0.019711817640151553
CaseM3m_TrimmedEdge,trimmed_edge,7,0.001106,432,-1,1,-0.010000031,-2.1435539e-14,0.030000029,0.010000031,0.33333436666666666,0.30000029,interior,0.06999997100000001,0.030000029,0.019999969,0.03605551968841667,153,153,0.009999985000000199,12.935947991038123,0.9967881946493279,0.00010536376773245357,0.025053101,-16678081.0,-20896.50084379,-18.631168,-0.354371933333334,28.517429790813637,-80.47316141142926,119.99845,0.80005193,-1.1446774e-06,1.1996292e-06,0.0,0.0,-0.35438171,1.1996292e-06,0.36419039999999997,128.806005303588,0.807695,112,0.0,-0.00653720729867463,0.013125349208932852,0.027832229783647657,0.019711818086194814
