case,part,time,region,total,status_elastic_count,status_converged_count,status_tension_count,status_line_search_count,status_failure_count,status_counts
fixed_substeps4,33,0.016587,top_cap_zone,18,0,0,0,5,5,-3:5|2:13
fixed_substeps4,34,0.01709,bottom_cap_zone,18,0,0,0,6,6,-3:6|2:12
fixed_substeps4,34,0.01709,edge,112,0,0,8,0,8,-1:8|2:104
fixed_substeps4,34,0.01709,interior,67,2,0,0,5,5,-3:5|0:2|2:60
fixed_substeps4,34,0.01709,lateral_boundary,192,0,0,0,0,0,2:192
fixed_substeps4,34,0.01709,top_cap_zone,18,0,0,0,4,4,-3:4|2:14
fixed_substeps4,35,0.017593,bottom_cap_zone,18,0,0,0,5,5,-3:5|2:13
fixed_substeps4,35,0.017593,edge,112,0,0,8,0,8,-1:8|2:104
fixed_substeps4,35,0.017593,interior,67,2,0,0,9,9,-3:9|0:2|2:56
fixed_substeps4,35,0.017593,lateral_boundary,192,0,0,0,0,0,2:192
fixed_substeps4,35,0.017593,top_cap_zone,18,0,0,0,4,4,-3:4|2:14
fixed_substeps4,36,0.018095,bottom_cap_zone,18,0,0,0,5,5,-3:5|2:13
fixed_substeps4,36,0.018095,edge,112,0,0,8,0,8,-1:8|2:104
fixed_substeps4,36,0.018095,interior,67,2,0,0,9,9,-3:9|0:2|2:56
fixed_substeps4,36,0.018095,lateral_boundary,192,0,0,0,0,0,2:192
fixed_substeps4,36,0.018095,top_cap_zone,18,0,0,0,4,4,-3:4|2:14
adaptive_substeps16,0,0.0,bottom_cap_zone,18,18,0,0,0,0,0:18
adaptive_substeps16,0,0.0,edge,112,112,0,0,0,0,0:112
adaptive_substeps16,0,0.0,interior,63,63,0,0,0,0,0:63
adaptive_substeps16,0,0.0,lateral_boundary,196,196,0,0,0,0,0:196
adaptive_substeps16,0,0.0,top_cap_zone,18,18,0,0,0,0,0:18
adaptive_substeps16,1,0.000503,bottom_cap_zone,18,18,0,0,0,0,0:18
adaptive_substeps16,1,0.000503,edge,112,112,0,0,0,0,0:112
adaptive_substeps16,1,0.000503,interior,63,63,0,0,0,0,0:63
adaptive_substeps16,1,0.000503,lateral_boundary,196,196,0,0,0,0,0:196
adaptive_substeps16,1,0.000503,top_cap_zone,18,18,0,0,0,0,0:18
adaptive_substeps16,2,0.001005,bottom_cap_zone,18,10,0,8,0,8,-1:8|0:10
adaptive_substeps16,2,0.001005,edge,112,8,72,28,4,32,-3:4|-1:28|0:8|1:72
adaptive_substeps16,2,0.001005,interior,63,7,24,32,0,32,-1:32|0:7|1:24
adaptive_substeps16,2,0.001005,lateral_boundary,196,136,36,24,0,24,-1:24|0:136|1:36
adaptive_substeps16,2,0.001005,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,3,0.001508,bottom_cap_zone,18,0,0,18,0,18,-1:18
adaptive_substeps16,3,0.001508,edge,112,0,56,56,0,56,-1:56|1:56
adaptive_substeps16,3,0.001508,interior,63,4,59,0,0,0,0:4|1:59
adaptive_substeps16,3,0.001508,lateral_boundary,196,140,56,0,0,0,0:140|1:56
adaptive_substeps16,3,0.001508,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,4,0.002011,bottom_cap_zone,18,0,9,9,0,9,-1:9|1:9
adaptive_substeps16,4,0.002011,edge,112,0,88,24,0,24,-1:24|1:88
adaptive_substeps16,4,0.002011,interior,63,36,27,0,0,0,0:36|1:27
adaptive_substeps16,4,0.002011,lateral_boundary,196,148,48,0,0,0,0:148|1:48
adaptive_substeps16,4,0.002011,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,5,0.002513,bottom_cap_zone,18,5,13,0,0,0,0:5|1:13
adaptive_substeps16,5,0.002513,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,5,0.002513,interior,63,36,23,0,4,4,-3:4|0:36|1:23
adaptive_substeps16,5,0.002513,lateral_boundary,196,128,64,0,4,4,-3:4|0:128|1:64
adaptive_substeps16,5,0.002513,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,6,0.003016,bottom_cap_zone,18,6,12,0,0,0,0:6|1:12
adaptive_substeps16,6,0.003016,edge,112,0,112,0,0,0,1:112
adaptive_substeps16,6,0.003016,interior,63,36,23,0,4,4,-3:4|0:36|1:23
adaptive_substeps16,6,0.003016,lateral_boundary,196,120,76,0,0,0,0:120|1:76
adaptive_substeps16,6,0.003016,top_cap_zone,18,0,10,0,8,8,-3:8|1:10
adaptive_substeps16,7,0.003519,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,7,0.003519,edge,112,0,112,0,0,0,1:112
adaptive_substeps16,7,0.003519,interior,63,36,23,0,4,4,-3:4|0:36|1:23
adaptive_substeps16,7,0.003519,lateral_boundary,196,100,96,0,0,0,0:100|1:96
adaptive_substeps16,7,0.003519,top_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,8,0.004021,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,8,0.004021,edge,112,0,112,0,0,0,1:112
adaptive_substeps16,8,0.004021,interior,63,28,35,0,0,0,0:28|1:35
adaptive_substeps16,8,0.004021,lateral_boundary,196,68,120,0,8,8,-3:8|0:68|1:120
adaptive_substeps16,8,0.004021,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,9,0.004524,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,9,0.004524,edge,112,0,112,0,0,0,1:112
adaptive_substeps16,9,0.004524,interior,63,15,43,0,5,5,-3:5|0:15|1:43
adaptive_substeps16,9,0.004524,lateral_boundary,196,56,136,0,4,4,-3:4|0:56|1:136
adaptive_substeps16,9,0.004524,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,10,0.005027,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,10,0.005027,edge,112,0,112,0,0,0,1:112
adaptive_substeps16,10,0.005027,interior,63,3,52,0,8,8,-3:8|0:3|1:52
adaptive_substeps16,10,0.005027,lateral_boundary,196,32,164,0,0,0,0:32|1:164
adaptive_substeps16,10,0.005027,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,11,0.005529,bottom_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,11,0.005529,edge,112,0,112,0,0,0,1:112
adaptive_substeps16,11,0.005529,interior,63,3,56,0,4,4,-3:4|0:3|1:56
adaptive_substeps16,11,0.005529,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,11,0.005529,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,12,0.006032,bottom_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,12,0.006032,edge,112,0,112,0,0,0,1:112
adaptive_substeps16,12,0.006032,interior,63,2,53,0,8,8,-3:8|0:2|1:53
adaptive_substeps16,12,0.006032,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,12,0.006032,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,13,0.006535,bottom_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,13,0.006535,edge,112,0,108,0,4,4,-3:4|1:108
adaptive_substeps16,13,0.006535,interior,63,2,53,0,8,8,-3:8|0:2|1:53
adaptive_substeps16,13,0.006535,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,13,0.006535,top_cap_zone,18,0,14,0,0,0,1:14|2:4
adaptive_substeps16,14,0.007037,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,14,0.007037,edge,112,0,112,0,0,0,1:112
adaptive_substeps16,14,0.007037,interior,63,2,52,0,9,9,-3:9|0:2|1:52
adaptive_substeps16,14,0.007037,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,14,0.007037,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,15,0.00754,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,15,0.00754,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,15,0.00754,interior,63,2,52,0,9,9,-3:9|0:2|1:52
adaptive_substeps16,15,0.00754,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,15,0.00754,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,16,0.008043,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,16,0.008043,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,16,0.008043,interior,63,2,57,0,4,4,-3:4|0:2|1:57
adaptive_substeps16,16,0.008043,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,16,0.008043,top_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,17,0.008545,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,17,0.008545,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,17,0.008545,interior,63,2,61,0,0,0,0:2|1:61
adaptive_substeps16,17,0.008545,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,17,0.008545,top_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,18,0.009048,bottom_cap_zone,18,0,13,0,5,5,-3:5|1:13
adaptive_substeps16,18,0.009048,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,18,0.009048,interior,63,6,57,0,0,0,0:6|1:57
adaptive_substeps16,18,0.009048,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,18,0.009048,top_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,19,0.00955,bottom_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,19,0.00955,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,19,0.00955,interior,63,6,52,0,5,5,-3:5|0:6|1:52
adaptive_substeps16,19,0.00955,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,19,0.00955,top_cap_zone,18,0,14,0,0,0,1:14|2:4
adaptive_substeps16,20,0.010053,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,20,0.010053,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,20,0.010053,interior,63,6,49,0,4,4,-3:4|0:6|1:49|2:4
adaptive_substeps16,20,0.010053,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_substeps16,20,0.010053,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,21,0.010556,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,21,0.010556,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,21,0.010556,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,21,0.010556,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,21,0.010556,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,22,0.011058,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,22,0.011058,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,22,0.011058,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,22,0.011058,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,22,0.011058,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,23,0.011561,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,23,0.011561,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,23,0.011561,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,23,0.011561,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,23,0.011561,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,24,0.012064,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,24,0.012064,edge,112,0,108,4,0,4,-1:4|1:108
adaptive_substeps16,24,0.012064,interior,67,2,61,0,4,4,-3:4|0:2|1:61
adaptive_substeps16,24,0.012064,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,24,0.012064,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,25,0.012566,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,25,0.012566,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,25,0.012566,interior,67,2,61,0,4,4,-3:4|0:2|1:61
adaptive_substeps16,25,0.012566,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,25,0.012566,top_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,26,0.013069,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,26,0.013069,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,26,0.013069,interior,67,2,61,0,4,4,-3:4|0:2|1:61
adaptive_substeps16,26,0.013069,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,26,0.013069,top_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,27,0.013572,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,27,0.013572,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,27,0.013572,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,27,0.013572,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,27,0.013572,top_cap_zone,18,0,14,0,0,0,1:14|2:4
adaptive_substeps16,28,0.014074,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,28,0.014074,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,28,0.014074,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,28,0.014074,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,28,0.014074,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,29,0.014577,bottom_cap_zone,18,0,17,0,0,0,1:17|2:1
adaptive_substeps16,29,0.014577,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,29,0.014577,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,29,0.014577,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,29,0.014577,top_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,30,0.015079,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,30,0.015079,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,30,0.015079,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,30,0.015079,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,30,0.015079,top_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,31,0.015582,bottom_cap_zone,18,0,13,0,5,5,-3:5|1:13
adaptive_substeps16,31,0.015582,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,31,0.015582,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,31,0.015582,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,31,0.015582,top_cap_zone,18,0,17,0,1,1,-3:1|1:17
adaptive_substeps16,32,0.016085,bottom_cap_zone,18,0,13,0,5,5,-3:5|1:13
adaptive_substeps16,32,0.016085,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,32,0.016085,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,32,0.016085,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,32,0.016085,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,33,0.016587,bottom_cap_zone,18,0,14,0,4,4,-3:4|1:14
adaptive_substeps16,33,0.016587,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,33,0.016587,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,33,0.016587,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,33,0.016587,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,34,0.01709,bottom_cap_zone,18,0,13,0,5,5,-3:5|1:13
adaptive_substeps16,34,0.01709,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,34,0.01709,interior,67,2,65,0,0,0,0:2|1:65
adaptive_substeps16,34,0.01709,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,34,0.01709,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,35,0.017593,bottom_cap_zone,18,0,12,0,6,6,-3:6|1:12
adaptive_substeps16,35,0.017593,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,35,0.017593,interior,67,2,61,0,4,4,-3:4|0:2|1:61
adaptive_substeps16,35,0.017593,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,35,0.017593,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_substeps16,36,0.018095,bottom_cap_zone,18,0,12,0,6,6,-3:6|1:12
adaptive_substeps16,36,0.018095,edge,112,0,104,8,0,8,-1:8|1:104
adaptive_substeps16,36,0.018095,interior,67,2,61,0,4,4,-3:4|0:2|1:61
adaptive_substeps16,36,0.018095,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_substeps16,36,0.018095,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,0,0.0,bottom_cap_zone,18,18,0,0,0,0,0:18
adaptive_fallback16,0,0.0,edge,112,112,0,0,0,0,0:112
adaptive_fallback16,0,0.0,interior,63,63,0,0,0,0,0:63
adaptive_fallback16,0,0.0,lateral_boundary,196,196,0,0,0,0,0:196
adaptive_fallback16,0,0.0,top_cap_zone,18,18,0,0,0,0,0:18
adaptive_fallback16,1,0.000503,bottom_cap_zone,18,18,0,0,0,0,0:18
adaptive_fallback16,1,0.000503,edge,112,112,0,0,0,0,0:112
adaptive_fallback16,1,0.000503,interior,63,63,0,0,0,0,0:63
adaptive_fallback16,1,0.000503,lateral_boundary,196,196,0,0,0,0,0:196
adaptive_fallback16,1,0.000503,top_cap_zone,18,18,0,0,0,0,0:18
adaptive_fallback16,2,0.001005,bottom_cap_zone,18,10,0,0,0,8,-5:8|0:10
adaptive_fallback16,2,0.001005,edge,112,8,72,0,0,32,-5:32|0:8|1:72
adaptive_fallback16,2,0.001005,interior,63,7,24,0,0,32,-5:32|0:7|1:24
adaptive_fallback16,2,0.001005,lateral_boundary,196,136,36,0,0,24,-5:24|0:136|1:36
adaptive_fallback16,2,0.001005,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,3,0.001508,bottom_cap_zone,18,0,0,0,0,18,-5:18
adaptive_fallback16,3,0.001508,edge,112,0,64,0,0,48,-5:48|1:64
adaptive_fallback16,3,0.001508,interior,63,4,59,0,0,0,0:4|1:59
adaptive_fallback16,3,0.001508,lateral_boundary,196,140,56,0,0,0,0:140|1:56
adaptive_fallback16,3,0.001508,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,4,0.002011,bottom_cap_zone,18,0,13,0,0,5,-5:5|1:13
adaptive_fallback16,4,0.002011,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,4,0.002011,interior,63,36,27,0,0,0,0:36|1:27
adaptive_fallback16,4,0.002011,lateral_boundary,196,148,44,0,0,4,-5:4|0:148|1:44
adaptive_fallback16,4,0.002011,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,5,0.002513,bottom_cap_zone,18,1,17,0,0,0,0:1|1:17
adaptive_fallback16,5,0.002513,edge,112,0,112,0,0,0,1:112
adaptive_fallback16,5,0.002513,interior,63,36,23,0,0,4,-5:4|0:36|1:23
adaptive_fallback16,5,0.002513,lateral_boundary,196,128,68,0,0,0,0:128|1:68
adaptive_fallback16,5,0.002513,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,6,0.003016,bottom_cap_zone,18,1,17,0,0,0,0:1|1:17
adaptive_fallback16,6,0.003016,edge,112,0,112,0,0,0,1:112
adaptive_fallback16,6,0.003016,interior,63,36,27,0,0,0,0:36|1:27
adaptive_fallback16,6,0.003016,lateral_boundary,196,120,76,0,0,0,0:120|1:76
adaptive_fallback16,6,0.003016,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,7,0.003519,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,7,0.003519,edge,112,0,112,0,0,0,1:112
adaptive_fallback16,7,0.003519,interior,63,36,27,0,0,0,0:36|1:27
adaptive_fallback16,7,0.003519,lateral_boundary,196,100,96,0,0,0,0:100|1:96
adaptive_fallback16,7,0.003519,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,8,0.004021,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,8,0.004021,edge,112,0,112,0,0,0,1:112
adaptive_fallback16,8,0.004021,interior,63,28,35,0,0,0,0:28|1:35
adaptive_fallback16,8,0.004021,lateral_boundary,196,68,128,0,0,0,0:68|1:128
adaptive_fallback16,8,0.004021,top_cap_zone,18,0,17,0,0,1,-5:1|1:17
adaptive_fallback16,9,0.004524,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,9,0.004524,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,9,0.004524,interior,63,15,48,0,0,0,0:15|1:48
adaptive_fallback16,9,0.004524,lateral_boundary,196,56,132,0,0,8,-5:8|0:56|1:132
adaptive_fallback16,9,0.004524,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,10,0.005027,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,10,0.005027,edge,112,0,112,0,0,0,1:112
adaptive_fallback16,10,0.005027,interior,63,3,60,0,0,0,0:3|1:60
adaptive_fallback16,10,0.005027,lateral_boundary,196,32,164,0,0,0,0:32|1:164
adaptive_fallback16,10,0.005027,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,11,0.005529,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,11,0.005529,edge,112,0,112,0,0,0,1:112
adaptive_fallback16,11,0.005529,interior,63,3,60,0,0,0,0:3|1:60
adaptive_fallback16,11,0.005529,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,11,0.005529,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,12,0.006032,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,12,0.006032,edge,112,0,104,0,0,8,-5:8|1:104
adaptive_fallback16,12,0.006032,interior,63,2,57,0,0,4,-5:4|0:2|1:57
adaptive_fallback16,12,0.006032,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,12,0.006032,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,13,0.006535,bottom_cap_zone,18,0,14,0,0,4,-5:4|1:14
adaptive_fallback16,13,0.006535,edge,112,0,112,0,0,0,1:112
adaptive_fallback16,13,0.006535,interior,63,2,61,0,0,0,0:2|1:61
adaptive_fallback16,13,0.006535,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,13,0.006535,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,14,0.007037,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,14,0.007037,edge,112,0,112,0,0,0,1:112
adaptive_fallback16,14,0.007037,interior,63,2,61,0,0,0,0:2|1:61
adaptive_fallback16,14,0.007037,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,14,0.007037,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,15,0.00754,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,15,0.00754,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,15,0.00754,interior,63,2,61,0,0,0,0:2|1:61
adaptive_fallback16,15,0.00754,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,15,0.00754,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,16,0.008043,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,16,0.008043,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,16,0.008043,interior,63,2,57,0,0,4,-5:4|0:2|1:57
adaptive_fallback16,16,0.008043,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,16,0.008043,top_cap_zone,18,0,14,0,0,4,-5:4|1:14
adaptive_fallback16,17,0.008545,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,17,0.008545,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,17,0.008545,interior,63,2,61,0,0,0,0:2|1:61
adaptive_fallback16,17,0.008545,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,17,0.008545,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,18,0.009048,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,18,0.009048,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,18,0.009048,interior,63,6,57,0,0,0,0:6|1:57
adaptive_fallback16,18,0.009048,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,18,0.009048,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,19,0.00955,bottom_cap_zone,18,0,14,0,0,4,-5:4|1:14
adaptive_fallback16,19,0.00955,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,19,0.00955,interior,63,6,53,0,0,4,-5:4|0:6|1:53
adaptive_fallback16,19,0.00955,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,19,0.00955,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,20,0.010053,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,20,0.010053,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,20,0.010053,interior,63,6,57,0,0,0,0:6|1:57
adaptive_fallback16,20,0.010053,lateral_boundary,196,0,196,0,0,0,1:196
adaptive_fallback16,20,0.010053,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,21,0.010556,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,21,0.010556,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,21,0.010556,interior,67,2,65,0,0,0,0:2|1:65
adaptive_fallback16,21,0.010556,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_fallback16,21,0.010556,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,22,0.011058,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,22,0.011058,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,22,0.011058,interior,67,2,65,0,0,0,0:2|1:65
adaptive_fallback16,22,0.011058,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_fallback16,22,0.011058,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,23,0.011561,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,23,0.011561,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,23,0.011561,interior,67,2,65,0,0,0,0:2|1:65
adaptive_fallback16,23,0.011561,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_fallback16,23,0.011561,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,24,0.012064,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,24,0.012064,edge,112,0,108,0,0,4,-5:4|1:108
adaptive_fallback16,24,0.012064,interior,67,2,61,0,0,4,-5:4|0:2|1:61
adaptive_fallback16,24,0.012064,lateral_boundary,192,0,192,0,0,0,1:192
adaptive_fallback16,24,0.012064,top_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,25,0.012566,bottom_cap_zone,18,0,18,0,0,0,1:18
adaptive_fallback16,25,0.012566,edge,112,0,104,0,0,8,-5:8|1:104
adaptive_fallback16,25,0.012566,interior,67,2,65,0,0,0,0:2|1:65
