case,part,time,Idp,return_status,region,x,y,z,r,distance_to_top,distance_to_bottom,distance_to_lateral_surface,p_eff,q,MccPc,MccVoidRatio,MccPlasticVolStrain,MccEqPlasticStrain,MccPlasticMultiplier,MccReturnIterations,MccYieldResidual,MccSubstepCount,MccSubstepFailureCount,MccAdmissibilityFailureCount,MccFallbackUsed,Kplastic,PorePress,PorePressRate,DivVel,velocity
fixed_substeps4,13,0.006535,425,-3,interior,0.010000026,-2.3320351e-13,0.019996209,0.010000026,0.080003791,0.019996209,0.019999973999999997,45.71233866666666,69.90438849459312,119.94806,0.80007398,-3.849138e-05,0.00010740965,2.4904967e-08,24.0,826.1842,4.0,1.0,0.0,0.0,0.00010740965,-31411.74606244,-3761269.8,0.005650261,0.0012411385875098911
fixed_substeps4,13,0.006535,434,-3,bottom_cap_zone,0.010001398,0.010001398,-9.1993263e-07,0.01414411269429115,0.10000091993263001,-9.1993263e-07,0.01585588730570885,41.960634666666664,68.61243039540211,119.87205,0.80017936,-9.4820665e-05,0.00024813766,4.1474429e-08,25.0,1409.754,4.0,1.0,0.0,0.0,0.00024813766,-54206.83574946,-15609016.0,0.02349044,0.0005827523173900577
fixed_substeps4,13,0.006535,511,-3,edge,0.020003306,0.020003306,-1.8243236e-06,0.028288946637499108,0.10000182432360001,-1.8243236e-06,0.001711053362500891,29.565156333333334,61.9704795795136,119.76941,0.80032969,-0.00017097715,0.00025524906,1.9247633e-08,19.0,968.67633,4.0,1.0,0.0,0.0,0.00025524906,-52326.6074378,-15767021.0,0.023692502,0.0013143192090430272
fixed_substeps4,13,0.006535,512,-3,edge,0.020002944,0.020002944,0.009997692,0.028288434692189533,0.090002308,0.009997692,0.0017115653078104663,29.94900493333333,62.25818808094309,119.82589,0.80025399,-0.00012906471,0.00019327588,3.4182172e-08,25.0,1157.1877,4.0,1.0,0.0,0.0,0.00019327588,-43981.01629819,-17612174.0,0.026451832,0.0012988372633319625
fixed_substeps4,13,0.006535,544,-3,edge,0.030004324,0.010001923,-1.9207637e-06,0.03162748681755958,0.1000019207637,-1.9207637e-06,-0.00162748681755958,31.19694803333333,63.0784980128895,119.76724,0.80033076,-0.00017258455,0.00024435774,5.53718e-09,12.0,546.56738,4.0,1.0,0.0,0.0,0.00024435774,-51376.73262546,-12982313.0,0.019507824,0.0013030138472129597
fixed_substeps4,13,0.006535,302,-3,edge,-0.010001923,0.030004324,-1.9207635e-06,0.03162748681755958,0.10000192076350001,-1.9207635e-06,-0.00162748681755958,31.1969461,63.07850079963001,119.76724,0.80033076,-0.00017258455,0.00024435777,5.5371894e-09,12.0,546.56775,4.0,1.0,0.0,0.0,0.00024435777,-51376.73415233,-12982314.0,0.019507825,0.001303013818363267
fixed_substeps4,13,0.006535,456,-3,edge,0.010001923,0.030004324,-1.9207637e-06,0.03162748681755958,0.1000019207637,-1.9207637e-06,-0.00162748681755958,31.196941300000002,63.07849753067572,119.76724,0.80033076,-0.00017258455,0.00024435777,5.5371903e-09,12.0,546.56787,4.0,1.0,0.0,0.0,0.00024435777,-51376.73380017,-12982315.0,0.019507827,0.0013030138022309384
fixed_substeps4,13,0.006535,265,-3,interior,-0.010000421,-0.010000421,0.069994584,0.014142731007640711,0.030005416000000007,0.069994584,0.015857268992359286,41.901535333333335,68.57986957602849,119.84879,0.80021054,-0.00011207938,0.00038263501,4.2701956e-08,28.0,1453.5276,4.0,1.0,0.0,0.0,0.00038263501,-64121.95860819,-8966660.0,0.013337677,0.0012315213160768654
fixed_substeps4,13,0.006535,268,-3,top_cap_zone,-0.010003882,-0.010003882,0.099978812,0.014147625600780084,2.1188000000005314e-05,0.099978812,0.015852374399219916,42.06299833333333,68.7175817339461,120.0232,0.7999776,1.7189877e-05,0.0012588614,1.9867533e-08,14.0,2084.5208,4.0,1.0,0.0,0.0,0.0012588614,-198520.8853354,-49104400.0,0.073896892,0.0041583189980944945
fixed_substeps4,13,0.006535,343,-3,interior,1.657998e-13,-0.010001229,0.079991944,0.010001229,0.02000805600000001,0.079991944,0.019998771,42.05735633333333,68.61590643041826,119.79746,0.80027896,-0.00015014835,0.00058220187,1.4722815e-08,11.0,1505.2805,4.0,1.0,0.0,0.0,0.00058220187,-115908.8391321,-20449892.0,0.030709889,0.001712096691775563
fixed_substeps4,13,0.006535,345,-3,top_cap_zone,-1.2689817e-13,-0.010002902,0.099978708,0.010002902,2.1292000000006084e-05,0.099978708,0.019997097999999998,43.99589133333333,69.42605951551113,120.07587,0.79990536,5.6183781e-05,0.0013821431,0.0,9.0,993.95514,4.0,1.0,0.0,0.0,0.0013821431,-196860.8887608,-48148464.0,0.072451063,0.004089886395960817
fixed_substeps4,13,0.006535,419,-3,interior,0.010000421,-0.010000421,0.069994584,0.014142731007640711,0.030005416000000007,0.069994584,0.015857268992359286,41.901536,68.57986832456953,119.84879,0.80021054,-0.00011207938,0.00038263499,4.2701927e-08,28.0,1453.5267,4.0,1.0,0.0,0.0,0.00038263499,-64121.95860628,-8966664.0,0.013337684,0.0012315211172248598
fixed_substeps4,13,0.006535,422,-3,top_cap_zone,0.010003882,-0.010003882,0.099978812,0.014147625600780084,2.1188000000005314e-05,0.099978812,0.015852374399219916,42.062993999999996,68.71757639049535,120.0232,0.7999776,1.7189956e-05,0.0012588613,1.9867525e-08,14.0,2084.5205,4.0,1.0,0.0,0.0,0.0012588613,-198520.8848167,-49104400.0,0.073896892,0.00415831849378623
fixed_substeps4,13,0.006535,277,-3,interior,-0.010001229,-3.6735175e-14,0.079991944,0.010001229,0.02000805600000001,0.079991944,0.019998771,42.057355666666666,68.61590741903387,119.79746,0.80027896,-0.00015014833,0.00058220181,1.4722818e-08,11.0,1505.2805,4.0,1.0,0.0,0.0,0.00058220181,-115908.8397301,-20449898.0,0.030709896,0.0017120967004927796
fixed_substeps4,13,0.006535,279,-3,top_cap_zone,-0.010002902,4.3131828e-13,0.099978708,0.010002902,2.1292000000006084e-05,0.099978708,0.019997097999999998,43.995892,69.42605852080438,120.07587,0.79990536,5.6183824e-05,0.001382143,0.0,9.0,993.95496,4.0,1.0,0.0,0.0,0.001382143,-196860.8854205,-48148440.0,0.072451025,0.004089886907315681
fixed_substeps4,13,0.006535,287,-3,interior,-0.010000421,0.010000421,0.069994584,0.014142731007640711,0.030005416000000007,0.069994584,0.015857268992359286,41.901531,68.57986592011245,119.84879,0.80021054,-0.00011207938,0.00038263501,4.2701924e-08,28.0,1453.5269,4.0,1.0,0.0,0.0,0.00038263501,-64121.95868658,-8966661.0,0.01333768,0.0012315209178925654
fixed_substeps4,13,0.006535,290,-3,top_cap_zone,-0.010003882,0.010003882,0.099978812,0.014147625600780084,2.1188000000005314e-05,0.099978812,0.015852374399219916,42.06299433333333,68.7175759885063,120.0232,0.7999776,1.7190003e-05,0.0012588614,1.9867519e-08,14.0,2084.5198,4.0,1.0,0.0,0.0,0.0012588614,-198520.8822621,-49104404.0,0.0738969,0.004158318465626612
fixed_substeps4,13,0.006535,356,-3,top_cap_zone,2.0039297e-13,5.0288408e-13,0.099978551,5.413406878693558e-13,2.1449000000006713e-05,0.099978551,0.029999999999458658,50.325577,71.189964,120.25925,0.79965425,0.00019185923,0.0012719464,1.8214431e-08,14.0,1900.0237,4.0,1.0,0.0,0.0,0.0012719464,-193272.8463273,-35923196.0,0.0540861,0.0040947837
fixed_substeps4,13,0.006535,365,-3,interior,2.9525112e-15,0.010001229,0.079991944,0.010001229,0.02000805600000001,0.079991944,0.019998771,42.057355666666666,68.61590724987265,119.79746,0.80027896,-0.00015014832,0.00058220187,1.4722817e-08,11.0,1505.2805,4.0,1.0,0.0,0.0,0.00058220187,-115908.8375925,-20449886.0,0.030709879,0.001712096584119392
fixed_substeps4,13,0.006535,367,-3,top_cap_zone,2.7780209e-13,0.010002902,0.099978708,0.010002902,2.1292000000006084e-05,0.099978708,0.019997097999999998,43.995891,69.42606030808655,120.07587,0.79990536,5.6183748e-05,0.0013821431,0.0,9.0,993.95508,4.0,1.0,0.0,0.0,0.0013821431,-196860.8819482,-48148432.0,0.07245101,0.0040898869151133315
fixed_substeps4,13,0.006535,431,-3,interior,0.010001229,-1.0367882e-13,0.079991944,0.010001229,0.02000805600000001,0.079991944,0.019998771,42.05736233333333,68.61590940583642,119.79746,0.80027896,-0.00015014829,0.00058220187,1.4722816e-08,11.0,1505.2804,4.0,1.0,0.0,0.0,0.00058220187,-115908.8381698,-20449888.0,0.030709881,0.001712096588477999
fixed_substeps4,13,0.006535,433,-3,top_cap_zone,0.010002902,5.8725594e-13,0.099978708,0.010002902,2.1292000000006084e-05,0.099978708,0.019997097999999998,43.995881,69.42605251463081,120.07587,0.79990536,5.6183773e-05,0.001382143,0.0,9.0,993.95471,4.0,1.0,0.0,0.0,0.001382143,-196860.8869271,-48148456.0,0.072451048,0.00408988641935377
fixed_substeps4,13,0.006535,441,-3,interior,0.010000421,0.010000421,0.069994584,0.014142731007640711,0.030005416000000007,0.069994584,0.015857268992359286,41.901530666666666,68.57986585959509,119.84879,0.80021054,-0.00011207939,0.00038263496,4.2701931e-08,28.0,1453.527,4.0,1.0,0.0,0.0,0.00038263496,-64121.95783382,-8966661.0,0.013337679,0.0012315207180319525
fixed_substeps4,13,0.006535,444,-3,top_cap_zone,0.010003882,0.010003882,0.099978812,0.014147625600780084,2.1188000000005314e-05,0.099978812,0.015852374399219916,42.062999,68.71758088625533,120.0232,0.7999776,1.7189945e-05,0.0012588612,1.9867526e-08,14.0,2084.5203,4.0,1.0,0.0,0.0,0.0012588612,-198520.8818936,-49104396.0,0.073896885,0.004158319008033185
fixed_substeps4,14,0.007037,181,-3,edge,-0.020003747,-0.020003747,-2.1091773e-06,0.028289570305680113,0.1000021091773,-2.1091773e-06,0.0017104296943198857,29.565156333333334,61.97048004090898,119.76941,0.80032969,-0.00017097718,0.00025524912,2.0944283e-08,19.0,1058.0868,4.0,1.0,0.0,0.0,0.00025524912,-60670.97928538,-17159738.0,0.025786685,0.001407284866780787
fixed_substeps4,14,0.007037,259,-3,bottom_cap_zone,-0.010000727,-0.010000727,0.0099969059,0.014143163756990795,0.0900030941,0.0099969059,0.015856836243009202,43.20830466666666,69.06281810694202,119.86654,0.80018538,-9.8921271e-05,0.00026992257,2.1667052e-08,19.0,1089.7467,4.0,1.0,0.0,0.0,0.00026992257,-53572.06126115,-16049978.0,0.024177816,0.0009666035118980321
fixed_substeps4,14,0.007037,326,-3,lateral_boundary,1.3877877e-13,-0.02000062,0.019995587,0.02000062,0.08000441300000001,0.019995587,0.009999379999999999,47.012428666666665,70.253609635864,119.91823,0.80011243,-6.058807e-05,0.00016829076,2.4181462e-08,25.0,800.94989,4.0,1.0,0.0,0.0,0.00016829076,-32959.02670056,-7011635.5,0.010504607,0.0012997306644515572
fixed_substeps4,14,0.007037,337,-3,interior,3.8014438e-13,-0.010000014,0.01999555,0.010000014,0.08000445,0.01999555,0.019999985999999997,45.71233766666666,69.90438994717661,119.94806,0.80007398,-3.8491369e-05,0.00010740963,2.54869e-08,24.0,846.29785,4.0,1.0,0.0,0.0,0.00010740963,-33670.55802851,-5002064.5,0.0074804649,0.001370154780713861
fixed_substeps4,14,0.007037,413,-3,bottom_cap_zone,0.010000727,-0.010000727,0.0099969059,0.014143163756990795,0.0900030941,0.0099969059,0.015856836243009202,43.20829899999999,69.06281622421638,119.86654,0.80018538,-9.8921264e-05,0.00026992252,2.1667061e-08,19.0,1089.7472,4.0,1.0,0.0,0.0,0.00026992252,-53572.06054133,-16049971.0,0.024177806,0.0009666033848707534
fixed_substeps4,14,0.007037,467,-3,edge,0.020003747,-0.020003747,-2.1091776e-06,0.028289570305680113,0.10000210917760001,-2.1091776e-06,0.0017104296943198857,29.565152,61.97047708855697,119.76941,0.80032969,-0.00017097716,0.00025524909,2.0944277e-08,19.0,1058.0865,4.0,1.0,0.0,0.0,0.00025524909,-60670.98304181,-17159740.0,0.025786687,0.0014072848530355061
fixed_substeps4,14,0.007037,205,-3,lateral_boundary,-0.02000062,6.7613829e-15,0.019995587,0.02000062,0.08000441300000001,0.019995587,0.009999379999999999,47.01243333333334,70.25361333080318,119.91823,0.80011243,-6.058807e-05,0.00016829073,2.4181487e-08,25.0,800.95038,4.0,1.0,0.0,0.0,0.00016829073,-32959.02538081,-7011633.5,0.010504604,0.0012997305608419885
fixed_substeps4,14,0.007037,225,-3,edge,-0.020003747,0.020003747,-2.1091773e-06,0.028289570305680113,0.1000021091773,-2.1091773e-06,0.0017104296943198857,29.565152,61.97047682224397,119.76941,0.80032969,-0.00017097716,0.00025524909,2.0944277e-08,19.0,1058.0865,4.0,1.0,0.0,0.0,0.00025524909,-60670.9838509,-17159738.0,0.025786685,0.001407284866780787
fixed_substeps4,14,0.007037,271,-3,interior,-0.010000014,1.604993e-13,0.01999555,0.010000014,0.08000445,0.01999555,0.019999985999999997,45.71233733333333,69.904389633423,119.94806,0.80007398,-3.8491373e-05,0.00010740964,2.5486893e-08,24.0,846.29773,4.0,1.0,0.0,0.0,0.00010740964,-33670.55718047,-5002063.0,0.0074804625,0.001370154780608612
fixed_substeps4,14,0.007037,281,-3,bottom_cap_zone,-0.010000727,0.010000727,0.0099969059,0.014143163756990795,0.0900030941,0.0099969059,0.015856836243009202,43.20829899999999,69.06281628473471,119.86654,0.80018538,-9.8921271e-05,0.00026992252,2.1667061e-08,19.0,1089.7472,4.0,1.0,0.0,0.0,0.00026992252,-53572.06136008,-16049970.0,0.024177805,0.0009666034022052007
fixed_substeps4,14,0.007037,359,-3,interior,1.1655515e-13,0.010000014,0.01999555,0.010000014,0.08000445,0.01999555,0.019999985999999997,45.71233766666666,69.90438994302431,119.94806,0.80007398,-3.8491376e-05,0.00010740963,2.5486905e-08,24.0,846.29803,4.0,1.0,0.0,0.0,0.00010740963,-33670.55748328,-5002062.5,0.0074804616,0.0013701546811359583
fixed_substeps4,14,0.007037,370,-3,lateral_boundary,1.6238719e-13,0.02000062,0.019995587,0.02000062,0.08000441300000001,0.019995587,0.009999379999999999,47.01244499999999,70.25361881057803,119.91823,0.80011243,-6.0588056e-05,0.00016829079,2.4181524e-08,25.0,800.95135,4.0,1.0,0.0,0.0,0.00016829079,-32959.02530683,-7011633.0,0.010504603,0.0012997307479854522
fixed_substeps4,14,0.007037,425,-3,interior,0.010000014,-2.5499934e-13,0.01999555,0.010000014,0.08000445,0.01999555,0.019999985999999997,45.71233866666666,69.90438849459312,119.94806,0.80007398,-3.849138e-05,0.00010740965,2.5486885e-08,24.0,846.29773,4.0,1.0,0.0,0.0,0.00010740965,-33670.5562188,-5002060.5,0.0074804588,0.0013701546807781155
fixed_substeps4,14,0.007037,435,-3,bottom_cap_zone,0.010000727,0.010000727,0.0099969059,0.014143163756990795,0.0900030941,0.0099969059,0.015856836243009202,43.208300333333334,69.06281457652948,119.86654,0.80018538,-9.8921271e-05,0.00026992254,2.1667036e-08,19.0,1089.7462,4.0,1.0,0.0,0.0,0.00026992254,-53572.06017347,-16049975.0,0.024177812,0.0009666033983531008
fixed_substeps4,14,0.007037,491,-3,lateral_boundary,0.02000062,-8.9543261e-14,0.019995587,0.02000062,0.08000441300000001,0.019995587,0.009999379999999999,47.012434000000006,70.25361389582166,119.91823,0.80011243,-6.058806e-05,0.00016829078,2.4181485e-08,25.0,800.95026,4.0,1.0,0.0,0.0,0.00016829078,-32959.02483416,-7011634.0,0.010504605,0.001299730756350315
fixed_substeps4,14,0.007037,511,-3,edge,0.020003747,0.020003747,-2.1091778e-06,0.028289570305680113,0.1000021091778,-2.1091778e-06,0.0017104296943198857,29.565156333333334,61.9704795795136,119.76941,0.80032969,-0.00017097715,0.00025524906,2.0944283e-08,19.0,1058.0868,4.0,1.0,0.0,0.0,0.00025524906,-60670.98416473,-17159740.0,0.025786687,0.0014072849688696425
fixed_substeps4,14,0.007037,265,-3,interior,-0.010000431,-0.010000431,0.069993965,0.014142745149776335,0.030006035,0.069993965,0.015857254850223663,41.901535333333335,68.57986957602849,119.84879,0.80021054,-0.00011207938,0.00038263501,4.2633364e-08,25.0,1451.0721,4.0,1.0,0.0,0.0,0.00038263501,-68659.38627276,-9116401.0,0.013539252,0.0012467846317689745
fixed_substeps4,14,0.007037,268,-3,top_cap_zone,-0.010004226,-0.010004226,0.099976778,0.01414811209024554,2.3222000000003296e-05,0.099976778,0.01585188790975446,42.026302,68.69765496913882,120.00933,0.79999614,6.9187554e-06,0.0012879972,1.9808478e-08,15.0,2077.3396,4.0,1.0,0.0,0.0,0.0012879972,-223131.521059,-48891636.0,0.073584124,0.004155529849511906
fixed_substeps4,14,0.007037,323,-1,edge,1.8035387e-13,-0.030025225,0.099979408,0.030025225,2.0591999999999833e-05,0.099979408,-2.5225000000000247e-05,20.144617733333334,53.40013492995613,118.4468,0.80211669,-0.0011573456,0.0020499018,1.6140629e-07,38.0,-0.10718424,4.0,1.0,0.0,0.0,0.0020499018,-239242.8934304,-66924176.0,0.10066131,0.005928699647588902
fixed_substeps4,14,0.007037,342,-3,interior,-2.3150432e-13,-0.010000074,0.069994166,0.010000074,0.03000583400000001,0.069994166,0.019999926,42.211038,68.71841020312573,119.8997,0.80014217,-7.4309697e-05,0.00028955564,4.3288455e-08,25.0,1475.9614,4.0,1.0,0.0,0.0,0.00028955564,-70933.43087074,-10065726.0,0.014980891,0.0012145255755172935
fixed_substeps4,14,0.007037,345,-3,top_cap_zone,-1.2454846e-13,-0.010003167,0.099976674,0.010003167,2.3326000000004066e-05,0.099976674,0.019996833,43.99589133333333,69.42605951551113,120.07587,0.79990536,5.6183781e-05,0.0013821431,0.0,8.0,989.7121,4.0,1.0,0.0,0.0,0.0013821431,-220947.0500595,-47799076.0,0.071934529,0.004089123913848502
fixed_substeps4,14,0.007037,419,-3,interior,0.010000431,-0.010000431,0.069993965,0.014142745149776335,0.030006035,0.069993965,0.015857254850223663,41.901536,68.57986832456953,119.84879,0.80021054,-0.00011207938,0.00038263499,4.2633356e-08,25.0,1451.072,4.0,1.0,0.0,0.0,0.00038263499,-68659.3874772,-9116397.0,0.013539246,0.0012467846319053303
fixed_substeps4,14,0.007037,422,-3,top_cap_zone,0.010004226,-0.010004226,0.099976778,0.01414811209024554,2.3222000000003296e-05,0.099976778,0.01585188790975446,42.026302,68.69765489782759,120.00933,0.79999614,6.9188336e-06,0.0012879971,1.980847e-08,15.0,2077.3386,4.0,1.0,0.0,0.0,0.0012879971,-223131.5249637,-48891644.0,0.073584139,0.004155529479909727
fixed_substeps4,14,0.007037,169,-1,edge,-0.030025225,2.2978266e-13,0.099979408,0.030025225,2.0591999999999833e-05,0.099979408,-2.5225000000000247e-05,20.144617733333334,53.40013551049433,118.4468,0.80211669,-0.0011573456,0.0020499018,1.6140631e-07,38.0,-0.10718734,4.0,1.0,0.0,0.0,0.0020499018,-239242.9007716,-66924184.0,0.10066132,0.0059287000841482555
fixed_substeps4,14,0.007037,276,-3,interior,-0.010000074,-1.3709346e-13,0.069994166,0.010000074,0.03000583400000001,0.069994166,0.019999926,42.21103866666667,68.71840920541835,119.8997,0.80014217,-7.4309697e-05,0.00028955567,4.3288445e-08,25.0,1475.9612,4.0,1.0,0.0,0.0,0.00028955567,-70933.43148438,-10065727.0,0.014980893,0.0012145258763379652
fixed_substeps4,14,0.007037,279,-3,top_cap_zone,-0.010003167,4.4454883e-13,0.099976674,0.010003167,2.3326000000004066e-05,0.099976674,0.019996833,43.995892,69.42605852080438,120.07587,0.79990536,5.6183824e-05,0.001382143,0.0,8.0,989.71185,4.0,1.0,0.0,0.0,0.001382143,-220947.0406874,-47799072.0,0.071934521,0.004089123920251322
fixed_substeps4,14,0.007037,287,-3,interior,-0.010000431,0.010000431,0.069993965,0.014142745149776335,0.030006035,0.069993965,0.015857254850223663,41.901531,68.57986592011245,119.84879,0.80021054,-0.00011207938,0.00038263501,4.2633339e-08,25.0,1451.0717,4.0,1.0,0.0,0.0,0.00038263501,-68659.3865522,-9116396.0,0.013539244,0.001246784631887149
fixed_substeps4,14,0.007037,290,-3,top_cap_zone,-0.010004226,0.010004226,0.099976778,0.01414811209024554,2.3222000000003296e-05,0.099976778,0.01585188790975446,42.02629733333334,68.69765025655691,120.00933,0.79999614,6.9188827e-06,0.0012879972,1.9808464e-08,15.0,2077.3384,4.0,1.0,0.0,0.0,0.0012879972,-223131.5236153,-48891652.0,0.073584147,0.004155529430932806
fixed_substeps4,14,0.007037,354,-3,interior,-4.1251429e-13,-2.7703724e-13,0.079990938,4.969081120298014e-13,0.020009062000000008,0.079990938,0.02999999999950309,48.887368,70.66216200000004,119.81487,0.80024838,-0.00013722782,0.0009270478,8.3695895e-08,26.0,3008.825,4.0,1.0,0.0,0.0,0.0009270478,-122057.8828081,-12100359.0,0.018055556,0.0017369228000000002
fixed_substeps4,14,0.007037,364,-3,interior,-2.2353159e-13,0.010000074,0.069994166,0.010000074,0.03000583400000001,0.069994166,0.019999926,42.21103866666667,68.7184088809885,119.8997,0.80014217,-7.4309683e-05,0.00028955573,4.328842e-08,25.0,1475.9603,4.0,1.0,0.0,0.0,0.00028955573,-70933.43106575,-10065726.0,0.014980891,0.0012145258746087933
fixed_substeps4,14,0.007037,367,-3,top_cap_zone,2.8322974e-13,0.010003167,0.099976674,0.010003167,2.3326000000004066e-05,0.099976674,0.019996833,43.995891,69.42606030808655,120.07587,0.79990536,5.6183748e-05,0.0013821431,0.0,8.0,989.71234,4.0,1.0,0.0,0.0,0.0013821431,-220947.0408342,-47799096.0,0.071934558,0.004089123935618092
fixed_substeps4,14,0.007037,430,-3,interior,0.010000074,1.8900229e-14,0.069994166,0.010000074,0.03000583400000001,0.069994166,0.019999926,42.211038,68.71840978449642,119.8997,0.80014217,-7.430969e-05,0.00028955573,4.3288448e-08,25.0,1475.9611,4.0,1.0,0.0,0.0,0.00028955573,-70933.42988776,-10065725.0,0.01498089,0.001214525676218176
fixed_substeps4,14,0.007037,433,-3,top_cap_zone,0.010003167,5.9854427e-13,0.099976674,0.010003167,2.3326000000004066e-05,0.099976674,0.019996833,43.995881,69.42605251463081,120.07587,0.79990536,5.6183773e-05,0.001382143,0.0,8.0,989.71179,4.0,1.0,0.0,0.0,0.001382143,-220947.0486279,-47799092.0,0.071934551,0.004089123927934707
fixed_substeps4,14,0.007037,441,-3,interior,0.010000431,0.010000431,0.069993965,0.014142745149776335,0.030006035,0.069993965,0.015857254850223663,41.901530666666666,68.57986585959509,119.84879,0.80021054,-0.00011207939,0.00038263496,4.2633346e-08,25.0,1451.0718,4.0,1.0,0.0,0.0,0.00038263496,-68659.38489522,-9116394.0,0.013539243,0.0012467844319854903
fixed_substeps4,14,0.007037,444,-3,top_cap_zone,0.010004226,0.010004226,0.099976778,0.01414811209024554,2.3222000000003296e-05,0.099976778,0.01585188790975446,42.02630666666666,68.69765832611282,120.00933,0.79999614,6.9188236e-06,0.001287997,1.980848e-08,15.0,2077.3394,4.0,1.0,0.0,0.0,0.001287997,-223131.5196278,-48891644.0,0.073584139,0.004155529478277163
fixed_substeps4,14,0.007037,543,-1,edge,0.030025225,-3.3277821e-13,0.099979408,0.030025225,2.0591999999999833e-05,0.099979408,-2.5225000000000247e-05,20.144622,53.40014062300601,118.4468,0.80211669,-0.0011573453,0.0020499018,1.6140626e-07,38.0,-0.10717136,4.0,1.0,0.0,0.0,0.0020499018,-239242.8853161,-66924172.0,0.1006613,0.00592869938567359
fixed_substeps4,14,0.007037,389,-1,edge,-1.1902708e-13,0.030025225,0.099979408,0.030025225,2.0591999999999833e-05,0.099979408,-2.5225000000000247e-05,20.144619700000003,53.40013779200055,118.4468,0.80211669,-0.0011573455,0.0020499018,1.6140625e-07,38.0,-0.10717025,4.0,1.0,0.0,0.0,0.0020499018,-239242.8839513,-66924172.0,0.1006613,0.00592869938567359
fixed_substeps4,15,0.00754,259,-3,bottom_cap_zone,-0.010000827,-0.010000827,0.0099964254,0.014143305178347035,0.09000357460000001,0.0099964254,0.015856694821652965,43.09834266666667,69.02211179039232,119.8616,0.80019206,-0.00010257916,0.00028097822,2.2897787e-08,21.0,1154.7805,4.0,1.0,0.0,0.0,0.00028097822,-55862.35676365,-17934550.0,0.026978454,0.0010222069461100966
fixed_substeps4,15,0.00754,413,-3,bottom_cap_zone,0.010000827,-0.010000827,0.0099964254,0.014143305178347035,0.09000357460000001,0.0099964254,0.015856694821652965,43.098339333333335,69.02211685650221,119.8616,0.80019206,-0.00010257915,0.00028097816,2.2897817e-08,21.0,1154.7813,4.0,1.0,0.0,0.0,0.00028097816,-55862.35634873,-17934548.0,0.026978452,0.001022206822345602
fixed_substeps4,15,0.00754,281,-3,bottom_cap_zone,-0.010000827,0.010000827,0.0099964254,0.014143305178347035,0.09000357460000001,0.0099964254,0.015856694821652965,43.09834000000001,69.02211587979303,119.8616,0.80019206,-0.00010257915,0.00028097816,2.2897812e-08,21.0,1154.7813,4.0,1.0,0.0,0.0,0.00028097816,-55862.3570947,-17934550.0,0.026978455,0.0010222069481691423
fixed_substeps4,15,0.00754,347,-3,bottom_cap_zone,-1.8194361e-13,-1.3742361e-13,0.0099963155,2.280103633725103e-13,0.0900036845,0.0099963155,0.029999999999771987,51.18963,71.16850500000001,119.9014,0.80013043,-7.3066585e-05,0.00031216897,4.5955549e-08,24.0,1568.4884,4.0,1.0,0.0,0.0,0.00031216897,-55351.64372949,-12087064.0,0.018200837,0.0010343612000000022
fixed_substeps4,15,0.00754,435,-3,bottom_cap_zone,0.010000827,0.010000827,0.0099964254,0.014143305178347035,0.09000357460000001,0.0099964254,0.015856694821652965,43.09834133333334,69.02211419626323,119.8616,0.80019206,-0.00010257915,0.00028097819,2.2897789e-08,21.0,1154.7803,4.0,1.0,0.0,0.0,0.00028097819,-55862.35612729,-17934548.0,0.02697845,0.0010222069440510473
fixed_substeps4,15,0.00754,268,-3,top_cap_zone,-0.010004565,-0.010004565,0.099974744,0.014148591508643185,2.5256000000001277e-05,0.099974744,0.015851408491356814,42.026302,68.69765496913882,120.00933,0.79999614,6.9187554e-06,0.0012879972,1.9754667e-08,13.0,2071.2251,4.0,1.0,0.0,0.0,0.0012879972,-232089.5437544,-48823504.0,0.073505923,0.00415373724062836
fixed_substeps4,15,0.00754,323,-1,edge,1.9234668e-13,-0.030027546,0.099977523,0.030027546,2.2477000000006853e-05,0.099977523,-2.754599999999982e-05,20.144617733333334,53.40013492995613,118.4468,0.80211669,-0.0011573456,0.0020499018,1.6292765e-07,38.0,-0.37275273,4.0,1.0,0.0,0.0,0.0020499018,-240034.5623576,-67628776.0,0.10167149,0.005959075413828239
fixed_substeps4,15,0.00754,342,-3,interior,-2.3196161e-13,-0.010000055,0.069993548,0.010000055,0.030006452000000003,0.069993548,0.019999944999999998,42.211038,68.71841020312573,119.8997,0.80014217,-7.4309697e-05,0.00028955564,4.2407308e-08,28.0,1444.1821,4.0,1.0,0.0,0.0,0.00028955564,-82017.74453582,-10346742.0,0.015402053,0.0012536352647269694
fixed_substeps4,15,0.00754,345,-3,top_cap_zone,-1.2818219e-13,-0.010003429,0.099974632,0.010003429,2.5368000000011715e-05,0.099974632,0.019996570999999998,43.99589133333333,69.42605951551113,120.07587,0.79990536,5.6183781e-05,0.0013821431,0.0,8.0,986.07336,4.0,1.0,0.0,0.0,0.0013821431,-230299.1916539,-47644280.0,0.071725093,0.004089069481057242
fixed_substeps4,15,0.00754,422,-3,top_cap_zone,0.010004565,-0.010004565,0.099974744,0.014148591508643185,2.5256000000001277e-05,0.099974744,0.015851408491356814,42.026302,68.69765489782759,120.00933,0.79999614,6.9188336e-06,0.0012879971,1.9754669e-08,13.0,2071.2253,4.0,1.0,0.0,0.0,0.0012879971,-232089.5425293,-48823508.0,0.073505931,0.004153737250316717
