case,case_name,part,time,axial_strain_proxy,p_proxy,q_proxy,Fz_proxy,pairwise_reaction_avg,force_balance_error,status_elastic_count,status_converged_count,status_tension_count,status_line_search_count,status_failure_count,status_counts,yield_fraction,return_iterations_max,yield_residual_maxAbs,yield_residual_converged_maxAbs,MccSubstepCount_mean,MccSubstepCount_max,MccSubstepFailureCount_sum,MccAdmissibilityFailureCount_sum,MccFallbackUsed_count,MccPc_min,MccPc_mean,MccPc_max,MccVoidRatio_min,MccVoidRatio_mean,MccVoidRatio_max,MccPlasticVolStrain_mean,MccEqPlasticStrain_max,Kplastic_max,PorePress_mean,PorePress_std,PorePressRate_maxAbs,DivVel_maxAbs,velocity_max
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,29,0.014577,0.00038544558700004394,47.15347475683863,64.50792361749629,0.2465040260148061,0.285302,0.0486471,2,395,8,1,9,-3:1|-1:8|0:2|1:395|2:1,0.972972972972973,194.0,5114.1792,0.00012576701,1.3685503685503686,16.0,49.0,0.0,0,118.3905,119.71866479115482,120.16135,0.7997635,0.800379661056511,0.80219328,-0.00020910991751670754,0.0020553451,0.0020553451,-186051.09450564653,117255.66873532107,74606192.0,0.11224056,0.006235357867523905
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,30,0.015079,0.0003998054700000975,47.05886924665845,64.49296679142209,0.24622508784556285,0.2850475,0.0460842,2,395,8,2,10,-3:2|-1:8|0:2|1:395,0.9705159705159705,194.0,5108.5884,0.00012488816,1.3685503685503686,16.0,50.0,0.0,0,118.32471,119.70647481572475,120.16696,0.79975605,0.800396134103195,0.80228227,-0.00021819669132260448,0.0021087818,0.0021087818,-194116.09651731612,125924.00496313245,74871504.0,0.1127468,0.006248719597600946
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,31,0.015582,0.00041411175300001823,47.01660914988122,64.48308883613242,0.2460836792041598,0.2850475,0.0460842,2,391,8,6,14,-3:6|-1:8|0:2|1:391,0.9606879606879607,194.0,5100.1494,0.0001242763,1.515970515970516,16.0,70.0,0.0,0,118.25927,119.69438982801013,120.17255,0.7997486,0.8004124231203917,0.80237085,-0.00022720983287543003,0.0021619385,0.0021619385,-201231.82601030014,121078.14391878156,75261024.0,0.11323139,0.006261467822680872
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,32,0.016085,0.0004284563440001832,47.031528586879624,64.47760640205186,0.2461030908195672,0.28478000000000003,0.0431699,2,392,8,5,13,-3:5|-1:8|0:2|1:392,0.9631449631449631,194.0,5087.8828,0.0001241617,1.479115479115479,16.0,65.0,0.0,0,118.19416,119.68228309582318,120.17812,0.79974115,0.8004286721867333,0.80245894,-0.0002362395826444718,0.002214819,0.002214819,-209277.3994665371,129665.63963248704,75491872.0,0.1136905,0.006273566212340079
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,33,0.016587,0.00044275084500014494,47.07154514586406,64.47454910156621,0.2461975925147347,0.28478000000000003,0.0431699,2,393,8,4,12,-3:4|-1:8|0:2|1:393,0.9656019656019657,191.0,5071.1538,0.00012451755,1.4422604422604424,16.0,60.0,0.0,0,118.12943,119.67003557739592,120.18369,0.7997337,0.8004450961179368,0.80254668,-0.0002453783805805896,0.002267431,0.002267431,-216327.58910663283,124438.00759464508,75847912.0,0.1141189,0.006284995447644943
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,34,0.01709,0.00045708638300001603,47.104062170434105,64.47578530074273,0.2462879446839451,0.2848555,0.0399766,2,392,8,5,13,-3:5|-1:8|0:2|1:392,0.9631449631449631,191.0,5050.3999,0.0001252745,1.479115479115479,16.0,65.0,0.0,0,118.06507,119.65794085995084,120.18926,0.79972625,0.8004613283292386,0.80263388,-0.00025440453626609323,0.0023197876,0.0023197876,-224371.4579154988,132912.91981277295,76034768.0,0.11451644,0.006295795758878548
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,35,0.017593,0.00047139373999999234,47.107868693611806,64.47630939347277,0.24630299985667883,0.2848555,0.0399766,2,387,8,10,18,-3:10|-1:8|0:2|1:387,0.9508599508599509,191.0,5026.6431,0.00012647899,1.6633906633906634,16.0,90.0,0.0,0,118.0011,119.64593776412784,120.19483,0.7997188,0.8004774714496309,0.80272061,-0.00026336639097616714,0.0023719012,0.0023719012,-231402.2313091629,127306.16089848666,76356760.0,0.11488815,0.006306078134235117
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,36,0.018095,0.0004857236600000481,47.088003911089295,64.47403484891105,0.24624826985381393,0.2848555,0.0399766,2,387,8,10,18,-3:10|-1:8|0:2|1:387,0.9508599508599509,190.0,5000.9287,7.1746501e-05,1.6633906633906634,16.0,90.0,0.0,0,117.93754,119.63395098280112,120.2004,0.79971135,0.8004936204422615,0.80280685,-0.0002723184322439802,0.0024237814,0.0024237814,-239475.03886834142,135649.05367253246,76510104.0,0.1152396,0.0063158949438701945
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,0,0.0,0.0,50.0,0.0,0.1413716694115407,0.144809,2.53653e-09,407,0,0,0,0,0:407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120.0,120.0,120.0,0.80000001,0.8000000100000014,0.80000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,1,0.000503,-2.0285726015645267e-08,33.80963945045045,8.212251234237192,0.10962124211972994,0.3296945,0.638085,407,0,0,0,0,0:407,0.0,0.0,4596.9512,0.0,1.0,1.0,0.0,0.0,0,120.0,120.0,120.0,0.80001062,0.8000175002702695,0.80002099,0.0,0.0,0.0,-6276.254270591639,991.3949651708972,15441555.0,0.023162333,0.0049999999
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,2,0.001005,3.5209322199469817e-06,19.705042084506143,32.07969655874368,0.11356335992224535,0.37390975,0.783163,161,150,0,0,96,-5:96|0:161|1:150,0.36855036855036855,77.0,3048.8828,7.789192e-05,4.538083538083538,16.0,480.0,0.0,96,119.97416,119.99889179361176,120.04405,0.79989302,0.8000342154791166,0.80008227,-8.204728042972974e-07,5.1022213e-05,5.1022213e-05,-16020.743816638296,3489.4607794851318,28763496.0,0.043205004,0.0049999999
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,3,0.001508,1.2405424820033373e-05,26.403116081572477,39.97195843534231,0.1439460473864786,0.29949325,0.802254,144,197,0,0,66,-5:66|0:144|1:197,0.48402948402948404,109.0,3765.3789,0.00011199648,3.4324324324324325,16.0,330.0,0.0,66,119.80227,119.97582587223592,120.0938,0.79983646,0.8000577513759212,0.80031121,-1.7913258592014744e-05,0.00016072084,0.00016072084,-19543.174376961142,6093.812482999599,39166440.0,0.058772027,0.0049999999
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,4,0.002011,2.4010592000051068e-05,37.344990428837015,46.61346668951272,0.18065393934403454,0.24759475,0.661251,184,210,0,0,13,-5:13|0:184|1:210,0.515970515970516,99.0,4783.3076,5.1543058e-05,1.479115479115479,16.0,65.0,0.0,13,119.75321,119.96241990171973,120.12099,0.79981226,0.8000638271498779,0.80037671,-2.785277922358718e-05,0.00021598575,0.00021598575,-19274.296546672318,15083.336703073071,48297964.0,0.072543383,0.0049999999
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,5,0.002513,3.718417730003143e-05,47.2452890696429,50.85177465471483,0.21282612166115283,0.24759475,0.661251,165,238,0,0,4,-5:4|0:165|1:238,0.5847665847665847,89.0,4694.0918,5.7472404e-05,1.1474201474201475,16.0,20.0,0.0,4,119.7332,119.95705997542996,120.13522,0.79980099,0.8000602949140044,0.80040169,-3.18269742259061e-05,0.00027851298,0.00027851298,-19269.795020458965,19185.143519742538,52576140.0,0.078953512,0.0049999999
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,6,0.003016,5.1358096300052614e-05,51.85399038493862,54.69636616783212,0.23415146848288731,0.275807,0.319296,157,250,0,0,0,0:157|1:250,0.6142506142506142,21.0,4493.7666,5.4255041e-05,1.0,1.0,0.0,0.0,0,119.71862,119.95107945945955,120.14228,0.79979599,0.8000632926044211,0.80041796,-3.6260055212776424e-05,0.00035684934,0.00035684934,-21767.455124058917,27794.560718011584,54858864.0,0.082438275,0.005186549883810642
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,7,0.003519,6.600836410006194e-05,51.093459738515115,58.854585180375345,0.2435884896702048,0.275807,0.319296,136,271,0,0,0,0:136|1:271,0.6658476658476659,20.0,4525.5479,5.6634817e-05,1.0,1.0,0.0,0.0,0,119.70905,119.94390479115468,120.14567,0.79979467,0.8000736869778875,0.80042547,-4.157896434422603e-05,0.00046537083,0.00046537083,-26740.357052695632,28852.757182501435,57128032.0,0.085825995,0.005374716944004639
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,8,0.004021,8.090460900014862e-05,47.813867589999994,62.66387603306699,0.24512563402992846,0.30584449999999996,0.105486,96,310,0,0,1,-5:1|0:96|1:310,0.7616707616707616,116.0,4351.3228,0.00011050895,1.0368550368550369,16.0,5.0,0.0,1,119.7021,119.9349296314496,120.13897,0.79980677,0.8000892060933664,0.80042744,-4.823344154039312e-05,0.00052488886,0.00052488886,-33869.68969268016,36153.38878648815,59205760.0,0.089036465,0.00551881861162637
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,9,0.004524,9.582935050003738e-05,45.68215104429974,65.12689347301134,0.2457742746898812,0.30584449999999996,0.105486,71,324,0,0,12,-5:12|0:71|1:324,0.7960687960687961,92.0,3712.897,7.2072733e-05,1.4422604422604424,16.0,60.0,0.0,12,119.69534,119.92402326781335,120.13258,0.7998184,0.8001060640049154,0.80042964,-5.6320039476855056e-05,0.0005852629,0.0005852629,-40834.656815067196,37862.42303474994,61436348.0,0.092270926,0.00563129141664944
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,10,0.005027,0.00011067409300014042,45.94351442619982,66.75548528222548,0.25002803181836164,0.2946925,0.0862821,35,372,0,0,0,0:35|1:372,0.914004914004914,24.0,3378.3997,0.0001044498,1.0,1.0,0.0,0.0,0,119.64362,119.91283343980348,120.11237,0.79984766,0.8001207317936118,0.800506,-6.462060291885506e-05,0.00072461786,0.00072461786,-47415.95515944263,47422.43605830361,62945448.0,0.094686463,0.0057180524447118415
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,11,0.005529,0.00012546971600010948,47.886704450196554,67.1145824168566,0.25576271963755526,0.2946925,0.0862821,3,404,0,0,0,0:3|1:404,0.9926289926289926,22.0,3076.3945,0.00010445961,1.0,1.0,0.0,0.0,0,119.56834,119.90120685503697,120.09995,0.79986572,0.8001341605159709,0.8006075,-7.324771218253064e-05,0.00078490685,0.00078490685,-53141.948294963266,50414.50244673292,64136768.0,0.096386217,0.005784126680600255
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,12,0.006032,0.0001402422679999682,49.700163430524206,66.83266802834491,0.25982765196250746,0.28915599999999997,0.08284,2,393,0,0,12,-5:12|0:2|1:393,0.9656019656019657,97.0,2881.958,8.0536454e-05,1.4422604422604424,16.0,60.0,0.0,12,119.49088,119.88885886977893,120.08649,0.79987395,0.8001487130221134,0.80071169,-8.241265823793613e-05,0.00084465888,0.00084465888,-59186.057441024976,60718.49766303188,65081928.0,0.097867124,0.00583491951253749
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,13,0.006535,0.0001548782030001694,50.15601385352172,66.46466181349443,0.2601987089188556,0.28915599999999997,0.08284,2,401,0,0,4,-5:4|0:2|1:401,0.9852579852579852,102.0,2976.4873,7.8629681e-05,1.1474201474201475,16.0,20.0,0.0,4,119.41178,119.87692574938556,120.08455,0.79986662,0.8001641785749382,0.80081797,-9.127461808673217e-05,0.00090387161,0.00090387161,-65677.88027709065,62170.69767803213,65892940.0,0.099044897,0.00587578326848816
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,14,0.007037,0.0001694265349999613,49.238333769041766,66.12045125312207,0.2569531450456693,0.291061,0.0693025,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,3287.4573,6.2268016e-05,1.0,1.0,0.0,0.0,0,119.33141,119.86441589680612,120.08986,0.79985934,0.800181892407863,0.80092585,-0.000100564937451597,0.00096264877,0.00096264877,-73177.28258914464,71406.99466758585,66553572.0,0.10010525,0.0059108555038336705
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,15,0.00754,0.0001839393670000078,47.772964802710874,65.74423233159003,0.25205899558207756,0.291061,0.0693025,2,401,0,0,4,-5:4|0:2|1:401,0.9852579852579852,202.0,3639.531,7.304483e-05,1.1474201474201475,16.0,20.0,0.0,4,119.03748,119.84913714987722,120.09518,0.79985231,0.8002039280589673,0.80132055,-0.00011192183501867327,0.0011760821,0.0011760821,-80868.16009684584,71218.99299937328,67291320.0,0.10116528,0.0059424653711066195
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,16,0.008043,0.00019843742300018619,46.67601498805573,65.3963086595017,0.24808710465589173,0.28682799999999997,0.0756545,2,393,0,0,12,-5:12|0:2|1:393,0.9656019656019657,205.0,4436.2915,5.0655959e-05,1.4422604422604424,16.0,60.0,0.0,12,118.42134,119.8301279115478,120.10038,0.79984558,0.800230603587223,0.80215114,-0.00012607444289385747,0.0018093366,0.0018093366,-88906.68573853883,80288.71044447322,67966568.0,0.10225166,0.0059717610067684425
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,17,0.008545,0.00021287186500004718,46.387690111203966,65.16529335295634,0.24649172414390869,0.28682799999999997,0.0756545,2,401,0,0,4,-5:4|0:2|1:401,0.9852579852579852,208.0,4332.6538,7.7863129e-05,1.1474201474201475,16.0,20.0,0.0,4,117.80022,119.81040678132675,120.10545,0.79983902,0.8002574009336615,0.80299282,-0.00014078215094717451,0.0024483355,0.0024483355,-96336.87218949187,79735.90953915939,68706024.0,0.10330659,0.0059987525286347015
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,18,0.009048,0.00022733411899997225,46.77641787018021,65.03700997132192,0.2470016602030412,0.2839205,0.0785238,6,397,0,0,4,-5:4|0:6|1:397,0.9754299754299754,184.0,4624.0815,0.00011897077,1.1474201474201475,16.0,20.0,0.0,4,117.25254,119.7923145454546,120.11044,0.79983234,0.800281320810812,0.80373877,-0.00015429481497813267,0.0030120949,0.0030120949,-103912.69396028007,89253.7764881803,69287648.0,0.10425704,0.006023360377290876
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,19,0.00955,0.00024181473500001216,47.36511448217856,64.9593322586802,0.248286131367058,0.2839205,0.0785238,6,389,0,0,12,-5:12|0:6|1:389,0.9557739557739557,183.0,4843.8853,0.00011240695,1.4422604422604424,16.0,60.0,0.0,12,116.70111,119.77353452088448,120.11546,0.79982549,0.8003059992383295,0.80449331,-0.00016834038467346436,0.0035800645,0.0035800645,-110888.21592006074,88178.12062100541,69867968.0,0.10506767,0.006045860971961312
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,20,0.010053,0.0002562362910001059,47.71231087660934,64.90642088872573,0.24908466231555917,0.2856,0.0687166,6,397,0,0,4,-5:4|0:6|1:397,0.9754299754299754,186.0,4995.3057,0.00011876257,1.1474201474201475,16.0,20.0,0.0,4,116.14668,119.75427788697783,120.12053,0.79981863,0.800331612874693,0.80525553,-0.00018276070689189183,0.0041518104,0.0041518104,-118465.5816348214,97560.36679414641,70272736.0,0.1057578,0.006066761828682294
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,21,0.010556,0.00027066952500001684,47.67544217026211,64.85341683444614,0.24889050822386163,0.2856,0.0687166,2,401,0,0,4,-5:4|0:2|1:401,0.9852579852579852,152.0,5074.3228,0.00012786356,1.1474201474201475,16.0,20.0,0.0,4,115.66399,119.73704488943507,120.12564,0.79981178,0.8003549415724823,0.80592209,-0.0001956837685995086,0.0046502715,0.0046502715,-125597.25450634216,95502.38014738311,70731672.0,0.10638039,0.006086492276360236
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,22,0.011058,0.000285019149000032,47.39299802570026,64.77840847305951,0.24796349303343812,0.2864775,0.0604498,2,401,0,0,4,-5:4|0:2|1:401,0.9852579852579852,164.0,5089.8003,7.8720383e-05,1.1474201474201475,16.0,20.0,0.0,4,115.1793,119.71951137592114,120.13074,0.79980493,0.8003789642997545,0.80659413,-0.00020884496925307133,0.0051514707,0.0051514707,-133506.3536927604,104582.59809279758,71076352.0,0.10698438,0.006105193902038134
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,23,0.011561,0.0002993863050000656,47.10546587428831,64.69698835337564,0.2469429087562567,0.2864775,0.0604498,2,401,0,0,4,-5:4|0:2|1:401,0.9852579852579852,165.0,5080.2388,6.4276086e-05,1.1474201474201475,16.0,20.0,0.0,4,114.69279,119.70205432432459,120.1358,0.79979819,0.8004029282063878,0.8072716,-0.00022196882956756746,0.0056552398,0.0056552398,-140769.89938506283,101843.9359340114,71528704.0,0.10759036,0.006122688181058044
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,24,0.012064,0.0003137471809999681,46.98403843190007,64.61915362278452,0.2463481218171229,0.28540750000000004,0.0562584,2,397,0,0,8,-5:8|0:2|1:397,0.9754299754299754,167.0,5079.5259,7.2270406e-05,1.2948402948402948,16.0,40.0,0.0,8,114.20455,119.684351400491,120.14081,0.79979163,0.8004270842506144,0.80795443,-0.00023529270876167065,0.0061614322,0.0061614322,-148726.1453840429,110920.61903074096,71868264.0,0.10819021,0.006138664658220503
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,25,0.012566,0.00032804953600001907,47.035356703357905,64.55012766665583,0.24625706920165646,0.28540750000000004,0.0562584,2,397,0,0,8,-5:8|0:2|1:397,0.9754299754299754,194.0,5092.0278,0.00012733936,1.2948402948402948,16.0,40.0,0.0,8,113.78464,119.66436162162154,120.14581,0.7997849,0.8004541446191658,0.80854404,-0.0002503319850393117,0.0065972283,0.0065972283,-155873.91218082941,107723.80045934823,72293456.0,0.10874959,0.006152938603356598
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,26,0.013069,0.0003423795450001321,47.15450432167078,64.49762030217242,0.246422430087237,0.28473950000000003,0.0517468,2,393,0,0,8,-5:8|0:2|1:393|2:4,0.9754299754299754,191.0,5107.0791,0.00012745144,1.3636363636363635,16.0,52.0,0.0,8,113.36339,119.64148314496344,120.15081,0.79977804,0.8004850770761666,0.8091377,-0.00026756148272481567,0.0070347749,0.0070347749,-163782.69244706168,116763.85270075861,72558728.0,0.10924195,0.006165465636989046
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,27,0.013572,0.0003566606410000672,47.2232842238165,64.46264201752801,0.2465252947398705,0.28473950000000003,0.0517468,2,393,0,0,12,-5:12|0:2|1:393,0.9656019656019657,202.0,5117.4009,0.00012792062,1.4422604422604424,16.0,60.0,0.0,12,112.94114,119.61924341523363,120.15586,0.79977119,0.8005152748402944,0.80973494,-0.0002843509988058968,0.0074738739,0.0074738739,-170892.39378826538,112969.7066316531,72892592.0,0.10965932,0.006176460249567072
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,28,0.014074,0.00037097420700002437,47.194259652113,64.43810688135635,0.24640737172582497,0.284666,0.0477356,2,396,0,0,9,-5:9|0:2|1:396,0.972972972972973,202.0,5122.4009,0.00012775025,1.3316953316953317,16.0,45.0,0.0,9,112.51821,119.5971285749384,120.16096,0.79976416,0.8005454827272719,0.81033546,-0.00030108136454791174,0.0079143364,0.0079143364,-178890.25405035404,121804.66962633598,73064008.0,0.11001486,0.006186277380845535
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,29,0.014577,0.0003852309929999742,47.09738817230137,64.4153722108985,0.2461144770744437,0.284666,0.0477356,2,396,0,0,9,-5:9|0:2|1:396,0.972972972972973,202.0,5124.1548,0.00012677655,1.3316953316953317,16.0,45.0,0.0,9,112.09488,119.57503117936137,120.16611,0.799757,0.8005758050614248,0.81093872,-0.0003178307259484029,0.008356005,0.008356005,-186043.9443334953,117417.69942887347,73332208.0,0.11032862,0.006195202131446193
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,30,0.015079,0.00039952217700006676,46.99948122775592,64.39110485275252,0.24580990669319366,0.284361,0.0449078,2,396,0,0,9,-5:9|0:2|1:396,0.972972972972973,201.0,5124.167,0.00012547641,1.3316953316953317,16.0,45.0,0.0,9,111.69738,119.55306449631448,120.17127,0.79974991,0.8006059928255528,0.81150728,-0.0003345039259189191,0.0087714829,0.0087714829,-194110.16136613092,126095.43280487657,73455880.0,0.11061606,0.006203384909712503
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,31,0.015582,0.0004137695649999995,46.95115942733002,64.36746459821924,0.24563393477661674,0.284361,0.0449078,2,393,0,0,12,-5:12|0:2|1:393,0.9656019656019657,195.0,5122.1494,0.0001244093,1.4422604422604424,16.0,60.0,0.0,12,111.33876,119.53146117936112,120.17646,0.79974306,0.8006356794594602,0.81202197,-0.0003509199191007371,0.0091469297,0.0091469297,-201230.60977042373,121272.2741184644,73695232.0,0.11088142,0.006210836775496643
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,32,0.016085,0.0004280451880001035,46.959390787592156,64.35469005246793,0.24561610122333805,0.284073,0.0419505,2,393,0,0,12,-5:12|0:2|1:393,0.9656019656019657,196.0,5116.7456,0.00012385975,1.4422604422604424,16.0,60.0,0.0,12,110.97998,119.50962488943499,120.18165,0.79973596,0.8006656632923843,0.8125385,-0.00036753963349385775,0.0095231179,0.0095231179,-209278.69988299237,129866.06266796964,73784632.0,0.1111207,0.006217553038588745
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,33,0.016587,0.0004422807670000084,46.996274760958215,64.34645955398615,0.24568863362213852,0.284073,0.0419505,2,393,0,0,12,-5:12|0:2|1:393,0.9656019656019657,167.0,5107.0464,0.00012384747,1.4422604422604424,16.0,60.0,0.0,12,110.62117,119.48793108108111,120.18684,0.79972881,0.8006954786977892,0.81305677,-0.0003840775382800986,0.0098999664,0.0098999664,-216334.11646610897,124663.38526468024,73989640.0,0.11132986,0.006223563787276775
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,34,0.01709,0.0004565575100000385,47.026396264045864,64.34117978076888,0.24575504637830056,0.2840845,0.0386182,2,392,0,0,13,-5:13|0:2|1:392,0.9631449631449631,167.0,5093.2939,0.0001243053,1.479115479115479,16.0,65.0,0.0,13,110.26244,119.46685697788688,120.19205,0.79972166,0.8007244793120404,0.81357652,-0.0004001620765995085,0.010277395,0.010277395,-224379.20476439898,133143.38446554064,74037024.0,0.11150923,0.006228946836016313
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,35,0.017593,0.0004707962400000987,47.02980228055691,64.33550499458549,0.24575263822480095,0.2840845,0.0386182,2,387,0,0,18,-5:18|0:2|1:387,0.9508599508599509,167.0,5076.4297,0.00012523185,1.6633906633906634,16.0,90.0,0.0,18,109.90391,119.44537009828029,120.19727,0.79971451,0.8007541077395578,0.81409776,-0.0004165772820761672,0.010655334,0.010655334,-231414.37290898658,127563.89478351524,74208472.0,0.11166376,0.006233801142396111
adaptive_fallback16,CaseM3d3_MCCMildAdaptiveFallback16,36,0.018095,0.0004849977699999952,47.00899624410315,64.32709270092835,0.24567930760056722,0.2840845,0.0386182,2,387,0,0,17,-5:17|0:2|1:387|2:1,0.9533169533169533,177.0,5057.4331,0.00012669183,1.6437346437346438,16.0,88.0,0.0,17,109.54565,119.42373835380857,120.2025,0.79970735,0.800784017542999,0.81462026,-0.00043312591107862435,0.011033725,0.011033725,-239488.43393454916,135910.80767536152,74225288.0,0.11180015,0.006238210319364786
half_speed_adaptive,CaseM3d3_MCCMildHalfSpeedAdaptive,0,0.0,0.0,50.0,0.0,0.1413716694115407,0.144809,2.53653e-09,407,0,0,0,0,0:407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120.0,120.0,120.0,0.80000001,0.8000000100000014,0.80000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
half_speed_adaptive,CaseM3d3_MCCMildHalfSpeedAdaptive,1,0.001005,1.5109332800189446e-06,14.363397198475843,29.37147282784098,0.09336097337064118,0.23916369999999998,0.660996,174,133,100,0,100,-1:100|0:174|1:133,0.32678132678132676,77.0,2854.7717,5.6645586e-06,4.685503685503686,16.0,500.0,0.0,0,119.99577,119.9996064619164,120.00291,0.79996556,0.8000390239312032,0.80005389,-2.915151909828012e-07,6.722873e-06,6.722873e-06,-16722.436474163125,3245.3414496107807,28766642.0,0.04320972,0.0024999999
half_speed_adaptive,CaseM3d3_MCCMildHalfSpeedAdaptive,2,0.002011,1.1261225000142039e-05,30.589496234774785,41.198663310122775,0.1506104457945968,0.18370094999999997,0.598903,201,165,33,8,41,-3:8|-1:33|0:201|1:165,0.40540540540540543,93.0,4776.4277,3.2301235e-05,2.511056511056511,16.0,205.0,0.0,0,119.95752,119.9908289926291,120.01431,0.79997474,0.800033204594595,0.80008006,-6.793049258459459e-06,6.6119523e-05,6.6119523e-05,-20400.368640403747,13111.545828081902,32201168.0,0.048358429,0.002677377637568407
half_speed_adaptive,CaseM3d3_MCCMildHalfSpeedAdaptive,3,0.003016,2.4330325600063762e-05,47.483776308861614,47.50032042590884,0.2047726103007154,0.219335,0.261938,203,204,0,0,0,0:203|1:204,0.5012285012285013,17.0,4942.4565,6.8462403e-05,1.0,1.0,0.0,0.0,0,119.8932,119.98031624078611,120.01224,0.79995018,0.8000289858968056,0.80017197,-1.4583502476191644e-05,0.000142497,0.000142497,-20548.15638174207,22616.835163373795,35422088.0,0.053272352,0.0029259590752676447
half_speed_adaptive,CaseM3d3_MCCMildHalfSpeedAdaptive,4,0.004022,3.8348695400036714e-05,42.86014923775594,54.13013185942719,0.21214745225532153,0.255504,0.0504206,169,238,0,0,0,0:169|1:238,0.5847665847665847,18.0,4840.3594,7.4595111e-05,1.0,1.0,0.0,0.0,0,119.81504,119.96880066339078,120.01894,0.79995006,0.8000493476658482,0.80027837,-2.3119057598034408e-05,0.00022616846,0.00022616846,-29515.08374928009,25441.304138086376,36343524.0,0.054665942,0.003008376923732031
half_speed_adaptive,CaseM3d3_MCCMildHalfSpeedAdaptive,5,0.005027,5.253344770014823e-05,40.4988017080262,59.92604011852957,0.21981810010343467,0.2501685,0.0107941,136,271,0,0,0,0:136|1:271,0.6658476658476659,17.0,4554.0488,4.4172459e-05,1.0,1.0,0.0,0.0,0,119.73115,119.95550599508576,120.02302,0.79994917,0.8000696347665851,0.80039185,-3.297565223366092e-05,0.00031151713,0.00031151713,-38230.17827669392,31042.80458436236,35647724.0,0.053629488,0.0030556682937390913
half_speed_adaptive,CaseM3d3_MCCMildHalfSpeedAdaptive,6,0.006032,6.617994800006688e-05,48.29136744048325,63.210240437687716,0.24674393692647573,0.254836,0.000137794,120,287,0,0,0,0:120|1:287,0.7051597051597052,17.0,4708.1299,0.0001033812,1.0,1.0,0.0,0.0,0,119.64512,119.94195253071241,120.02794,0.79993886,0.8000793178132685,0.80050749,-4.30280386563882e-05,0.00039720425,0.00039720425,-42709.66913737256,39363.68730301615,35141932.0,0.052856497,0.0030403859577502147
