test,mode,frame,time,z,PorePress,ExcessPorePress,PorePressRate,LapPorePress,LapZ
hydrostatic,1,1,0.000500604,0.32499999,6621.750212345,-7.089591508702e-05,-0.15377343,-0.022874212,2.1010637e-06
hydrostatic,1,1,0.000500604,0.32499999,6621.750212345,-7.089591508702e-05,-0.15377343,-0.022874212,2.1010637e-06
hydrostatic,1,1,0.000500604,0.32499999,6621.750212345,-7.089591508702e-05,-0.15377343,-0.022874212,2.1010637e-06
hydrostatic,1,1,0.000500604,0.32499999,6621.750212345,-7.089591508702e-05,-0.15377343,-0.022874212,2.1010637e-06
hydrostatic,1,1,0.000500604,0.32499999,6621.750212345,-7.089591508702e-05,-0.15377343,-0.022874212,2.1010637e-06
hydrostatic,1,1,0.000500604,0.32499999,6621.750212345,-7.089591508702e-05,-0.15377343,-0.022874212,2.1010637e-06
hydrostatic,1,1,0.000500604,0.32499999,6621.750212345,-7.089591508702e-05,-0.15377343,-0.022874212,2.1010637e-06
hydrostatic,1,1,0.000500604,0.32499999,6621.750212345,-7.089591508702e-05,-0.15377343,-0.022874212,2.1010637e-06
hydrostatic,1,1,0.000500604,0.32499999,6621.750212345,-7.089591508702e-05,-0.15377343,-0.022874212,2.1010637e-06
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.33500001,6523.650207485,-7.15602600394e-05,-0.15315366,-0.0095626758,7.4505806e-07
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.345,6425.550200721,-7.412746708724e-05,-0.15252243,0.038686141,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.35499999,6327.450200155,-7.049727355479e-05,-0.1518822,-0.022846382,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.36500001,6229.350195859,-7.059773724905e-05,-0.1512319,-0.022836814,2.1010637e-06
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.375,6131.250189345,-7.29151743144e-05,-0.15056869,-0.0095246378,7.4505806e-07
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.38499999,6033.150180904,-7.715985429968e-05,-0.14989401,0.038724821,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.39500001,5935.050178813,-7.505469784519e-05,-0.14920524,-0.022806991,2.1010637e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.405,5836.950171913,-7.77590130383e-05,-0.14850165,0.026758518,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.41499999,5738.850168978,-7.649820599909e-05,-0.14778075,0.020044828,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.42500001,5640.750168657,-7.262221606652e-05,-0.14704221,-0.022775162,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.435,5542.650165191,-7.189235020633e-05,-0.14628209,-0.022763977,2.1010637e-06
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.44499999,5444.550159438,-7.344893856498e-05,-0.14549978,-0.0094500491,7.4505806e-07
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.45500001,5346.450151775,-7.691565497225e-05,-0.14469254,0.038801357,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.465,5248.350150469,-7.402601113426e-05,-0.14385796,-0.022728305,2.1010637e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.47499999,5150.250144361,-7.593778173032e-05,-0.14299197,0.026839592,-2.9504299e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.48500001,5052.150142226,-7.387628375e-05,-0.14209358,0.020128515,-2.2649765e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.495,4954.050142715,-6.91912136972e-05,-0.14115937,-0.022688596,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.505,4855.950140067,-6.764328190911e-05,-0.14018519,-0.022674261,2.1010637e-06
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.51499999,4757.850135139,-6.83750549797e-05,-0.13916914,-0.0093568936,7.4505806e-07
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.52499998,4659.750128329,-7.098898822733e-05,-0.138107,0.038898267,-4.1723251e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
hydrostatic,1,1,0.000500604,0.53500003,4561.650127738,-6.73841796015e-05,-0.13699515,-0.02262732,2.1010637e-06
