test,mode,frame,time,z,PorePress,ExcessPorePress,PorePressRate,LapPorePress,LapZ
hydrostatic,0,1,0.000500604,0.025,9564.750313957,-9.516884347249e-05,-0.15522042,-12844.312,1.3093077
hydrostatic,0,1,0.000500604,0.025,9564.750313957,-9.516884347249e-05,-0.15522042,-12844.312,1.3093077
hydrostatic,0,1,0.000500604,0.025,9564.750313957,-9.516884347249e-05,-0.15522042,-12844.312,1.3093077
hydrostatic,0,1,0.000500604,0.025,9564.750313957,-9.516884347249e-05,-0.15522042,-12844.312,1.3093077
hydrostatic,0,1,0.000500604,0.025,9564.750313957,-9.516884347249e-05,-0.15522042,-12844.312,1.3093077
hydrostatic,0,1,0.000500604,0.025,9564.750313957,-9.516884347249e-05,-0.15522042,-12844.312,1.3093077
hydrostatic,0,1,0.000500604,0.025,9564.750313957,-9.516884347249e-05,-0.15522042,-12844.312,1.3093077
hydrostatic,0,1,0.000500604,0.025,9564.750313957,-9.516884347249e-05,-0.15522042,-12844.312,1.3093077
hydrostatic,0,1,0.000500604,0.025,9564.750313957,-9.516884347249e-05,-0.15522042,-12844.312,1.3093077
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.035,9466.650312254,-9.267590939999e-05,-0.16391036,-0.023023376,2.1010637e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.045000002,9368.550306165,-9.456921725359e-05,-0.16641605,0.026494907,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.055,9270.450303956,-9.258165482606e-05,-0.16688532,0.019763703,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.064999998,9172.350304343,-8.799831812212e-05,-0.16537362,-0.023044908,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.075000003,9074.250301556,-8.658946535434e-05,-0.16439722,-0.023030542,2.1010637e-06
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.085000001,8976.150296455,-8.749433982302e-05,-0.16424176,-0.009725837,7.4505806e-07
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.094999999,8878.050289416,-9.03371910681e-05,-0.16420878,0.038514178,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.105,8779.950288704,-8.685247667017e-05,-0.1640683,-0.023025701,2.1010637e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.115,8681.850283162,-8.819901086099e-05,-0.1638362,0.02653287,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.125,8583.750281562,-8.56030783325e-05,-0.16355257,0.019812744,-2.2649765e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.13500001,8485.650282553,-8.041530236369e-05,-0.16323948,-0.023013504,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.145,8387.550280375,-7.839731733839e-05,-0.16289976,-0.023008507,2.1010637e-06
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.155,8289.450275883,-7.869263208704e-05,-0.16253823,-0.0097007696,7.4505806e-07
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.16500001,8191.350269475,-8.090467508737e-05,-0.16215442,0.038544409,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.175,8093.25026925,-7.693354746152e-05,-0.16174838,-0.022991562,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.185,7995.15026528,-7.670765535295e-05,-0.16132146,-0.022985281,2.1010637e-06
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.19499999,7897.050259078,-7.871364687162e-05,-0.16087453,-0.0096762888,7.4505806e-07
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.205,7798.950250933,-8.266211261798e-05,-0.16040915,0.038570087,-4.1723251e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.215,7700.850249123,-8.027628700802e-05,-0.15992777,-0.022964772,2.1010637e-06
hydrostatic,0,1,0.000500604,0.22499999,7602.750242487,-8.271578371932e-05,-0.15942921,0.026597718,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.22499999,7602.750242487,-8.271578371932e-05,-0.15942921,0.026597718,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.22499999,7602.750242487,-8.271578371932e-05,-0.15942921,0.026597718,-2.9504299e-06
hydrostatic,0,1,0.000500604,0.22499999,7602.750242487,-8.271578371932e-05,-0.15942921,0.026597718,-2.9504299e-06
