test,mode,code,excluded,frames,final_time,max_porepressrate_abs,head_residual_max_abs,top_excess_max_abs,bottom_excess_mean,bottom_noflux_proxy,excess_max_abs
selfweight_short,0,0,0,3,0.00500032,284007780.0,423.402191420999,0.0,27686.51350992,0.22083606449814397,27696.18564514
selfweight_short,1,0,0,3,0.00500032,284007780.0,423.4021927849134,0.0,27686.51364481,0.22083645549719222,27696.18578235
selfweight_short,2,0,0,3,0.00500032,286840770.0,426.2085445025484,0.0,27812.337709769996,0.4929060850008682,27820.22292242
