case,part,time,idp,trial_state_available,trial_p,trial_q,trial_pc,trial_yield_function,newton_initial_residual,line_search_step_residual_trace_available,line_search_backtracks,line_search_reject_reason,line_search_min_alpha
baseline,4,0.002011,346,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,347,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,357,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,358,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,359,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,368,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,369,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,423,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,424,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,425,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,434,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,435,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,445,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,446,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,447,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,489,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,490,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,500,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,501,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,502,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,511,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,512,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,533,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,534,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,544,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,545,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,302,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,303,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,379,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,380,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,456,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,457,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,4,0.002011,332,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,4,0.002011,211,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,4,0.002011,376,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,4,0.002011,497,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,5,0.002513,148,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,149,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,182,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,192,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,236,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,237,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,247,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,313,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,314,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,324,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,390,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,391,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,401,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,468,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,478,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,522,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,523,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,159,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,160,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,170,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,171,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,203,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,214,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,226,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,291,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,368,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,445,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,489,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,500,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,512,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,533,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,534,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,544,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,545,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,302,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,303,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,379,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,380,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,456,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,5,0.002513,457,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,6,0.003016,265,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,6,0.003016,419,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,6,0.003016,287,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,6,0.003016,441,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,7,0.003519,345,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,7,0.003519,279,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,7,0.003519,367,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,7,0.003519,433,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,8,0.004021,356,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,14,0.007037,343,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,14,0.007037,277,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,14,0.007037,365,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,14,0.007037,431,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,15,0.00754,323,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,15,0.00754,169,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,15,0.00754,543,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,15,0.00754,389,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,16,0.008043,323,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,16,0.008043,343,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,16,0.008043,169,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,16,0.008043,277,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,16,0.008043,365,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00048828125
baseline,16,0.008043,431,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,16,0.008043,543,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,16,0.008043,389,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,17,0.008545,323,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,17,0.008545,169,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,17,0.008545,543,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,17,0.008545,389,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,18,0.009048,323,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,18,0.009048,169,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,18,0.009048,543,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,18,0.009048,389,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,19,0.009551,336,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,19,0.009551,270,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,19,0.009551,358,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.125
baseline,19,0.009551,424,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,19,0.009551,323,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,19,0.009551,169,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,19,0.009551,543,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,19,0.009551,389,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
baseline,21,0.010556,201,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00048828125
baseline,21,0.010556,256,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,21,0.010556,410,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,21,0.010556,487,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00048828125
baseline,21,0.010556,223,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.0078125
baseline,21,0.010556,300,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,21,0.010556,454,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,21,0.010556,509,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.0078125
baseline,23,0.011561,347,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00048828125
baseline,24,0.012064,337,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00024414063
baseline,24,0.012064,271,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,24,0.012064,359,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00048828125
baseline,24,0.012064,425,0,nan,nan,nan,nan,nan,0,12.0,4.0,0.00024414063
baseline,29,0.014577,337,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,29,0.014577,271,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00390625
baseline,29,0.014577,359,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.0078125
baseline,29,0.014577,425,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00390625
baseline,31,0.015582,347,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,32,0.016085,336,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,32,0.016085,270,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,32,0.016085,358,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,32,0.016085,424,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,32,0.016085,355,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00390625
baseline,33,0.016588,347,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.0078125
baseline,34,0.01709,260,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.0009765625
baseline,34,0.01709,336,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,34,0.01709,414,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.0009765625
baseline,34,0.01709,270,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,34,0.01709,282,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,34,0.01709,346,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.0009765625
baseline,34,0.01709,358,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,34,0.01709,424,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.001953125
baseline,34,0.01709,436,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,36,0.018096,260,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,36,0.018096,336,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00048828125
baseline,36,0.018096,414,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,36,0.018096,270,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,36,0.018096,282,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,36,0.018096,358,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,36,0.018096,424,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
baseline,36,0.018096,436,0,nan,nan,nan,nan,nan,0,12.0,1.0,0.00024414063
admissible_line,2,0.001005,181,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,182,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,193,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,194,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,248,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,249,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,259,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,260,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,261,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,313,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,314,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,325,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,326,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,327,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,336,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,337,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,338,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,402,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,403,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,413,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,414,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,415,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,467,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,468,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,479,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,480,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,159,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,160,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,204,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,205,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,206,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,215,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,216,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,225,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,226,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,270,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,271,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,272,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,281,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,282,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,283,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,292,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,293,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,358,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,359,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,360,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,369,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,370,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,371,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,424,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,425,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,426,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,435,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,436,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,437,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,446,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,447,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,490,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,491,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,492,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,501,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,502,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,511,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,512,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,533,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,534,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,379,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,380,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,262,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,263,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,328,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,329,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,339,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,340,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,416,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,417,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,207,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,208,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,273,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,274,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,284,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,285,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,361,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,362,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,372,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,373,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,427,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,428,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,438,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,439,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,493,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,494,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,2,0.001005,191,0,nan,nan,nan,nan,nan,0,32.0,4.0,2.3283064e-10
admissible_line,2,0.001005,477,0,nan,nan,nan,nan,nan,0,32.0,4.0,2.3283064e-10
admissible_line,2,0.001005,235,0,nan,nan,nan,nan,nan,0,32.0,4.0,3.7252903e-09
admissible_line,2,0.001005,521,0,nan,nan,nan,nan,nan,0,32.0,4.0,1.8626451e-09
admissible_line,3,0.001508,148,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,149,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,181,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,182,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,192,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,193,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,194,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,195,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,236,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,237,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,247,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,248,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,249,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,250,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,258,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,259,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,260,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,261,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,313,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,314,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,324,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,325,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,326,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,327,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,335,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,336,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,337,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,338,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,390,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,391,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,401,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,402,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,403,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,404,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,412,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,413,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,414,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,415,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,467,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,468,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,478,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,479,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,480,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,481,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,522,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,523,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,159,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,160,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,170,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
admissible_line,3,0.001508,171,0,nan,nan,nan,nan,nan,0,0.0,0.0,1.0
