case,time,status,count
adaptive_line,0.005529,-8,0
adaptive_line,0.005529,-7,0
adaptive_line,0.005529,-6,0
adaptive_line,0.005529,-5,0
adaptive_line,0.005529,-4,0
adaptive_line,0.005529,-3,8
adaptive_line,0.005529,-2,0
adaptive_line,0.005529,-1,0
adaptive_line,0.005529,0,3
adaptive_line,0.005529,1,396
adaptive_line,0.005529,2,0
adaptive_line,0.006032,-8,0
adaptive_line,0.006032,-7,0
adaptive_line,0.006032,-6,0
adaptive_line,0.006032,-5,0
adaptive_line,0.006032,-4,0
adaptive_line,0.006032,-3,12
adaptive_line,0.006032,-2,0
adaptive_line,0.006032,-1,0
adaptive_line,0.006032,0,2
adaptive_line,0.006032,1,393
adaptive_line,0.006032,2,0
adaptive_line,0.006535,-8,0
adaptive_line,0.006535,-7,0
adaptive_line,0.006535,-6,0
adaptive_line,0.006535,-5,0
adaptive_line,0.006535,-4,0
adaptive_line,0.006535,-3,16
adaptive_line,0.006535,-2,0
adaptive_line,0.006535,-1,0
adaptive_line,0.006535,0,2
adaptive_line,0.006535,1,385
adaptive_line,0.006535,2,4
adaptive_line,0.007037,-8,0
adaptive_line,0.007037,-7,0
adaptive_line,0.007037,-6,0
adaptive_line,0.007037,-5,0
adaptive_line,0.007037,-4,0
adaptive_line,0.007037,-3,9
adaptive_line,0.007037,-2,0
adaptive_line,0.007037,-1,0
adaptive_line,0.007037,0,2
adaptive_line,0.007037,1,396
adaptive_line,0.007037,2,0
adaptive_line,0.00754,-8,0
adaptive_line,0.00754,-7,0
adaptive_line,0.00754,-6,0
adaptive_line,0.00754,-5,0
adaptive_line,0.00754,-4,0
adaptive_line,0.00754,-3,10
adaptive_line,0.00754,-2,0
adaptive_line,0.00754,-1,4
adaptive_line,0.00754,0,2
adaptive_line,0.00754,1,391
adaptive_line,0.00754,2,0
adaptive_line,0.008043,-8,0
adaptive_line,0.008043,-7,0
adaptive_line,0.008043,-6,0
adaptive_line,0.008043,-5,0
adaptive_line,0.008043,-4,0
adaptive_line,0.008043,-3,9
adaptive_line,0.008043,-2,0
adaptive_line,0.008043,-1,4
adaptive_line,0.008043,0,2
adaptive_line,0.008043,1,392
adaptive_line,0.008043,2,0
adaptive_line,0.008545,-8,0
adaptive_line,0.008545,-7,0
adaptive_line,0.008545,-6,0
adaptive_line,0.008545,-5,0
adaptive_line,0.008545,-4,0
adaptive_line,0.008545,-3,5
adaptive_line,0.008545,-2,0
adaptive_line,0.008545,-1,4
adaptive_line,0.008545,0,2
adaptive_line,0.008545,1,396
adaptive_line,0.008545,2,0
adaptive_line,0.009048,-8,0
adaptive_line,0.009048,-7,0
adaptive_line,0.009048,-6,0
adaptive_line,0.009048,-5,0
adaptive_line,0.009048,-4,0
adaptive_line,0.009048,-3,9
adaptive_line,0.009048,-2,0
adaptive_line,0.009048,-1,4
adaptive_line,0.009048,0,6
adaptive_line,0.009048,1,388
adaptive_line,0.009048,2,0
adaptive_line,0.00955,-8,0
adaptive_line,0.00955,-7,0
adaptive_line,0.00955,-6,0
adaptive_line,0.00955,-5,0
adaptive_line,0.00955,-4,0
adaptive_line,0.00955,-3,9
adaptive_line,0.00955,-2,0
adaptive_line,0.00955,-1,4
adaptive_line,0.00955,0,6
adaptive_line,0.00955,1,384
adaptive_line,0.00955,2,4
adaptive_line,0.010053,-8,0
adaptive_line,0.010053,-7,0
adaptive_line,0.010053,-6,0
adaptive_line,0.010053,-5,0
adaptive_line,0.010053,-4,0
adaptive_line,0.010053,-3,4
adaptive_line,0.010053,-2,0
adaptive_line,0.010053,-1,4
adaptive_line,0.010053,0,6
adaptive_line,0.010053,1,389
adaptive_line,0.010053,2,4
adaptive_line,0.010556,-8,0
adaptive_line,0.010556,-7,0
adaptive_line,0.010556,-6,0
adaptive_line,0.010556,-5,0
adaptive_line,0.010556,-4,0
adaptive_line,0.010556,-3,0
adaptive_line,0.010556,-2,0
adaptive_line,0.010556,-1,4
adaptive_line,0.010556,0,2
adaptive_line,0.010556,1,401
adaptive_line,0.010556,2,0
adaptive_line,0.011058,-8,0
adaptive_line,0.011058,-7,0
adaptive_line,0.011058,-6,0
adaptive_line,0.011058,-5,0
adaptive_line,0.011058,-4,0
adaptive_line,0.011058,-3,1
adaptive_line,0.011058,-2,0
adaptive_line,0.011058,-1,4
adaptive_line,0.011058,0,2
adaptive_line,0.011058,1,400
adaptive_line,0.011058,2,0
adaptive_line,0.011561,-8,0
adaptive_line,0.011561,-7,0
adaptive_line,0.011561,-6,0
adaptive_line,0.011561,-5,0
adaptive_line,0.011561,-4,0
adaptive_line,0.011561,-3,1
adaptive_line,0.011561,-2,0
adaptive_line,0.011561,-1,4
adaptive_line,0.011561,0,2
adaptive_line,0.011561,1,400
adaptive_line,0.011561,2,0
adaptive_line,0.012064,-8,0
adaptive_line,0.012064,-7,0
adaptive_line,0.012064,-6,0
adaptive_line,0.012064,-5,0
adaptive_line,0.012064,-4,0
adaptive_line,0.012064,-3,5
adaptive_line,0.012064,-2,0
adaptive_line,0.012064,-1,4
adaptive_line,0.012064,0,2
adaptive_line,0.012064,1,396
adaptive_line,0.012064,2,0
adaptive_line,0.012566,-8,0
adaptive_line,0.012566,-7,0
adaptive_line,0.012566,-6,0
adaptive_line,0.012566,-5,0
adaptive_line,0.012566,-4,0
adaptive_line,0.012566,-3,8
adaptive_line,0.012566,-2,0
adaptive_line,0.012566,-1,8
adaptive_line,0.012566,0,2
adaptive_line,0.012566,1,389
adaptive_line,0.012566,2,0
adaptive_line,0.013069,-8,0
adaptive_line,0.013069,-7,0
adaptive_line,0.013069,-6,0
adaptive_line,0.013069,-5,0
adaptive_line,0.013069,-4,0
adaptive_line,0.013069,-3,8
adaptive_line,0.013069,-2,0
adaptive_line,0.013069,-1,8
adaptive_line,0.013069,0,2
adaptive_line,0.013069,1,389
adaptive_line,0.013069,2,0
adaptive_line,0.013572,-8,0
adaptive_line,0.013572,-7,0
adaptive_line,0.013572,-6,0
adaptive_line,0.013572,-5,0
adaptive_line,0.013572,-4,0
adaptive_line,0.013572,-3,0
adaptive_line,0.013572,-2,0
adaptive_line,0.013572,-1,8
adaptive_line,0.013572,0,2
adaptive_line,0.013572,1,393
adaptive_line,0.013572,2,4
adaptive_line,0.014074,-8,0
adaptive_line,0.014074,-7,0
adaptive_line,0.014074,-6,0
adaptive_line,0.014074,-5,0
adaptive_line,0.014074,-4,0
adaptive_line,0.014074,-3,1
adaptive_line,0.014074,-2,0
adaptive_line,0.014074,-1,8
adaptive_line,0.014074,0,2
adaptive_line,0.014074,1,396
adaptive_line,0.014074,2,0
adaptive_line,0.014577,-8,0
adaptive_line,0.014577,-7,0
adaptive_line,0.014577,-6,0
adaptive_line,0.014577,-5,0
adaptive_line,0.014577,-4,0
adaptive_line,0.014577,-3,1
adaptive_line,0.014577,-2,0
adaptive_line,0.014577,-1,8
adaptive_line,0.014577,0,2
adaptive_line,0.014577,1,395
adaptive_line,0.014577,2,1
adaptive_line,0.015079,-8,0
adaptive_line,0.015079,-7,0
adaptive_line,0.015079,-6,0
adaptive_line,0.015079,-5,0
adaptive_line,0.015079,-4,0
adaptive_line,0.015079,-3,2
adaptive_line,0.015079,-2,0
adaptive_line,0.015079,-1,8
adaptive_line,0.015079,0,2
adaptive_line,0.015079,1,395
adaptive_line,0.015079,2,0
adaptive_line,0.015582,-8,0
adaptive_line,0.015582,-7,0
adaptive_line,0.015582,-6,0
adaptive_line,0.015582,-5,0
adaptive_line,0.015582,-4,0
adaptive_line,0.015582,-3,6
adaptive_line,0.015582,-2,0
adaptive_line,0.015582,-1,8
adaptive_line,0.015582,0,2
adaptive_line,0.015582,1,391
adaptive_line,0.015582,2,0
adaptive_line,0.016085,-8,0
adaptive_line,0.016085,-7,0
adaptive_line,0.016085,-6,0
adaptive_line,0.016085,-5,0
adaptive_line,0.016085,-4,0
adaptive_line,0.016085,-3,5
adaptive_line,0.016085,-2,0
adaptive_line,0.016085,-1,8
adaptive_line,0.016085,0,2
adaptive_line,0.016085,1,392
adaptive_line,0.016085,2,0
adaptive_line,0.016587,-8,0
adaptive_line,0.016587,-7,0
adaptive_line,0.016587,-6,0
adaptive_line,0.016587,-5,0
adaptive_line,0.016587,-4,0
adaptive_line,0.016587,-3,4
adaptive_line,0.016587,-2,0
adaptive_line,0.016587,-1,8
adaptive_line,0.016587,0,2
adaptive_line,0.016587,1,393
adaptive_line,0.016587,2,0
adaptive_line,0.01709,-8,0
adaptive_line,0.01709,-7,0
adaptive_line,0.01709,-6,0
adaptive_line,0.01709,-5,0
adaptive_line,0.01709,-4,0
adaptive_line,0.01709,-3,5
adaptive_line,0.01709,-2,0
adaptive_line,0.01709,-1,8
adaptive_line,0.01709,0,2
adaptive_line,0.01709,1,392
adaptive_line,0.01709,2,0
adaptive_line,0.017593,-8,0
adaptive_line,0.017593,-7,0
adaptive_line,0.017593,-6,0
adaptive_line,0.017593,-5,0
adaptive_line,0.017593,-4,0
adaptive_line,0.017593,-3,10
adaptive_line,0.017593,-2,0
adaptive_line,0.017593,-1,8
adaptive_line,0.017593,0,2
adaptive_line,0.017593,1,387
adaptive_line,0.017593,2,0
adaptive_line,0.018095,-8,0
adaptive_line,0.018095,-7,0
adaptive_line,0.018095,-6,0
adaptive_line,0.018095,-5,0
adaptive_line,0.018095,-4,0
adaptive_line,0.018095,-3,10
adaptive_line,0.018095,-2,0
adaptive_line,0.018095,-1,8
adaptive_line,0.018095,0,2
adaptive_line,0.018095,1,387
adaptive_line,0.018095,2,0
half_speed_adaptive_line,0.0,-8,0
half_speed_adaptive_line,0.0,-7,0
half_speed_adaptive_line,0.0,-6,0
half_speed_adaptive_line,0.0,-5,0
half_speed_adaptive_line,0.0,-4,0
half_speed_adaptive_line,0.0,-3,0
half_speed_adaptive_line,0.0,-2,0
half_speed_adaptive_line,0.0,-1,0
half_speed_adaptive_line,0.0,0,407
half_speed_adaptive_line,0.0,1,0
half_speed_adaptive_line,0.0,2,0
half_speed_adaptive_line,0.001005,-8,0
half_speed_adaptive_line,0.001005,-7,0
half_speed_adaptive_line,0.001005,-6,0
half_speed_adaptive_line,0.001005,-5,0
half_speed_adaptive_line,0.001005,-4,0
half_speed_adaptive_line,0.001005,-3,0
half_speed_adaptive_line,0.001005,-2,0
half_speed_adaptive_line,0.001005,-1,100
half_speed_adaptive_line,0.001005,0,174
half_speed_adaptive_line,0.001005,1,133
half_speed_adaptive_line,0.001005,2,0
half_speed_adaptive_line,0.002011,-8,0
half_speed_adaptive_line,0.002011,-7,0
half_speed_adaptive_line,0.002011,-6,0
half_speed_adaptive_line,0.002011,-5,0
half_speed_adaptive_line,0.002011,-4,0
half_speed_adaptive_line,0.002011,-3,8
half_speed_adaptive_line,0.002011,-2,0
half_speed_adaptive_line,0.002011,-1,33
half_speed_adaptive_line,0.002011,0,201
half_speed_adaptive_line,0.002011,1,165
half_speed_adaptive_line,0.002011,2,0
half_speed_adaptive_line,0.003016,-8,0
half_speed_adaptive_line,0.003016,-7,0
half_speed_adaptive_line,0.003016,-6,0
half_speed_adaptive_line,0.003016,-5,0
half_speed_adaptive_line,0.003016,-4,0
half_speed_adaptive_line,0.003016,-3,0
half_speed_adaptive_line,0.003016,-2,0
half_speed_adaptive_line,0.003016,-1,0
half_speed_adaptive_line,0.003016,0,203
half_speed_adaptive_line,0.003016,1,204
half_speed_adaptive_line,0.003016,2,0
half_speed_adaptive_line,0.004022,-8,0
half_speed_adaptive_line,0.004022,-7,0
half_speed_adaptive_line,0.004022,-6,0
half_speed_adaptive_line,0.004022,-5,0
half_speed_adaptive_line,0.004022,-4,0
half_speed_adaptive_line,0.004022,-3,0
half_speed_adaptive_line,0.004022,-2,0
half_speed_adaptive_line,0.004022,-1,0
half_speed_adaptive_line,0.004022,0,169
half_speed_adaptive_line,0.004022,1,238
half_speed_adaptive_line,0.004022,2,0
half_speed_adaptive_line,0.005027,-8,0
half_speed_adaptive_line,0.005027,-7,0
half_speed_adaptive_line,0.005027,-6,0
half_speed_adaptive_line,0.005027,-5,0
half_speed_adaptive_line,0.005027,-4,0
half_speed_adaptive_line,0.005027,-3,0
half_speed_adaptive_line,0.005027,-2,0
half_speed_adaptive_line,0.005027,-1,0
half_speed_adaptive_line,0.005027,0,136
half_speed_adaptive_line,0.005027,1,271
half_speed_adaptive_line,0.005027,2,0
half_speed_adaptive_line,0.006032,-8,0
half_speed_adaptive_line,0.006032,-7,0
half_speed_adaptive_line,0.006032,-6,0
half_speed_adaptive_line,0.006032,-5,0
half_speed_adaptive_line,0.006032,-4,0
half_speed_adaptive_line,0.006032,-3,0
half_speed_adaptive_line,0.006032,-2,0
half_speed_adaptive_line,0.006032,-1,0
half_speed_adaptive_line,0.006032,0,120
half_speed_adaptive_line,0.006032,1,287
half_speed_adaptive_line,0.006032,2,0
half_speed_adaptive_line,0.007038,-8,0
half_speed_adaptive_line,0.007038,-7,0
half_speed_adaptive_line,0.007038,-6,0
half_speed_adaptive_line,0.007038,-5,0
half_speed_adaptive_line,0.007038,-4,0
half_speed_adaptive_line,0.007038,-3,0
half_speed_adaptive_line,0.007038,-2,0
half_speed_adaptive_line,0.007038,-1,0
half_speed_adaptive_line,0.007038,0,92
half_speed_adaptive_line,0.007038,1,315
half_speed_adaptive_line,0.007038,2,0
half_speed_adaptive_line,0.008043,-8,0
half_speed_adaptive_line,0.008043,-7,0
half_speed_adaptive_line,0.008043,-6,0
half_speed_adaptive_line,0.008043,-5,0
half_speed_adaptive_line,0.008043,-4,0
half_speed_adaptive_line,0.008043,-3,0
half_speed_adaptive_line,0.008043,-2,0
half_speed_adaptive_line,0.008043,-1,0
half_speed_adaptive_line,0.008043,0,64
half_speed_adaptive_line,0.008043,1,343
half_speed_adaptive_line,0.008043,2,0
half_speed_adaptive_line,0.009048,-8,0
half_speed_adaptive_line,0.009048,-7,0
half_speed_adaptive_line,0.009048,-6,0
half_speed_adaptive_line,0.009048,-5,0
half_speed_adaptive_line,0.009048,-4,0
half_speed_adaptive_line,0.009048,-3,4
half_speed_adaptive_line,0.009048,-2,0
half_speed_adaptive_line,0.009048,-1,0
half_speed_adaptive_line,0.009048,0,80
half_speed_adaptive_line,0.009048,1,323
half_speed_adaptive_line,0.009048,2,0
half_speed_adaptive_line,0.010054,-8,0
half_speed_adaptive_line,0.010054,-7,0
half_speed_adaptive_line,0.010054,-6,0
half_speed_adaptive_line,0.010054,-5,0
half_speed_adaptive_line,0.010054,-4,0
half_speed_adaptive_line,0.010054,-3,6
half_speed_adaptive_line,0.010054,-2,0
half_speed_adaptive_line,0.010054,-1,0
half_speed_adaptive_line,0.010054,0,68
half_speed_adaptive_line,0.010054,1,333
half_speed_adaptive_line,0.010054,2,0
half_speed_adaptive_line,0.011059,-8,0
half_speed_adaptive_line,0.011059,-7,0
half_speed_adaptive_line,0.011059,-6,0
half_speed_adaptive_line,0.011059,-5,0
half_speed_adaptive_line,0.011059,-4,0
half_speed_adaptive_line,0.011059,-3,1
half_speed_adaptive_line,0.011059,-2,0
half_speed_adaptive_line,0.011059,-1,0
half_speed_adaptive_line,0.011059,0,60
half_speed_adaptive_line,0.011059,1,346
half_speed_adaptive_line,0.011059,2,0
half_speed_adaptive_line,0.012064,-8,0
half_speed_adaptive_line,0.012064,-7,0
half_speed_adaptive_line,0.012064,-6,0
half_speed_adaptive_line,0.012064,-5,0
half_speed_adaptive_line,0.012064,-4,0
half_speed_adaptive_line,0.012064,-3,0
half_speed_adaptive_line,0.012064,-2,0
half_speed_adaptive_line,0.012064,-1,0
half_speed_adaptive_line,0.012064,0,48
half_speed_adaptive_line,0.012064,1,359
half_speed_adaptive_line,0.012064,2,0
half_speed_adaptive_line,0.01307,-8,0
half_speed_adaptive_line,0.01307,-7,0
half_speed_adaptive_line,0.01307,-6,0
half_speed_adaptive_line,0.01307,-5,0
half_speed_adaptive_line,0.01307,-4,0
half_speed_adaptive_line,0.01307,-3,8
half_speed_adaptive_line,0.01307,-2,0
half_speed_adaptive_line,0.01307,-1,0
half_speed_adaptive_line,0.01307,0,48
half_speed_adaptive_line,0.01307,1,351
half_speed_adaptive_line,0.01307,2,0
half_speed_adaptive_line,0.014075,-8,0
half_speed_adaptive_line,0.014075,-7,0
half_speed_adaptive_line,0.014075,-6,0
half_speed_adaptive_line,0.014075,-5,0
half_speed_adaptive_line,0.014075,-4,0
half_speed_adaptive_line,0.014075,-3,8
half_speed_adaptive_line,0.014075,-2,0
half_speed_adaptive_line,0.014075,-1,0
half_speed_adaptive_line,0.014075,0,36
half_speed_adaptive_line,0.014075,1,363
half_speed_adaptive_line,0.014075,2,0
half_speed_adaptive_line,0.015081,-8,0
half_speed_adaptive_line,0.015081,-7,0
half_speed_adaptive_line,0.015081,-6,0
half_speed_adaptive_line,0.015081,-5,0
half_speed_adaptive_line,0.015081,-4,0
half_speed_adaptive_line,0.015081,-3,0
half_speed_adaptive_line,0.015081,-2,0
half_speed_adaptive_line,0.015081,-1,0
half_speed_adaptive_line,0.015081,0,28
half_speed_adaptive_line,0.015081,1,379
half_speed_adaptive_line,0.015081,2,0
half_speed_adaptive_line,0.016086,-8,0
half_speed_adaptive_line,0.016086,-7,0
half_speed_adaptive_line,0.016086,-6,0
half_speed_adaptive_line,0.016086,-5,0
half_speed_adaptive_line,0.016086,-4,0
half_speed_adaptive_line,0.016086,-3,8
half_speed_adaptive_line,0.016086,-2,0
half_speed_adaptive_line,0.016086,-1,0
half_speed_adaptive_line,0.016086,0,20
half_speed_adaptive_line,0.016086,1,379
half_speed_adaptive_line,0.016086,2,0
half_speed_adaptive_line,0.017091,-8,0
half_speed_adaptive_line,0.017091,-7,0
half_speed_adaptive_line,0.017091,-6,0
half_speed_adaptive_line,0.017091,-5,0
half_speed_adaptive_line,0.017091,-4,0
half_speed_adaptive_line,0.017091,-3,8
half_speed_adaptive_line,0.017091,-2,0
half_speed_adaptive_line,0.017091,-1,0
half_speed_adaptive_line,0.017091,0,20
half_speed_adaptive_line,0.017091,1,379
half_speed_adaptive_line,0.017091,2,0
half_speed_adaptive_line,0.018097,-8,0
half_speed_adaptive_line,0.018097,-7,0
half_speed_adaptive_line,0.018097,-6,0
half_speed_adaptive_line,0.018097,-5,0
half_speed_adaptive_line,0.018097,-4,0
half_speed_adaptive_line,0.018097,-3,0
half_speed_adaptive_line,0.018097,-2,0
half_speed_adaptive_line,0.018097,-1,0
half_speed_adaptive_line,0.018097,0,20
half_speed_adaptive_line,0.018097,1,387
half_speed_adaptive_line,0.018097,2,0
half_speed_adaptive_line,0.019002,-8,0
half_speed_adaptive_line,0.019002,-7,0
half_speed_adaptive_line,0.019002,-6,0
half_speed_adaptive_line,0.019002,-5,0
half_speed_adaptive_line,0.019002,-4,0
half_speed_adaptive_line,0.019002,-3,8
half_speed_adaptive_line,0.019002,-2,0
half_speed_adaptive_line,0.019002,-1,0
half_speed_adaptive_line,0.019002,0,20
half_speed_adaptive_line,0.019002,1,379
half_speed_adaptive_line,0.019002,2,0
half_speed_adaptive_line,0.020007,-8,0
half_speed_adaptive_line,0.020007,-7,0
half_speed_adaptive_line,0.020007,-6,0
half_speed_adaptive_line,0.020007,-5,0
half_speed_adaptive_line,0.020007,-4,0
half_speed_adaptive_line,0.020007,-3,8
half_speed_adaptive_line,0.020007,-2,0
half_speed_adaptive_line,0.020007,-1,0
half_speed_adaptive_line,0.020007,0,20
half_speed_adaptive_line,0.020007,1,379
half_speed_adaptive_line,0.020007,2,0
half_speed_adaptive_line,0.021012,-8,0
half_speed_adaptive_line,0.021012,-7,0
half_speed_adaptive_line,0.021012,-6,0
half_speed_adaptive_line,0.021012,-5,0
half_speed_adaptive_line,0.021012,-4,0
half_speed_adaptive_line,0.021012,-3,8
half_speed_adaptive_line,0.021012,-2,0
half_speed_adaptive_line,0.021012,-1,0
half_speed_adaptive_line,0.021012,0,20
half_speed_adaptive_line,0.021012,1,379
half_speed_adaptive_line,0.021012,2,0
half_speed_adaptive_line,0.022018,-8,0
half_speed_adaptive_line,0.022018,-7,0
half_speed_adaptive_line,0.022018,-6,0
half_speed_adaptive_line,0.022018,-5,0
half_speed_adaptive_line,0.022018,-4,0
half_speed_adaptive_line,0.022018,-3,8
half_speed_adaptive_line,0.022018,-2,0
half_speed_adaptive_line,0.022018,-1,0
half_speed_adaptive_line,0.022018,0,20
half_speed_adaptive_line,0.022018,1,379
half_speed_adaptive_line,0.022018,2,0
half_speed_adaptive_line,0.023023,-8,0
half_speed_adaptive_line,0.023023,-7,0
half_speed_adaptive_line,0.023023,-6,0
half_speed_adaptive_line,0.023023,-5,0
half_speed_adaptive_line,0.023023,-4,0
half_speed_adaptive_line,0.023023,-3,8
half_speed_adaptive_line,0.023023,-2,0
half_speed_adaptive_line,0.023023,-1,0
half_speed_adaptive_line,0.023023,0,20
half_speed_adaptive_line,0.023023,1,379
half_speed_adaptive_line,0.023023,2,0
half_speed_adaptive_line,0.024028,-8,0
half_speed_adaptive_line,0.024028,-7,0
half_speed_adaptive_line,0.024028,-6,0
half_speed_adaptive_line,0.024028,-5,0
half_speed_adaptive_line,0.024028,-4,0
half_speed_adaptive_line,0.024028,-3,8
half_speed_adaptive_line,0.024028,-2,0
half_speed_adaptive_line,0.024028,-1,0
half_speed_adaptive_line,0.024028,0,20
half_speed_adaptive_line,0.024028,1,379
half_speed_adaptive_line,0.024028,2,0
half_speed_adaptive_line,0.025034,-8,0
half_speed_adaptive_line,0.025034,-7,0
half_speed_adaptive_line,0.025034,-6,0
half_speed_adaptive_line,0.025034,-5,0
half_speed_adaptive_line,0.025034,-4,0
half_speed_adaptive_line,0.025034,-3,8
half_speed_adaptive_line,0.025034,-2,0
half_speed_adaptive_line,0.025034,-1,0
half_speed_adaptive_line,0.025034,0,20
half_speed_adaptive_line,0.025034,1,379
half_speed_adaptive_line,0.025034,2,0
half_speed_adaptive_line,0.026039,-8,0
half_speed_adaptive_line,0.026039,-7,0
half_speed_adaptive_line,0.026039,-6,0
half_speed_adaptive_line,0.026039,-5,0
half_speed_adaptive_line,0.026039,-4,0
half_speed_adaptive_line,0.026039,-3,8
half_speed_adaptive_line,0.026039,-2,0
half_speed_adaptive_line,0.026039,-1,0
half_speed_adaptive_line,0.026039,0,16
half_speed_adaptive_line,0.026039,1,382
half_speed_adaptive_line,0.026039,2,1
half_speed_adaptive_line,0.027045,-8,0
half_speed_adaptive_line,0.027045,-7,0
half_speed_adaptive_line,0.027045,-6,0
half_speed_adaptive_line,0.027045,-5,0
half_speed_adaptive_line,0.027045,-4,0
half_speed_adaptive_line,0.027045,-3,8
half_speed_adaptive_line,0.027045,-2,0
half_speed_adaptive_line,0.027045,-1,0
half_speed_adaptive_line,0.027045,0,12
half_speed_adaptive_line,0.027045,1,387
half_speed_adaptive_line,0.027045,2,0
half_speed_adaptive_line,0.02805,-8,0
half_speed_adaptive_line,0.02805,-7,0
half_speed_adaptive_line,0.02805,-6,0
half_speed_adaptive_line,0.02805,-5,0
half_speed_adaptive_line,0.02805,-4,0
half_speed_adaptive_line,0.02805,-3,8
half_speed_adaptive_line,0.02805,-2,0
half_speed_adaptive_line,0.02805,-1,0
half_speed_adaptive_line,0.02805,0,12
half_speed_adaptive_line,0.02805,1,387
half_speed_adaptive_line,0.02805,2,0
half_speed_adaptive_line,0.029055,-8,0
half_speed_adaptive_line,0.029055,-7,0
half_speed_adaptive_line,0.029055,-6,0
half_speed_adaptive_line,0.029055,-5,0
half_speed_adaptive_line,0.029055,-4,0
half_speed_adaptive_line,0.029055,-3,8
half_speed_adaptive_line,0.029055,-2,0
half_speed_adaptive_line,0.029055,-1,0
half_speed_adaptive_line,0.029055,0,12
half_speed_adaptive_line,0.029055,1,387
half_speed_adaptive_line,0.029055,2,0
half_speed_adaptive_line,0.030061,-8,0
half_speed_adaptive_line,0.030061,-7,0
half_speed_adaptive_line,0.030061,-6,0
half_speed_adaptive_line,0.030061,-5,0
half_speed_adaptive_line,0.030061,-4,0
half_speed_adaptive_line,0.030061,-3,8
half_speed_adaptive_line,0.030061,-2,0
half_speed_adaptive_line,0.030061,-1,0
half_speed_adaptive_line,0.030061,0,12
half_speed_adaptive_line,0.030061,1,387
half_speed_adaptive_line,0.030061,2,0
half_speed_adaptive_line,0.031066,-8,0
half_speed_adaptive_line,0.031066,-7,0
half_speed_adaptive_line,0.031066,-6,0
half_speed_adaptive_line,0.031066,-5,0
half_speed_adaptive_line,0.031066,-4,0
half_speed_adaptive_line,0.031066,-3,8
half_speed_adaptive_line,0.031066,-2,0
half_speed_adaptive_line,0.031066,-1,0
half_speed_adaptive_line,0.031066,0,12
half_speed_adaptive_line,0.031066,1,386
half_speed_adaptive_line,0.031066,2,1
half_speed_adaptive_line,0.032071,-8,0
half_speed_adaptive_line,0.032071,-7,0
half_speed_adaptive_line,0.032071,-6,0
half_speed_adaptive_line,0.032071,-5,0
half_speed_adaptive_line,0.032071,-4,0
half_speed_adaptive_line,0.032071,-3,8
half_speed_adaptive_line,0.032071,-2,0
half_speed_adaptive_line,0.032071,-1,0
half_speed_adaptive_line,0.032071,0,12
half_speed_adaptive_line,0.032071,1,387
half_speed_adaptive_line,0.032071,2,0
half_speed_adaptive_line,0.033077,-8,0
half_speed_adaptive_line,0.033077,-7,0
half_speed_adaptive_line,0.033077,-6,0
half_speed_adaptive_line,0.033077,-5,0
half_speed_adaptive_line,0.033077,-4,0
half_speed_adaptive_line,0.033077,-3,0
half_speed_adaptive_line,0.033077,-2,0
half_speed_adaptive_line,0.033077,-1,0
half_speed_adaptive_line,0.033077,0,12
half_speed_adaptive_line,0.033077,1,395
half_speed_adaptive_line,0.033077,2,0
half_speed_adaptive_line,0.034082,-8,0
half_speed_adaptive_line,0.034082,-7,0
half_speed_adaptive_line,0.034082,-6,0
half_speed_adaptive_line,0.034082,-5,0
half_speed_adaptive_line,0.034082,-4,0
half_speed_adaptive_line,0.034082,-3,0
half_speed_adaptive_line,0.034082,-2,0
half_speed_adaptive_line,0.034082,-1,0
half_speed_adaptive_line,0.034082,0,12
half_speed_adaptive_line,0.034082,1,395
half_speed_adaptive_line,0.034082,2,0
half_speed_adaptive_line,0.035088,-8,0
half_speed_adaptive_line,0.035088,-7,0
half_speed_adaptive_line,0.035088,-6,0
half_speed_adaptive_line,0.035088,-5,0
half_speed_adaptive_line,0.035088,-4,0
half_speed_adaptive_line,0.035088,-3,0
half_speed_adaptive_line,0.035088,-2,0
half_speed_adaptive_line,0.035088,-1,0
half_speed_adaptive_line,0.035088,0,12
half_speed_adaptive_line,0.035088,1,395
half_speed_adaptive_line,0.035088,2,0
half_speed_adaptive_line,0.036093,-8,0
half_speed_adaptive_line,0.036093,-7,0
half_speed_adaptive_line,0.036093,-6,0
half_speed_adaptive_line,0.036093,-5,0
half_speed_adaptive_line,0.036093,-4,0
half_speed_adaptive_line,0.036093,-3,0
half_speed_adaptive_line,0.036093,-2,0
half_speed_adaptive_line,0.036093,-1,0
half_speed_adaptive_line,0.036093,0,12
half_speed_adaptive_line,0.036093,1,395
half_speed_adaptive_line,0.036093,2,0
quarter_speed_line,0.0,-8,0
quarter_speed_line,0.0,-7,0
quarter_speed_line,0.0,-6,0
quarter_speed_line,0.0,-5,0
quarter_speed_line,0.0,-4,0
quarter_speed_line,0.0,-3,0
quarter_speed_line,0.0,-2,0
quarter_speed_line,0.0,-1,0
quarter_speed_line,0.0,0,407
quarter_speed_line,0.0,1,0
quarter_speed_line,0.0,2,0
quarter_speed_line,0.002011,-8,0
quarter_speed_line,0.002011,-7,0
quarter_speed_line,0.002011,-6,0
quarter_speed_line,0.002011,-5,0
quarter_speed_line,0.002011,-4,0
quarter_speed_line,0.002011,-3,0
quarter_speed_line,0.002011,-2,0
quarter_speed_line,0.002011,-1,33
quarter_speed_line,0.002011,0,230
