code,excluded_particles,steps,runtime_seconds,nframes,final_time,final_velocity_max,final_velocity_mean,final_settlement_mean_z,final_PorePress_max,final_hydrostatic_max,final_Excess_max,final_Excess_mean,final_Excess_maxAbs,final_bottom_PorePress_mean,final_bottom_hydrostatic_mean,final_bottom_Excess_mean,final_top_Excess_maxAbs,final_bottom_grad_proxy,max_velocity_over_time,peak_Excess_maxAbs,max_PorePressRate_over_time,max_DivVelContribution_over_time,max_HydraulicContribution_over_time,max_PorePressureAccelDiff_over_time,cpu_sw3h_final_Excess_max,cpu_sw3h_final_Excess_mean,cpu_sw3h_final_bottom_Excess_mean,cpu_sw3h_final_PorePress_max,cpu_sw3h_final_velocity_max,cpu_sw3h_runtime_seconds,gpu_minus_cpu_final_Excess_max,gpu_minus_cpu_final_Excess_mean,gpu_minus_cpu_final_bottom_Excess_mean,gpu_minus_cpu_final_PorePress_max,gpu_speedup_vs_cpu_sw3h
0,0,3775438,10946.522461,37,3.6,0.000210566981992,0.00013990293715,-0.0024743741055,10922.6176489,9762.26414956,1160.52066395,725.98881015,1160.52066395,10873.7023337,9713.3488362,1160.35308156,9.82957288898e-07,0.00019041835003,0.0024606853,15595.7667394,122942980,0.0071903644,0.184404665221,9.9242611,1159.515686228,725.4279396764802,1159.354937623,10921.61146663,0.00021003156192665346,68552.65625,1.004977722,0.56087047352,0.998143937,1.00618227,6.26250542072
