frame,time,n,zmin,zmax,velocity_max,velocity_mean,settlement_mean_z,PorePress_min,PorePress_max,PorePress_mean,hydrostatic_min,hydrostatic_max,hydrostatic_mean,Excess_min,Excess_max,Excess_mean,Excess_maxAbs,bottom_PorePress_mean,bottom_hydrostatic_mean,bottom_Excess_mean,bottom_Excess_maxAbs,top_Excess_maxAbs,bottom_grad_proxy,PorePressRate_maxAbs,DivVelContribution_maxAbs,HydraulicContribution_maxAbs,PorePressureAccelDiff_maxAbs,has_PorePress,has_ExcessPorePress,has_PorePressureAccelDiff
10,1,1000,0.0049193306,0.99296689,0.0014006716,0.000904734613722,-0.0014193757597,68.994960081,17274.1844936,9704.34273674,68.9948091,9761.74136681,4918.92407592,-6.54900028962e-06,7513.33709237,4785.41845015,7513.33709237,17225.2719101,9712.82878613,7512.44270811,7512.44270814,6.54900028962e-06,0.000847083349981,72262648,0.0023069263,0.108391031023,5.9062948,True,True,True
11,1.1,1000,0.0049156141,0.99283242,0.00129687700002,0.000838443060926,-0.0015061478937,70.314180796,16759.687964,9368.64935965,70.3139598,9761.77782568,4919.77531055,-6.0647986686e-06,6998.70810613,4448.87384279,6998.70810613,16710.7799664,9712.86982872,6997.90972203,6997.90972206,6.0647986686e-06,0.000855201250488,66687328,0.0021530732,0.100025333697,5.4872832,True,True,True
12,1.2,1000,0.0049119261,0.99270725,0.00120776470001,0.000781703081302,-0.0015871502673,71.5418612356,16257.5596502,9050.61943183,71.5418775,9761.81400496,4920.56994384,-5.64799233871e-06,6496.6295228,4130.0492827,6496.6295228,16208.6559115,9712.91026926,6495.7452255,6495.74522553,5.64799233871e-06,0.00786913044976,66628764,0.0020736919,0.0999355197686,5.0136571,True,True,True
13,1.3,1000,0.0049084956,0.99259096,0.00111502550005,0.000718008037673,-0.0016622325017,72.6824008804,15784.2803691,8757.65258382,72.6826824,9761.84765816,4921.30650056,-5.21354536431e-06,6023.15921115,3836.34587113,6023.15921115,15735.380678,9712.94797174,6022.43229151,6022.43229155,5.21354536431e-06,0.00962388464995,57951748,0.0017974466,0.086924727053,4.7364335,True,True,True
14,1.4,1000,0.0049055652,0.99248338,0.00103901440005,0.000673523848994,-0.0017317954962,73.7382668078,15380.6962659,8489.36423023,73.7380422,9761.87640539,4921.98891353,-4.85890977586e-06,5619.50693977,3567.37510759,5619.50693977,15331.8001364,9712.98027583,5618.81944429,5618.81944431,4.85890977586e-06,0.00571640394901,53445280,0.0017925405,0.0801627596769,4.397521,True,True,True
15,1.5,1000,0.0049025388,0.99238306,0.000968413430389,0.000628369169062,-0.0017968915944,74.7222239612,14978.8683147,8235.89137384,74.7221814,9761.90609437,4922.62750626,-4.52822303032e-06,5217.60380069,3313.26365735,5217.60380069,14929.9755198,9713.01329786,5216.9618054,5216.96180542,4.52822303032e-06,0.00415759325006,49528928,0.0017381498,0.0742870470071,4.0825396,True,True,True
16,1.6,1000,0.0048995642,0.9922896,0.00089412055018,0.000574710561278,-0.001857418851,75.6387858859,14582.3484519,7999.46355417,75.639024,9761.9352752,4923.22127864,-4.18127233104e-06,4820.94723664,3076.24206963,4820.94723664,14533.4588099,9713.04563387,4820.41276029,4820.41276031,4.18127233104e-06,0.00373731854961,46515356,0.0014014711,0.0697669599001,3.8011332,True,True,True
17,1.7,1000,0.0048973849,0.99220341,0.00083257165001,0.000539763653243,-0.0019130707983,76.4845100578,14274.342923,7789.27466687,76.4845479,9761.95665413,4923.76722425,-3.89396777223e-06,4512.90974466,2865.50722061,4512.90974466,14225.4570504,9713.07078441,4512.38585057,4512.3858506,3.89396777223e-06,0.00816371825022,42914024,0.0013978434,0.0643662047003,3.5307918,True,True,True
18,1.8,1000,0.0048951218,0.99212301,0.000776477620001,0.000505906565482,-0.0019653593147,77.2734485324,13972.3525387,7590.05562095,77.2732719,9761.97885514,4924.28017459,-3.6316423575e-06,4210.86017061,2665.77522988,4210.86017061,13923.4702988,9713.09662022,4210.37326377,4210.37326378,3.6316423575e-06,0.00210587640049,39791464,0.0013774327,0.0596803028838,3.2800255,True,True,True
19,1.9,1000,0.0048928545,0.99204803,0.000723562440605,0.000471958760395,-0.0020142549011,78.0087277045,13670.0753006,7401.53595114,78.0088257,9762.00109735,4924.7598403,-3.38314673343e-06,3908.55746487,2476.77591094,3908.55746487,13621.1965228,9713.12232213,3908.0737846,3908.07378462,3.38314673343e-06,0.000841401051275,37549832,0.0013448044,0.0563206988461,3.046623,True,True,True
20,2,1000,0.0048908391,0.99197841,0.000671895280088,0.000434815878513,-0.0020594836642,78.6915530728,13369.3949834,7224.10368741,78.6917979,9762.02086843,4925.20353446,-3.14180449834e-06,3607.83351129,2298.8999516,3607.83351129,13320.5191464,9713.14503232,3607.37369781,3607.37369782,3.14180449834e-06,0.00272140949937,34478092,0.001251757,0.0517121481325,2.83683400001,True,True,True
21,2.1,1000,0.004888929,0.99191362,0.000627337143033,0.000406617227084,-0.0021013581329,79.327669692,13122.6910681,7067.12193731,79.3273878,9762.03960651,4925.614323,-2.9339409906e-06,3361.08366509,2141.50739603,3361.08366509,13073.8178701,9713.16641307,3360.65104156,3360.65104159,2.9339409906e-06,0.00355056275021,32032738,0.0010494648,0.0480431599093,2.6403072,True,True,True
22,2.2,1000,0.0048869844,0.99185318,0.000581151630537,0.000379616971167,-0.0021406784421,79.9202406578,12921.7387864,6926.52580718,79.9203042,9762.05868304,4926.00005523,-2.71773258476e-06,3160.05626827,2000.52554318,3160.05626827,12872.8672955,9713.18719222,3159.67968741,3159.67968742,2.71773258476e-06,0.00236282424976,30271074,0.0009822154,0.0454030178002,2.45583990003,True,True,True
23,2.3,1000,0.0048852335,0.99179715,0.000541054640221,0.000355995548536,-0.0021774462777,80.470226542,12720.2017132,6790.56656195,80.4699585,9762.07585936,4926.3607477,-2.52972172632e-06,2958.4745091,1864.20560801,2958.4745091,12671.3319464,9713.20609737,2958.12543394,2958.12543395,2.52972172632e-06,0.00190530945065,27815814,0.00097794051,0.0417188876137,2.28553840004,True,True,True
24,2.4,1000,0.0048835492,0.99174494,0.000503769490057,0.000333078383265,-0.0022118973608,80.9823729076,12518.6223156,6660.56532148,80.9821386,9762.09238235,4926.69871282,-2.35616685984e-06,2756.86629466,1733.86639221,2756.86629466,12469.7544467,9713.22451716,2756.5295138,2756.52951381,2.35616685984e-06,0.00119156439951,25725704,0.00096351578,0.0385830307971,2.1201425001,True,True,True
25,2.5,1000,0.0048819003,0.99169624,0.000470642350011,0.000310414315821,-0.0022440721102,81.4599055786,12316.704464,6537.66042661,81.4598856,9762.10855806,4927.01434712,-2.20122848305e-06,2554.93733242,1610.64587684,2554.93733242,12267.8385568,9713.24265556,2554.59548603,2554.59548604,2.20122848305e-06,0.00193214499996,24334374,0.00094056025,0.0364970138767,1.97389030006,True,True,True
26,2.6,1000,0.0048802877,0.9916507,0.000441015161672,0.000287744033915,-0.0022739808267,81.906644256,12115.2059587,6421.38322174,81.906633,9762.12437766,4927.30775163,-2.06040849093e-06,2353.41626816,1494.07525607,2353.41626816,12066.3421462,9713.26056788,2353.08116311,2353.08116312,2.06040849093e-06,0.000382981299936,22441796,0.00091150921,0.0336575109674,1.8439289,True,True,True
27,2.7,1000,0.004878724,0.99160814,0.000411170634313,0.000263257600925,-0.0023015869248,82.3243033261,11914.7032844,6310.76767603,82.3241466,9762.13971756,4927.57856745,-1.92070373828e-06,2152.8895926,1383.18889862,2152.8895926,11865.8415421,9713.27797627,2152.56315096,2152.56315097,1.92070373828e-06,0.00381477060046,20867918,0.00079345924,0.0312954684251,1.7190933,True,True,True
28,2.8,1000,0.0048777801,0.99156922,0.000372887313119,0.000231972373539,-0.002326058734,82.7061353568,11747.5215748,6213.70595144,82.7059518,9762.14897722,4927.8186359,-1.74167166733e-06,1985.58462921,1285.88710328,1985.58462921,11698.6613436,9713.28874922,1985.37217878,1985.37217881,1.74167166733e-06,0.00557224710019,19788430,0.0006061531,0.0296777741264,1.605336,True,True,True
29,2.9,1000,0.0048764055,0.99153322,0.000348562503443,0.00022017553213,-0.0023486698106,83.0592202952,11639.2056325,6135.79777545,83.0591118,9762.16246205,4928.04045056,-1.62743512533e-06,1877.2647051,1207.75711793,1877.2647051,11590.3397275,9713.29656121,1877.0427517,1877.04275175,1.62743512533e-06,0.00317785555012,18232116,0.00059917395,0.0273429355984,1.4982957,True,True,True
30,3,1000,0.00487454,0.9914996,0.000325261150027,0.000208299240931,-0.0023700732077,83.3888869224,11534.2628868,6061.11547151,83.388924,9762.1807626,4928.25041788,-1.51818133531e-06,1772.29597064,1132.86484253,1772.29597064,11485.3863625,9713.30424102,1772.08170569,1772.08170576,1.51818133531e-06,0.00465058904979,16919342,0.00060760148,0.0253740213435,1.3940575,True,True,True
31,3.1,1000,0.0048727319,0.99146825,0.00030346142,0.000196795311916,-0.0023903161147,83.6965406481,11431.2070575,5988.91034006,83.6964675,9762.19850006,4928.4490008,-1.41823741728e-06,1669.19936205,1060.46112781,1669.19936205,11382.3203658,9713.3118114,1669.00813798,1669.00813803,1.41823741728e-06,0.00480227065009,16154553,0.00059909659,0.0242274026157,1.2922934,True,True,True
32,3.2,1000,0.0048710508,0.99143898,0.000282769879005,0.000185231290677,-0.0024094071078,83.9836353894,11328.7700981,5918.76546623,83.9836062,9762.21499165,4928.63628344,-1.32107513196e-06,1566.72974838,990.128970967,1566.72974838,11279.8744482,9713.31934553,1566.55468746,1566.5546875,1.32107513196e-06,0.00142468224976,14705236,0.00059892196,0.022054148999,1.2084436,True,True,True
33,3.3,1000,0.0048695826,0.99141175,0.000263077671205,0.000173680059481,-0.0024273492576,84.2508480225,11227.1615634,5850.39277871,84.2507325,9762.22939469,4928.81229593,-1.22817573356e-06,1465.10321674,921.580265434,1465.10321674,11178.2589424,9713.32677945,1464.9317491,1464.93174913,1.22817573356e-06,0.000907835100406,13595322,0.00059876521,0.0203871321906,1.1200532,True,True,True
34,3.4,1000,0.0048682783,0.99138641,0.000244857485828,0.000162452205984,-0.0024441552289,84.4994188075,11125.5327574,5783.73676123,84.4993179,9762.24218988,4928.97716251,-1.14294159914e-06,1363.4577907,854.759388594,1363.4577907,11076.6247229,9713.33416064,1363.29014753,1363.29014757,1.14294159914e-06,0.00137997439992,12923877,0.00059714442,0.0193813721142,1.03374530001,True,True,True
35,3.5,1000,0.0048671905,0.99136287,0.000227259440265,0.000151076800306,-0.0024598263816,84.7304368916,11023.8128507,5718.77520303,84.7302453,9762.2528612,4929.13089652,-1.0609519876e-06,1261.72615367,789.644089174,1261.72615367,10974.9014815,9713.34149592,1261.55957028,1261.5595703,1.0609519876e-06,0.000207383049883,11733731,0.00058932148,0.0175989136483,0.96225488,True,True,True
36,3.6,1000,0.0048660398,0.99134099,0.000210566981992,0.00013990293715,-0.0024743741055,84.9446700167,10922.6176489,5655.26262834,84.9448881,9762.26414956,4929.27360969,-9.82957288898e-07,1160.52066395,725.98881015,1160.52066395,10873.7023337,9713.3488362,1160.35308156,1160.35308159,9.82957288898e-07,0.00019041835003,10757908,0.00058298418,0.0161326184771,0.886126220005,True,True,True
