case,case_name,code,excluded,dtmin_adjustments,fixed_count,moving_count,fluid_count,true_reaction_available,reaction_type,final_total_count,final_specimen_count,final_top_platen_count,final_bottom_platen_count,final_measurement_core_small_count,final_platen_contamination_core_small,final_top_platen_displacement,final_top_platen_vz_mean,final_bottom_platen_displacement,final_bottom_platen_vmag_max,final_specimen_axial_strain_proxy,final_specimen_radial_strain_proxy,final_velocity_max,final_specimen_velocity_max,final_porepress_mean,final_porepress_std,final_porepressrate_maxabs,final_divvel_maxabs,final_kplastic_max,final_kplastic_mean,final_kplastic_nonzero_count,final_true_reaction_available,final_reaction_type,final_sigma_xx_mean,final_sigma_yy_mean,final_sigma_zz_mean,final_sigma_a_proxy,final_reaction_force_proxy,final_p_eff_proxy,final_q_proxy,final_mode,final_top_mkbound,final_bottom_mkbound,final_top_count,final_bottom_count,final_top_pairs,final_bottom_pairs,final_top_force_x,final_top_force_y,final_top_force_z,final_bottom_force_x,final_bottom_force_y,final_bottom_force_z,final_top_axial_stress,final_bottom_axial_stress,final_force_balance_error
elastic,CaseT5b_Elastic_ReactionRefinement,0,0,0,74,74,407,1,pairwise_fluid_bound_accumulator,555,407,74,74,15,0,-3.0000000000016125e-05,-0.003391786700000004,0.0,0.0,-0.00020927541300008734,6.49338346775044e-05,0.005534289930643178,0.005534289930643178,45374.10480389952,16040.653185079615,20437690.0,0.030697737,0.0,0.0,0,1,pairwise_fluid_bound_accumulator,-34.838258838034406,-34.83825910606882,-367.30763083538096,367.30763083538096,1.038537859175914,145.66138292649472,332.46937186332934,0,1,2,74,74,2569,2569,-1.82034e-10,6.15742e-10,1.04649,7.56035e-10,-2.13947e-09,-0.867504,370.121,306.817,0.093516
dp_high_strength,CaseT5b_DPHighStrength_ReactionRefinement,0,0,0,74,74,407,1,pairwise_fluid_bound_accumulator,555,407,74,74,15,0,-3.0000000000016125e-05,-0.003391786700000004,0.0,0.0,-0.00020927541300008734,6.49338346775044e-05,0.005534289930643178,0.005534289930643178,45374.10480389952,16040.653185079615,20437690.0,0.030697737,0.0,0.0,0,1,pairwise_fluid_bound_accumulator,-34.838258838034406,-34.83825910606882,-367.30763083538096,367.30763083538096,1.038537859175914,145.66138292649472,332.46937186332934,0,1,2,74,74,2569,2569,-1.82034e-10,6.15742e-10,1.04649,7.56035e-10,-2.13947e-09,-0.867504,370.121,306.817,0.093516
dp_mild_yield,CaseT5b_DPMildYield_ReactionRefinement,0,0,0,74,74,407,1,pairwise_fluid_bound_accumulator,555,407,74,74,15,0,-3.0000000000016125e-05,-0.003395272400000004,0.0,0.0,-0.00016290701300006316,8.706452700920614e-05,0.004428571600000001,0.004428571600000001,14891.880894968745,22216.59860423197,10253961.0,0.01549706,0.00043803279,9.054522312063885e-05,341,1,pairwise_fluid_bound_accumulator,-44.32457241375923,-44.324572741547875,-171.08809203931207,171.08809203931207,0.4837401837606574,86.57907906487306,126.76351946165852,0,1,2,74,74,2569,2569,6.84205e-10,-2.19092e-09,0.55936,1.72616e-09,-4.47244e-10,-0.426189,197.833,150.733,0.135124
