line,time,Tv,z,z_norm,quantity,value
gpu_mode0_xi005_approx,0.1,0.027441722676,0.66347488491,0.665126146408,PorePress,10270.2635659
gpu_mode0_xi005_approx,0.1,0.027441722676,0.673442696383,0.675194642844,PorePress,9968.28349945
gpu_mode0_xi005_approx,0.1,0.027441722676,0.683410507855,0.68526313928,PorePress,9665.6124031
gpu_mode0_xi005_approx,0.1,0.027441722676,0.693378319328,0.695331635715,PorePress,9362.25027685
gpu_mode0_xi005_approx,0.1,0.027441722676,0.7033461308,0.705400132151,PorePress,9058.88815061
gpu_mode0_xi005_approx,0.1,0.027441722676,0.713313942273,0.715468628587,PorePress,8754.83499446
gpu_mode0_xi005_approx,0.1,0.027441722676,0.723281753745,0.725537125023,PorePress,8450.78183832
gpu_mode0_xi005_approx,0.1,0.027441722676,0.733249565217,0.735605621458,PorePress,8146.72868217
gpu_mode0_xi005_approx,0.1,0.027441722676,0.74321737669,0.745674117894,PorePress,7841.98449612
gpu_mode0_xi005_approx,0.1,0.027441722676,0.753185188162,0.75574261433,PorePress,7536.54928018
gpu_mode0_xi005_approx,0.1,0.027441722676,0.763152999635,0.765811110766,PorePress,7231.80509413
gpu_mode0_xi005_approx,0.1,0.027441722676,0.77313419072,0.775893121962,PorePress,6925.67884828
gpu_mode0_xi005_approx,0.1,0.027441722676,0.783102002192,0.785961618398,PorePress,6620.24363234
gpu_mode0_xi005_approx,0.1,0.027441722676,0.793069813665,0.796030114833,PorePress,6314.11738649
gpu_mode0_xi005_approx,0.1,0.027441722676,0.803037625137,0.806098611269,PorePress,6007.99114064
gpu_mode0_xi005_approx,0.1,0.027441722676,0.813005436609,0.816167107705,PorePress,5701.17386489
gpu_mode0_xi005_approx,0.1,0.027441722676,0.822973248082,0.826235604141,PorePress,5394.35658915
gpu_mode0_xi005_approx,0.1,0.027441722676,0.832941059554,0.836304100576,PorePress,5087.5393134
gpu_mode0_xi005_approx,0.1,0.027441722676,0.842908871027,0.846372597012,PorePress,4780.03100775
gpu_mode0_xi005_approx,0.1,0.027441722676,0.852876682499,0.856441093448,PorePress,4472.5227021
gpu_mode0_xi005_approx,0.1,0.027441722676,0.862844493972,0.866509589884,PorePress,4165.01439646
gpu_mode0_xi005_approx,0.1,0.027441722676,0.872812305444,0.876578086319,PorePress,3857.50609081
