code,excluded_particles,steps,runtime_seconds,nframes,final_time,final_velocity_max,final_velocity_mean,final_settlement_mean_z,final_PorePress_max,final_PorePress_mean,final_hydrostatic_max,final_hydrostatic_mean,final_Excess_max,final_Excess_mean,final_Excess_maxAbs,final_bottom_PorePress_mean,final_bottom_hydrostatic_mean,final_bottom_Excess_mean,final_top_Excess_maxAbs,final_bottom_grad_proxy,max_velocity_over_time,peak_Excess_maxAbs,final_to_peak_Excess_maxAbs_ratio,max_PorePressRate_over_time,max_DivVelContribution_over_time,max_HydraulicContribution_over_time,max_PorePressureAccelDiff_over_time,gpu_xi010_final_Excess_max,b5_minus_gpu_xi010_final_Excess_max,gpu_xi010_final_Excess_mean,b5_minus_gpu_xi010_final_Excess_mean,gpu_xi010_final_bottom_Excess_mean,b5_minus_gpu_xi010_final_bottom_Excess_mean,gpu_xi010_final_PorePress_max,b5_minus_gpu_xi010_final_PorePress_max,gpu_xi010_final_velocity_max,b5_minus_gpu_xi010_final_velocity_max,gpu_xi010_runtime_seconds,b5_minus_gpu_xi010_runtime_seconds,gpu_mode0_xi005_final_Excess_max,b5_minus_gpu_mode0_xi005_final_Excess_max,gpu_mode0_xi005_final_Excess_mean,b5_minus_gpu_mode0_xi005_final_Excess_mean,gpu_mode0_xi005_final_bottom_Excess_mean,b5_minus_gpu_mode0_xi005_final_bottom_Excess_mean,gpu_mode0_xi005_final_PorePress_max,b5_minus_gpu_mode0_xi005_final_PorePress_max,gpu_mode0_xi005_final_velocity_max,b5_minus_gpu_mode0_xi005_final_velocity_max,gpu_mode0_xi005_runtime_seconds,b5_minus_gpu_mode0_xi005_runtime_seconds,cpu_sw3h_final_Excess_max,b5_minus_cpu_sw3h_final_Excess_max,cpu_sw3h_final_Excess_mean,b5_minus_cpu_sw3h_final_Excess_mean,cpu_sw3h_final_bottom_Excess_mean,b5_minus_cpu_sw3h_final_bottom_Excess_mean,cpu_sw3h_final_PorePress_max,b5_minus_cpu_sw3h_final_PorePress_max,cpu_sw3h_final_velocity_max,b5_minus_cpu_sw3h_final_velocity_max,cpu_sw3h_runtime_seconds,b5_minus_cpu_sw3h_runtime_seconds,b5_speedup_vs_cpu_sw3h
0,0,3775438,9668.142578,37,3.6,0.000202720940879,0.000134317869095,-0.0024849361706,10872.3751053,5624.78011337,9762.28289255,4929.37722355,1110.26208934,695.402687413,1110.26208934,10823.4484089,9713.35619669,1110.09179684,9.47105348814e-07,0.00301511124985,0.0025156031,15892.9278918,0.0698588766588,125154850,0.0072591822,0.187725161602,10.139442,1160.52066395,-50.25857461,725.98881015,-30.586122737,1160.35308156,-50.26128472,10922.6176489,-50.2425436,0.000210566981992,-7.846041113e-06,10946.522461,-1278.379883,1110.17467741,0.0874119300001,695.385198101,0.017489312,1110.00075951,0.0910373299998,10872.2677798,0.107325499999,0.000202659080743,6.1860136e-08,12888.194336,-3220.051758,1159.515686228,-49.253596888,725.4279396764802,-30.0252522635,1159.354937623,-49.263140783,10921.61146663,-49.23636133,0.00021003156192665346,-7.31062104765e-06,68552.65625,-58884.513672,7.09057150295
