frame,count,p_eff_mean,q_mean,porepress_mean,excess_mean,z_min,z_max,axial_strain_proxy,velocity_max,velocity_mean
0000,1040,0.0,0.0,4716.346355584931,0.0,-0.035,0.995,0.0,0.0,0.0
0001,1040,0.009050601292921923,0.008356981223535604,4719.956960124589,3.610598818674367,-0.035,0.995,0.0,1.8639646000000016e-05,2.3751889853840946e-06
