case,part,time,region,total,status_elastic_count,status_converged_count,status_tension_count,status_line_search_count,status_failure_count,status_counts
slower_half_velocity,35,0.035088,interior,83,8,75,0,0,0,0:8|1:75
slower_half_velocity,35,0.035088,lateral_boundary,176,0,176,0,0,0,1:176
slower_half_velocity,35,0.035088,top_cap_zone,18,0,18,0,0,0,1:18
slower_half_velocity,36,0.036093,bottom_cap_zone,18,0,18,0,0,0,1:18
slower_half_velocity,36,0.036093,edge,112,0,112,0,0,0,1:112
slower_half_velocity,36,0.036093,interior,83,8,75,0,0,0,0:8|1:75
slower_half_velocity,36,0.036093,lateral_boundary,176,0,176,0,0,0,1:176
slower_half_velocity,36,0.036093,top_cap_zone,18,0,18,0,0,0,1:18
early_stop,0,0.0,bottom_cap_zone,18,18,0,0,0,0,0:18
early_stop,0,0.0,edge,112,112,0,0,0,0,0:112
early_stop,0,0.0,interior,63,63,0,0,0,0,0:63
early_stop,0,0.0,lateral_boundary,196,196,0,0,0,0,0:196
early_stop,0,0.0,top_cap_zone,18,18,0,0,0,0,0:18
early_stop,1,0.000503,bottom_cap_zone,18,18,0,0,0,0,0:18
early_stop,1,0.000503,edge,112,112,0,0,0,0,0:112
early_stop,1,0.000503,interior,63,63,0,0,0,0,0:63
early_stop,1,0.000503,lateral_boundary,196,196,0,0,0,0,0:196
early_stop,1,0.000503,top_cap_zone,18,18,0,0,0,0,0:18
early_stop,2,0.001005,bottom_cap_zone,18,10,0,8,0,8,-1:8|0:10
early_stop,2,0.001005,edge,112,8,72,28,4,32,-3:4|-1:28|0:8|1:72
early_stop,2,0.001005,interior,63,7,24,32,0,32,-1:32|0:7|1:24
early_stop,2,0.001005,lateral_boundary,196,136,36,24,0,24,-1:24|0:136|1:36
early_stop,2,0.001005,top_cap_zone,18,0,18,0,0,0,1:18
early_stop,3,0.001508,bottom_cap_zone,18,0,0,18,0,18,-1:18
early_stop,3,0.001508,edge,112,0,56,56,0,56,-1:56|1:56
early_stop,3,0.001508,interior,63,0,28,35,0,35,-1:35|1:28
early_stop,3,0.001508,lateral_boundary,196,120,28,48,0,48,-1:48|0:120|1:28
early_stop,3,0.001508,top_cap_zone,18,0,18,0,0,0,1:18
early_stop,4,0.002011,bottom_cap_zone,18,0,0,18,0,18,-1:18
early_stop,4,0.002011,edge,112,0,56,56,0,56,-1:56|1:56
early_stop,4,0.002011,interior,63,32,27,4,0,4,-1:4|0:32|1:27
early_stop,4,0.002011,lateral_boundary,196,144,40,8,4,12,-3:4|-1:8|0:144|1:40
early_stop,4,0.002011,top_cap_zone,18,0,18,0,0,0,1:18
early_stop,5,0.002513,bottom_cap_zone,18,9,9,0,0,0,0:9|1:9
early_stop,5,0.002513,edge,112,12,60,40,0,40,-1:40|0:12|1:60
early_stop,5,0.002513,interior,63,36,27,0,0,0,0:36|1:27
early_stop,5,0.002513,lateral_boundary,196,128,68,0,0,0,0:128|1:68
early_stop,5,0.002513,top_cap_zone,18,0,18,0,0,0,1:18
early_stop,6,0.003016,bottom_cap_zone,18,18,0,0,0,0,0:18
early_stop,6,0.003016,edge,112,56,56,0,0,0,0:56|1:56
early_stop,6,0.003016,interior,63,36,23,0,4,4,-3:4|0:36|1:23
early_stop,6,0.003016,lateral_boundary,196,120,76,0,0,0,0:120|1:76
early_stop,6,0.003016,top_cap_zone,18,0,18,0,0,0,1:18
early_stop,7,0.003519,bottom_cap_zone,18,18,0,0,0,0,0:18
early_stop,7,0.003519,edge,112,56,56,0,0,0,0:56|1:56
early_stop,7,0.003519,interior,63,36,27,0,0,0,0:36|1:27
early_stop,7,0.003519,lateral_boundary,196,100,96,0,0,0,0:100|1:96
early_stop,7,0.003519,top_cap_zone,18,0,14,0,4,4,-3:4|1:14
early_stop,8,0.004021,bottom_cap_zone,18,0,18,0,0,0,1:18
early_stop,8,0.004021,edge,112,32,80,0,0,0,0:32|1:80
early_stop,8,0.004021,interior,63,28,35,0,0,0,0:28|1:35
early_stop,8,0.004021,lateral_boundary,196,80,116,0,0,0,0:80|1:116
early_stop,8,0.004021,top_cap_zone,18,0,17,0,1,1,-3:1|1:17
early_stop,9,0.004524,bottom_cap_zone,18,0,18,0,0,0,1:18
early_stop,9,0.004524,edge,112,0,112,0,0,0,1:112
early_stop,9,0.004524,interior,63,3,60,0,0,0,0:3|1:60
early_stop,9,0.004524,lateral_boundary,196,56,140,0,0,0,0:56|1:140
early_stop,9,0.004524,top_cap_zone,18,0,18,0,0,0,1:18
early_stop,10,0.005027,bottom_cap_zone,18,0,18,0,0,0,1:18
early_stop,10,0.005027,edge,112,0,112,0,0,0,1:112
early_stop,10,0.005027,interior,63,2,61,0,0,0,0:2|1:61
early_stop,10,0.005027,lateral_boundary,196,16,180,0,0,0,0:16|1:180
early_stop,10,0.005027,top_cap_zone,18,0,18,0,0,0,1:18
early_stop,11,0.005529,bottom_cap_zone,18,0,18,0,0,0,1:18
early_stop,11,0.005529,edge,112,0,112,0,0,0,1:112
early_stop,11,0.005529,interior,63,1,62,0,0,0,0:1|1:62
early_stop,11,0.005529,lateral_boundary,196,0,196,0,0,0,1:196
early_stop,11,0.005529,top_cap_zone,18,0,18,0,0,0,1:18
early_stop,12,0.006032,bottom_cap_zone,18,0,18,0,0,0,1:18
early_stop,12,0.006032,edge,112,0,112,0,0,0,1:112
early_stop,12,0.006032,interior,63,0,63,0,0,0,1:63
early_stop,12,0.006032,lateral_boundary,196,0,196,0,0,0,1:196
early_stop,12,0.006032,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,0,0.0,bottom_cap_zone,18,18,0,0,0,0,0:18
tight_return,0,0.0,edge,112,112,0,0,0,0,0:112
tight_return,0,0.0,interior,63,63,0,0,0,0,0:63
tight_return,0,0.0,lateral_boundary,196,196,0,0,0,0,0:196
tight_return,0,0.0,top_cap_zone,18,18,0,0,0,0,0:18
tight_return,1,0.000503,bottom_cap_zone,18,18,0,0,0,0,0:18
tight_return,1,0.000503,edge,112,112,0,0,0,0,0:112
tight_return,1,0.000503,interior,63,63,0,0,0,0,0:63
tight_return,1,0.000503,lateral_boundary,196,196,0,0,0,0,0:196
tight_return,1,0.000503,top_cap_zone,18,18,0,0,0,0,0:18
tight_return,2,0.001005,bottom_cap_zone,18,10,0,8,0,8,-1:8|0:10
tight_return,2,0.001005,edge,112,8,72,28,4,32,-3:4|-1:28|0:8|1:72
tight_return,2,0.001005,interior,63,7,24,32,0,32,-1:32|0:7|1:24
tight_return,2,0.001005,lateral_boundary,196,136,36,24,0,24,-1:24|0:136|1:36
tight_return,2,0.001005,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,3,0.001508,bottom_cap_zone,18,0,0,18,0,18,-1:18
tight_return,3,0.001508,edge,112,0,56,56,0,56,-1:56|1:56
tight_return,3,0.001508,interior,63,0,28,35,0,35,-1:35|1:28
tight_return,3,0.001508,lateral_boundary,196,120,28,48,0,48,-1:48|0:120|1:28
tight_return,3,0.001508,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,4,0.002011,bottom_cap_zone,18,0,0,18,0,18,-1:18
tight_return,4,0.002011,edge,112,0,56,56,0,56,-1:56|1:56
tight_return,4,0.002011,interior,63,32,27,4,0,4,-1:4|0:32|1:27
tight_return,4,0.002011,lateral_boundary,196,144,40,8,4,12,-3:4|-1:8|0:144|1:40
tight_return,4,0.002011,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,5,0.002513,bottom_cap_zone,18,9,9,0,0,0,0:9|1:9
tight_return,5,0.002513,edge,112,12,60,40,0,40,-1:40|0:12|1:60
tight_return,5,0.002513,interior,63,36,27,0,0,0,0:36|1:27
tight_return,5,0.002513,lateral_boundary,196,128,68,0,0,0,0:128|1:68
tight_return,5,0.002513,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,6,0.003016,bottom_cap_zone,18,18,0,0,0,0,0:18
tight_return,6,0.003016,edge,112,56,56,0,0,0,0:56|1:56
tight_return,6,0.003016,interior,63,36,23,0,4,4,-3:4|0:36|1:23
tight_return,6,0.003016,lateral_boundary,196,120,76,0,0,0,0:120|1:76
tight_return,6,0.003016,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,7,0.003519,bottom_cap_zone,18,18,0,0,0,0,0:18
tight_return,7,0.003519,edge,112,56,56,0,0,0,0:56|1:56
tight_return,7,0.003519,interior,63,36,27,0,0,0,0:36|1:27
tight_return,7,0.003519,lateral_boundary,196,100,96,0,0,0,0:100|1:96
tight_return,7,0.003519,top_cap_zone,18,0,14,0,4,4,-3:4|1:14
tight_return,8,0.004021,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,8,0.004021,edge,112,32,80,0,0,0,0:32|1:80
tight_return,8,0.004021,interior,63,28,35,0,0,0,0:28|1:35
tight_return,8,0.004021,lateral_boundary,196,80,116,0,0,0,0:80|1:116
tight_return,8,0.004021,top_cap_zone,18,0,17,0,1,1,-3:1|1:17
tight_return,9,0.004524,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,9,0.004524,edge,112,0,112,0,0,0,1:112
tight_return,9,0.004524,interior,63,3,60,0,0,0,0:3|1:60
tight_return,9,0.004524,lateral_boundary,196,56,140,0,0,0,0:56|1:140
tight_return,9,0.004524,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,10,0.005027,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,10,0.005027,edge,112,0,112,0,0,0,1:112
tight_return,10,0.005027,interior,63,2,61,0,0,0,0:2|1:61
tight_return,10,0.005027,lateral_boundary,196,16,180,0,0,0,0:16|1:180
tight_return,10,0.005027,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,11,0.005529,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,11,0.005529,edge,112,0,112,0,0,0,1:112
tight_return,11,0.005529,interior,63,1,62,0,0,0,0:1|1:62
tight_return,11,0.005529,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,11,0.005529,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,12,0.006032,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,12,0.006032,edge,112,0,112,0,0,0,1:112
tight_return,12,0.006032,interior,63,0,63,0,0,0,1:63
tight_return,12,0.006032,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,12,0.006032,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,13,0.006535,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,13,0.006535,edge,112,0,112,0,0,0,1:112
tight_return,13,0.006535,interior,63,2,61,0,0,0,0:2|1:61
tight_return,13,0.006535,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,13,0.006535,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,14,0.007037,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,14,0.007037,edge,112,0,112,0,0,0,1:112
tight_return,14,0.007037,interior,63,2,57,0,4,4,-3:4|0:2|1:57
tight_return,14,0.007037,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,14,0.007037,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,15,0.00754,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,15,0.00754,edge,112,0,108,4,0,4,-1:4|1:108
tight_return,15,0.00754,interior,63,2,61,0,0,0,0:2|1:61
tight_return,15,0.00754,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,15,0.00754,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,16,0.008043,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,16,0.008043,edge,112,0,108,4,0,4,-1:4|1:108
tight_return,16,0.008043,interior,63,2,57,0,4,4,-3:4|0:2|1:57
tight_return,16,0.008043,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,16,0.008043,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,17,0.008545,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,17,0.008545,edge,112,0,108,4,0,4,-1:4|1:108
tight_return,17,0.008545,interior,63,2,61,0,0,0,0:2|1:61
tight_return,17,0.008545,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,17,0.008545,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,18,0.009048,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,18,0.009048,edge,112,0,108,4,0,4,-1:4|1:108
tight_return,18,0.009048,interior,63,6,57,0,0,0,0:6|1:57
tight_return,18,0.009048,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,18,0.009048,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,19,0.009551,bottom_cap_zone,18,0,14,0,4,4,-3:4|1:14
tight_return,19,0.009551,edge,112,0,108,4,0,4,-1:4|1:108
tight_return,19,0.009551,interior,63,6,57,0,0,0,0:6|1:57
tight_return,19,0.009551,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,19,0.009551,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,20,0.010053,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,20,0.010053,edge,112,0,112,0,0,0,1:112
tight_return,20,0.010053,interior,63,6,57,0,0,0,0:6|1:57
tight_return,20,0.010053,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,20,0.010053,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,21,0.010556,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,21,0.010556,edge,112,0,104,0,8,8,-3:8|1:104
tight_return,21,0.010556,interior,63,2,61,0,0,0,0:2|1:61
tight_return,21,0.010556,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,21,0.010556,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,22,0.011059,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,22,0.011059,edge,112,0,112,0,0,0,1:112
tight_return,22,0.011059,interior,63,2,61,0,0,0,0:2|1:61
tight_return,22,0.011059,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,22,0.011059,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,23,0.011561,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
tight_return,23,0.011561,edge,112,0,112,0,0,0,1:112
tight_return,23,0.011561,interior,63,2,61,0,0,0,0:2|1:61
tight_return,23,0.011561,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,23,0.011561,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,24,0.012064,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,24,0.012064,edge,112,0,112,0,0,0,1:112
tight_return,24,0.012064,interior,63,2,57,0,4,4,-3:4|0:2|1:57
tight_return,24,0.012064,lateral_boundary,196,0,196,0,0,0,1:196
tight_return,24,0.012064,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,25,0.012566,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,25,0.012566,edge,112,0,112,0,0,0,1:112
tight_return,25,0.012566,interior,67,2,65,0,0,0,0:2|1:65
tight_return,25,0.012566,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,25,0.012566,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,26,0.013069,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,26,0.013069,edge,112,0,112,0,0,0,1:112
tight_return,26,0.013069,interior,67,2,65,0,0,0,0:2|1:65
tight_return,26,0.013069,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,26,0.013069,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,27,0.013572,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,27,0.013572,edge,112,0,112,0,0,0,1:112
tight_return,27,0.013572,interior,67,2,65,0,0,0,0:2|1:65
tight_return,27,0.013572,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,27,0.013572,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,28,0.014074,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,28,0.014074,edge,112,0,112,0,0,0,1:112
tight_return,28,0.014074,interior,67,2,65,0,0,0,0:2|1:65
tight_return,28,0.014074,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,28,0.014074,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,29,0.014577,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,29,0.014577,edge,112,0,112,0,0,0,1:112
tight_return,29,0.014577,interior,67,2,61,0,4,4,-3:4|0:2|1:61
tight_return,29,0.014577,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,29,0.014577,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,30,0.01508,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,30,0.01508,edge,112,0,112,0,0,0,1:112
tight_return,30,0.01508,interior,67,2,65,0,0,0,0:2|1:65
tight_return,30,0.01508,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,30,0.01508,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,31,0.015582,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
tight_return,31,0.015582,edge,112,0,112,0,0,0,1:112
tight_return,31,0.015582,interior,67,2,65,0,0,0,0:2|1:65
tight_return,31,0.015582,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,31,0.015582,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,32,0.016085,bottom_cap_zone,18,0,14,0,4,4,-3:4|1:14
tight_return,32,0.016085,edge,112,0,112,0,0,0,1:112
tight_return,32,0.016085,interior,67,2,65,0,0,0,0:2|1:65
tight_return,32,0.016085,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,32,0.016085,top_cap_zone,18,0,17,0,1,1,-3:1|1:17
tight_return,33,0.016588,bottom_cap_zone,18,0,17,0,1,1,-3:1|1:17
tight_return,33,0.016588,edge,112,0,112,0,0,0,1:112
tight_return,33,0.016588,interior,67,2,65,0,0,0,0:2|1:65
tight_return,33,0.016588,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,33,0.016588,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,34,0.01709,bottom_cap_zone,18,0,13,0,5,5,-3:5|1:13
tight_return,34,0.01709,edge,112,0,112,0,0,0,1:112
tight_return,34,0.01709,interior,67,2,61,0,4,4,-3:4|0:2|1:61
tight_return,34,0.01709,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,34,0.01709,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,35,0.017593,bottom_cap_zone,18,0,18,0,0,0,1:18
tight_return,35,0.017593,edge,112,0,112,0,0,0,1:112
tight_return,35,0.017593,interior,67,2,65,0,0,0,0:2|1:65
tight_return,35,0.017593,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,35,0.017593,top_cap_zone,18,0,18,0,0,0,1:18
tight_return,36,0.018096,bottom_cap_zone,18,0,14,0,4,4,-3:4|1:14
tight_return,36,0.018096,edge,112,0,112,0,0,0,1:112
tight_return,36,0.018096,interior,67,2,61,0,4,4,-3:4|0:2|1:61
tight_return,36,0.018096,lateral_boundary,192,0,192,0,0,0,1:192
tight_return,36,0.018096,top_cap_zone,18,0,18,0,0,0,1:18
