case,part,time,Idp,return_status,region,x,y,z,r,distance_to_top,distance_to_bottom,distance_to_lateral_surface,p_eff,q,MccPc,MccVoidRatio,MccPlasticVolStrain,MccEqPlasticStrain,MccPlasticMultiplier,MccReturnIterations,MccYieldResidual,Kplastic,PorePress,PorePressRate,DivVel,velocity
early_stop,3,0.001508,328,-1,lateral_boundary,-5.4912634e-15,-0.020000417,0.03999998,0.020000417,0.06000002000000001,0.03999998,0.009999583,-4.4572968333333325,30.27689944512214,120.0,0.80005044,0.0,0.0,0.0,0.0,-4.4573069,0.0,-18766.54865046,8453257.0,-0.012669452,9.74510691820206e-05
early_stop,3,0.001508,329,-1,lateral_boundary,3.509822e-15,-0.020000424,0.049999956,0.020000424,0.05000004400000001,0.049999956,0.009999576,-1.1728379333333336,35.21513843363274,120.0,0.80005008,0.0,0.0,0.0,0.0,-1.1728479,0.0,-17175.3316213,10935199.0,-0.016386785,0.00020479437737148094
early_stop,3,0.001508,339,-1,interior,-5.3240073e-14,-0.010000036,0.039999977,0.010000036,0.060000023000000006,0.039999977,0.019999964,-12.359015333333332,34.28880666480151,120.0,0.8000496,0.0,0.0,0.0,0.0,-12.359025,0.0,-22380.8783621,3841106.0,-0.0057226173,0.00012989306114196235
early_stop,3,0.001508,340,-1,interior,1.1828648e-13,-0.010000041,0.049999941,0.010000041,0.050000059000000006,0.049999941,0.019999958999999998,-8.932098333333334,40.18612593350311,120.0,0.80004936,0.0,0.0,0.0,0.0,-8.9321079,0.0,-20695.68207315,5977115.0,-0.0089221941,0.0002413121451266868
early_stop,3,0.001508,405,-1,lateral_boundary,0.010000409,-0.020000577,0.03999998,0.0223613787701074,0.06000002000000001,0.03999998,0.0076386212298926,-3.276161333333333,29.462017293588637,119.99908,0.80005199,-6.7533421e-07,7.0093353e-07,0.0,0.0,-3.2761714,7.0093353e-07,-18365.03048878,4406198.5,-0.0066086706,0.0002344487710218644
early_stop,3,0.001508,406,-1,lateral_boundary,0.010000412,-0.020000584,0.04999996,0.022361386372736373,0.05000004,0.04999996,0.007638613627263625,-0.4137975333333337,33.90225536238189,119.99934,0.80005145,-4.9167596e-07,5.1134543e-07,0.0,0.0,-0.41380739,5.1134543e-07,-16808.27767946,6927150.0,-0.010384423,0.00031358224621137276
early_stop,3,0.001508,416,-1,interior,0.010000132,-0.010000132,0.039999977,0.014142322299921186,0.060000023000000006,0.039999977,0.015857677700078815,-8.807783333333333,32.27093863448651,120.0,0.80004954,0.0,0.0,0.0,0.0,-8.8077936,0.0,-21181.42347411,5560364.0,-0.0083104214,0.00012400114288664373
early_stop,3,0.001508,417,-1,interior,0.010000138,-0.010000138,0.049999945,0.014142330785202559,0.05000005500000001,0.049999945,0.01585766921479744,-5.408120000000001,37.83922154108793,120.0,0.80004919,0.0,0.0,0.0,0.0,-5.4081297,0.0,-19519.64279713,7857163.0,-0.01175086,0.00022553520357804224
early_stop,3,0.001508,482,-1,lateral_boundary,0.020000577,-0.010000409,0.03999998,0.0223613787701074,0.06000002000000001,0.03999998,0.0076386212298926,-3.276159,29.462019783303226,119.99908,0.80005199,-6.7533392e-07,7.0093324e-07,0.0,0.0,-3.2761691,7.0093324e-07,-18365.03038858,4406201.5,-0.0066086757,0.00023444868912660612
early_stop,3,0.001508,483,-1,lateral_boundary,0.020000584,-0.010000412,0.04999996,0.022361386372736373,0.05000004,0.04999996,0.007638613627263625,-0.4137932666666669,33.90225810663596,119.99934,0.80005145,-4.9167312e-07,5.1134248e-07,0.0,0.0,-0.41380325,5.1134248e-07,-16808.27799298,6927151.0,-0.010384424,0.0003135822531734766
early_stop,3,0.001508,207,-1,lateral_boundary,-0.020000417,-3.6298052e-14,0.03999998,0.020000417,0.06000002000000001,0.03999998,0.009999583,-4.457298166666667,30.276902173075165,120.0,0.80005044,0.0,0.0,0.0,0.0,-4.4573078,0.0,-18766.54920164,8453259.0,-0.012669454,9.745106117578533e-05
early_stop,3,0.001508,208,-1,lateral_boundary,-0.020000424,8.4708668e-14,0.049999956,0.020000424,0.05000004400000001,0.049999956,0.009999576,-1.1728378999999987,35.215137517067745,120.0,0.80005008,0.0,0.0,0.0,0.0,-1.1728479,0.0,-17175.33213674,10935203.0,-0.01638679,0.0002047943679837774
early_stop,3,0.001508,218,-1,lateral_boundary,-0.020000577,0.010000409,0.03999998,0.0223613787701074,0.06000002000000001,0.03999998,0.0076386212298926,-3.2761606666666663,29.46201981580221,119.99908,0.80005199,-6.7533364e-07,7.0093296e-07,0.0,0.0,-3.2761705,7.0093296e-07,-18365.03090772,4406201.0,-0.0066086748,0.00023444878963789514
early_stop,3,0.001508,219,-1,lateral_boundary,-0.020000584,0.010000412,0.04999996,0.022361386372736373,0.05000004,0.04999996,0.007638613627263625,-0.41379556666666656,33.9022547460414,119.99934,0.80005145,-4.91675e-07,5.1134441e-07,0.0,0.0,-0.41380548,5.1134441e-07,-16808.27840472,6927151.0,-0.010384424,0.00031358224950401274
early_stop,3,0.001508,273,-1,interior,-0.010000036,-3.1753012e-14,0.039999977,0.010000036,0.060000023000000006,0.039999977,0.019999964,-12.359019333333334,34.28881088684681,120.0,0.8000496,0.0,0.0,0.0,0.0,-12.35903,0.0,-22380.87850026,3841108.0,-0.0057226205,0.00012989305462389114
early_stop,3,0.001508,274,-1,interior,-0.010000041,-3.9026653e-14,0.049999941,0.010000041,0.050000059000000006,0.049999941,0.019999958999999998,-8.932102,40.1861236972309,120.0,0.80004936,0.0,0.0,0.0,0.0,-8.9321117,0.0,-20695.68236429,5977117.0,-0.0089221969,0.00024131213484463596
early_stop,3,0.001508,284,-1,interior,-0.010000132,0.010000132,0.039999977,0.014142322299921186,0.060000023000000006,0.039999977,0.015857677700078815,-8.807783999999998,32.2709395708432,120.0,0.80004954,0.0,0.0,0.0,0.0,-8.8077946,0.0,-21181.42382722,5560365.5,-0.0083104232,0.00012400114909975535
early_stop,3,0.001508,285,-1,interior,-0.010000138,0.010000138,0.049999945,0.014142330785202559,0.05000005500000001,0.049999945,0.01585766921479744,-5.408120333333334,37.839208461907305,120.0,0.80004919,0.0,0.0,0.0,0.0,-5.4081306,0.0,-19519.64309022,7857167.0,-0.011750866,0.00022553521078835453
early_stop,3,0.001508,295,-1,lateral_boundary,-0.010000409,0.020000577,0.03999998,0.0223613787701074,0.06000002000000001,0.03999998,0.0076386212298926,-3.2761573333333325,29.462017537385965,119.99908,0.80005199,-6.7533199e-07,7.0093125e-07,0.0,0.0,-3.2761674,7.0093125e-07,-18365.03085748,4406202.0,-0.0066086762,0.00023444871272874218
early_stop,3,0.001508,296,-1,lateral_boundary,-0.010000412,0.020000584,0.04999996,0.022361386372736373,0.05000004,0.04999996,0.007638613627263625,-0.4137932999999994,33.9022553336483,119.99934,0.80005145,-4.9167488e-07,5.1134435e-07,0.0,0.0,-0.41380325,5.1134435e-07,-16808.27849957,6927152.0,-0.010384426,0.00031358223972647974
early_stop,3,0.001508,350,-1,interior,8.3347385e-14,-1.3807861e-14,0.039999973,8.448339252026723e-14,0.060000027000000004,0.039999973,0.029999999999915514,-4.615524333333334,31.40022500000013,119.99831,0.800053,-1.2544918e-06,1.3022928e-06,0.0,0.0,-4.6155343,1.3022928e-06,-23569.28023232,1678636.5,-0.0024756028,0.000120296410000011
early_stop,3,0.001508,361,-1,interior,-1.8778803e-14,0.010000036,0.039999977,0.010000036,0.060000023000000006,0.039999977,0.019999964,-12.359018999999998,34.28881214116549,120.0,0.8000496,0.0,0.0,0.0,0.0,-12.359029,0.0,-22380.87859854,3841109.3,-0.0057226224,0.00012989305785096166
early_stop,3,0.001508,362,-1,interior,-3.8981879e-15,0.010000041,0.049999941,0.010000041,0.050000059000000006,0.049999941,0.019999958999999998,-8.932098666666667,40.18612490147789,120.0,0.80004936,0.0,0.0,0.0,0.0,-8.9321089,0.0,-20695.68263771,5977118.0,-0.0089221988,0.00024131212498310764
early_stop,3,0.001508,372,-1,lateral_boundary,4.8203281e-15,0.020000417,0.03999998,0.020000417,0.06000002000000001,0.03999998,0.009999583,-4.457295833333334,30.27689900700202,120.0,0.80005044,0.0,0.0,0.0,0.0,-4.4573059,0.0,-18766.54927434,8453261.0,-0.012669457,9.745101747403718e-05
early_stop,3,0.001508,373,-1,lateral_boundary,8.9799689e-14,0.020000424,0.049999956,0.020000424,0.05000004400000001,0.049999956,0.009999576,-1.172834333333333,35.21514081464169,120.0,0.80005008,0.0,0.0,0.0,0.0,-1.1728441,0.0,-17175.3323983,10935205.0,-0.016386794,0.00020479434162846044
early_stop,3,0.001508,427,-1,interior,0.010000036,-2.2580011e-14,0.039999977,0.010000036,0.060000023000000006,0.039999977,0.019999964,-12.359019666666669,34.28880719267107,120.0,0.8000496,0.0,0.0,0.0,0.0,-12.35903,0.0,-22380.87834336,3841108.5,-0.005722621,0.00012989304244306023
early_stop,3,0.001508,428,-1,interior,0.010000041,-3.9000575e-14,0.049999941,0.010000041,0.050000059000000006,0.049999941,0.019999958999999998,-8.932100666666667,40.18612483697918,120.0,0.80004936,0.0,0.0,0.0,0.0,-8.9321108,0.0,-20695.68226419,5977117.5,-0.0089221979,0.0002413121395769723
early_stop,3,0.001508,438,-1,interior,0.010000132,0.010000132,0.039999977,0.014142322299921186,0.060000023000000006,0.039999977,0.015857677700078815,-8.807783,32.27093829003987,120.0,0.80004954,0.0,0.0,0.0,0.0,-8.8077927,0.0,-21181.4238723,5560366.5,-0.0083104251,0.00012400120154768077
early_stop,3,0.001508,439,-1,interior,0.010000138,0.010000138,0.049999945,0.014142330785202559,0.05000005500000001,0.049999945,0.01585766921479744,-5.408122333333334,37.83922070692679,120.0,0.80004919,0.0,0.0,0.0,0.0,-5.4081326,0.0,-19519.64329551,7857167.0,-0.011750866,0.00022553521659667228
early_stop,3,0.001508,449,-1,lateral_boundary,0.010000409,0.020000577,0.03999998,0.0223613787701074,0.06000002000000001,0.03999998,0.0076386212298926,-3.276156333333334,29.462020851486933,119.99908,0.80005199,-6.7533568e-07,7.0093506e-07,0.0,0.0,-3.2761664,7.0093506e-07,-18365.03103634,4406203.0,-0.006608678,0.00023444868074536722
early_stop,3,0.001508,450,-1,lateral_boundary,0.010000412,0.020000584,0.04999996,0.022361386372736373,0.05000004,0.04999996,0.007638613627263625,-0.4137962666666664,33.90225440283409,119.99934,0.80005145,-4.9167431e-07,5.1134373e-07,0.0,0.0,-0.41380611,5.1134373e-07,-16808.27895454,6927151.0,-0.010384424,0.00031358225369470464
early_stop,3,0.001508,493,-1,lateral_boundary,0.020000417,9.1896217e-14,0.03999998,0.020000417,0.06000002000000001,0.03999998,0.009999583,-4.4572893,30.27690064797539,120.0,0.80005044,0.0,0.0,0.0,0.0,-4.4572992,0.0,-18766.54891301,8453260.0,-0.012669456,9.745103390241835e-05
early_stop,3,0.001508,494,-1,lateral_boundary,0.020000424,-3.3220656e-14,0.049999956,0.020000424,0.05000004400000001,0.049999956,0.009999576,-1.1728376000000011,35.21514144674282,120.0,0.80005008,0.0,0.0,0.0,0.0,-1.1728476,0.0,-17175.33195379,10935204.0,-0.016386792,0.00020479435041223366
early_stop,3,0.001508,504,-1,lateral_boundary,0.020000577,0.010000409,0.03999998,0.0223613787701074,0.06000002000000001,0.03999998,0.0076386212298926,-3.276155999999999,29.46202161779323,119.99908,0.80005199,-6.7533381e-07,7.0093313e-07,0.0,0.0,-3.2761662,7.0093313e-07,-18365.03091713,4406202.5,-0.0066086766,0.00023444879335117572
early_stop,3,0.001508,505,-1,lateral_boundary,0.020000584,0.010000412,0.04999996,0.022361386372736373,0.05000004,0.04999996,0.007638613627263625,-0.4137939333333331,33.90225282730027,119.99934,0.80005145,-4.9167755e-07,5.1134708e-07,0.0,0.0,-0.41380388,5.1134708e-07,-16808.27859482,6927152.0,-0.010384426,0.0003135822305587338
early_stop,4,0.002011,148,-1,edge,-0.030001253,-0.010000549,-1.9385595e-07,0.03162413891114523,0.10000019385595,-1.9385595e-07,-0.0016241389111452328,-23.523075833333337,50.64088741724593,119.99577,0.80005348,-3.1296529e-06,3.3605756e-06,0.0,0.0,-23.523087,3.3605756e-06,-26974.04084425,3525196.8,-0.0052751866,0.0003874739747777129
early_stop,4,0.002011,149,-1,edge,-0.030001268,-0.010000552,0.0099999011,0.031624154090070584,0.0900000989,0.0099999011,-0.0016241540900705856,-28.403858433333337,50.66411637897229,119.99876,0.80005157,-9.1276229e-07,9.5597863e-07,0.0,0.0,-28.403868,9.5597863e-07,-26979.3838216,3967394.3,-0.0058947285,0.00030643742948589114
early_stop,4,0.002011,181,-1,edge,-0.020000855,-0.020000855,-1.7114026e-07,0.028285480400057735,0.10000017114026001,-1.7114026e-07,0.0017145195999422637,-26.62611151,48.587176947529116,119.99983,0.80004817,-1.2447966e-07,1.3347724e-07,0.0,0.0,-26.626122,1.3347724e-07,-26302.30625347,6067565.5,-0.0090905344,0.0004904265847671233
early_stop,4,0.002011,182,-1,edge,-0.020000843,-0.020000843,0.0099999113,0.028285463429494985,0.09000008870000001,0.0099999113,0.001714536570505014,-25.443294773333335,46.16864554344305,120.0,0.8000474,0.0,0.0,0.0,0.0,-25.443304,0.0,-25112.24733472,8788643.0,-0.013139705,0.00043202757167074983
early_stop,4,0.002011,192,-1,edge,-0.020000776,-0.010000505,3.1092593e-08,0.022361599693608705,0.099999968907407,3.1092593e-08,0.007638400306391294,-24.917385033333336,45.05779649904639,119.99848,0.80005115,-1.1236285e-06,1.188681e-06,0.0,0.0,-24.917395,1.188681e-06,-27063.06366541,5708565.0,-0.0085395211,0.00013665709584066683
early_stop,4,0.002011,193,-1,edge,-0.020000596,-0.010000403,0.0099999234,0.02236139308087993,0.0900000766,0.0099999234,0.007638606919120067,-19.807522433333332,43.11882864119663,120.0,0.80005026,0.0,0.0,0.0,0.0,-19.807533,0.0,-24020.31969052,12226362.0,-0.01830145,0.000347273733780003
early_stop,4,0.002011,194,-1,lateral_boundary,-0.020000519,-0.010000373,0.019999871,0.02236131079361159,0.080000129,0.019999871,0.00763868920638841,-0.7675268333333326,35.05540133282016,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.76753694,0.0,-17602.10757226,16910000.0,-0.025346531,0.00043992901692392584
early_stop,4,0.002011,236,-1,edge,-0.010000549,-0.030001253,-1.93856e-07,0.03162413891114523,0.10000019385600001,-1.93856e-07,-0.0016241389111452328,-23.523075766666665,50.64089608179576,119.99577,0.80005348,-3.1296529e-06,3.3605759e-06,0.0,0.0,-23.523087,3.3605759e-06,-26974.0404128,3525197.5,-0.005275188,0.0003874740683983269
early_stop,4,0.002011,237,-1,edge,-0.010000552,-0.030001268,0.0099999011,0.031624154090070584,0.0900000989,0.0099999011,-0.0016241540900705856,-28.4038568,50.66411637056197,119.99876,0.80005157,-9.1276087e-07,9.5597716e-07,0.0,0.0,-28.403866,9.5597716e-07,-26979.38351437,3967393.8,-0.005894728,0.0003064374641671949
early_stop,4,0.002011,247,-1,edge,-0.010000505,-0.020000776,3.1092551e-08,0.022361599693608705,0.099999968907449,3.1092551e-08,0.007638400306391294,-24.917388666666664,45.05779458163169,119.99848,0.80005115,-1.1236284e-06,1.1886808e-06,0.0,0.0,-24.917398,1.1886808e-06,-27063.06373181,5708563.5,-0.0085395193,0.00013665711094241011
early_stop,4,0.002011,248,-1,edge,-0.010000403,-0.020000596,0.0099999234,0.02236139308087993,0.0900000766,0.0099999234,0.007638606919120067,-19.807519666666668,43.118832510483834,120.0,0.80005026,0.0,0.0,0.0,0.0,-19.807529,0.0,-24020.31894464,12226363.0,-0.018301452,0.00034727374454099477
early_stop,4,0.002011,249,-1,lateral_boundary,-0.010000373,-0.020000519,0.019999871,0.02236131079361159,0.080000129,0.019999871,0.00763868920638841,-0.7675289000000008,35.0553968310404,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.76753885,0.0,-17602.10840493,16909994.0,-0.025346523,0.0004399289627781082
early_stop,4,0.002011,258,-1,bottom_cap_zone,-0.010000288,-0.010000288,1.8070607e-07,0.014142542917236914,0.09999981929393001,1.8070607e-07,0.015857457082763086,-23.106754166666665,39.14574887702128,120.0,0.8000477,0.0,0.0,0.0,0.0,-23.106764,0.0,-25729.30026651,9439487.0,-0.014146699,0.00013754793576500294
early_stop,4,0.002011,259,-1,bottom_cap_zone,-0.010000144,-0.010000144,0.010000019,0.014142339270483934,0.089999981,0.010000019,0.015857660729516065,-19.224304333333333,47.66634500880379,119.99934,0.80005151,-4.8932566e-07,5.079059e-07,0.0,0.0,-19.224314,5.079059e-07,-23945.81830609,15304073.0,-0.022917993,0.00025586475181103304
early_stop,4,0.002011,313,-1,edge,3.6220948e-14,-0.030001286,-1.7556957e-07,0.030001286,0.10000017556957,-1.7556957e-07,-1.2859999999996485e-06,-31.034147966666666,50.597198587685604,120.0,0.80004853,0.0,0.0,0.0,0.0,-31.034159,0.0,-26864.25473709,5244161.5,-0.0078510195,0.00035201079717039267
early_stop,4,0.002011,314,-1,edge,6.8677919e-14,-0.030001275,0.0099998936,0.030001275,0.0900001064,0.0099998936,-1.275000000001969e-06,-31.624550466666665,48.12750438115844,120.0,0.8000493,0.0,0.0,0.0,0.0,-31.624561,0.0,-25984.84457009,6800454.5,-0.010145575,0.000301864566679394
early_stop,4,0.002011,324,-1,edge,-8.2482923e-14,-0.020000679,9.3480814e-08,0.020000679,0.099999906519186,9.3480814e-08,0.009999320999999999,-24.045865566666667,42.45449845114701,119.99895,0.80005115,-7.7281032e-07,8.1093793e-07,0.0,0.0,-24.045876,8.1093793e-07,-26162.8246834,8317567.0,-0.012460097,0.0001530912439360048
early_stop,4,0.002011,325,-1,edge,1.3604488e-14,-0.020000456,0.0099999476,0.020000456,0.0900000524,0.0099999476,0.009999543999999999,-19.38601226666667,44.773869676035496,119.9977,0.80005389,-1.7053262e-06,1.7668345e-06,0.0,0.0,-19.386023,1.7668345e-06,-23615.36945141,14353976.0,-0.021495413,0.000304140050593848
early_stop,4,0.002011,335,-1,bottom_cap_zone,-4.3934311e-14,-0.010000224,2.2300527e-07,0.010000224,0.09999977699473,2.2300527e-07,0.019999775999999997,-20.830758333333332,36.056372753157405,119.99826,0.80005324,-1.2884747e-06,1.3339218e-06,0.0,0.0,-20.830769,1.3339218e-06,-25419.04385846,10198915.0,-0.01528892,0.00020441152504006616
early_stop,4,0.002011,336,-1,bottom_cap_zone,2.0398319e-13,-0.010000073,0.010000048,0.010000073,0.08999995200000001,0.010000048,0.019999927,-19.58051,49.582735610196856,120.0,0.80005062,0.0,0.0,0.0,0.0,-19.580521,0.0,-24110.29426676,15762067.0,-0.023603821,0.00020960098545734805
early_stop,4,0.002011,337,-1,interior,2.1142682e-13,-0.0099999942,0.019999918,0.0099999942,0.080000082,0.019999918,0.020000005799999998,-0.9259009999999996,37.91632514625877,120.0,0.80005056,0.0,0.0,0.0,0.0,-0.92591107,0.0,-18720.41836351,22119380.0,-0.033162143,0.00035339131551712083
early_stop,4,0.002011,390,-1,edge,0.010000549,-0.030001253,-1.9385597e-07,0.03162413891114523,0.10000019385597,-1.9385597e-07,-0.0016241389111452328,-23.52307563333333,50.64089306550054,119.99577,0.80005348,-3.1296529e-06,3.3605756e-06,0.0,0.0,-23.523087,3.3605756e-06,-26974.04018331,3525197.3,-0.0052751875,0.00038747405198497135
early_stop,4,0.002011,391,-1,edge,0.010000552,-0.030001268,0.0099999011,0.031624154090070584,0.0900000989,0.0099999011,-0.0016241540900705856,-28.403855500000002,50.66411746693647,119.99876,0.80005157,-9.1276343e-07,9.5597989e-07,0.0,0.0,-28.403866,9.5597989e-07,-26979.38224666,3967395.5,-0.0058947303,0.00030643746474104156
early_stop,4,0.002011,401,-1,edge,0.010000505,-0.020000776,3.1092508e-08,0.022361599693608705,0.099999968907492,3.1092508e-08,0.007638400306391294,-24.917386000000004,45.057794496303195,119.99848,0.80005115,-1.123627e-06,1.1886794e-06,0.0,0.0,-24.917397,1.1886794e-06,-27063.06408745,5708563.0,-0.0085395183,0.00013665705532960772
early_stop,4,0.002011,402,-1,edge,0.010000403,-0.020000596,0.0099999234,0.02236139308087993,0.0900000766,0.0099999234,0.007638606919120067,-19.807520466666666,43.118829927874515,120.0,0.80005026,0.0,0.0,0.0,0.0,-19.807529,0.0,-24020.31939751,12226360.0,-0.018301446,0.0003472737151992589
early_stop,4,0.002011,403,-1,lateral_boundary,0.010000373,-0.020000519,0.019999871,0.02236131079361159,0.080000129,0.019999871,0.00763868920638841,-0.7675285333333335,35.055394808119715,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.76753855,0.0,-17602.10794644,16909996.0,-0.025346525,0.00043992896285369914
early_stop,4,0.002011,412,-1,bottom_cap_zone,0.010000288,-0.010000288,1.8070615e-07,0.014142542917236914,0.09999981929385,1.8070615e-07,0.015857457082763086,-23.106753333333334,39.14575153805295,120.0,0.8000477,0.0,0.0,0.0,0.0,-23.106764,0.0,-25729.29973184,9439485.0,-0.014146695,0.00013754801305464792
early_stop,4,0.002011,413,-1,bottom_cap_zone,0.010000144,-0.010000144,0.010000019,0.014142339270483934,0.089999981,0.010000019,0.015857660729516065,-19.22429866666667,47.66634445697955,119.99934,0.80005151,-4.8932509e-07,5.0790533e-07,0.0,0.0,-19.224308,5.0790533e-07,-23945.81789139,15304076.0,-0.022917999,0.0002558647047485133
early_stop,4,0.002011,467,-1,edge,0.020000855,-0.020000855,-1.7114023e-07,0.028285480400057735,0.10000017114023001,-1.7114023e-07,0.0017145195999422637,-26.626113016666665,48.5871826035603,119.99983,0.80004817,-1.2447812e-07,1.3347561e-07,0.0,0.0,-26.626123,1.3347561e-07,-26302.30558749,6067565.5,-0.0090905344,0.0004904265936161393
early_stop,4,0.002011,468,-1,edge,0.020000843,-0.020000843,0.0099999113,0.028285463429494985,0.09000008870000001,0.0099999113,0.001714536570505014,-25.443303753333335,46.16864941455532,120.0,0.8000474,0.0,0.0,0.0,0.0,-25.443314,0.0,-25112.24668427,8788645.0,-0.013139707,0.000432027570537515
early_stop,4,0.002011,478,-1,edge,0.020000776,-0.010000505,3.1092668e-08,0.022361599693608705,0.09999996890733201,3.1092668e-08,0.007638400306391294,-24.917385600000003,45.057794832684834,119.99848,0.80005115,-1.1236272e-06,1.1886796e-06,0.0,0.0,-24.917397,1.1886796e-06,-27063.06319989,5708566.0,-0.008539523,0.00013665705434830877
early_stop,4,0.002011,479,-1,edge,0.020000596,-0.010000403,0.0099999234,0.02236139308087993,0.0900000766,0.0099999234,0.007638606919120067,-19.807516999999997,43.11882928830127,120.0,0.80005026,0.0,0.0,0.0,0.0,-19.807528,0.0,-24020.31884919,12226366.0,-0.018301455,0.00034727370525549164
early_stop,4,0.002011,480,-1,lateral_boundary,0.020000519,-0.010000373,0.019999871,0.02236131079361159,0.080000129,0.019999871,0.00763868920638841,-0.7675246333333329,35.05539404543346,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.76753473,0.0,-17602.10783195,16909996.0,-0.025346527,0.00043992896671722425
early_stop,4,0.002011,522,-1,edge,0.030001253,-0.010000549,-1.938559e-07,0.03162413891114523,0.1000001938559,-1.938559e-07,-0.0016241389111452328,-23.523072233333334,50.64088949847365,119.99577,0.80005348,-3.1296529e-06,3.3605759e-06,0.0,0.0,-23.523083,3.3605759e-06,-26974.04073865,3525197.3,-0.0052751875,0.00038747396781184075
early_stop,4,0.002011,523,-1,edge,0.030001268,-0.010000552,0.0099999011,0.031624154090070584,0.0900000989,0.0099999011,-0.0016241540900705856,-28.403856699999995,50.66412313568047,119.99876,0.80005157,-9.1276587e-07,9.5598239e-07,0.0,0.0,-28.403866,9.5598239e-07,-26979.38385052,3967395.5,-0.0058947303,0.0003064374404999459
early_stop,4,0.002011,159,-1,edge,-0.030001286,4.2839254e-14,-1.7556967e-07,0.030001286,0.10000017556967,-1.7556967e-07,-1.2859999999996485e-06,-31.034154766666664,50.59720043381733,120.0,0.80004853,0.0,0.0,0.0,0.0,-31.034164,0.0,-26864.25440664,5244164.5,-0.0078510242,0.00035201093919580477
early_stop,4,0.002011,160,-1,edge,-0.030001275,2.3149707e-14,0.0099998936,0.030001275,0.0900001064,0.0099998936,-1.275000000001969e-06,-31.6245528,48.12750620225241,120.0,0.8000493,0.0,0.0,0.0,0.0,-31.624563,0.0,-25984.84570468,6800454.5,-0.010145575,0.00030186458081921477
early_stop,4,0.002011,170,-1,edge,-0.030001253,0.010000549,-1.9385598e-07,0.03162413891114523,0.10000019385598001,-1.9385598e-07,-0.0016241389111452328,-23.523072833333334,50.640889626101796,119.99577,0.80005348,-3.1296534e-06,3.3605763e-06,0.0,0.0,-23.523083,3.3605763e-06,-26974.04125932,3525196.3,-0.0052751862,0.00038747404635523466
early_stop,4,0.002011,171,-1,edge,-0.030001268,0.010000552,0.0099999011,0.031624154090070584,0.0900000989,0.0099999011,-0.0016241540900705856,-28.4038611,50.66411963989596,119.99876,0.80005157,-9.1276615e-07,9.5598273e-07,0.0,0.0,-28.403872,9.5598273e-07,-26979.38471385,3967393.8,-0.005894728,0.0003064374704712839
early_stop,4,0.002011,203,-1,edge,-0.020000679,-1.2953655e-13,9.3480807e-08,0.020000679,0.09999990651919301,9.3480807e-08,0.009999320999999999,-24.045859566666667,42.45449993874762,119.99895,0.80005115,-7.7281067e-07,8.1093827e-07,0.0,0.0,-24.04587,8.1093827e-07,-26162.82420312,8317571.0,-0.012460103,0.00015309113497347142
early_stop,4,0.002011,204,-1,edge,-0.020000456,1.0821235e-13,0.0099999476,0.020000456,0.0900000524,0.0099999476,0.009999543999999999,-19.386008966666665,44.773867073623315,119.9977,0.80005389,-1.7053248e-06,1.7668332e-06,0.0,0.0,-19.386019,1.7668332e-06,-23615.36902881,14353976.0,-0.021495413,0.00030414010277595127
early_stop,4,0.002011,214,-1,edge,-0.020000776,0.010000505,3.1092579e-08,0.022361599693608705,0.09999996890742101,3.1092579e-08,0.007638400306391294,-24.917383700000002,45.0577965513698,119.99848,0.80005115,-1.1236277e-06,1.1886802e-06,0.0,0.0,-24.917395,1.1886802e-06,-27063.06345809,5708565.0,-0.0085395211,0.00013665705459772512
early_stop,4,0.002011,215,-1,edge,-0.020000596,0.010000403,0.0099999234,0.02236139308087993,0.0900000766,0.0099999234,0.007638606919120067,-19.807517333333333,43.118826396280525,120.0,0.80005026,0.0,0.0,0.0,0.0,-19.807528,0.0,-24020.31891237,12226363.0,-0.018301452,0.00034727371531971654
early_stop,4,0.002011,216,-1,lateral_boundary,-0.020000519,0.010000373,0.019999871,0.02236131079361159,0.080000129,0.019999871,0.00763868920638841,-0.7675305333333332,35.055394953325916,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.76754045,0.0,-17602.10831742,16909996.0,-0.025346525,0.00043992896990844535
early_stop,4,0.002011,225,-1,edge,-0.020000855,0.020000855,-1.711402e-07,0.028285480400057735,0.1000001711402,-1.711402e-07,0.0017145195999422637,-26.626108,48.58718281635729,119.99983,0.80004817,-1.2447686e-07,1.3347424e-07,0.0,0.0,-26.626118,1.3347424e-07,-26302.30605357,6067563.5,-0.0090905316,0.0004904265662167038
early_stop,4,0.002011,226,-1,edge,-0.020000843,0.020000843,0.0099999113,0.028285463429494985,0.09000008870000001,0.0099999113,0.001714536570505014,-25.44330429333333,46.16864830477288,120.0,0.8000474,0.0,0.0,0.0,0.0,-25.443314,0.0,-25112.24712434,8788645.0,-0.013139708,0.00043202760278954975
early_stop,4,0.002011,269,-1,bottom_cap_zone,-0.010000224,5.4310634e-14,2.2300527e-07,0.010000224,0.09999977699473,2.2300527e-07,0.019999775999999997,-20.8307589,36.05637115390587,119.99826,0.80005324,-1.2884719e-06,1.333919e-06,0.0,0.0,-20.830769,1.333919e-06,-25419.04350265,10198912.0,-0.015288915,0.0002044114806214976
