case,case_name,part,time,axial_strain_proxy,p_proxy,q_proxy,Fz_proxy,pairwise_reaction_avg,force_balance_error,status_elastic_count,status_converged_count,status_tension_count,status_line_search_count,status_failure_count,status_counts,yield_fraction,return_iterations_max,yield_residual_maxAbs,yield_residual_converged_maxAbs,MccPc_min,MccPc_mean,MccPc_max,MccVoidRatio_min,MccVoidRatio_mean,MccVoidRatio_max,MccPlasticVolStrain_mean,MccEqPlasticStrain_max,Kplastic_max,PorePress_mean,PorePress_std,PorePressRate_maxAbs,DivVel_maxAbs,velocity_max
baseline,CaseM3d2_MCCMildBaseline,0,0.0,0.0,50.0,0.0,0.1413716694115407,0.144809,2.53653e-09,407,0,0,0,0,0:407,0.0,0.0,0.0,0.0,120.0,120.0,120.0,0.80000001,0.8000000100000014,0.80000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,CaseM3d2_MCCMildBaseline,1,0.000503,-2.0285726015645267e-08,33.80963945045045,8.212251234237192,0.10962124211972994,0.3296945,0.638085,407,0,0,0,0,0:407,0.0,0.0,4596.9512,0.0,120.0,120.0,120.0,0.80001062,0.8000175002702695,0.80002099,0.0,0.0,0.0,-6276.254270591639,991.3949651708972,15441555.0,0.023162333,0.0049999999
baseline,CaseM3d2_MCCMildBaseline,2,0.001005,3.5213260500543964e-06,18.493178463384115,32.876965405052474,0.11156239383737666,0.37390975,0.783163,161,150,92,4,96,-3:4|-1:92|0:161|1:150,0.36855036855036855,21.0,3888.0342,7.789192e-05,119.99577,120.00135990171987,120.04405,0.79989302,0.8000307715479129,0.80005389,1.0080403203464376e-06,5.1022213e-05,5.1022213e-05,-16020.743816638296,3489.4607794851318,28763496.0,0.043205004,0.0049999999
baseline,CaseM3d2_MCCMildBaseline,3,0.001508,1.2303372170091587e-05,18.500652979475017,43.688338422116196,0.1279290951933325,0.27635586500000003,0.964818,120,130,157,0,157,-1:157|0:120|1:130,0.3194103194103194,22.0,3759.2253,9.7044758e-05,119.98267,120.00157511056517,120.09379,0.79983652,0.8000235949877162,0.80005747,1.166933091449631e-06,0.00011550775,0.00011550775,-18898.22295791297,5553.3443161071,38999052.0,0.058520902,0.0049999999
baseline,CaseM3d2_MCCMildBaseline,4,0.002011,2.375143980007377e-05,32.046113058173624,48.82566928627898,0.16956962807656037,0.24897344999999999,0.649509,176,141,86,4,90,-3:4|-1:86|0:176|1:141,0.3464373464373464,24.0,4852.8984,7.6900105e-05,119.96996,120.00008009828,120.12095,0.79981232,0.8000124674938589,0.80005389,5.886129884520875e-08,0.00017018846,0.00017018846,-16189.229487128725,13544.86527810674,48548364.0,0.07291884,0.0049999999
baseline,CaseM3d2_MCCMildBaseline,5,0.002513,3.682086509998461e-05,48.343031414004976,49.269936273119704,0.21343089280250108,0.24897344999999999,0.649509,185,182,40,0,40,-1:40|0:185|1:182,0.44717444717444715,18.0,4846.7769,3.3204022e-05,119.94254,119.99695206388196,120.13522,0.79980093,0.8000028485995087,0.80009329,-2.258807819459459e-06,0.00022549932,0.00022549932,-13005.81871013194,18412.994539488733,52820388.0,0.079320081,0.0049999999
baseline,CaseM3d2_MCCMildBaseline,6,0.003016,5.091539840004766e-05,57.74506311440621,50.34996030558562,0.24426352483765734,0.3101925,0.172505,230,173,0,4,4,-3:4|0:230|1:173,0.4250614250614251,22.0,4953.4565,5.8429076e-05,119.89624,119.99215009827994,120.14246,0.79979551,0.7999993112039299,0.80016106,-5.817312604373463e-06,0.00028229438,0.00028229438,-13460.633326269448,28114.06278235987,54996124.0,0.082645603,0.005177726005218454
baseline,CaseM3d2_MCCMildBaseline,7,0.003519,6.57151932001443e-05,56.88484598216544,55.23123575735711,0.256013124905175,0.3101925,0.172505,210,193,0,4,4,-3:4|0:210|1:193,0.4742014742014742,21.0,4702.5859,6.7611305e-05,119.83672,119.98605899262907,120.14488,0.79979575,0.8000082118181823,0.80023831,-1.0332020050565109e-05,0.00033631627,0.00033631627,-18129.930876678507,31322.512762728158,56911092.0,0.085501015,0.005364573605300064
baseline,CaseM3d2_MCCMildBaseline,8,0.004021,8.101679450006616e-05,50.03489328950861,62.087174656505255,0.25292418944165224,0.301358,0.119997,140,266,0,1,1,-3:1|0:140|1:266,0.6535626535626535,23.0,4351.4722,0.0001009277,119.77281,119.97813277641275,120.14371,0.79979998,0.800026188132678,0.80032521,-1.6207859861375918e-05,0.00040012356,0.00040012356,-26132.44833160832,38832.56892458556,59008048.0,0.088749997,0.005509173386397656
baseline,CaseM3d2_MCCMildBaseline,9,0.004524,9.63944103000991e-05,45.070092965208836,65.16322335949721,0.24539022859485826,0.301358,0.119997,59,348,0,0,0,0:59|1:348,0.855036855036855,21.0,2744.1169,6.0453509e-05,119.70541,119.96711938574953,120.13651,0.79981172,0.8000461753071247,0.80041653,-2.437272715460935e-05,0.00047462969,0.00047462969,-34540.38232099173,40679.67382274355,61165472.0,0.091865107,0.00562056852234564
baseline,CaseM3d2_MCCMildBaseline,10,0.005027,0.0001117352160001639,43.96820416170351,66.34334741735964,0.2439933902539333,0.2772425,0.15079,18,389,0,0,0,0:18|1:389,0.9557739557739557,24.0,1428.3448,0.00010979646,119.63519,119.95456734643724,120.12631,0.79982466,0.8000640202948412,0.80051148,-3.3680283164255515e-05,0.00055048795,0.00055048795,-42177.925609907645,49510.49144842366,62624752.0,0.094204821,0.005704942848729977
baseline,CaseM3d2_MCCMildBaseline,11,0.005529,0.00012678899500004337,45.472043552350506,66.37723563946035,0.247583924377175,0.2772425,0.15079,1,406,0,0,0,0:1|1:406,0.9975429975429976,21.0,168.19905,8.1011458e-05,119.56279,119.94183304668279,120.11368,0.79984313,0.8000793262653564,0.80060899,-4.3125988685749384e-05,0.00062738446,0.00062738446,-48774.82243347713,52279.162918316884,63818784.0,0.09590856,0.005770011133794526
baseline,CaseM3d2_MCCMildBaseline,12,0.006032,0.00014153063300006985,47.63815545470927,66.22154678305145,0.25284411060924417,0.2837375,0.0959757,0,407,0,0,0,1:407,1.0,24.0,0.00011265323,0.00011265323,119.48885,119.92931896805904,120.09983,0.79986221,0.8000937086732199,0.80070853,-5.241123137088451e-05,0.00070687983,0.00070687983,-55119.16709050431,62262.306240746104,64803080.0,0.097447231,0.0058191159832406
baseline,CaseM3d2_MCCMildBaseline,13,0.006535,0.0001561754700001028,48.940734757199,66.07305918345634,0.2559545324685204,0.2837375,0.0959757,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,76.343796,7.7827935e-05,119.41391,119.91702906633913,120.08598,0.7998805,0.8001087206388215,0.80081421,-6.15343910228501e-05,0.0007881705,0.0007881705,-61637.81950704687,63979.38846676036,65653532.0,0.098684236,0.00585548459462462
baseline,CaseM3d2_MCCMildBaseline,14,0.007037,0.0001707631900001172,48.958828844807556,66.13908929197318,0.2560213975792896,0.291647,0.0624526,2,401,0,4,4,-3:4|0:2|1:401,0.9852579852579852,27.0,3125.1248,9.1483889e-05,119.33467,119.90480697788678,120.07678,0.79987693,0.8001248932678144,0.80092156,-7.060994669631452e-05,0.00087038544,0.00087038544,-68808.30089910266,73198.24617415498,66278628.0,0.099691287,0.005886292727521611
baseline,CaseM3d2_MCCMildBaseline,15,0.00754,0.00018533923799995966,48.035154638099925,66.07203414094394,0.2531365956996045,0.291647,0.0624526,2,401,4,0,4,-1:4|0:2|1:401,0.9852579852579852,22.0,1414.4698,6.6406872e-05,119.26263,119.89247235872232,120.08212,0.79986966,0.8001421750859952,0.80101216,-7.97712459513513e-05,0.00094067689,0.00094067689,-76155.47856392594,73338.1133446288,66923092.0,0.10061236,0.005916646641902406
baseline,CaseM3d2_MCCMildBaseline,16,0.008043,0.00019985242300013528,46.27860813852582,67.28092871578575,0.2500432061045428,0.2900795,0.0759669,2,397,4,4,8,-3:4|-1:4|0:2|1:397,0.9754299754299754,22.0,3092.8142,7.9323174e-05,119.18671,119.88060933660933,120.08763,0.79986274,0.800158953636364,0.80111408,-8.858302423538083e-05,0.0010195706,0.0010195706,-83881.71919041716,82075.98779619082,65586388.0,0.098740734,0.005599960538096434
baseline,CaseM3d2_MCCMildBaseline,17,0.008545,0.00021430404300012973,45.66173630769862,67.79795602910944,0.2490707093763971,0.2900795,0.0759669,2,401,4,0,4,-1:4|0:2|1:401,0.9852579852579852,22.0,2861.8821,5.6471697e-05,119.11169,119.86866616707593,120.09371,0.79985631,0.8001751607862403,0.80121469,-9.745697935945947e-05,0.0010977566,0.0010977566,-90888.61731256181,80959.14116578148,63243980.0,0.095064007,0.005588124412878272
baseline,CaseM3d2_MCCMildBaseline,18,0.009048,0.0002287717679999579,46.28829765597871,68.16334430541896,0.2515035691416781,0.304077,0.134108,6,397,4,0,4,-1:4|0:6|1:397,0.9754299754299754,22.0,3421.1082,0.00012604349,119.03785,119.85701764127771,120.10014,0.79984766,0.8001904166339058,0.80131376,-0.00010611373720958233,0.0011749511,0.0011749511,-97668.70224865667,88605.13559360223,60753328.0,0.091438279,0.005578583745090961
baseline,CaseM3d2_MCCMildBaseline,19,0.009551,0.000243390953000161,47.57908770701881,68.57751233130858,0.2558736349725738,0.304077,0.134108,6,393,4,4,8,-3:4|-1:4|0:6|1:393,0.9656019656019657,21.0,3887.4253,0.00010927622,118.96464,119.84575800982789,120.10707,0.79983723,0.8002045992874687,0.80141246,-0.00011448345549778869,0.0012513698,0.0012513698,-103649.4476016301,86125.7279246496,60306752.0,0.090711042,0.0055748133502245886
baseline,CaseM3d2_MCCMildBaseline,20,0.010053,0.0002583861720001357,49.11737296529896,65.57575097350906,0.2547433288985084,0.2929975,0.0891795,6,401,0,0,0,0:6|1:401,0.9852579852579852,18.0,4260.0732,0.00012078103,118.89112,119.83440582309593,120.1144,0.7998271,0.8002182512285008,0.80151182,-0.00012292511573808358,0.0013274918,0.0013274918,-109873.88605149124,93130.62487083954,60761200.0,0.091480702,0.005578034651413316
baseline,CaseM3d2_MCCMildBaseline,21,0.010556,0.00027345230400002696,48.95529158542998,65.92095525180676,0.2549950172929134,0.2929975,0.0891795,2,397,0,8,8,-3:8|0:2|1:397,0.9754299754299754,20.0,4528.604,4.9253296e-05,118.81644,119.82347621621619,120.12133,0.79981929,0.8002328574201482,0.80161273,-0.00013105445994496305,0.001404275,0.001404275,-116145.6322182653,90516.0568866726,62176464.0,0.093448162,0.005586744659564742
baseline,CaseM3d2_MCCMildBaseline,22,0.011059,0.00028850714399994426,48.6323174262572,65.45364753621355,0.2533497941529849,0.28956099999999996,0.064239,2,405,0,0,0,0:2|1:405,0.995085995085995,26.0,4696.6211,5.6549157e-05,118.74095,119.81181265356273,120.12754,0.79981238,0.8002487760196572,0.80171472,-0.00013973198220933666,0.0014815286,0.0014815286,-123206.45947133358,98080.905452264,63180712.0,0.095149308,0.005590101348225641
baseline,CaseM3d2_MCCMildBaseline,23,0.011561,0.0003034814579999656,48.053764501015564,65.35938377913084,0.25157587292130096,0.28956099999999996,0.064239,2,404,0,1,1,-3:1|0:2|1:404,0.9926289926289926,26.0,4782.9292,7.0479553e-05,118.66508,119.79979886977884,120.13335,0.7998051,0.8002654160442257,0.80181712,-0.0001486727262953316,0.0015589668,0.0015589668,-130078.67071022195,95427.24603394495,63906924.0,0.096062265,0.005589301123908815
baseline,CaseM3d2_MCCMildBaseline,24,0.012064,0.00031837837400003344,47.629392862506165,65.25515020065158,0.25011469864003455,0.286692,0.0518885,2,401,0,4,4,-3:4|0:2|1:401,0.9852579852579852,27.0,4812.8179,7.0871778e-05,118.58907,119.78738100737102,120.13908,0.79979748,0.8002824507862412,0.80191964,-0.00015791549645552817,0.0016364641,0.0016364641,-137539.68000470786,103214.01945693923,64146356.0,0.096611716,0.005583935554256415
baseline,CaseM3d2_MCCMildBaseline,25,0.012566,0.0003331340410001049,47.46095281339965,65.07419197517078,0.24918980544184238,0.286692,0.0518885,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4808.7798,6.7852045e-05,118.51315,119.77468714987691,120.14488,0.79978949,0.800299635184276,0.80202216,-0.0001673665702184275,0.0017138375,0.0017138375,-144515.45124438748,100188.61332100457,64510336.0,0.096985191,0.0055766618451576965
baseline,CaseM3d2_MCCMildBaseline,26,0.013069,0.00034789490100009535,47.416883728810795,64.9874617991928,0.24878193178759161,0.2857695,0.0484519,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4786.189,6.0545983e-05,118.43732,119.76185103194092,120.15076,0.79978144,0.8003168930712526,0.80212468,-0.00017692598081154814,0.0017911197,0.0017911197,-152031.0513087373,108077.59473652385,64553968.0,0.097240627,0.005574225004731893
baseline,CaseM3d2_MCCMildBaseline,27,0.013572,0.00036251632099998377,47.43231015525794,64.93205524449175,0.24862017257280397,0.2857695,0.0484519,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4754.1865,5.8578309e-05,118.36158,119.74891169533164,120.15667,0.79977345,0.8003342327027038,0.80222714,-0.00018656568065184283,0.0018683299,0.0018683299,-158990.7147043342,104600.43954016584,64768296.0,0.097387314,0.005571778600023233
baseline,CaseM3d2_MCCMildBaseline,28,0.014074,0.0003770922170000246,47.44278959084354,64.90370451005585,0.24852643956437964,0.2858295,0.0451077,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4716.2681,6.1611951e-05,118.28594,119.73590712530714,120.16254,0.79976571,0.8003516306388191,0.80232936,-0.00019625573492948413,0.0019454572,0.0019454572,-166577.61952434896,112480.3112759972,64653616.0,0.097404875,0.0055697874066281865
