case,case_name,part,time,axial_strain_proxy,p_proxy,q_proxy,Fz_proxy,pairwise_reaction_avg,force_balance_error,status_elastic_count,status_converged_count,status_tension_count,status_line_search_count,status_failure_count,status_counts,yield_fraction,return_iterations_max,yield_residual_maxAbs,yield_residual_converged_maxAbs,MccPc_min,MccPc_mean,MccPc_max,MccVoidRatio_min,MccVoidRatio_mean,MccVoidRatio_max,MccPlasticVolStrain_mean,MccEqPlasticStrain_max,Kplastic_max,PorePress_mean,PorePress_std,PorePressRate_maxAbs,DivVel_maxAbs,velocity_max
early_stop,CaseM3d2_MCCMildEarlyStop,4,0.002011,2.375143980007377e-05,32.046113058173624,48.82566928627898,0.16956962807656037,0.24897344999999999,0.649509,176,141,86,4,90,-3:4|-1:86|0:176|1:141,0.3464373464373464,24.0,4852.8984,7.6900105e-05,119.96996,120.00008009828,120.12095,0.79981232,0.8000124674938589,0.80005389,5.886129884520875e-08,0.00017018846,0.00017018846,-16189.229487128725,13544.86527810674,48548364.0,0.07291884,0.0049999999
early_stop,CaseM3d2_MCCMildEarlyStop,5,0.002513,3.682086509998461e-05,48.343031414004976,49.269936273119704,0.21343089280250108,0.24897344999999999,0.649509,185,182,40,0,40,-1:40|0:185|1:182,0.44717444717444715,18.0,4846.7769,3.3204022e-05,119.94254,119.99695206388196,120.13522,0.79980093,0.8000028485995087,0.80009329,-2.258807819459459e-06,0.00022549932,0.00022549932,-13005.81871013194,18412.994539488733,52820388.0,0.079320081,0.0049999999
early_stop,CaseM3d2_MCCMildEarlyStop,6,0.003016,5.091539840004766e-05,57.74506311440621,50.34996030558562,0.24426352483765734,0.3101925,0.172505,230,173,0,4,4,-3:4|0:230|1:173,0.4250614250614251,22.0,4953.4565,5.8429076e-05,119.89624,119.99215009827994,120.14246,0.79979551,0.7999993112039299,0.80016106,-5.817312604373463e-06,0.00028229438,0.00028229438,-13460.633326269448,28114.06278235987,54996124.0,0.082645603,0.005177726005218454
early_stop,CaseM3d2_MCCMildEarlyStop,7,0.003519,6.57151932001443e-05,56.88484598216544,55.23123575735711,0.256013124905175,0.3101925,0.172505,210,193,0,4,4,-3:4|0:210|1:193,0.4742014742014742,21.0,4702.5859,6.7611305e-05,119.83672,119.98605899262907,120.14488,0.79979575,0.8000082118181823,0.80023831,-1.0332020050565109e-05,0.00033631627,0.00033631627,-18129.930876678507,31322.512762728158,56911092.0,0.085501015,0.005364573605300064
early_stop,CaseM3d2_MCCMildEarlyStop,8,0.004021,8.101679450006616e-05,50.03489328950861,62.087174656505255,0.25292418944165224,0.301358,0.119997,140,266,0,1,1,-3:1|0:140|1:266,0.6535626535626535,23.0,4351.4722,0.0001009277,119.77281,119.97813277641275,120.14371,0.79979998,0.800026188132678,0.80032521,-1.6207859861375918e-05,0.00040012356,0.00040012356,-26132.44833160832,38832.56892458556,59008048.0,0.088749997,0.005509173386397656
early_stop,CaseM3d2_MCCMildEarlyStop,9,0.004524,9.63944103000991e-05,45.070092965208836,65.16322335949721,0.24539022859485826,0.301358,0.119997,59,348,0,0,0,0:59|1:348,0.855036855036855,21.0,2744.1169,6.0453509e-05,119.70541,119.96711938574953,120.13651,0.79981172,0.8000461753071247,0.80041653,-2.437272715460935e-05,0.00047462969,0.00047462969,-34540.38232099173,40679.67382274355,61165472.0,0.091865107,0.00562056852234564
early_stop,CaseM3d2_MCCMildEarlyStop,10,0.005027,0.0001117352160001639,43.96820416170351,66.34334741735964,0.2439933902539333,0.2772425,0.15079,18,389,0,0,0,0:18|1:389,0.9557739557739557,24.0,1428.3448,0.00010979646,119.63519,119.95456734643724,120.12631,0.79982466,0.8000640202948412,0.80051148,-3.3680283164255515e-05,0.00055048795,0.00055048795,-42177.925609907645,49510.49144842366,62624752.0,0.094204821,0.005704942848729977
early_stop,CaseM3d2_MCCMildEarlyStop,11,0.005529,0.00012678899500004337,45.472043552350506,66.37723563946035,0.247583924377175,0.2772425,0.15079,1,406,0,0,0,0:1|1:406,0.9975429975429976,21.0,168.19905,8.1011458e-05,119.56279,119.94183304668279,120.11368,0.79984313,0.8000793262653564,0.80060899,-4.3125988685749384e-05,0.00062738446,0.00062738446,-48774.82243347713,52279.162918316884,63818784.0,0.09590856,0.005770011133794526
early_stop,CaseM3d2_MCCMildEarlyStop,12,0.006032,0.00014153063300006985,47.63815545470927,66.22154678305145,0.25284411060924417,0.2772425,0.15079,0,407,0,0,0,1:407,1.0,24.0,0.00011265323,0.00011265323,119.48885,119.92931896805904,120.09983,0.79986221,0.8000937086732199,0.80070853,-5.241123137088451e-05,0.00070687983,0.00070687983,-55119.16709050431,62262.306240746104,64803080.0,0.097447231,0.0058191159832406
tight_return,CaseM3d2_MCCMildTightReturn,0,0.0,0.0,50.0,0.0,0.1413716694115407,0.144809,2.53653e-09,407,0,0,0,0,0:407,0.0,0.0,0.0,0.0,120.0,120.0,120.0,0.80000001,0.8000000100000014,0.80000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tight_return,CaseM3d2_MCCMildTightReturn,1,0.000503,-2.0285726015645267e-08,33.80963945045045,8.212251234237192,0.10962124211972994,0.3296945,0.638085,407,0,0,0,0,0:407,0.0,0.0,4596.9512,0.0,120.0,120.0,120.0,0.80001062,0.8000175002702695,0.80002099,0.0,0.0,0.0,-6276.254270591639,991.3949651708972,15441555.0,0.023162333,0.0049999999
tight_return,CaseM3d2_MCCMildTightReturn,2,0.001005,3.5213260500543964e-06,18.493178517462738,32.876965436721534,0.11156239404578697,0.37390975,0.783163,161,150,92,4,96,-3:4|-1:92|0:161|1:150,0.36855036855036855,21.0,3888.0342,3.5035646e-07,119.99577,120.00135990171987,120.04405,0.79989302,0.8000307715479129,0.80005389,1.0080403357027028e-06,5.1022213e-05,5.1022213e-05,-16020.743816638296,3489.4607794851318,28763496.0,0.043205004,0.0049999999
tight_return,CaseM3d2_MCCMildTightReturn,3,0.001508,1.2303372170091587e-05,18.500652905068794,43.68833834399827,0.1279290948564025,0.27635586500000003,0.964818,120,130,157,0,157,-1:157|0:120|1:130,0.3194103194103194,22.0,3759.2253,7.9168149e-07,119.98267,120.00157511056517,120.09379,0.79983652,0.8000235949877162,0.80005747,1.1669331471007373e-06,0.00011550775,0.00011550775,-18898.222968204715,5553.344321806198,38999052.0,0.058520902,0.0049999999
tight_return,CaseM3d2_MCCMildTightReturn,4,0.002011,2.375143980007377e-05,32.04611283099097,48.82566916099105,0.16956962705715586,0.24897344999999999,0.649509,176,141,86,4,90,-3:4|-1:86|0:176|1:141,0.3464373464373464,24.0,4852.8984,8.7945318e-07,119.96996,120.00008009828,120.12095,0.79981232,0.8000124674938589,0.80005389,5.88613027764129e-08,0.00017018845,0.00017018845,-16189.229535148626,13544.865345381542,48548364.0,0.07291884,0.0049999999
tight_return,CaseM3d2_MCCMildTightReturn,5,0.002513,3.682086509998461e-05,48.34303139552012,49.2699360668371,0.21343089237873342,0.24897344999999999,0.649509,185,182,40,0,40,-1:40|0:185|1:182,0.44717444717444715,18.0,4846.7769,1.0397607e-06,119.94254,119.99695206388196,120.13522,0.79980093,0.8000028485995087,0.80009329,-2.258807949238329e-06,0.00022549932,0.00022549932,-13005.818698015624,18412.994624095027,52820388.0,0.079320081,0.0049999999
tight_return,CaseM3d2_MCCMildTightReturn,6,0.003016,5.091539840004766e-05,57.74506301202453,50.34995996053261,0.24426352376781757,0.3101925,0.172505,230,173,0,4,4,-3:4|0:230|1:173,0.4250614250614251,22.0,4953.4565,6.0651928e-07,119.89624,119.99215009827994,120.14246,0.79979551,0.7999993112039299,0.80016106,-5.8173129314250595e-06,0.00028229438,0.00028229438,-13460.633352696248,28114.062880908168,54996124.0,0.082645603,0.005177726005218454
tight_return,CaseM3d2_MCCMildTightReturn,7,0.003519,6.57151932001443e-05,56.88484569662489,55.2312350991287,0.25601312284191285,0.3101925,0.172505,210,193,0,4,4,-3:4|0:210|1:193,0.4742014742014742,21.0,4702.5859,1.3262343e-06,119.83672,119.98605899262907,120.14488,0.79979575,0.8000082118181823,0.80023831,-1.0332020431498768e-05,0.0003363163,0.0003363163,-18129.930886105536,31322.512770948,56911076.0,0.085500993,0.005364573605300064
tight_return,CaseM3d2_MCCMildTightReturn,8,0.004021,8.101679389999061e-05,50.0348930761261,62.08717402535615,0.25292418766321734,0.301358,0.119997,140,266,0,1,1,-3:1|0:140|1:266,0.6535626535626535,23.0,4351.4722,2.333818e-07,119.77281,119.97813277641275,120.14371,0.79979998,0.800026188132678,0.80032521,-1.6207860109803427e-05,0.00040012356,0.00040012356,-26132.44819707913,38832.56868435491,59008048.0,0.088749997,0.005509173386397656
tight_return,CaseM3d2_MCCMildTightReturn,9,0.004524,9.63944103000991e-05,45.07009287681408,65.16322325331772,0.2453902282336137,0.301358,0.119997,59,348,0,0,0,0:59|1:348,0.855036855036855,21.0,2744.1179,7.2045714e-07,119.70541,119.96711938574953,120.13651,0.79981172,0.8000461753071247,0.80041653,-2.4372727315142516e-05,0.00047462969,0.00047462969,-34540.381969051756,40679.67338035831,61165476.0,0.091865115,0.005620568522345639
tight_return,CaseM3d2_MCCMildTightReturn,10,0.005027,0.0001117352160001639,43.968204044676476,66.34334720425613,0.24399338971206644,0.2772425,0.15079,18,389,0,0,0,0:18|1:389,0.9557739557739557,24.0,1428.3458,2.4474502e-07,119.63519,119.95456734643724,120.12631,0.79982466,0.8000640202948412,0.80051148,-3.368028337629974e-05,0.00055048795,0.00055048795,-42177.925116317696,49510.49096656201,62624760.0,0.094204828,0.005704942848729976
tight_return,CaseM3d2_MCCMildTightReturn,11,0.005529,0.00012678899600007676,45.47204330766584,66.37723594702584,0.247583924293811,0.2772425,0.15079,1,406,0,0,0,0:1|1:406,0.9975429975429976,21.0,168.19978,6.0827279e-07,119.56279,119.94183304668279,120.11368,0.79984313,0.8000793262653564,0.80060899,-4.312598922808352e-05,0.00062738446,0.00062738446,-48774.82185986196,52279.16249558041,63818780.0,0.095908552,0.005770011133794526
tight_return,CaseM3d2_MCCMildTightReturn,12,0.006032,0.00014153063300006985,47.6381551274611,66.22154689668173,0.252844109928437,0.2837375,0.0959757,0,407,0,0,0,1:407,1.0,24.0,6.6714892e-07,6.6714892e-07,119.48885,119.92931896805904,120.09983,0.79986221,0.8000937086732199,0.80070853,-5.241123202872235e-05,0.00070687977,0.00070687977,-55119.16639993738,62262.30580634179,64803080.0,0.097447231,0.0058191159832406
tight_return,CaseM3d2_MCCMildTightReturn,13,0.006535,0.0001561754709999974,48.94073505651924,66.07305940138868,0.25595453366340626,0.2837375,0.0959757,2,405,0,0,0,0:2|1:405,0.995085995085995,28.0,76.344833,1.0955719e-06,119.41391,119.91702906633913,120.08598,0.7998805,0.8001087206388215,0.80081421,-6.153439100270272e-05,0.00078817044,0.00078817044,-61637.81863545865,63979.38796230935,65653528.0,0.098684229,0.00585548459462462
tight_return,CaseM3d2_MCCMildTightReturn,14,0.007037,0.0001707631900001172,48.95882931946767,66.13908971235442,0.25602139969118093,0.291647,0.0624526,2,401,0,4,4,-3:4|0:2|1:401,0.9852579852579852,28.0,3125.125,8.2171573e-07,119.33467,119.90480697788678,120.07678,0.79987693,0.8001248932678144,0.80092156,-7.060994635036854e-05,0.00087038538,0.00087038538,-68808.29990527143,73198.24550212573,66278628.0,0.099691287,0.005886292727521611
tight_return,CaseM3d2_MCCMildTightReturn,15,0.00754,0.00018533924000002644,48.03515504446355,66.07203443968656,0.25313659758919144,0.291647,0.0624526,2,401,4,0,4,-1:4|0:2|1:401,0.9852579852579852,22.0,1414.4696,1.1353968e-06,119.26263,119.89247235872232,120.08212,0.79986966,0.8001421750859952,0.80101216,-7.977124546486482e-05,0.00094067689,0.00094067689,-76155.47756017126,73338.11259517934,66923088.0,0.10061236,0.005916646641902406
tight_return,CaseM3d2_MCCMildTightReturn,16,0.008043,0.00019985242300013528,46.27866195040131,67.28091918368584,0.25004325349705014,0.29007799999999995,0.0759622,2,397,4,4,8,-3:4|-1:4|0:2|1:397,0.9754299754299754,22.0,3092.8389,1.1996017e-06,119.18671,119.88060918918919,120.08763,0.79986274,0.8001589542260447,0.80111408,-8.858304322825553e-05,0.0010195705,0.0010195705,-83881.67863149465,82075.95503638292,65584800.0,0.09873835,0.005599960054319064
tight_return,CaseM3d2_MCCMildTightReturn,17,0.008545,0.00021430404300012973,45.66174953505325,67.79791087196529,0.2490705221752976,0.29007799999999995,0.0759622,2,401,4,0,4,-1:4|0:2|1:401,0.9852579852579852,22.0,2861.8896,1.0210833e-06,119.11169,119.86866599508578,120.09371,0.79985631,0.8001751612530706,0.80121469,-9.74570238783784e-05,0.0010977564,0.0010977564,-90888.58203151311,80959.09229738184,63243428.0,0.09506318,0.005588123449483718
tight_return,CaseM3d2_MCCMildTightReturn,18,0.009048,0.0002287717700000247,46.28822672062244,68.16327906020433,0.2515031064846539,0.304076,0.134108,6,397,4,0,4,-1:4|0:6|1:397,0.9754299754299754,22.0,3421.1162,1.3856825e-06,119.03785,119.85701739557744,120.10014,0.79984766,0.8001904169287463,0.80131376,-0.00010611383435061422,0.001174951,0.001174951,-97668.72319138552,88605.15176892548,60753340.0,0.091438301,0.005578582221320366
tight_return,CaseM3d2_MCCMildTightReturn,19,0.009551,0.00024339096300007856,47.57891443685504,68.5774631976485,0.25587295998711235,0.304076,0.134108,6,393,4,4,8,-3:4|-1:4|0:6|1:393,0.9656019656019657,21.0,3887.4456,5.6470981e-07,118.96464,119.84575739557721,120.10707,0.79983723,0.8002046109336604,0.80141246,-0.00011448377389680593,0.0012513697,0.0012513697,-103649.64159920783,86125.8789604343,60306676.0,0.090710923,0.005574812565301744
tight_return,CaseM3d2_MCCMildTightReturn,20,0.010053,0.0002583861900000428,49.11721126608517,65.57570028864505,0.2547426781303261,0.292997,0.0891807,6,401,0,0,0,0:6|1:401,0.9852579852579852,18.0,4260.1011,5.611937e-07,118.89112,119.83440518427533,120.1144,0.7998271,0.8002182629484023,0.80151182,-0.00012292551197886972,0.0013274917,0.0013274917,-109874.13214104471,93130.86835995893,60761200.0,0.091480702,0.005578034449789471
tight_return,CaseM3d2_MCCMildTightReturn,21,0.010556,0.00027345233999998,48.955194771482375,65.92091322408908,0.254994576324457,0.292997,0.0891807,2,397,0,8,8,-3:8|0:2|1:397,0.9754299754299754,20.0,4528.6401,7.3552746e-07,118.81644,119.82347530712521,120.12133,0.79981929,0.8002328688452096,0.80161273,-0.00013105491559459452,0.001404275,0.001404275,-116145.90327298245,90516.3708437917,62176492.0,0.093448207,0.005586745790773245
tight_return,CaseM3d2_MCCMildTightReturn,22,0.011059,0.0002885071939999484,48.63229343271908,65.45362021639959,0.2533496044856963,0.2895605,0.0642396,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4696.6646,5.7741272e-07,118.74095,119.81181174447184,120.12754,0.79981238,0.8002487877395587,0.80171472,-0.00013973247364054052,0.0014815286,0.0014815286,-123206.72442083179,98081.27217018887,63180740.0,0.095149353,0.00559010289509038
tight_return,CaseM3d2_MCCMildTightReturn,23,0.011561,0.0003034815129999979,48.05377760803443,65.35936980634055,0.2515758358589987,0.2895605,0.0642396,2,404,0,1,1,-3:1|0:2|1:404,0.9926289926289926,27.0,4782.9756,5.2943869e-07,118.66508,119.79979778869783,120.13335,0.7998051,0.8002654282063882,0.80181712,-0.00014867323240049142,0.0015589668,0.0015589668,-130078.92782159343,95427.63438707661,63906920.0,0.096062258,0.00558930269176454
tight_return,CaseM3d2_MCCMildTightReturn,24,0.012064,0.0003183784380000887,47.629412721416855,65.25514195702651,0.2501147138678818,0.286692,0.0518876,2,401,0,4,4,-3:4|0:2|1:401,0.9852579852579852,27.0,4812.8652,4.8749007e-07,118.58907,119.78737995085999,120.13908,0.79979748,0.8002824630712536,0.80191964,-0.00015791601018132673,0.0016364641,0.0016364641,-137539.93886068423,103214.44451281907,64146320.0,0.096611664,0.005583937384909324
tight_return,CaseM3d2_MCCMildTightReturn,25,0.012566,0.00033313413200009023,47.461041531426666,65.07422101897588,0.24919010001594033,0.286692,0.0518876,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4808.8442,4.4812077e-07,118.51315,119.77468616707588,120.14488,0.79978949,0.8002996426044233,0.80202216,-0.00016736707279606876,0.0017138375,0.0017138375,-144515.6721414954,100189.07604651943,64510288.0,0.096985117,0.0055766638996271115
tight_return,CaseM3d2_MCCMildTightReturn,26,0.013069,0.0003478950190001495,47.41691851965601,64.98746025698895,0.24878203074776017,0.2857695,0.0484525,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4786.2363,5.9935337e-07,118.43732,119.7618499262898,120.15076,0.79978144,0.8003169002456999,0.80212468,-0.00017692649074668308,0.0017911197,0.0017911197,-152031.2961922001,108078.07672176918,64553916.0,0.097240552,0.005574227236925268
tight_return,CaseM3d2_MCCMildTightReturn,27,0.013572,0.0003625164670000014,47.43229228925469,64.93203442805243,0.24862009107742075,0.2857695,0.0484525,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4754.2212,6.5096992e-07,118.36158,119.74891044226054,120.15667,0.79977345,0.8003342398280109,0.80222714,-0.00018656621521351345,0.0018683299,0.0018683299,-158990.9941557677,104600.90583372599,64768256.0,0.097387254,0.005571781206684805
tight_return,CaseM3d2_MCCMildTightReturn,28,0.014074,0.00037709237600005996,47.44274002095821,64.90367835811642,0.24852625516292554,0.2858295,0.0451083,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4716.2969,7.2110652e-07,118.28594,119.73590606879596,120.16254,0.79976571,0.8003516376904162,0.80232936,-0.00019625629877125314,0.0019454572,0.0019454572,-166577.93001287503,112480.7868608135,64653580.0,0.097404823,0.005569790013600748
tight_return,CaseM3d2_MCCMildTightReturn,29,0.014577,0.00039161552100014374,47.38107057124491,64.95359095554781,0.24839694446986618,0.2858295,0.0451083,2,401,0,4,4,-3:4|0:2|1:401,0.9852579852579852,27.0,4673.687,5.8369369e-07,118.21044,119.72285538083537,120.1684,0.79975796,0.8003691639312033,0.80243158,-0.0002059831433093365,0.0020224634,0.0020224634,-173553.9531746867,108486.45312108866,64689544.0,0.097282119,0.0055681309276821595
tight_return,CaseM3d2_MCCMildTightReturn,30,0.01508,0.0004060782110000549,47.323883765790335,64.85317352963588,0.24801219158596613,0.285917,0.0416589,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4627.3228,6.5514905e-07,118.13509,119.70970968058965,120.17422,0.79975021,0.8003868508845216,0.80253363,-0.00021578413481302216,0.0020993322,0.0020993322,-181248.87768641755,116312.02919804152,64456236.0,0.097120404,0.005566004331832846
tight_return,CaseM3d2_MCCMildTightReturn,31,0.015582,0.0004205028530000765,47.25502796281736,64.85896673143702,0.24779108230047509,0.285917,0.0416589,2,404,0,1,1,-3:1|0:2|1:404,0.9926289926289926,27.0,4578.9507,5.5919827e-07,118.0599,119.69652542997531,120.17999,0.79974246,0.8004046223341509,0.80263555,-0.00022561579970245695,0.002176062,0.002176062,-188232.65751308648,111875.9201383104,64466940.0,0.0969586,0.005563202578002626
tight_return,CaseM3d2_MCCMildTightReturn,32,0.016085,0.000434952102000008,47.19521429659296,64.99410183900966,0.2478350859658588,0.285715,0.0388284,2,400,0,5,5,-3:5|0:2|1:400,0.9828009828009828,27.0,4530.748,1.3962863e-06,117.98486,119.68333243243245,120.1857,0.79973501,0.800422294054054,0.8027373,-0.00023545742249115478,0.0022526532,0.0022526532,-195960.5505415922,119678.81168362277,64193804.0,0.096735656,0.005560197005660153
tight_return,CaseM3d2_MCCMildTightReturn,33,0.016588,0.00044928870500005047,47.267661504676504,64.82134440774597,0.24767792248353113,0.285715,0.0388284,2,404,0,1,1,-3:1|0:2|1:404,0.9926289926289926,27.0,4484.2754,1.3761073e-06,117.91005,119.67005791154791,120.19138,0.79972756,0.800439966019656,0.8028388,-0.00024536205369017205,0.0023290305,0.0023290305,-202875.88719641633,114841.38016037487,64112936.0,0.096436501,0.005549860919667711
tight_return,CaseM3d2_MCCMildTightReturn,34,0.01709,0.0004636548630000681,47.25977263162977,65.02613876237261,0.24800402863293983,0.2861495,0.0346155,2,396,0,9,9,-3:9|0:2|1:396,0.972972972972973,27.0,4440.3838,1.3789231e-06,117.83559,119.65686901719907,120.19707,0.79971981,0.8004575299999998,0.80293989,-0.00025520558259926293,0.0024050793,0.0024050793,-210582.61465805175,122568.88369506985,63747744.0,0.096074425,0.005539691954902249
tight_return,CaseM3d2_MCCMildTightReturn,35,0.017593,0.0004780520900000973,47.34196647388209,64.75191367430881,0.24770343745083706,0.2861495,0.0346155,2,405,0,0,0,0:2|1:405,0.995085995085995,27.0,4405.4287,1.3961007e-06,117.76148,119.6435712039314,120.20275,0.79971218,0.8004751854791152,0.80304056,-0.000265132597950614,0.0024808119,0.0024808119,-217451.09999569212,117320.90029231957,63632888.0,0.095724292,0.0055348581692628
tight_return,CaseM3d2_MCCMildTightReturn,36,0.018096,0.0004923414900001588,47.26132916995908,64.94661817739848,0.2478143635676166,0.2861495,0.0346155,2,397,0,8,8,-3:8|0:2|1:397,0.9754299754299754,27.0,4486.2969,5.5635428e-07,117.68771,119.63033828009856,120.2084,0.79970473,0.8004928699017191,0.80314088,-0.00027501516709557743,0.0025562751,0.0025562751,-225214.72591876276,124986.08724483434,63265972.0,0.095357463,0.005524235981243722
