case,label,route,feedback,frame,time,region,region_count,sigma_xx_mean,sigma_yy_mean,sigma_zz_mean,p_eff_compression_proxy_mean,q_proxy_mean,porepress_mean,porepress_min,porepressrate_maxabs,divvel_maxabs,velocity_max
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,19,0.005027,top_cap,18,-60.74781277777778,-60.74781383333334,-81.02164022222222,67.50575561111111,98.29638958172904,-12770.330505176444,-19168.6986842,21087824.0,0.031595875,0.0011468919347904067
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,19,0.005027,bottom_cap,18,-60.747816388888886,-60.747813666666666,-81.02164850000001,67.5057595185185,98.29636886426736,-12770.328218536166,-19168.68765749,21087792.0,0.031595826,0.0011468921742886233
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,19,0.005027,edge,112,-9.470603754107144,-9.470604290625001,24.472682277678576,-1.843824744315476,48.519726537260944,-10647.588237122927,-13152.49785958,5711735.0,0.0085493904,0.0006568540103539344
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,20,0.005328,interior,63,0.576528904801587,0.576528492547619,-79.0147906984127,25.953911100354492,85.20690645309665,-9777.303441292828,-13058.88773901,19067352.0,0.028647495,0.0007127920400000009
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,20,0.005328,lateral,196,-20.169804118214284,-20.169804216836734,-35.47476856428572,25.27145896644558,37.01477916893469,-12555.72248912796,-14560.26570897,13965898.0,0.020951528,0.0005587353643208428
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,20,0.005328,top_cap,18,-71.49433749999999,-71.49433822222221,-98.60833466666666,80.53233679629629,99.58798046881482,-7562.024691192379,-16854.12638089,27379674.0,0.041082367,0.0010951903000000014
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,20,0.005328,bottom_cap,18,-71.49433966666666,-71.49433699999999,-98.60834066666666,80.5323391111111,99.58796117945388,-7562.023127864381,-16854.11188564,27379658.0,0.041082341,0.0010951895
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,20,0.005328,edge,112,-10.02149831857143,-10.021498864285714,23.689260311607143,-1.2154210429166663,50.50164846120193,-10397.700539297884,-12722.60336934,8026454.5,0.012017513,0.0005368216769850146
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,21,0.005529,interior,63,-9.018871763333333,-9.018872177142857,-85.8229983015873,34.620247414021165,82.83814151194902,-6963.33291286346,-8443.955614507,21181334.0,0.031772278,0.0006897439600000011
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,21,0.005529,lateral,196,-26.839788252551017,-26.839788453571423,-39.765072698979594,31.14821646836735,36.35540403122222,-9547.876438463796,-10980.98272103,16391617.0,0.024581462,0.0006305017882191497
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,21,0.005529,top_cap,18,-78.31692872222223,-78.31693,-112.96871514999998,89.86752462407408,99.51528155672395,-5369.629663618833,-6928.91722423,26163790.0,0.039258942,0.0011329652000000015
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,21,0.005529,bottom_cap,18,-78.31693077777777,-78.31692911111112,-112.96871827777778,89.86752605555556,99.51526433790777,-5369.630083007167,-6928.916257219,26163772.0,0.039258916,0.0011329645
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,21,0.005529,edge,112,-10.13118625142857,-10.131186777169644,22.55054039285714,-0.762722454752976,51.882650909883,-9681.50208911034,-10774.26595147,7665713.0,0.011503754,0.0004648070050283797
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,22,0.005831,interior,63,-22.18987005079365,-22.189870769841267,-94.76803339682539,46.38259140582011,79.59429415016088,-2262.252244749706,-3325.416341953,20206098.0,0.030334793,0.0006830026400000006
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,22,0.005831,lateral,196,-37.201754640816326,-37.20175494642857,-46.036840183673476,40.14678325697278,35.88355362174642,-5947.459743607076,-8031.153919719,16099610.0,0.024152193,0.0005787755200328533
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,22,0.005831,top_cap,18,-85.49490422222223,-85.49490561111111,-133.94760566666665,101.64580516666666,99.21410245272557,-665.6220721389104,-2911.132682859,18408222.0,0.027669379,0.0009611462600000028
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,22,0.005831,bottom_cap,18,-85.4949033888889,-85.49490227777778,-133.94760264444443,101.64580277037037,99.21408618754748,-665.6234801543578,-2911.130911541,18408216.0,0.027669368,0.0009611459700000002
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,22,0.005831,edge,112,-9.385157773214287,-9.385158489285715,20.704685024107143,-0.6447895872023809,54.084035014646915,-9631.545480428527,-12449.08150268,5210345.5,0.0078471471,0.00044377034679781894
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,23,0.006032,interior,63,-28.523810777777772,-28.523811682539684,-98.66322922222223,51.90361722751322,77.94329692302667,-57.153468590719065,-2297.210608125,16242335.0,0.024405761,0.0007063346000000028
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,23,0.006032,lateral,196,-43.07112295204082,-43.071123058163266,-49.3068216989796,45.14968923639456,36.05564053514855,-3945.791814722168,-6423.74320074,13075489.0,0.019622067,0.0004822349381296702
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,23,0.006032,top_cap,18,-87.27802944444443,-87.27803083333333,-145.59326158333332,106.71644062037036,99.56713499370284,1354.9554568191666,-661.0395153089,11551500.0,0.017395793,0.0007603039237697596
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,23,0.006032,bottom_cap,18,-87.27802733333334,-87.27802616666668,-145.59325659444445,106.71643669814814,99.5671195795507,1354.9538924110777,-661.0374423755,11551497.0,0.017395789,0.0007603037504468703
CaseT4m_T4lReference_FeedbackOff,"T4l lateral+cap, feedback off",lateral_cap,off,23,0.006032,edge,112,-8.121582188125,-8.121582810982142,19.698599365178573,-1.1518114553571428,55.460848352786016,-9830.909665499636,-13356.58400788,4626088.0,0.0069865715,0.00046490493761464774
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,0,407.0,interior,63,-50.0,-50.0,-50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,0,407.0,lateral,196,-50.0,-50.0,-50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,0,407.0,top_cap,18,-50.0,-50.0,-50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,0,407.0,bottom_cap,18,-50.0,-50.0,-50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,0,407.0,edge,112,-50.0,-50.0,-50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,1,0.000503,interior,63,-28.2883276031746,-28.288328015873017,-34.10920453968254,30.228620052910053,6.138056832674405,-7908.553224613253,-9710.47827887,19316162.0,0.028974246,0.00017493867082406036
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,1,0.000503,lateral,196,-30.07459751530612,-30.0745976377551,-36.25118332142857,32.133459491496595,6.848037569623879,-7146.615306436883,-9851.577644334,19596838.0,0.02939526,0.000968458111408096
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,1,0.000503,top_cap,18,-28.172849222222222,-28.172849666666664,-24.274466388888886,26.873388425925928,4.82135951510371,-9250.64495680511,-10235.56260894,20360664.0,0.030540999,0.0009012240300000021
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,1,0.000503,bottom_cap,18,-28.17285027777778,-28.17285011111111,-24.274469666666665,26.87339001851852,4.821357707403021,-9250.644007236833,-10235.56260894,20360664.0,0.030540997,0.0009012240300000006
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,1,0.000503,edge,112,-32.44594375892857,-32.4459436875,-32.17437964285714,32.35542236309524,2.9882607920638335,-7057.830420335777,-10122.23208281,20135226.0,0.030202841,0.0009336771635613511
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,2,0.000804,interior,63,-0.7848418406349204,-0.7848427763492062,-13.704662001111112,5.091448872698414,13.528924691025997,-17962.783077213808,-21575.92851592,38825504.0,0.058274843,0.0002130100077420682
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,2,0.000804,lateral,196,-6.639966408214285,-6.639966617755101,-19.79842162510204,11.026118217023807,14.494551233426643,-15589.856455839743,-21626.34166793,37464652.0,0.056250494,0.0008448346837861853
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,2,0.000804,top_cap,18,-1.742050922222222,-1.7420518722222218,6.449106288888888,-0.9883344981481483,10.58276631702191,-20392.238625149443,-22633.63509749,39813860.0,0.059767481,0.0009911919500000018
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,2,0.000804,bottom_cap,18,-1.7420532888888889,-1.742053261111111,6.449101127777777,-0.9883315259259258,10.582764530244209,-20392.23773143389,-22633.63469533,39813856.0,0.059767473,0.0009911919500000003
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,2,0.000804,edge,112,-11.961988143392858,-11.961988258214287,-11.636403026785715,11.853459809464285,6.3528767181123476,-15259.433467729008,-22147.03480779,38082624.0,0.057181973,0.0008217833329484021
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,3,0.001005,interior,63,15.756436214285715,15.756434973015873,-0.9725349793650798,-10.180112069312171,17.421305089861665,-24070.029554722536,-28242.28937579,30683260.0,0.046079595,0.00022569071640793513
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,3,0.001005,lateral,196,5.049945124030612,5.049944892602041,-11.110020805102039,0.3367102628231291,17.685386254462703,-19866.141908613517,-27723.13580097,27352938.0,0.041103765,0.0006388871036648053
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,3,0.001005,top_cap,18,12.397603155555554,12.397601755555556,22.13427994444444,-15.64316161851852,13.579630162135835,-26250.552142851666,-29242.78369013,29936724.0,0.044972021,0.0008702169840457516
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,3,0.001005,bottom_cap,18,12.397600305555557,12.397600222222223,22.1342745,-15.643158342592592,13.579628614736789,-26250.551115084447,-29242.78389121,29936716.0,0.04497201,0.0008702169833792806
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,3,0.001005,edge,112,-1.9584494776785715,-1.9584496910714282,-2.061655858125,1.9928516756249999,7.876372810454911,-19204.69881588732,-28277.34669366,27355856.0,0.041115239,0.0006434201002170608
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,4,0.001307,interior,63,30.630857253968262,30.630855650793656,11.73414878888889,-24.3319538978836,19.587827772088577,-29725.90699050095,-33146.34745151,20824992.0,0.03118398,0.0002772077600000231
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,4,0.001307,lateral,196,10.605212931275512,10.605212949591834,-5.548325806785714,-5.220700024693877,17.6873599038269,-22090.71009570827,-31167.77669065,12184217.0,0.018312363,0.00038708197201443417
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,4,0.001307,top_cap,18,21.525750094444447,21.525748311111112,30.408432283333337,-24.486643562962964,16.234852753444574,-29780.666096456665,-33399.42729332,12576307.0,0.018909372,0.0005046642207018877
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,4,0.001307,bottom_cap,18,21.5257475,21.525747288888887,30.408426844444445,-24.486640544444445,16.23485123468582,-29780.664908801664,-33399.42784628,12576310.0,0.018909376,0.0005046642823271004
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,4,0.001307,edge,112,2.3200114214285716,2.3200111178571423,0.7018741329464285,-1.78063222407738,8.784689330956644,-20716.357925654647,-31541.53509844,7441545.0,0.011194659,0.0004195090353276731
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,5,0.001508,interior,63,31.007244888888888,31.007243158730162,13.789939393650792,-25.268142480423283,17.88388585349647,-28198.49432546968,-30027.0166869,11002439.0,0.016462559,0.0002931049400000136
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,5,0.001508,lateral,196,6.094213175903061,6.094213202372449,-7.125453186734694,-1.6876577305136051,15.110328912134255,-22205.14317026684,-25058.65505917,20760392.0,0.031151898,0.0007183792213336582
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,5,0.001508,top_cap,18,18.434826333333334,18.434824505555557,25.226885105555553,-20.698845314814815,17.52340571655331,-26349.12021923111,-29235.08271962,22056930.0,0.033080675,0.0006566999592740323
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,5,0.001508,bottom_cap,18,18.434824616666667,18.43482437777778,25.226880566666665,-20.69884318703704,17.523404663795297,-26349.120155675,-29235.08219058,22056926.0,0.033080667,0.000656699828749669
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,5,0.001508,edge,112,-1.890525960535714,-1.890526294464286,-4.8421639107142855,2.8744053885714287,9.074830994284499,-20772.149725782947,-24063.63686044,18914124.0,0.028385023,0.000565606199882107
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,6,0.00181,interior,63,16.74872081746032,16.748718952380948,6.642495464444445,-13.379978411428574,10.810135646766192,-23434.76333624762,-27930.00351334,29506718.0,0.044222184,0.0003744637197094165
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,6,0.00181,lateral,196,-9.700289402040816,-9.700289282142858,-15.603162675510205,11.667913786564625,10.962945735437918,-16865.14794430306,-21974.91328274,30295294.0,0.045487151,0.001013614232969593
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,6,0.00181,top_cap,18,2.6594775944444446,2.6594755833333332,6.12670301111111,-3.81521872962963,19.38958851749999,-19590.752773369997,-25365.30220833,33779872.0,0.050710183,0.0008510051381066793
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,6,0.00181,bottom_cap,18,2.6594760999999996,2.6594762055555554,6.126698866666667,-3.815217057407406,19.38958838599586,-19590.75319297111,-25365.30278052,33779868.0,0.050710179,0.0008510050569601685
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,6,0.00181,edge,112,-15.201128869642856,-15.201129246428573,-19.86020485625,16.754154324107144,9.83003691950881,-15222.686825689196,-17998.88287564,28952574.0,0.043464709,0.000827495095968864
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,7,0.002011,interior,63,0.01623180031746035,0.016229447142856998,-3.253257765079365,1.0735988392063496,4.545539919569744,-17647.93321203254,-23013.9670849,35681600.0,0.053502753,0.00041556209029984927
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,7,0.002011,lateral,196,-23.695446087244896,-23.695446057142853,-23.780822447346935,23.723904863911564,10.625994439116274,-12044.212451981717,-18196.90632393,33335812.0,0.050021905,0.0011043684359660847
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,7,0.002011,top_cap,18,-12.05746406111111,-12.057466383333333,-9.810851405555555,11.30859395,20.44077974949511,-13538.876398146887,-21463.61482009,35292936.0,0.053005967,0.0008136580302641376
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,7,0.002011,bottom_cap,18,-12.057465483333333,-12.057464827777778,-9.810853450000002,11.308594587037035,20.440780149162656,-13538.877275772722,-21463.61740312,35292928.0,0.053005956,0.0008136579504575016
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,7,0.002011,edge,112,-26.322815364821427,-26.32281558125,-31.56015945535714,28.068596800476193,10.471035575140943,-10698.148436433108,-14753.3960234,31752152.0,0.047641616,0.000858990765215543
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,8,0.002312,interior,63,-29.021050825396824,-29.021053301587305,-21.144905468253963,26.39566986507936,8.500491660901487,-7513.60981049484,-12476.1226648,37263912.0,0.055827338,0.0004568239954621252
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,8,0.002312,lateral,196,-45.23987460204081,-45.23987488775511,-36.8526155,42.444121663265314,14.748715782411452,-4557.710968259273,-11050.27828925,30096844.0,0.045189183,0.0010122877039856308
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,8,0.002312,top_cap,18,-34.563136,-34.56313822222223,-31.633448777777776,33.58657433333334,21.80491787449138,-4625.968243378722,-15091.41646892,31931024.0,0.047912277,0.0005758473267988996
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,8,0.002312,bottom_cap,18,-34.56313655555556,-34.563136111111106,-31.6334485,33.58657372222223,21.804917570014407,-4625.969243889611,-15091.42146496,31931024.0,0.047912277,0.0005758473267988985
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,8,0.002312,edge,112,-42.704345294642856,-42.704345428571436,-47.68385433928571,44.3641816875,11.359879871751827,-4180.786156335148,-11151.03438757,27901454.0,0.041884996,0.0007292403469713484
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,9,0.002514,interior,63,-46.89406942857144,-46.894071412698416,-32.26908444444445,42.019075095238094,14.85618639825535,-1065.7122206860113,-2863.034184943,36459900.0,0.054664779,0.00041092560237142333
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,9,0.002514,lateral,196,-57.6055657142857,-57.60556593367348,-44.521454122448986,53.24419525680272,18.671979456832762,-632.9923847545497,-2648.603980854,27513184.0,0.041258074,0.0008512253479789106
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,9,0.002514,top_cap,18,-47.06962633333333,-47.069628111111115,-41.99186473333334,45.377039725925925,23.109089971175607,240.13696638855558,-1746.072395698,24875096.0,0.037316974,0.0003570443408928913
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,9,0.002514,bottom_cap,18,-47.06962622222222,-47.06962566666667,-41.991863877777774,45.37703858888889,23.109088697301953,240.13594658595554,-1746.075446869,24875098.0,0.037316978,0.0003570443328408282
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,9,0.002514,edge,112,-51.837208232142856,-51.8372084375,-55.919258169642866,53.19789161309523,11.701992796771139,-42.753787711759166,-1717.328902318,21384158.0,0.032086749,0.000600660007104017
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,10,0.002815,interior,63,-65.9735423015873,-65.97354431746032,-43.908000714285706,58.61836244444445,22.340703338315883,5573.146638510983,5032.296010585,25891166.0,0.038848333,0.00025785131729899943
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,10,0.002815,lateral,196,-70.29954790816326,-70.29954794387757,-52.45986217346939,64.35298600850341,23.30109752634236,3810.6738645161836,2675.650192817,18304072.0,0.027457463,0.0005171342056330372
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,10,0.002815,top_cap,18,-59.10403305555555,-59.10403383333333,-48.95911413572222,55.722393674870375,26.491783270794837,4377.822330515612,1556.405963006,10634564.0,0.015956948,0.0002220054186543482
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,10,0.002815,bottom_cap,18,-59.104032,-59.10403211111111,-48.95911422233334,55.72239277781481,26.49178163081855,4377.821254856222,1556.402157768,10634566.0,0.015956949,0.00022200537142945062
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,10,0.002815,edge,112,-61.264573562500004,-61.26457373214286,-63.20106050892856,61.91006926785714,12.147884364647357,3442.4814172145893,1469.725515884,10166649.0,0.015239662,0.0004850661636751759
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,11,0.003016,interior,63,-71.74650730158729,-71.74650917460318,-47.03730014285714,63.51010553968253,25.07809754634275,7527.520521373,6391.98984283,14981213.0,0.022505561,0.00014759473502733844
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,11,0.003016,lateral,196,-74.04802384183672,-74.04802398469387,-54.76538332142857,67.62047704931973,24.957721809226015,5118.24259051025,4264.718247136,9876969.0,0.014823571,0.0002530798594947961
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,11,0.003016,top_cap,18,-61.97914944444444,-61.979149333333325,-47.77118116111111,57.24315997962963,29.447036631137525,4985.706870700223,2192.42828193,1774067.4,0.0026719272,0.00033087148410931703
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,11,0.003016,bottom_cap,18,-61.97914911111112,-61.97914999999999,-47.77118162777777,57.2431602462963,29.44703558386783,4985.706020735889,2192.424300745,1774067.9,0.0026719279,0.0003308713597345712
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,11,0.003016,edge,112,-64.38135557142857,-64.3813559375,-64.59035703571429,64.4510228482143,12.773828133157238,4459.303341402089,3182.954796335,8048936.0,0.012059351,0.0003779474757236415
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,12,0.003318,interior,63,-69.46254874603173,-69.46255041269839,-44.40603895238096,61.11037937037037,25.646219421914402,6563.189903296602,3567.12843372,14630883.0,0.021945195,8.790935784700385e-05
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,12,0.003318,lateral,196,-72.50406648469388,-72.50406600000001,-53.60372480102041,66.20395242857141,25.40286653073292,4552.845906122235,1386.078941613,13367041.0,0.02008502,0.00035546904391266525
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,12,0.003318,top_cap,18,-58.914341,-58.914340388888895,-38.33429235,52.05432457962963,34.26276539916583,2910.1730302396113,1080.549047861,13392352.0,0.020080635,0.0005565451885032872
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,12,0.003318,bottom_cap,18,-58.91434144444444,-58.91434144444444,-38.33429339444444,52.05432542777778,34.26276358881298,2910.172446988944,1080.544802754,13392351.0,0.020080633,0.0005565452488293405
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,12,0.003318,edge,112,-64.4285234732143,-64.4285243125,-61.91002329464286,63.58902369345238,15.303082877975694,4114.877633669875,1178.419657025,11976215.0,0.017965995,0.0004129463895545118
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,13,0.003519,interior,63,-61.53481539682539,-61.53481665079366,-38.39739288888889,53.82234164550264,23.997642381475185,2807.6000658729386,309.2465807574,21704298.0,0.032565687,0.0001325932751524161
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,13,0.003519,lateral,196,-67.13842844387756,-67.13842808673469,-50.02444028061225,61.433765603741506,24.725475089343746,2874.865916681615,515.2815873279,19755238.0,0.029642252,0.0005558943153400474
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,13,0.003519,top_cap,18,-52.958579111111106,-52.95857816666666,-28.45661722222222,44.791258166666665,37.35532038132395,397.27011202114835,-104.8323706148,19600670.0,0.029412081,0.0006538863574419064
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,13,0.003519,bottom_cap,18,-52.9585806111111,-52.95857972222222,-28.456619444444446,44.79125992592592,37.35531828440989,397.2698051164783,-104.8322507953,19600670.0,0.029412081,0.0006538864053247536
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,13,0.003519,edge,112,-61.77800347321428,-61.77800409821428,-57.51838934821429,60.358132306547624,17.850375296190045,2326.5263022483828,556.3444606556,17981432.0,0.02697826,0.0004945199891713582
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,14,0.003821,interior,63,-43.12289442857144,-43.1228944920635,-25.213289715873017,37.15302621216931,19.599798889145024,-3859.7718454178903,-7175.52830131,26385636.0,0.039569575,0.00021288086750832045
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,14,0.003821,lateral,196,-54.365818112244895,-54.36581764795917,-41.607413617346936,50.113016459183676,23.249356014089226,-1653.3879195254358,-6468.399786644,24330246.0,0.036534656,0.0007707802477660204
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,14,0.003821,top_cap,18,-40.96166100000001,-40.96165972222222,-12.153020233333333,31.358780318518516,40.87334603187051,-4973.164078692,-6812.870186959,22666086.0,0.034032051,0.000644970476037228
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,14,0.003821,bottom_cap,18,-40.961662777777775,-40.96166077777778,-12.153022327777776,31.358781961111113,40.87334388063166,-4973.164083974833,-6812.868967601,22666080.0,0.034032043,0.0006449705144722437
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,14,0.003821,edge,112,-55.12299278571428,-55.122993758928565,-48.685548191071426,52.9771782452381,21.732951594130363,-626.9549181538777,-5827.775106523,22026266.0,0.033072256,0.000508997361386372
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,15,0.004022,interior,63,-29.109042634920637,-29.109042269841265,-15.502960356190476,24.573681753650796,16.39554741841538,-8889.80625264367,-11975.69913727,30323622.0,0.045493659,0.00021913707253662024
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,15,0.004022,lateral,196,-44.319723746938784,-44.31972300663265,-35.02791154132654,41.222452764965986,22.542472460097244,-5209.76476884471,-11228.58241923,26538286.0,0.039825212,0.0007919701591042447
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,15,0.004022,top_cap,18,-32.85106088888889,-32.851059666666664,-2.8038253888888907,22.83531531481482,41.787955285920134,-8380.247312860667,-11051.25820679,20586742.0,0.030926509,0.0005332133033680137
CaseT4m_AllSurface_FeedbackOff,"all-surface f_i, feedback off",all_surface,off,15,0.004022,bottom_cap,18,-32.851062222222225,-32.851059944444444,-2.8038271222222213,22.83531642962963,41.78795301534772,-8380.247270665224,-11051.25709745,20586746.0,0.030926513,0.0005332132902085689
