time,Tv,z,z_norm,analytical_excess,analytical_hydrostatic,analytical_porepress
0.1,0.027441722676,0.654999999966,0.656565656566,6968.98577583,3335.40000034,10304.3857762
0.1,0.027441722676,0.664999999967,0.666666666667,6764.7777922,3237.30000033,10002.0777925
0.1,0.027441722676,0.674999999968,0.676767676768,6560.44657031,3139.20000032,9699.64657062
0.1,0.027441722676,0.684999999969,0.686868686869,6356.00643759,3041.10000031,9397.1064379
0.1,0.027441722676,0.69499999997,0.69696969697,6151.47023461,2943.0000003,9094.47023491
0.1,0.027441722676,0.704999999971,0.707070707071,5946.84944551,2844.90000029,8791.74944579
0.1,0.027441722676,0.714999999972,0.717171717172,5742.15432006,2746.80000028,8488.95432034
0.1,0.027441722676,0.724999999973,0.727272727273,5537.39398753,2648.70000027,8186.0939878
0.1,0.027441722676,0.734999999974,0.737373737374,5332.57656249,2550.60000026,7883.17656275
0.1,0.027441722676,0.744999999975,0.747474747475,5127.70924283,2452.50000025,7580.20924308
0.1,0.027441722676,0.754999999976,0.757575757576,4922.79840037,2354.40000024,7277.19840061
0.1,0.027441722676,0.764999999977,0.767676767677,4717.84966423,2256.30000023,6974.14966446
0.1,0.027441722676,0.774999999978,0.777777777778,4512.86799737,2158.20000022,6671.06799759
0.1,0.027441722676,0.784999999979,0.787878787879,4307.85776674,2060.10000021,6367.95776695
0.1,0.027441722676,0.79499999998,0.79797979798,4102.8228072,1962.0000002,6064.8228074
0.1,0.027441722676,0.804999999981,0.808080808081,3897.76647981,1863.90000019,5761.66648
0.1,0.027441722676,0.814999999982,0.818181818182,3692.69172469,1765.80000018,5458.49172487
0.1,0.027441722676,0.824999999983,0.828282828283,3487.60110893,1667.70000017,5155.3011091
0.1,0.027441722676,0.834999999984,0.838383838384,3282.49686983,1569.60000016,4852.09686999
0.1,0.027441722676,0.844999999985,0.848484848485,3077.38095393,1471.50000015,4548.88095407
0.1,0.027441722676,0.854999999986,0.858585858586,2872.255052,1373.40000014,4245.65505214
0.1,0.027441722676,0.864999999987,0.868686868687,2667.12063061,1275.30000013,3942.42063074
0.1,0.027441722676,0.874999999988,0.878787878788,2461.97896023,1177.20000012,3639.17896035
0.1,0.027441722676,0.884999999989,0.888888888889,2256.8311405,1079.10000011,3335.93114061
0.1,0.027441722676,0.89499999999,0.89898989899,2051.67812278,981.000000099,3032.67812288
0.1,0.027441722676,0.904999999991,0.909090909091,1846.52073024,882.900000089,2729.42073033
0.1,0.027441722676,0.914999999992,0.919191919192,1641.35967592,784.800000079,2426.159676
0.1,0.027441722676,0.924999999993,0.929292929293,1436.19557876,686.700000069,2122.89557883
0.1,0.027441722676,0.934999999994,0.939393939394,1231.02897807,588.600000059,1819.62897813
0.1,0.027441722676,0.944999999995,0.949494949495,1025.86034649,490.50000005,1516.36034654
0.1,0.027441722676,0.954999999996,0.959595959596,820.690101746,392.40000004,1213.09010179
0.1,0.027441722676,0.964999999997,0.969696969697,615.518617331,294.30000003,909.818617361
0.1,0.027441722676,0.974999999998,0.979797979798,410.346232373,196.20000002,606.546232393
0.1,0.027441722676,0.984999999999,0.989898989899,205.173260796,98.1000000099,303.273260806
0.1,0.027441722676,0.995,1,7.91734053787e-13,0,7.91734053787e-13
0.5,0.139448754007,0.0049999999,0,11754.4821625,9711.90000098,21466.3821635
0.5,0.139448754007,0.014999999901,0.010101010101,11752.9189826,9613.80000097,21366.7189835
0.5,0.139448754007,0.024999999902,0.020202020202,11748.2300272,9515.70000096,21263.9300282
0.5,0.139448754007,0.034999999903,0.030303030303,11740.4170491,9417.60000095,21158.0170501
0.5,0.139448754007,0.044999999904,0.040404040404,11729.4829673,9319.50000094,21048.9829683
0.5,0.139448754007,0.0549999999051,0.0505050505051,11715.4318646,9221.40000093,20936.8318655
0.5,0.139448754007,0.0649999999061,0.0606060606061,11698.2689828,9123.30000092,20821.5689837
0.5,0.139448754007,0.0749999999071,0.0707070707071,11678.0007183,9025.20000091,20703.2007192
0.5,0.139448754007,0.0849999999081,0.0808080808081,11654.6346151,8927.1000009,20581.734616
0.5,0.139448754007,0.0949999999091,0.0909090909091,11628.1793573,8829.00000089,20457.1793582
0.5,0.139448754007,0.10499999991,0.10101010101,11598.6447607,8730.90000088,20329.5447616
0.5,0.139448754007,0.114999999911,0.111111111111,11566.0417627,8632.80000087,20198.8417636
0.5,0.139448754007,0.124999999912,0.121212121212,11530.3824119,8534.70000086,20065.0824127
0.5,0.139448754007,0.134999999913,0.131313131313,11491.6798555,8436.60000085,19928.2798564
0.5,0.139448754007,0.144999999914,0.141414141414,11449.9483273,8338.50000084,19788.4483281
0.5,0.139448754007,0.154999999915,0.151515151515,11405.2031328,8240.40000083,19645.6031336
0.5,0.139448754007,0.164999999916,0.161616161616,11357.4606349,8142.30000082,19499.7606357
0.5,0.139448754007,0.174999999917,0.171717171717,11306.7382378,8044.20000081,19350.9382386
0.5,0.139448754007,0.184999999918,0.181818181818,11253.0543701,7946.1000008,19199.1543709
0.5,0.139448754007,0.194999999919,0.191919191919,11196.4284674,7848.00000079,19044.4284682
0.5,0.139448754007,0.20499999992,0.20202020202,11136.8809535,7749.90000078,18886.7809543
0.5,0.139448754007,0.214999999921,0.212121212121,11074.4332212,7651.80000077,18726.233222
0.5,0.139448754007,0.224999999922,0.222222222222,11009.107612,7553.70000076,18562.8076128
0.5,0.139448754007,0.234999999923,0.232323232323,10940.9273955,7455.60000075,18396.5273963
0.5,0.139448754007,0.244999999924,0.242424242424,10869.9167477,7357.50000074,18227.4167484
0.5,0.139448754007,0.254999999925,0.252525252525,10796.1007287,7259.40000073,18055.5007294
0.5,0.139448754007,0.264999999926,0.262626262626,10719.5052602,7161.30000072,17880.8052609
0.5,0.139448754007,0.274999999927,0.272727272727,10640.1571018,7063.20000071,17703.3571025
0.5,0.139448754007,0.284999999928,0.282828282828,10558.0838274,6965.1000007,17523.1838281
0.5,0.139448754007,0.294999999929,0.292929292929,10473.3138005,6867.00000069,17340.3138012
0.5,0.139448754007,0.30499999993,0.30303030303,10385.8761499,6768.90000068,17154.7761506
0.5,0.139448754007,0.314999999931,0.313131313131,10295.8007442,6670.80000067,16966.6007448
0.5,0.139448754007,0.324999999932,0.323232323232,10203.1181661,6572.70000066,16775.8181668
0.5,0.139448754007,0.334999999933,0.333333333333,10107.8596873,6474.60000065,16582.459688
0.5,0.139448754007,0.344999999934,0.343434343434,10010.057242,6376.50000064,16386.5572426
0.5,0.139448754007,0.354999999935,0.353535353535,9909.74340072,6278.40000063,16188.1434014
0.5,0.139448754007,0.364999999936,0.363636363636,9806.9513443,6180.30000062,15987.2513449
0.5,0.139448754007,0.374999999937,0.373737373737,9701.7148372,6082.20000061,15783.9148378
0.5,0.139448754007,0.384999999938,0.383838383838,9594.06820118,5984.1000006,15578.1682018
0.5,0.139448754007,0.394999999939,0.393939393939,9484.04628889,5886.00000059,15370.0462895
0.5,0.139448754007,0.40499999994,0.40404040404,9371.68445741,5787.90000058,15159.584458
0.5,0.139448754007,0.414999999941,0.414141414141,9257.01854207,5689.80000057,14946.8185426
0.5,0.139448754007,0.424999999942,0.424242424242,9140.08483025,5591.70000056,14731.7848308
0.5,0.139448754007,0.434999999943,0.434343434343,9020.92003551,5493.60000055,14514.5200361
0.5,0.139448754007,0.444999999944,0.444444444444,8899.56127185,5395.50000055,14295.0612724
0.5,0.139448754007,0.454999999945,0.454545454545,8776.04602834,5297.40000054,14073.4460289
0.5,0.139448754007,0.464999999946,0.464646464646,8650.41214402,5199.30000053,13849.7121445
0.5,0.139448754007,0.474999999947,0.474747474747,8522.69778319,5101.20000052,13623.8977837
0.5,0.139448754007,0.484999999948,0.484848484848,8392.94141109,5003.10000051,13396.0414116
0.5,0.139448754007,0.494999999949,0.494949494949,8261.18177006,4905.0000005,13166.1817706
0.5,0.139448754007,0.504999999951,0.505050505051,8127.45785613,4806.90000049,12934.3578566
0.5,0.139448754007,0.514999999952,0.515151515152,7991.80889616,4708.80000048,12700.6088966
0.5,0.139448754007,0.524999999953,0.525252525253,7854.27432554,4610.70000047,12464.974326
0.5,0.139448754007,0.534999999954,0.535353535354,7714.89376648,4512.60000046,12227.4937669
0.5,0.139448754007,0.544999999955,0.545454545455,7573.70700685,4414.50000045,11988.2070073
0.5,0.139448754007,0.554999999956,0.555555555556,7430.75397978,4316.40000044,11747.1539802
0.5,0.139448754007,0.564999999957,0.565656565657,7286.07474381,4218.30000043,11504.3747442
0.5,0.139448754007,0.574999999958,0.575757575758,7139.70946385,4120.20000042,11259.9094643
0.5,0.139448754007,0.584999999959,0.585858585859,6991.69839277,4022.10000041,11013.7983932
0.5,0.139448754007,0.59499999996,0.59595959596,6842.08185383,3924.0000004,10766.0818542
0.5,0.139448754007,0.604999999961,0.606060606061,6690.90022375,3825.90000039,10516.8002241
0.5,0.139448754007,0.614999999962,0.616161616162,6538.19391672,3727.80000038,10265.9939171
0.5,0.139448754007,0.624999999963,0.626262626263,6384.00336904,3629.70000037,10013.7033694
0.5,0.139448754007,0.634999999964,0.636363636364,6228.36902472,3531.60000036,9759.96902508
0.5,0.139448754007,0.644999999965,0.646464646465,6071.33132183,3433.50000035,9504.83132217
0.5,0.139448754007,0.654999999966,0.656565656566,5912.93067966,3335.40000034,9248.33067999
0.5,0.139448754007,0.664999999967,0.666666666667,5753.20748679,3237.30000033,8990.50748712
0.5,0.139448754007,0.674999999968,0.676767676768,5592.20209,3139.20000032,8731.40209032
0.5,0.139448754007,0.684999999969,0.686868686869,5429.95478395,3041.10000031,8471.05478426
0.5,0.139448754007,0.69499999997,0.69696969697,5266.50580181,2943.0000003,8209.50580211
0.5,0.139448754007,0.704999999971,0.707070707071,5101.89530669,2844.90000029,7946.79530698
0.5,0.139448754007,0.714999999972,0.717171717172,4936.16338396,2746.80000028,7682.96338424
0.5,0.139448754007,0.724999999973,0.727272727273,4769.35003433,2648.70000027,7418.0500346
0.5,0.139448754007,0.734999999974,0.737373737374,4601.49516791,2550.60000026,7152.09516817
0.5,0.139448754007,0.744999999975,0.747474747475,4432.63859894,2452.50000025,6885.13859918
0.5,0.139448754007,0.754999999976,0.757575757576,4262.82004146,2354.40000024,6617.2200417
0.5,0.139448754007,0.764999999977,0.767676767677,4092.07910575,2256.30000023,6348.37910598
0.5,0.139448754007,0.774999999978,0.777777777778,3920.45529553,2158.20000022,6078.65529574
0.5,0.139448754007,0.784999999979,0.787878787879,3747.98800597,2060.10000021,5808.08800618
0.5,0.139448754007,0.79499999998,0.79797979798,3574.7165225,1962.0000002,5536.7165227
0.5,0.139448754007,0.804999999981,0.808080808081,3400.68002022,1863.90000019,5264.58002041
0.5,0.139448754007,0.814999999982,0.818181818182,3225.91756422,1765.80000018,4991.7175644
0.5,0.139448754007,0.824999999983,0.828282828283,3050.46811043,1667.70000017,4718.1681106
0.5,0.139448754007,0.834999999984,0.838383838384,2874.37050721,1569.60000016,4443.97050737
0.5,0.139448754007,0.844999999985,0.848484848485,2697.66349763,1471.50000015,4169.16349778
0.5,0.139448754007,0.854999999986,0.858585858586,2520.38572224,1373.40000014,3893.78572238
0.5,0.139448754007,0.864999999987,0.868686868687,2342.57572257,1275.30000013,3617.8757227
0.5,0.139448754007,0.874999999988,0.878787878788,2164.27194509,1177.20000012,3341.47194521
0.5,0.139448754007,0.884999999989,0.888888888889,1985.51274572,1079.10000011,3064.61274583
0.5,0.139448754007,0.89499999999,0.89898989899,1806.33639488,981.000000099,2787.33639498
0.5,0.139448754007,0.904999999991,0.909090909091,1626.78108292,882.900000089,2509.68108301
0.5,0.139448754007,0.914999999992,0.919191919192,1446.88492602,784.800000079,2231.6849261
0.5,0.139448754007,0.924999999993,0.929292929293,1266.68597252,686.700000069,1953.38597259
0.5,0.139448754007,0.934999999994,0.939393939394,1086.2222095,588.600000059,1674.82220956
0.5,0.139448754007,0.944999999995,0.949494949495,905.531569787,490.50000005,1396.03156984
0.5,0.139448754007,0.954999999996,0.959595959596,724.651939145,392.40000004,1117.05193919
0.5,0.139448754007,0.964999999997,0.969696969697,543.621163779,294.30000003,837.921163809
0.5,0.139448754007,0.974999999998,0.979797979798,362.477057992,196.20000002,558.677058012
0.5,0.139448754007,0.984999999999,0.989898989899,181.257412023,98.1000000099,279.357412032
0.5,0.139448754007,0.995,1,6.99531102625e-13,0,6.99531102625e-13
1,0.27945754317,0.0049999999,0,8266.02329446,9711.90000098,17977.9232954
1,0.27945754317,0.014999999901,0.010101010101,8264.9791145,9613.80000097,17878.7791155
1,0.27945754317,0.024999999902,0.020202020202,8261.84684591,9515.70000096,17777.5468469
1,0.27945754317,0.034999999903,0.030303030303,8256.62730246,9417.60000095,17674.2273034
1,0.27945754317,0.044999999904,0.040404040404,8249.32184013,9319.50000094,17568.8218411
1,0.27945754317,0.0549999999051,0.0505050505051,8239.93235672,9221.40000093,17461.3323577
1,0.27945754317,0.0649999999061,0.0606060606061,8228.46129117,9123.30000092,17351.7612921
1,0.27945754317,0.0749999999071,0.0707070707071,8214.91162282,9025.20000091,17240.1116237
1,0.27945754317,0.0849999999081,0.0808080808081,8199.28687045,8927.1000009,17126.3868713
1,0.27945754317,0.0949999999091,0.0909090909091,8181.59109114,8829.00000089,17010.591092
1,0.27945754317,0.10499999991,0.10101010101,8161.82887897,8730.90000088,16892.7288799
1,0.27945754317,0.114999999911,0.111111111111,8140.00536356,8632.80000087,16772.8053644
1,0.27945754317,0.124999999912,0.121212121212,8116.12620839,8534.70000086,16650.8262093
1,0.27945754317,0.134999999913,0.131313131313,8090.19760906,8436.60000085,16526.7976099
1,0.27945754317,0.144999999914,0.141414141414,8062.22629124,8338.50000084,16400.7262921
1,0.27945754317,0.154999999915,0.151515151515,8032.21950856,8240.40000083,16272.6195094
