case,frame_index,time,frame_file,particle_count_csv,PorePress_max,PorePress_mean,ExcessPorePress_max,ExcessPorePress_mean,ExcessPorePress_maxAbs,surface_ExcessPorePress_mean,surface_ExcessPorePress_maxAbs,interior_ExcessPorePress_mean,PorePressRate_maxAbs,LapPorePress_maxAbs,LapZ_maxAbs,DivVel_maxAbs,center_PorePress,center_ExcessPorePress,center_radius,Kplastic_maxAbs,vel_max,vel_mean,surface_radial_vel_mean,surface_radial_disp_mean
compression,0,0.0,PartFluid_0000.vtk,739,0.0,0.0,0.0,-101.81691910481405,490.5000209808,-122.50176403390402,490.5000209808,-47.233335353707076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compression,1,0.001005,PartFluid_0001.vtk,739,77.46287986252,57.32419270930124,74.12255574203,-44.49240999234919,432.8061130328,-62.89603009865683,432.8061130328,-23.287056161466012,253625.33,537154.63,67.066101,0.037848793,8.149857822008,8.149857821934,3.5894097809271324e-14,0.0,0.0008627628957206504,0.0004918699504736226,-0.0007493433551865828,-2.0115338800755236e-07
compression,2,0.002011,PartFluid_0002.vtk,739,362.2262136874,314.51080545893063,357.630029021,212.6958331192132,357.630029021,176.06861811081626,330.2213531777,253.81372404855247,589455.5,910735.44,67.068001,0.089013234,353.3254205102,353.3254205099,1.5356628944204395e-13,0.0,0.0007985885779613404,0.0006003010144464003,-0.0006277416191262452,-1.0888828548008615e-06
compression,3,0.003016,PartFluid_0003.vtk,739,643.1865756979,319.47319369741047,643.1865756971,217.6585338254251,643.1865756971,142.3416467059443,282.3009869551,481.63533579319386,270609.47,1987958.1,67.067078,0.038788091,643.1865756979,643.1865756971,2.0620781668744412e-13,0.0,0.0006892896733214258,0.00039039053075195726,0.0005550530074469195,-1.0877576155589048e-06
compression,4,0.004022,PartFluid_0004.vtk,739,168.0357735982,118.22970440010296,155.4906635478,16.41346926390714,350.5682643622,-1.6099609704205893,350.5682643622,29.10384975071246,990651.63,4880964.0,67.066498,0.15357324,-261.1090761694,-261.1090761724,4.2481350045756885e-13,0.0,0.0010297709377482633,0.0006698033980611165,0.0005487864538381369,-4.1875774641928756e-07
compression,5,0.005027,PartFluid_0005.vtk,739,204.9067095368,58.95936224692392,168.6470453562,-42.857417320299874,383.4629850481,-21.28297918176824,383.4629850481,-154.12894151570976,915406.63,3248279.8,67.067047,0.13399981,-252.2248806394,-252.2248806454,7.343081238845856e-13,0.0,0.0011013875368234116,0.00030776605187622175,-0.00024245293639125942,-2.4634897512931294e-07
