code,excluded,steps,runtime,simruntime,steps_per_sec,dt_pore,case,nframes,early_peak_excess_max_0p05_0p20,mid_peak_excess_max_0p40_0p60,late_peak_excess_max_0p80_1p00,mid_to_early_peak_ratio,late_to_early_peak_ratio,final_vel_max,final_vel_mean,final_settlement_mean_z,final_PorePress_min,final_PorePress_max,final_PorePress_mean,final_hydro_min,final_hydro_max,final_hydro_mean,final_Excess_min,final_Excess_max,final_Excess_mean,final_Excess_maxAbs,final_bottom_PorePress_mean,final_bottom_hydro_mean,final_bottom_Excess_mean,final_bottom_grad_proxy,final_top_Excess_maxAbs,final_DivVelContribution_maxAbs,final_HydraulicContribution_maxAbs,final_PorePressRate_maxAbs,final_PorePressureAccelDiff_maxAbs,max_vel_max_over_time,max_PorePressRate_maxAbs_over_time,max_DivVelContribution_maxAbs_over_time,max_HydraulicContribution_maxAbs_over_time,max_PorePressureAccelDiff_maxAbs_over_time,max_top_Excess_maxAbs_over_time,max_bottom_grad_proxy_over_time
0,0,1048733,20204.015625,20203.970703,51.907272,9.53532e-07,Case1DConsolidation_PR_SW3G_Xi0p10_Safety0p20_T1p0,21,16675.27771272,11852.64187799,8720.130033491,0.7107912732960804,0.522937619613929,0.0014008017000028457,0.0009048899892397873,-0.0014193950191000015,68.99516580216,17274.04929911,9704.258689806076,68.99539770000032,9761.741531622,4918.924264852881,0.0,7513.197901939,4785.3342166348775,7513.197901939,17225.1367267105,9712.828962904052,7512.307348969,-0.004870022999057255,0.0,1533161.666666667,72700752.51104316,72702600.0,5.89909980000034,0.002589958500000008,122427170.0,6799204.000000001,122425952.56472987,10.076926000000002,0.0,0.02835190450787195
