case,label,kind,scale,relax,limiter,time,part,particle_count,porepress_mean,porepress_min,porepress_max,excess_mean,porepressrate_mean,porepressrate_maxabs,divvel_mean,divvel_maxabs,velocity_max,kplastic_max
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003821,14,407,22693.574064722456,-2775.700992579,58408.78627972,22693.574064722456,2686116.8073710073,176406780.0,-0.004029177527272727,0.26483646,0.014941521510917198,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004022,15,407,17657.819149157775,-43801.39403634,100807.3086026,17657.819149157775,-18170802.686240785,260377390.0,0.02725619223832924,0.39089766,0.023632185017174297,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004323,16,407,40391.65197175468,-185210.3357033,172091.0032711,40391.65197175468,101361479.7936118,705329980.0,-0.15204231227518428,1.0595195,0.03573164968724467,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004524,17,407,44788.84813605202,-61623.59750751,103742.658773,44788.84813605202,18070225.303439803,724431940.0,-0.02710535502997543,1.0867151,0.043547405123724646,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004825,18,407,35428.67052135522,-241693.7415037,301018.209429,35428.67052135522,-36370721.57125307,787032450.0,0.05455573876977886,1.1818162,0.05389766570207129,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005026,19,407,27186.44815284594,-374668.2786236,465174.4732187,27186.44815284594,-41075551.7002457,1025507500.0,0.06161258480589681,1.5413539,0.058380062962310776,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005327,20,407,6267.640681066605,-654029.6240264,634433.0215111,6267.640681066605,-96480279.45454545,1067194700.0,0.14471867563144963,1.6073409,0.06120723127296212,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005528,21,407,-31866.99822774425,-162313.8156481,93325.72142095,-31866.99822774425,-135030924.83046684,1025180400.0,0.2025462534742015,1.5377909,0.05859926080924163,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005829,22,407,-57497.39529856047,-375159.4995685,139700.716607,-57497.39529856047,-65490313.99017199,716065980.0,0.09823443028746931,1.0771509,0.04889861820279408,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.006029,23,407,-66360.39152402506,-496547.3169747,205932.4840082,-66360.39152402506,-39008641.9943489,924299900.0,0.05851139011277642,1.3867532,0.0384665166521951,0.0
