case,label,time,factor,limited,relaxed,raw_max,used_max,ratio_max,cap_min
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00341842,0.278949,0.0,407.0,26.109,20.543,8.55493,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00351896,0.345975,0.0,407.0,44.3685,24.5062,10.9622,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.0036195,0.412999,0.0,407.0,85.6626,39.1369,18.0829,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00372003,0.480021,0.0,407.0,179.804,73.7226,29.6395,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00382056,0.547039,0.0,407.0,441.232,162.559,33.8813,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00392107,0.614048,0.0,407.0,1083.43,390.114,31.7103,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00402157,0.681045,0.0,407.0,2525.47,927.786,97.7588,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00412199,0.747997,0.0,407.0,5865.25,2170.8,67.9323,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00422224,0.814829,0.0,407.0,14540.2,5235.11,325.199,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00432206,0.881375,0.0,407.0,38853.6,13440.7,178.978,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00442083,0.947222,0.0,407.0,9364.87,16354.2,191.229,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00451702,1.0,0.0,407.0,136581.0,39001.3,181.51,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.004609,1.0,0.0,407.0,306092.0,107744.0,401.579,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00467125,1.0,0.0,407.0,551231.0,219206.0,91.948,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00469976,1.0,0.0,407.0,794258.0,382493.0,119.386,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00471645,1.0,0.0,407.0,1000990.0,572877.0,2569.53,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00472863,1.0,0.0,407.0,1195520.0,766698.0,159.456,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00473818,1.0,0.0,407.0,1391240.0,958810.0,179.265,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00474582,1.0,0.0,407.0,1597590.0,1145460.0,198.468,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00475219,1.0,0.0,407.0,1797750.0,1348310.0,207.344,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00475767,1.0,0.0,407.0,337931.0,1206950.0,166.239,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.0047627,1.0,0.0,407.0,478877.0,910175.0,113.434,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00476773,1.0,0.0,407.0,641492.0,783172.0,97.3532,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00477276,1.0,0.0,407.0,835172.0,769607.0,90.6164,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00477778,1.0,0.0,407.0,1032270.0,832550.0,88.5597,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00478281,1.0,0.0,407.0,1230760.0,943958.0,96.1691,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00478784,1.0,0.0,407.0,1428610.0,1086360.0,112.481,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00479286,1.0,0.0,407.0,1623490.0,1247770.0,127.873,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00479789,1.0,0.0,407.0,1812390.0,1419500.0,142.317,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00480292,1.0,0.0,407.0,1991390.0,1594710.0,172.344,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00480795,1.0,0.0,407.0,648810.0,1466000.0,255.626,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00481297,1.0,0.0,407.0,828031.0,1206070.0,551.376,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.004818,1.0,0.0,407.0,986120.0,1099270.0,6566.53,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00482303,1.0,0.0,407.0,1147260.0,1081770.0,517.407,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00482805,1.0,0.0,407.0,1304970.0,1111300.0,322.427,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00483308,1.0,0.0,407.0,1441210.0,1203600.0,273.269,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00483811,1.0,0.0,407.0,1552600.0,1306820.0,384.123,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00484314,1.0,0.0,407.0,1635900.0,1406160.0,639.101,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00484816,1.0,0.0,407.0,1688040.0,1492150.0,1838.52,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00485319,1.0,0.0,407.0,1706280.0,1557680.0,2202.59,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00485822,1.0,0.0,407.0,886042.0,1436900.0,670.107,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00486324,1.0,0.0,407.0,899914.0,1234790.0,402.757,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00486827,1.0,0.0,407.0,883103.0,1103190.0,293.785,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.0048733,1.0,0.0,407.0,838841.0,1006510.0,234.3,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00487833,1.0,0.0,407.0,799038.0,923508.0,206.665,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00488335,1.0,0.0,407.0,939766.0,842614.0,293.546,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00488838,1.0,0.0,407.0,1097540.0,841411.0,493.682,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00489341,1.0,0.0,407.0,1275090.0,969297.0,411.375,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00489843,1.0,0.0,407.0,1475620.0,1120440.0,233.517,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00490346,1.0,0.0,407.0,1702620.0,1295480.0,149.73,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00490849,1.0,0.0,407.0,542200.0,1139160.0,121.119,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00491352,1.0,0.0,407.0,598545.0,838086.0,119.777,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00491854,1.0,0.0,407.0,658336.0,732481.0,116.785,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00492357,1.0,0.0,407.0,919672.0,757443.0,110.184,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.0049286,1.0,0.0,407.0,1204660.0,872793.0,106.409,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00493362,1.0,0.0,407.0,1505000.0,1052490.0,115.667,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00493865,1.0,0.0,407.0,1817510.0,1278380.0,115.796,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00494368,1.0,0.0,407.0,2138470.0,1537260.0,123.089,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00494871,1.0,0.0,407.0,2462640.0,1818870.0,167.68,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00495373,1.0,0.0,407.0,2782370.0,2114190.0,157.139,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00495876,1.0,0.0,407.0,591142.0,1915150.0,120.933,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00496379,1.0,0.0,407.0,890150.0,1496910.0,85.4568,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00496881,1.0,0.0,407.0,1156250.0,1329160.0,67.7357,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00497384,1.0,0.0,407.0,1375910.0,1306750.0,59.6524,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00497887,1.0,0.0,407.0,1540070.0,1358690.0,69.6896,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00498389,1.0,0.0,407.0,1643220.0,1437030.0,81.5436,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00498892,1.0,0.0,407.0,1922800.0,1509810.0,95.1366,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00499395,1.0,0.0,407.0,2212100.0,1650120.0,111.422,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00499898,1.0,0.0,407.0,2499750.0,1909040.0,131.595,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_CapR25A50,cap,0.00301626,0.01084,0.0,0.0,1.71993,1.71993,0.892796,48.1614
CaseT4f_ConfOnly_CapR25A50,cap,0.0031168,0.0778673,0.0,0.0,12.5862,12.5862,6.53337,48.1614
CaseT4f_ConfOnly_CapR25A50,cap,0.00321734,0.144895,0.0,0.0,24.4323,24.4323,12.6825,48.1614
CaseT4f_ConfOnly_CapR25A50,cap,0.00331788,0.211922,0.0,0.0,42.2097,42.2097,14.0343,48.1614
CaseT4f_ConfOnly_CapR25A50,cap,0.00341842,0.278947,0.0,0.0,37.1636,37.1636,19.2912,48.1613
CaseT4f_ConfOnly_CapR25A50,cap,0.00351896,0.34597,164.0,0.0,81.488,50.0,25.0,48.1614
CaseT4f_ConfOnly_CapR25A50,cap,0.00361948,0.41299,206.0,0.0,186.696,50.0,25.0,48.1617
CaseT4f_ConfOnly_CapR25A50,cap,0.00372001,0.480004,270.0,0.0,389.827,50.0,25.0,48.1624
CaseT4f_ConfOnly_CapR25A50,cap,0.00382052,0.547011,346.0,0.0,678.879,50.0,25.0,48.1634
CaseT4f_ConfOnly_CapR25A50,cap,0.00392101,0.614007,394.0,0.0,1042.14,50.0,25.0,48.1652
CaseT4f_ConfOnly_CapR25A50,cap,0.00402149,0.680993,402.0,0.0,1522.29,50.0,15.8511,48.1683
CaseT4f_ConfOnly_CapR25A50,cap,0.00412195,0.747969,396.0,0.0,2169.37,50.0,25.0,48.1731
CaseT4f_ConfOnly_CapR25A50,cap,0.0042224,0.814931,406.0,0.0,3136.99,50.0,12.8722,48.1793
CaseT4f_ConfOnly_CapR25A50,cap,0.00432282,0.881883,406.0,0.0,4635.3,50.0,24.7913,48.1864
CaseT4f_ConfOnly_CapR25A50,cap,0.00442324,0.948824,406.0,0.0,690.063,50.0,25.0,48.1942
CaseT4f_ConfOnly_CapR25A50,cap,0.00452363,1.0,406.0,0.0,2120.35,50.0,24.7863,48.2019
CaseT4f_ConfOnly_CapR25A50,cap,0.00462401,1.0,406.0,0.0,3556.67,50.0,9.44558,48.2092
CaseT4f_ConfOnly_CapR25A50,cap,0.00472437,1.0,406.0,0.0,4553.98,50.0,25.0,48.2173
CaseT4f_ConfOnly_CapR25A50,cap,0.00482472,1.0,406.0,0.0,6135.86,50.0,25.0,48.2259
CaseT4f_ConfOnly_CapR25A50,cap,0.00492509,1.0,406.0,0.0,7529.03,50.0,12.6847,48.2351
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00301626,0.01084,0.0,407.0,1.71993,0.343986,0.178559,48.1614
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.0031168,0.0778673,0.0,407.0,12.5615,3.00644,1.56061,48.1614
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00321734,0.144895,0.0,407.0,23.8658,8.70094,4.51655,48.1614
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00331788,0.211922,0.0,407.0,36.556,16.6883,8.66269,48.1614
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00341842,0.278949,0.0,407.0,26.109,20.543,8.55493,48.1615
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00351896,0.345975,0.0,407.0,44.3685,24.5062,10.9622,48.1614
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.0036195,0.412999,0.0,407.0,85.6626,39.1369,18.0829,48.1614
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00372003,0.480021,108.0,407.0,179.804,50.0,25.0,48.1616
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00382056,0.547039,166.0,407.0,415.721,50.0,25.0,48.1621
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00392107,0.614048,282.0,407.0,810.968,50.0,25.0,48.1631
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00402157,0.681048,386.0,407.0,1262.94,50.0,25.0,48.1642
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00412206,0.748042,406.0,407.0,1682.93,50.0,18.4537,48.1649
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00422253,0.81502,342.0,407.0,2118.76,50.0,16.1532,48.1653
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00432297,0.881981,394.0,407.0,3117.77,50.0,10.2182,48.1659
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00442339,0.94893,344.0,407.0,1049.94,50.0,25.0,48.1683
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00452381,1.0,362.0,407.0,1606.46,50.0,19.457,48.1722
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.0046242,1.0,406.0,407.0,2642.72,50.0,25.0,48.1769
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.00472459,1.0,406.0,407.0,3745.31,50.0,11.3795,48.1827
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.004825,1.0,380.0,407.0,5322.78,50.0,12.2883,48.1895
CaseT4f_ConfOnly_RelaxA02CapR25A50,relax 0.2 + cap,0.0049254,1.0,382.0,407.0,7055.33,50.0,14.2856,48.1973
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00301626,0.01084,0.0,407.0,1.71993,0.343986,0.178559,9.63227
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.0031168,0.0778673,0.0,407.0,12.5615,3.00644,1.56061,9.63228
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00321734,0.144895,0.0,407.0,23.8658,8.70094,4.51655,9.63228
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00331788,0.211922,152.0,407.0,36.5559,9.63228,5.0,9.63228
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00341842,0.278949,270.0,407.0,24.5897,9.77664,5.0,9.63227
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00351896,0.345975,274.0,407.0,35.991,10.0,5.0,9.63226
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.0036195,0.412999,308.0,407.0,64.0408,10.0,5.0,9.63225
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00372003,0.480022,368.0,407.0,95.55,10.0,5.0,9.63225
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00382056,0.547043,314.0,407.0,151.618,10.0,5.0,9.63228
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00392109,0.614061,406.0,407.0,291.321,10.0,5.0,9.63234
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00402162,0.68108,406.0,407.0,431.77,10.0,5.0,9.63239
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00412214,0.748096,402.0,407.0,543.301,10.0,5.0,9.63243
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00422267,0.81511,406.0,407.0,654.198,10.0,5.0,9.63246
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00432318,0.88212,406.0,407.0,778.333,10.0,5.0,9.63249
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.0044237,0.949132,390.0,407.0,412.994,10.0,5.0,9.63251
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00452422,1.0,398.0,407.0,484.114,10.0,5.0,9.63252
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00462473,1.0,394.0,407.0,471.527,10.0,5.0,9.63254
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00472525,1.0,382.0,407.0,617.197,10.0,5.0,9.63257
