step,time,factor,applied,raw_max,raw_mean,used_max,used_mean,pre_accel_max,ratio_max,confining_ref,limited,relaxed,cap_min,lateral_used_max,cap_edge_used_max,interior_used_max,case,label,kind,scale,relax,limiter
105.0,0.00464337,1.0,407.0,1982080.0,573785.0,1982080.0,573785.0,72596.8,210.147,3.24967,0.0,0.0,0.0,1982080.0,943238.0,303961.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
106.0,0.0046484,1.0,407.0,1995590.0,605749.0,1995590.0,605749.0,75487.8,197.106,3.34012,0.0,0.0,0.0,1995590.0,950068.0,271913.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
107.0,0.00465342,1.0,407.0,1957400.0,635415.0,1957400.0,635415.0,78803.7,211.779,3.43103,0.0,0.0,0.0,1957400.0,952658.0,237177.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
108.0,0.00465845,1.0,407.0,1873660.0,662308.0,1873660.0,662308.0,82322.1,2152.22,3.52292,0.0,0.0,0.0,1873660.0,950887.0,201039.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
109.0,0.00466348,1.0,399.0,1924150.0,700973.0,1924150.0,700973.0,85943.2,184.539,3.61586,0.0,0.0,0.0,1924150.0,944333.0,164545.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
110.0,0.00466851,1.0,399.0,939639.0,429048.0,939639.0,429048.0,89914.0,113.27,3.70895,0.0,0.0,0.0,751828.0,578366.0,269314.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
111.0,0.00467353,1.0,399.0,1045150.0,439646.0,1045150.0,439646.0,92863.8,113.582,3.79727,0.0,0.0,0.0,867010.0,557368.0,242347.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
112.0,0.00467856,1.0,399.0,1173060.0,453211.0,1173060.0,453211.0,95736.3,672.495,3.87705,0.0,0.0,0.0,978329.0,533671.0,221883.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
113.0,0.00468359,1.0,399.0,1307200.0,469163.0,1307200.0,469163.0,98443.3,409.394,3.94861,0.0,0.0,0.0,1123640.0,507149.0,217760.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
114.0,0.00468861,1.0,399.0,1447060.0,488790.0,1447060.0,488790.0,101119.0,204.885,4.01195,0.0,0.0,0.0,1417250.0,493476.0,238005.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
115.0,0.00469364,1.0,399.0,1722110.0,513691.0,1722110.0,513691.0,104815.0,150.512,4.06675,0.0,0.0,0.0,1722110.0,618689.0,283627.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
116.0,0.00469867,1.0,399.0,2039700.0,544207.0,2039700.0,544207.0,108551.0,123.71,4.1123,0.0,0.0,0.0,2039700.0,753983.0,350881.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
117.0,0.0047037,1.0,399.0,2370930.0,580345.0,2370930.0,580345.0,112519.0,118.969,4.14746,0.0,0.0,0.0,2370930.0,899957.0,401014.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
118.0,0.00470872,1.0,399.0,2714910.0,623761.0,2714910.0,623761.0,116613.0,181.666,4.17069,0.0,0.0,0.0,2714910.0,518616.0,1056900.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
119.0,0.00471375,1.0,399.0,3067890.0,674053.0,3067890.0,674053.0,124208.0,965.034,4.17982,0.0,0.0,0.0,3067890.0,575123.0,1224720.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
120.0,0.00471878,1.0,399.0,1277880.0,343227.0,1277880.0,343227.0,133766.0,449.345,4.17196,0.0,0.0,0.0,1073150.0,182866.0,158652.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
121.0,0.0047238,1.0,399.0,1424790.0,385480.0,1424790.0,385480.0,138662.0,547.009,4.14543,0.0,0.0,0.0,1424790.0,261688.0,351792.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
122.0,0.00472883,1.0,399.0,1735380.0,439619.0,1735380.0,439619.0,143812.0,97.1331,4.10091,0.0,0.0,0.0,1735380.0,345951.0,543014.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
123.0,0.00473386,1.0,399.0,2000980.0,501889.0,2000980.0,501889.0,149205.0,101.834,4.0378,0.0,0.0,0.0,2000980.0,437279.0,732890.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
124.0,0.00473889,1.0,399.0,2215900.0,571226.0,2215900.0,571226.0,154828.0,138.455,3.95569,0.0,0.0,0.0,2215900.0,537623.0,921590.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
125.0,0.00474391,1.0,391.0,2373330.0,658562.0,2373330.0,658562.0,160629.0,156.862,3.85458,0.0,0.0,0.0,2373330.0,649331.0,1108790.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
126.0,0.00474894,1.0,375.0,2466340.0,745584.0,2466340.0,745584.0,166422.0,97.9787,3.73511,0.0,0.0,0.0,2466340.0,775221.0,1293580.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
127.0,0.00475397,1.0,375.0,2489110.0,831702.0,2489110.0,831702.0,171939.0,88.6054,3.59917,0.0,0.0,0.0,2489110.0,918670.0,1474450.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
128.0,0.00475899,1.0,375.0,2438950.0,920946.0,2438950.0,920946.0,176937.0,93.7588,3.39548,0.0,0.0,0.0,1593840.0,1083680.0,1649340.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
129.0,0.00476402,1.0,375.0,2691560.0,1013440.0,2691560.0,1013440.0,181261.0,550.291,3.4638,0.0,0.0,0.0,1812540.0,1274870.0,1815470.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
130.0,0.00476905,1.0,375.0,1856370.0,508073.0,1856370.0,508073.0,183388.0,1802.02,3.52786,0.0,0.0,0.0,906183.0,291172.0,340370.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
131.0,0.00477408,1.0,375.0,1652430.0,596766.0,1652430.0,596766.0,174860.0,162.643,3.58337,0.0,0.0,0.0,1147620.0,0.0,521891.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
132.0,0.0047791,1.0,375.0,1793470.0,690789.0,1793470.0,690789.0,173320.0,210.68,3.62692,0.0,0.0,0.0,931156.0,0.0,769401.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
133.0,0.00478413,1.0,375.0,2161910.0,788997.0,2161910.0,788997.0,181918.0,440.283,4.26172,0.0,0.0,0.0,1204210.0,0.0,1034870.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
134.0,0.00478916,1.0,375.0,2546000.0,891218.0,2546000.0,891218.0,193439.0,1991.16,4.36883,0.0,0.0,0.0,1501790.0,0.0,1321260.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
135.0,0.00479418,1.0,375.0,2966760.0,997606.0,2966760.0,997606.0,207070.0,579.441,4.47521,0.0,0.0,0.0,1823860.0,0.0,1630900.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
136.0,0.00479921,1.0,375.0,3361890.0,1108560.0,3361890.0,1108560.0,223969.0,272.389,4.58309,0.0,0.0,0.0,2173800.0,0.0,1964420.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
137.0,0.00480424,1.0,375.0,3704580.0,1228840.0,3704580.0,1228840.0,245771.0,270.956,4.69462,0.0,0.0,0.0,2557940.0,0.0,2319650.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
138.0,0.00480927,1.0,375.0,4272010.0,1360780.0,4272010.0,1360780.0,270798.0,460.315,4.81141,0.0,0.0,0.0,2985220.0,2842900.0,2690500.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
139.0,0.00481429,1.0,375.0,4948060.0,1494800.0,4948060.0,1494800.0,298176.0,530.537,4.93387,0.0,0.0,0.0,3466830.0,3190500.0,3065750.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
140.0,0.00481932,1.0,375.0,3254960.0,935727.0,3254960.0,935727.0,328079.0,351.562,5.06015,0.0,0.0,0.0,1492710.0,0.0,892888.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
141.0,0.00482435,1.0,375.0,3851400.0,1053770.0,3851400.0,1053770.0,347131.0,99549.1,5.1769,0.0,0.0,0.0,1672620.0,0.0,984279.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
142.0,0.00482937,1.0,375.0,4414860.0,1170760.0,4414860.0,1170760.0,366094.0,451.853,5.27082,0.0,0.0,0.0,1910440.0,0.0,1068740.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
143.0,0.0048344,1.0,375.0,4887580.0,1282120.0,4887580.0,1282120.0,383429.0,481.599,5.3386,0.0,0.0,0.0,2350760.0,0.0,1211110.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
144.0,0.00483943,1.0,375.0,5202250.0,1392810.0,5202250.0,1392810.0,391931.0,496.259,5.37643,0.0,0.0,0.0,2784050.0,0.0,1528040.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
145.0,0.00484446,1.0,375.0,5290950.0,1501510.0,5290950.0,1501510.0,385356.0,488.863,5.38062,0.0,0.0,0.0,3194820.0,0.0,1930400.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
146.0,0.00484948,1.0,375.0,5263900.0,1612330.0,5263900.0,1612330.0,376293.0,389.136,5.34733,0.0,0.0,0.0,3561420.0,0.0,2437100.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
147.0,0.00485451,1.0,375.0,6197280.0,1731460.0,6197280.0,1731460.0,375723.0,261.627,5.27241,0.0,0.0,0.0,3854430.0,0.0,1532910.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
148.0,0.00485954,1.0,375.0,7079650.0,1864270.0,7079650.0,1864270.0,343786.0,446.794,5.1519,0.0,0.0,0.0,4037970.0,0.0,1844410.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
149.0,0.00486456,1.0,375.0,7847470.0,2007470.0,7847470.0,2007470.0,335890.0,291.135,4.98329,0.0,0.0,0.0,4770850.0,0.0,2216520.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
150.0,0.00486959,1.0,367.0,3315980.0,1523230.0,3315980.0,1523230.0,337108.0,223.936,4.7683,0.0,0.0,0.0,2581860.0,0.0,1121340.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
151.0,0.00487462,1.0,367.0,3558030.0,1656010.0,3558030.0,1656010.0,321558.0,992.853,4.51697,0.0,0.0,0.0,2551690.0,0.0,1377450.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
152.0,0.00487964,1.0,367.0,3911960.0,1810120.0,3911960.0,1810120.0,299037.0,316.114,4.37403,0.0,0.0,0.0,3360570.0,0.0,1683230.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
153.0,0.00488467,1.0,359.0,4201660.0,1964460.0,4201660.0,1964460.0,301535.0,478.337,4.49996,0.0,0.0,0.0,4201660.0,0.0,2017760.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
154.0,0.0048897,1.0,359.0,4945320.0,2171320.0,4945320.0,2171320.0,324114.0,248.15,4.58229,0.0,0.0,0.0,4945320.0,0.0,2375700.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
155.0,0.00489473,1.0,359.0,5531220.0,2398480.0,5531220.0,2398480.0,341375.0,351.934,4.61449,0.0,0.0,0.0,5531220.0,1712250.0,2745570.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
156.0,0.00489975,1.0,335.0,6758580.0,2680990.0,6758580.0,2680990.0,397340.0,317.964,4.59218,0.0,0.0,0.0,5901350.0,1713960.0,3114200.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
157.0,0.00490478,1.0,335.0,8581040.0,2963190.0,8581040.0,2963190.0,405512.0,483.377,4.51338,0.0,0.0,0.0,6009900.0,1770020.0,3464700.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
158.0,0.00490981,1.0,331.0,10822400.0,3267960.0,10822400.0,3267960.0,200754.0,4371.83,4.38262,0.0,0.0,0.0,6420220.0,1849790.0,3774390.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
159.0,0.00491483,1.0,331.0,13471800.0,3557850.0,13471800.0,3557850.0,200639.0,854.591,4.21697,0.0,0.0,0.0,6774270.0,1954300.0,4016010.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
160.0,0.00491986,1.0,331.0,7215870.0,2309580.0,7215870.0,2309580.0,202316.0,522.171,4.03924,0.0,0.0,0.0,4810560.0,1535630.0,2042930.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
161.0,0.00492489,1.0,331.0,8271360.0,2506630.0,8271360.0,2506630.0,211378.0,1757.32,3.86002,0.0,0.0,0.0,4677770.0,1683040.0,2295420.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
162.0,0.00492992,1.0,315.0,8883260.0,2443620.0,8883260.0,2443620.0,298192.0,9389.69,2.93328,0.0,0.0,0.0,4333400.0,2861210.0,2446610.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
163.0,0.00493494,1.0,315.0,9179850.0,2545550.0,9179850.0,2545550.0,294329.0,607.147,3.18247,0.0,0.0,0.0,3952220.0,2490550.0,2449460.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
164.0,0.00493997,1.0,315.0,9351650.0,2587440.0,9351650.0,2587440.0,286148.0,529.833,2.26441,0.0,0.0,0.0,3775980.0,2246580.0,3155310.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
165.0,0.004945,1.0,315.0,10648800.0,2639980.0,10648800.0,2639980.0,311467.0,14358.5,2.29364,0.0,0.0,0.0,3241010.0,2129460.0,2533650.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
166.0,0.00495002,1.0,315.0,12014500.0,2761150.0,12014500.0,2761150.0,372902.0,329.927,2.888,0.0,0.0,0.0,2334950.0,2117150.0,2141100.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
167.0,0.00495505,1.0,299.0,13620700.0,3172130.0,13620700.0,3172130.0,433681.0,135.457,2.22028,0.0,0.0,0.0,2496030.0,2160690.0,2160200.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
168.0,0.00496008,1.0,299.0,15798700.0,3550230.0,15798700.0,3550230.0,567186.0,293.617,2.12134,0.0,0.0,0.0,3100690.0,2208080.0,2566400.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
169.0,0.00496511,1.0,287.0,9050020.0,3563680.0,9050020.0,3563680.0,724304.0,570.817,1.99872,0.0,0.0,0.0,4018790.0,2216640.0,3216360.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
170.0,0.00497013,1.0,287.0,6309780.0,2337560.0,6309780.0,2337560.0,686926.0,170.017,1.86416,0.0,0.0,0.0,3111570.0,2222810.0,3237350.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
171.0,0.00497516,1.0,279.0,6403870.0,2534900.0,6403870.0,2534900.0,858201.0,154.331,6.02982,0.0,0.0,0.0,4453540.0,2929980.0,4240680.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
172.0,0.00498019,1.0,255.0,6646720.0,2067130.0,6646720.0,2067130.0,1014250.0,176.888,6.15455,0.0,0.0,0.0,5607500.0,3587540.0,4842680.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
173.0,0.00498521,1.0,255.0,9055060.0,2077650.0,9055060.0,2077650.0,1080030.0,178.522,6.24703,0.0,0.0,0.0,6449860.0,4119200.0,5130290.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
174.0,0.00499024,1.0,251.0,6864100.0,2022960.0,6864100.0,2022960.0,1122600.0,242.472,6.31384,0.0,0.0,0.0,6864100.0,4461400.0,5208500.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
175.0,0.00499527,1.0,243.0,6786840.0,2079770.0,6786840.0,2079770.0,604297.0,2425.79,6.36327,0.0,0.0,0.0,6786840.0,4570100.0,5151280.0,CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,unstabilized,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
1.0,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
2.0,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
3.0,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
4.0,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
5.0,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
6.0,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
7.0,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
8.0,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
9.0,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
10.0,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
11.0,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
12.0,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
13.0,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
14.0,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
15.0,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
16.0,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
17.0,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
18.0,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
19.0,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
20.0,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
21.0,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
22.0,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
23.0,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
24.0,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
25.0,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
26.0,0.00301626,0.01084,407.0,1.71993,1.03538,0.343986,0.207076,0.408828,0.178559,1.92645,0.0,407.0,0.0,0.343986,0.234908,0.250459,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
27.0,0.0031168,0.0778673,407.0,12.5615,7.32942,3.00644,1.76362,0.351701,1.56061,1.92646,0.0,407.0,0.0,3.00644,1.90785,1.98037,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
28.0,0.00321734,0.144895,407.0,23.8658,13.4218,8.70094,4.98378,0.4897,4.51655,1.92646,0.0,407.0,0.0,8.70094,5.21514,5.25342,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
29.0,0.00331788,0.211922,407.0,36.556,19.4585,16.6883,9.22529,1.27121,8.66269,1.92646,0.0,407.0,0.0,16.6883,9.5381,9.10785,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
30.0,0.00341842,0.278949,407.0,26.109,16.3895,20.543,12.1929,3.01016,8.55493,1.92646,0.0,407.0,0.0,20.543,13.7216,13.4899,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
31.0,0.00351896,0.345975,407.0,44.3685,25.8774,24.5062,15.2418,4.54569,10.9622,1.92646,0.0,407.0,0.0,24.5062,20.6853,20.2498,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
32.0,0.0036195,0.412999,407.0,85.6626,43.7822,39.1369,21.4415,6.74354,18.0829,1.92646,0.0,407.0,0.0,39.1369,34.8359,31.1882,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
33.0,0.00372003,0.480021,407.0,179.804,65.3967,73.7226,33.1442,10.7814,29.6395,1.92646,0.0,407.0,0.0,73.7226,65.2914,43.9968,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
34.0,0.00382056,0.547039,407.0,441.232,109.151,162.559,51.0509,19.3682,33.8813,1.92649,0.0,407.0,0.0,162.559,116.043,53.5143,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
35.0,0.00392107,0.614048,407.0,1083.43,261.429,390.114,96.3843,39.8796,31.7103,1.92654,0.0,407.0,0.0,390.114,215.314,91.5548,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
36.0,0.00402157,0.681045,407.0,2525.47,554.478,927.786,210.061,90.9341,97.7588,1.92666,0.0,407.0,0.0,927.786,476.899,206.584,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
37.0,0.00412199,0.747997,407.0,5865.25,1319.06,2170.8,462.897,216.122,67.9323,1.92687,0.0,407.0,0.0,2170.8,1240.86,389.18,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
38.0,0.00422224,0.814829,407.0,14540.2,3604.9,5235.11,1201.65,518.261,325.199,1.92754,0.0,407.0,0.0,5235.11,3329.39,800.794,CaseT4f_ConfOnly_RelaxA02,relax 0.2,relaxation,1.0,0.2,0
