case,case_name,center_avg_count_r0p20,center_avg_count_r0p40,center_avg_excess_over_p0_r0p20,center_avg_excess_over_p0_r0p40,center_avg_excess_r0p20,center_avg_excess_r0p40,com_drift,div_rate_contrib_maxAbs_est,excess_maxAbs,excess_mean,frame_index,kind,kplastic_maxAbs,lap_maxAbs,lap_rate_contrib_maxAbs_est,lapz_maxAbs,lapz_rate_contrib_maxAbs_est,mode,p0,particle_count,particle_count_vtk,porepressrate_maxAbs,surface_lap_maxAbs,surface_lap_rate_contrib_maxAbs_est,surface_porepressrate_maxAbs,time,vel_max,vel_mean
old_ghost,CaseCryer_PR_StrictSphere_C5c_OldGhost,7,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,0.0,0.0,0.0,0.0,0.0,0,50.0,739,739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
old_ghost,CaseCryer_PR_StrictSphere_C5c_OldGhost,7,33,0.39492742964597144,0.448372697945091,19.74637148229857,22.41863489725455,1.76609651593336e-16,241924.99333333335,72.41925169658,57.012751894978734,1,compression,0.0,211767.31,1439.1254502208633,67.066093,0.0,0,50.0,739,739,240982.0,91449.398,621.4705946313287,226635.28,0.001005,0.0008297962160209849,0.00051090077645703
old_ghost,CaseCryer_PR_StrictSphere_C5c_OldGhost,7,33,8.181335727307143,7.672008429515394,409.06678636535713,383.6004214757697,7.722139138937323e-16,245955.8066666667,422.3957344937,295.52375816294176,2,compression,0.0,955075.56,6490.489704383284,67.067497,0.0,0,50.0,739,739,241898.52,279099.56,1896.7010533469254,154544.73,0.002011,0.0006010449142195289,0.0003808952272194111
old_ghost,CaseCryer_PR_StrictSphere_C5c_OldGhost,1,33,1.8396309681816,3.7814635664827163,91.98154840908,189.07317832413582,1.6032416929970621e-15,279049.45333333337,265.0740092821,228.93055550543255,3,compression,0.0,1884864.3,12809.135575942919,67.067459,0.0,0,50.0,739,739,266240.31,421452.78,2864.1031600407755,210643.91,0.003016,0.000794995168689639,0.0004948106389189239
old_ghost,CaseCryer_PR_StrictSphere_C5c_OldGhost,1,33,2.357321169548,2.534712261626425,117.8660584774,126.73561308132125,3.555265258659055e-15,126164.72,193.5622775482,139.59054791151743,4,compression,0.0,614523.19,4176.168467550119,67.066833,0.0,0,50.0,739,739,125917.69,614523.19,4176.168467550119,55231.344,0.004022,0.00046006069169386655,0.000212970547677994
old_ghost,CaseCryer_PR_StrictSphere_C5c_OldGhost,7,33,6.125485957512285,5.379637972177394,306.27429787561425,268.9818986088697,1.4723476639201094e-14,419741.3733333334,347.7661547925,224.56422767824506,5,compression,0.0,1186826.0,8065.416241930005,67.067207,0.0,0,50.0,739,739,411675.94,705948.25,4797.473666326879,87601.273,0.005027,0.00048577167258011695,0.00021179644591205968
old_ghost,CaseCryer_PR_StrictSphere_C5c_OldGhost,7,33,2.956717944422857,2.923405415367879,147.83589722114286,146.17027076839395,3.5109762763845905e-14,262816.0733333333,263.1535548317,175.59957220678433,6,compression,0.0,1023994.6,6958.848793747878,67.067085,0.0,0,50.0,739,739,264227.22,1023994.6,6958.848793747878,212685.09,0.006032,0.001062548970569462,0.00038509992809052866
strong_ghost,CaseCryer_PR_StrictSphere_C5c_StrongGhost,7,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,0.0,0.0,0.0,0.0,0.0,1,50.0,739,739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strong_ghost,CaseCryer_PR_StrictSphere_C5c_StrongGhost,7,33,0.39490302564174284,0.4483420130765151,19.745151282087143,22.417100653825756,1.7613348087951323e-16,241918.54,72.40611106379,56.98720893300865,1,compression,0.0,211752.78,1439.0267074413866,67.066093,0.0,1,50.0,739,739,240911.31,127722.52,867.974991505267,226375.36,0.001005,0.000829787747561081,0.0005108718641748262
strong_ghost,CaseCryer_PR_StrictSphere_C5c_StrongGhost,7,33,8.17303633946343,7.66287472671406,408.6518169731715,383.143736335703,1.9220585824256343e-15,244878.95333333334,422.0220690082,294.7732577736622,2,compression,0.0,956281.63,6498.68589874278,67.067505,0.0,1,50.0,739,739,240820.56,503712.19,3423.1205572545027,152759.52,0.002011,0.000598612416069956,0.0003790571202458151
strong_ghost,CaseCryer_PR_StrictSphere_C5c_StrongGhost,1,33,1.7969513126316,3.737174197872291,89.84756563158,186.85870989361456,4.820790993943499e-15,280917.98000000004,262.7775592305,226.47431787297202,3,compression,0.0,1882761.9,12794.848114169217,67.067482,0.0,1,50.0,739,739,268123.13,647345.06,4399.218892286784,212179.52,0.003016,0.0007996135391295045,0.0004969436868521214
strong_ghost,CaseCryer_PR_StrictSphere_C5c_StrongGhost,1,33,2.303599533712,2.4833390983164243,115.1799766856,124.16695491582121,5.856090872355259e-15,126472.22666666667,189.8871244953,136.34111185480043,4,compression,0.0,764888.75,5198.020727149169,67.066849,0.0,1,50.0,739,739,126212.52,764888.75,5198.020727149169,54995.477,0.004022,0.00046121026389301945,0.00021335209318349248
strong_ghost,CaseCryer_PR_StrictSphere_C5c_StrongGhost,7,33,6.059304426599429,5.309262553001031,302.9652213299714,265.46312765005155,5.642279715382866e-12,418780.7933333334,344.6473697192,220.1945877758815,5,compression,0.0,1193896.3,8113.464492014953,67.067207,0.0,1,50.0,739,739,410667.31,595365.31,4045.975603126063,88730.57,0.005027,0.0004846433800428166,0.00020846905603561826
strong_ghost,CaseCryer_PR_StrictSphere_C5c_StrongGhost,7,33,2.852623134535143,2.818775679918425,142.63115672675715,140.93878399592126,1.2774300751895963e-14,266121.87333333335,258.2882830713,169.32537662029725,6,compression,0.0,1243206.8,8448.568127760791,67.067108,0.0,1,50.0,739,739,267541.63,1243206.8,8448.568127760791,216681.95,0.006032,0.0010778174043065349,0.0003901490425291387
surface_clamp,CaseCryer_PR_StrictSphere_C5c_SurfaceClamp,7,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,compression,0.0,0.0,0.0,0.0,0.0,2,50.0,739,739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surface_clamp,CaseCryer_PR_StrictSphere_C5c_SurfaceClamp,7,33,0.18946109483947143,0.2502134492679484,9.473054741973572,12.510672463397421,2.035675698758336e-16,241987.03333333335,54.71909296623,6.742099951853622,1,compression,0.0,542778.0,3688.603465851173,67.066109,0.0,2,50.0,739,739,242806.63,49889.23,339.03656133197427,235538.13,0.001005,0.0008572095749174557,0.00046340709703607984
