case,part,time,specimen_count,platen_contamination,axial_strain_proxy,p_proxy,q_proxy,Fz_proxy,PorePress_mean,PorePress_std,PorePressRate_maxAbs,DivVel_maxAbs,velocity_max,Kplastic_max,MccPc_min,MccPc_mean,MccPc_max,MccVoidRatio_mean,MccPlasticVolStrain_min,MccPlasticVolStrain_mean,MccPlasticVolStrain_max,MccEqPlasticStrain_mean,MccEqPlasticStrain_max,MccYieldFlag_count,MccYieldFlag_fraction,MccPlasticMultiplier_max,MccReturnIterations_mean,MccReturnIterations_max,MccYieldResidual_maxAbs,MccYieldResidual_converged_maxAbs,MccReturnFailure_count,MccTensionCutoff_count,MccLineSearchFailure_count,MccReturnConverged_count,MccReturnStatus_counts
mcc_high_pc,10,0.005027,407,0,0.00016631724700011397,113.20702401745291,297.0233700180467,0.879961181805101,14490.338663009723,11043.578380126664,22200780.0,0.033372134,0.0060719186,0.0,100000.0,100000.0,100000.0,0.7999291367076172,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30079344.0,0.0,0,0,0,0,0:407
mcc_high_pc,11,0.00553,407,0,0.00018761540800008025,129.09590479079282,327.6475973961205,0.9826112424569529,20535.764628805333,12955.05145687409,32564164.0,0.048882183,0.0059897136,0.0,100000.0,100000.0,100000.0,0.7999119820393128,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30140968.0,0.0,0,0,0,0,0:407
mcc_high_pc,12,0.006032,407,0,0.00020548634300010526,146.58678978675022,355.54530488989946,1.0846514944328998,26168.15189815342,16621.312608311127,34519324.0,0.05190026,0.0055347057000000015,0.0,100000.0,100000.0,100000.0,0.7998930905159708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30860150.0,0.0,0,0,0,0,0:407
mcc_high_pc,13,0.006535,407,0,0.00022103656299996,161.24231123737943,382.81813082206463,1.1774970708590158,30691.834643033922,15687.155317369497,25260072.0,0.037985172,0.005070714071092857,0.0,100000.0,100000.0,100000.0,0.7998772627272724,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33090902.0,0.0,0,0,0,0,0:407
mcc_high_pc,14,0.007038,407,0,0.00023576003900002696,171.22799980565108,411.2517622079853,1.259327072607555,32474.25434961725,16323.756169799806,13435788.0,0.020330848,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7998664777149884,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36436528.0,0.0,0,0,0,0,0:407
mcc_high_pc,15,0.00754,407,0,0.0002506332350001028,177.64346629372642,441.58481693533156,1.334642837892436,33367.92093273035,13721.607177347296,16397160.0,0.024673922,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7998595488452096,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39365928.0,0.0,0,0,0,0,0:407
mcc_high_pc,16,0.008043,407,0,0.00026638532000008985,183.69679098711728,473.16093408443527,1.4112777888390404,34042.99891928986,15011.874144800462,20359062.0,0.030667022,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7998530197051591,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40157212.0,0.0,0,0,0,0,0:407
mcc_high_pc,17,0.008546,407,0,0.0002835369930001552,192.23865129276007,504.7799427783047,1.4950297571206894,36503.283666592186,14783.269657632954,17009818.0,0.025603289,0.0049999999,0.0,100000.0,100000.0,100000.0,0.799843794815724,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42612680.0,0.0,0,0,0,0,0:407
mcc_high_pc,18,0.009048,407,0,0.00030196381199998346,203.7975516725472,535.7924113241035,1.586168903997633,39846.52624853909,18029.40260108813,17158864.0,0.025905991,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7998313093120393,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45749976.0,0.0,0,0,0,0,0:407
mcc_high_pc,19,0.009551,407,0,0.00032148714300003767,216.62348941946775,566.477515195123,1.6802734467561469,44320.901687356396,16947.09463010499,14254491.0,0.021392204,0.0049999999,0.0,100000.0,100000.0,100000.0,0.799817457272727,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48459784.0,0.0,0,0,0,0,0:407
mcc_high_pc,20,0.010054,407,0,0.00034073341300011606,228.58517296291416,597.479714167423,1.7725320785082421,47745.287889227846,18352.103852229604,18558946.0,0.027907372,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7998045349877155,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50033704.0,0.0,0,0,0,0,0:407
mcc_high_pc,21,0.010557,407,0,0.00035968093700003423,238.92440644308772,629.0531258021991,1.8612800512831464,51105.31980454839,15981.112296140867,21126112.0,0.031733871,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7997933610565119,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50422904.0,0.0,0,0,0,0,0:407
mcc_high_pc,22,0.011059,407,0,0.0003787657350000362,248.35879423215408,660.908390297961,1.9480009132662965,53478.04647828368,17487.070827335123,21066870.0,0.031723108,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7997831709582311,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50318676.0,0.0,0,0,0,0,0:407
mcc_high_pc,23,0.011562,407,0,0.00039767384100011793,258.1283123241852,692.4869635284647,2.0351477831097093,56578.417673717835,16553.277123139876,19503836.0,0.029327292,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7997726249631459,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52300416.0,0.0,0,0,0,0,0:407
mcc_high_pc,24,0.012065,407,0,0.00041626240400008396,268.94377956936927,723.3422878203927,2.1238887123798507,59489.51906001422,19148.498800610094,17578714.0,0.026514558,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7997609416461923,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55628708.0,0.0,0,0,0,0,0:407
mcc_high_pc,25,0.012567,407,0,0.00043430393200011297,280.5504745525964,753.4168528271258,2.213395088793475,63207.81544892667,17992.39620214447,16039608.0,0.024135713,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7997484029729727,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58641160.0,0.0,0,0,0,0,0:407
mcc_high_pc,26,0.01307,407,0,0.00045168558999997277,292.103150832883,783.0938004951478,2.3019992398966753,66185.36137720603,19825.995729698374,14706049.0,0.022214854,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7997359327272725,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,61398244.0,0.0,0,0,0,0,0:407
mcc_high_pc,27,0.013573,407,0,0.00046873866499999584,302.87603772337627,812.9359707368044,2.3887100256575087,69384.35390842539,17831.697878058916,13539258.0,0.020382786,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7997243021621607,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,63932364.0,0.0,0,0,0,0,0:407
mcc_high_pc,28,0.014075,407,0,0.00048578222200001964,312.71051891195697,843.3352106861166,2.473817583465713,71639.38036547526,19374.357717775056,12042641.0,0.018204413,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7997136841277657,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,66221848.0,0.0,0,0,0,0,0:407
mcc_high_pc,29,0.014578,407,0,0.0005032191199999536,322.02780087121397,874.3312015187328,2.558587643819167,74369.72898127428,17609.454605336297,11712720.0,0.017641045,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7997036103194096,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68207568.0,0.0,0,0,0,0,0:407
mcc_high_pc,30,0.015081,407,0,0.0005209783340000274,331.50620043303087,905.6623506403788,2.6444450119526937,76681.0581161446,19604.016445364923,14571000.0,0.02193325,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7996933726535638,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69838576.0,0.0,0,0,0,0,0:407
mcc_high_pc,31,0.015584,407,0,0.0005391037100001272,341.6514453714827,936.9762209476913,2.7321552711712025,79937.65954998886,18186.68819723522,17521338.0,0.026322009,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7996824206142509,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71131392.0,0.0,0,0,0,0,0:407
mcc_high_pc,32,0.016086,407,0,0.0005575081600001086,352.5194805028419,968.052341297334,2.8214610234015787,82875.24021207742,20303.981705602204,19091456.0,0.028746868,0.005055029598170451,0.0,100000.0,100000.0,100000.0,0.7996706858722352,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72202576.0,0.0,0,0,0,0,0:407
mcc_high_pc,33,0.016589,407,0,0.000576101120000061,363.7528789981327,998.8893493774941,2.9113491001964573,86568.99476747462,18711.212256516494,18988316.0,0.028542427,0.0050114405275491995,0.0,100000.0,100000.0,100000.0,0.7996585597788698,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,73231816.0,0.0,0,0,0,0,0:407
mcc_high_pc,34,0.017092,407,0,0.0005946377099999567,374.88119064110566,1029.617827257015,3.000735476307816,89543.37188408866,20641.01868110325,17388362.0,0.026211301,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7996465462899267,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,75702808.0,0.0,0,0,0,0,0:407
mcc_high_pc,35,0.017594,407,0,0.0006131286499999611,385.60364913192166,1060.3557005650182,3.0889920396315063,92958.2527727211,18872.97751364266,15374881.0,0.023130316,0.0049999999,0.0,100000.0,100000.0,100000.0,0.7996349649631448,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,78578728.0,0.0,0,0,0,0,0:407
mcc_high_pc,36,0.018097,407,0,0.0006314266000000124,395.9054204483719,1091.1275113544698,3.176123108637834,95552.39333608451,20774.49937608741,13685868.0,0.020663684,0.004700805556972946,0.0,100000.0,100000.0,100000.0,0.799623846044227,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,81119608.0,0.0,0,0,0,0,0:407
mcc_mild_yield,0,0.0,407,0,0.0,50.0,0.0,0.1413716694115407,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,0.8000000100000014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0:407
mcc_mild_yield,1,0.000503,407,0,-2.0285726015645267e-08,33.80963945045045,7.441415995085997,0.10962124211972994,-6276.254270591639,991.3949651708972,15441555.0,0.023162333,0.0049999999,0.0,120.0,120.0,120.0,0.8000175002702695,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4596.9512,0.0,0,0,0,0,0:407
mcc_mild_yield,2,0.001005,407,0,3.5213260500543964e-06,18.493178463384115,31.445920446201495,0.11156239383737666,-16020.743816638296,3489.4607794851318,28763496.0,0.043205004,0.0049999999,5.1022213e-05,119.99577,120.00135990171987,120.04405,0.8000307715479129,-3.1296536e-06,1.0080403203464376e-06,3.2627573e-05,3.562119514471745e-06,5.1022213e-05,150,0.36855036855036855,1.0040231e-07,3.0884520884520885,21.0,3888.0342,7.789192e-05,96,92,4,150,-3:4|-1:92|0:161|1:150
mcc_mild_yield,3,0.001508,407,0,1.2303372170091587e-05,18.500652979475017,40.1175134150958,0.1279290951933325,-18898.22295791297,5553.3443161071,38999052.0,0.058520902,0.0049999999,0.00011550775,119.98267,120.00157511056517,120.09379,0.8000235949877162,-1.284435e-05,1.166933091449631e-06,6.9451722e-05,1.3976331229729735e-05,0.00011550775,130,0.3194103194103194,1.3913746e-07,2.8746928746928746,22.0,3759.2253,9.7044758e-05,157,157,0,130,-1:157|0:120|1:130
mcc_mild_yield,4,0.002011,407,0,2.375143980007377e-05,32.046113058173624,41.89031210153565,0.16956962807656037,-16189.229487128725,13544.86527810674,48548364.0,0.07291884,0.0049999999,0.00017018846,119.96996,120.00008009828,120.12095,0.8000124674938589,-2.2254029e-05,5.886129884520875e-08,8.9552239e-05,2.6017208824103197e-05,0.00017018846,141,0.3464373464373464,1.3757466e-07,3.3366093366093366,24.0,4852.8984,7.6900105e-05,90,86,4,141,-3:4|-1:86|0:176|1:141
mcc_mild_yield,5,0.002513,407,0,3.682086509998461e-05,48.343031414004976,40.71405820577413,0.21343089280250108,-13005.81871013194,18412.994539488733,52820388.0,0.079320081,0.0049999999,0.00022549932,119.94254,119.99695206388196,120.13522,0.8000028485995087,-4.2563934e-05,-2.258807819459459e-06,0.00010010731,4.000556691624079e-05,0.00022549932,182,0.44717444717444715,1.4592457e-07,3.7592137592137593,18.0,4846.7769,3.3204022e-05,40,40,0,182,-1:40|0:185|1:182
mcc_mild_yield,6,0.003016,407,0,5.091539840004766e-05,57.74506311440621,42.96822997826775,0.24426352483765734,-13460.633326269448,28114.06278235987,54996124.0,0.082645603,0.005177726005218454,0.00028229438,119.89624,119.99215009827994,120.14246,0.7999993112039299,-7.6890188e-05,-5.817312604373463e-06,0.00010546569,5.471875539243245e-05,0.00028229438,173,0.4250614250614251,1.5871449e-07,4.117936117936118,22.0,4953.4565,5.8429076e-05,4,0,4,173,-3:4|0:230|1:173
mcc_mild_yield,7,0.003519,407,0,6.57151932001443e-05,56.88484598216544,50.49191211028993,0.256013124905175,-18129.930876678507,31322.512762728158,56911092.0,0.085501015,0.005364573605300064,0.00033631627,119.83672,119.98605899262907,120.14488,0.8000082118181823,-0.00012102345,-1.0332020050565109e-05,0.00010725926,6.964280880373466e-05,0.00033631627,193,0.4742014742014742,1.619852e-07,4.5675675675675675,21.0,4702.5859,6.7611305e-05,4,0,4,193,-3:4|0:210|1:193
mcc_mild_yield,8,0.004021,407,0,8.101679450006616e-05,50.03489328950861,59.12810998957015,0.25292418944165224,-26132.44833160832,38832.56892458556,59008048.0,0.088749997,0.005509173386397656,0.00040012356,119.77281,119.97813277641275,120.14371,0.800026188132678,-0.00016843175,-1.6207859861375918e-05,0.00010639787,8.62599886079115e-05,0.00040012356,266,0.6535626535626535,9.5768272e-08,5.909090909090909,23.0,4351.4722,0.0001009277,1,0,1,266,-3:1|0:140|1:266
mcc_mild_yield,9,0.004524,407,0,9.63944103000991e-05,45.070092965208836,62.578420109926256,0.24539022859485826,-34540.38232099173,40679.67382274355,61165472.0,0.091865107,0.00562056852234564,0.00047462969,119.70541,119.96711938574953,120.13651,0.8000461753071247,-0.00021845516,-2.437272715460935e-05,0.00010106236,0.00010642434344142503,0.00047462969,348,0.855036855036855,9.8129874e-08,7.503685503685504,21.0,2744.1169,6.0453509e-05,0,0,0,348,0:59|1:348
mcc_mild_yield,10,0.005027,407,0,0.0001117352160001639,43.96820416170351,63.49020755965595,0.2439933902539333,-42177.925609907645,49510.49144842366,62624752.0,0.094204821,0.005704942848729977,0.00055048795,119.63519,119.95456734643724,120.12631,0.8000640202948412,-0.0002706032,-3.3680283164255515e-05,9.3520954e-05,0.000127940033753661,0.00055048795,389,0.9557739557739557,1.0009164e-07,8.076167076167076,24.0,1428.3448,0.00010979646,0,0,0,389,0:18|1:389
mcc_mild_yield,11,0.005529,407,0,0.00012678899500004337,45.472043552350506,63.13928598719893,0.247583924377175,-48774.82243347713,52279.162918316884,63818784.0,0.09590856,0.005770011133794526,0.00062738446,119.56279,119.94183304668279,120.11368,0.8000793262653564,-0.00032439685,-4.3125988685749384e-05,8.4168176e-05,0.00014980422823734647,0.00062738446,406,0.9975429975429976,1.0179133e-07,8.663390663390663,21.0,168.19905,8.1011458e-05,0,0,0,406,0:1|1:406
mcc_mild_yield,12,0.006032,407,0,0.00014153063300006985,47.63815545470927,62.68073360171992,0.25284411060924417,-55119.16709050431,62262.306240746104,64803080.0,0.097447231,0.0058191159832406,0.00070687983,119.48885,119.92931896805904,120.09983,0.8000937086732199,-0.00037936727,-5.241123137088451e-05,7.3920412e-05,0.00017159584625970513,0.00070687983,407,1.0,1.0325791e-07,8.938574938574938,24.0,0.00011265323,0.00011265323,0,0,0,407,1:407
mcc_mild_yield,13,0.006535,407,0,0.0001561754700001028,48.940734757199,62.376994694668305,0.2559545324685204,-61637.81950704687,63979.38846676036,65653532.0,0.098684236,0.00585548459462462,0.0007881705,119.41391,119.91702906633913,120.08598,0.8001087206388215,-0.00043510535,-6.15343910228501e-05,6.3673891e-05,0.0001933985645100737,0.0007881705,405,0.995085995085995,1.0453891e-07,8.800982800982801,27.0,76.343796,7.7827935e-05,0,0,0,405,0:2|1:405
mcc_mild_yield,14,0.007037,407,0,0.0001707631900001172,48.958828844807556,62.38532660625315,0.2560213975792896,-68808.30089910266,73198.24617415498,66278628.0,0.099691287,0.005886292727521611,0.00087038544,119.33467,119.90480697788678,120.07678,0.8001248932678144,-0.00049405021,-7.060994669631452e-05,5.6865003e-05,0.00021523907972899263,0.00087038544,401,0.9852579852579852,1.5499279e-07,8.705159705159705,27.0,3125.1248,9.1483889e-05,4,0,4,401,-3:4|0:2|1:401
mcc_mild_yield,15,0.00754,407,0,0.00018533923799995966,48.035154638099925,62.240402986339035,0.2531365956996045,-76155.47856392594,73338.1133446288,66923092.0,0.10061236,0.005916646641902406,0.00094067689,119.26263,119.89247235872232,120.08212,0.8001421750859952,-0.00054773176,-7.97712459513513e-05,6.0822269e-05,0.00023730132882727274,0.00094067689,401,0.9852579852579852,1.0132267e-07,8.466830466830467,22.0,1414.4698,6.6406872e-05,4,4,0,401,-1:4|0:2|1:401
mcc_mild_yield,16,0.008043,407,0,0.00019985242300013528,46.27860813852582,63.23412858603604,0.2500432061045428,-83881.71919041716,82075.98779619082,65586388.0,0.098740734,0.005599960538096434,0.0010195706,119.18671,119.88060933660933,120.08763,0.800158953636364,-0.00060429826,-8.858302423538083e-05,6.4903696e-05,0.0002586893167265358,0.0010195706,397,0.9754299754299754,1.0106805e-07,8.447174447174447,22.0,3092.8142,7.9323174e-05,8,4,4,397,-3:4|-1:4|0:2|1:397
mcc_mild_yield,17,0.008545,407,0,0.00021430404300012973,45.66173630769862,63.64351079497028,0.2490707093763971,-90888.61731256181,80959.14116578148,63243980.0,0.095064007,0.005588124412878272,0.0010977566,119.11169,119.86866616707593,120.09371,0.8001751607862403,-0.00066023576,-9.745697935945947e-05,6.940918e-05,0.00028012933456437355,0.0010977566,401,0.9852579852579852,1.4680121e-07,8.574938574938574,22.0,2861.8821,5.6471697e-05,4,4,0,401,-1:4|0:2|1:401
mcc_mild_yield,18,0.009048,407,0,0.0002287717679999579,46.28829765597871,63.99434096450868,0.2515035691416781,-97668.70224865667,88605.13559360223,60753328.0,0.091438279,0.005578583745090961,0.0011749511,119.03785,119.85701764127771,120.10014,0.8001904166339058,-0.00071530789,-0.00010611373720958233,7.4171374e-05,0.0003012324435226044,0.0011749511,397,0.9754299754299754,9.8866614e-08,8.203931203931203,22.0,3421.1082,0.00012604349,4,4,0,397,-1:4|0:6|1:397
mcc_mild_yield,19,0.009551,407,0,0.000243390953000161,47.57908770701881,64.3765478161305,0.2558736349725738,-103649.4476016301,86125.7279246496,60306752.0,0.090711042,0.0055748133502245886,0.0012513698,118.96464,119.84575800982789,120.10707,0.8002045992874687,-0.00076995388,-0.00011448345549778869,7.9300356e-05,0.0003220913643186729,0.0012513698,393,0.9656019656019657,1.0877715e-07,8.562653562653562,21.0,3887.4253,0.00010927622,8,4,4,393,-3:4|-1:4|0:6|1:393
mcc_mild_yield,20,0.010053,407,0,0.0002583861720001357,49.11737296529896,61.4694739324747,0.2547433288985084,-109873.88605149124,93130.62487083954,60761200.0,0.091480702,0.005578034651413316,0.0013274918,118.89112,119.83440582309593,120.1144,0.8002182512285008,-0.00082485116,-0.00012292511573808358,8.4723841e-05,0.0003445121325275183,0.0013274918,401,0.9852579852579852,9.8099086e-08,8.248157248157248,18.0,4260.0732,0.00012078103,0,0,0,401,0:6|1:401
mcc_mild_yield,21,0.010556,407,0,0.00027345230400002696,48.95529158542998,61.84612084233387,0.2549950172929134,-116145.6322182653,90516.0568866726,62176464.0,0.093448162,0.005586744659564742,0.001404275,118.81644,119.82347621621619,120.12133,0.8002328574201482,-0.00088065985,-0.00013105445994496305,8.9846253e-05,0.0003657209798567566,0.001404275,397,0.9754299754299754,9.8900877e-08,8.48894348894349,20.0,4528.604,4.9253296e-05,8,0,8,397,-3:8|0:2|1:397
mcc_mild_yield,22,0.011059,407,0,0.00028850714399994426,48.6323174262572,61.4577640967796,0.2533497941529849,-123206.45947133358,98080.905452264,63180712.0,0.095149308,0.005590101348225641,0.0014815286,118.74095,119.81181265356273,120.12754,0.8002487760196572,-0.00093709939,-0.00013973198220933666,9.4444244e-05,0.0003875828122179359,0.0014815286,405,0.995085995085995,9.9322541e-08,9.068796068796068,26.0,4696.6211,5.6549157e-05,0,0,0,405,0:2|1:405
mcc_mild_yield,23,0.011561,407,0,0.0003034814579999656,48.053764501015564,61.384499042179165,0.25157587292130096,-130078.67071022195,95427.24603394495,63906924.0,0.096062265,0.005589301123908815,0.0015589668,118.66508,119.79979886977884,120.13335,0.8002654160442257,-0.00099385425,-0.0001486727262953316,9.8741788e-05,0.0004094891713358721,0.0015589668,404,0.9926289926289926,9.9480566e-08,9.312039312039312,26.0,4782.9292,7.0479553e-05,1,0,1,404,-3:1|0:2|1:404
mcc_mild_yield,24,0.012064,407,0,0.00031837837400003344,47.629392862506165,61.24587946791871,0.25011469864003455,-137539.68000470786,103214.01945693923,64146356.0,0.096611716,0.005583935554256415,0.0016364641,118.58907,119.78738100737102,120.13908,0.8002824507862412,-0.0010507585,-0.00015791549645552817,0.00010297773,0.0004315949536233413,0.0016364641,401,0.9852579852579852,9.9503289e-08,9.203931203931203,27.0,4812.8179,7.0871778e-05,4,0,4,401,-3:4|0:2|1:401
mcc_mild_yield,25,0.012566,407,0,0.0003331340410001049,47.46095281339965,61.00786846050221,0.24918980544184238,-144515.45124438748,100188.61332100457,64510336.0,0.096985191,0.0055766618451576965,0.0017138375,118.51315,119.77468714987691,120.14488,0.800299635184276,-0.0011076226,-0.0001673665702184275,0.00010726888,0.00045386515047346455,0.0017138375,405,0.995085995085995,9.935426e-08,9.422604422604422,27.0,4808.7798,6.7852045e-05,0,0,0,405,0:2|1:405
mcc_mild_yield,26,0.013069,407,0,0.00034789490100009535,47.416883728810795,60.85758839329249,0.24878193178759161,-152031.0513087373,108077.59473652385,64553968.0,0.097240627,0.005574225004731893,0.0017911197,118.43732,119.76185103194092,120.15076,0.8003168930712526,-0.0011644462,-0.00017692598081154814,0.00011161868,0.00047617794458648644,0.0017911197,405,0.995085995085995,9.9326463e-08,9.35135135135135,27.0,4786.189,6.0545983e-05,0,0,0,405,0:2|1:405
mcc_mild_yield,27,0.013572,407,0,0.00036251632099998377,47.43231015525794,60.74863282486922,0.24862017257280397,-158990.7147043342,104600.43954016584,64768296.0,0.097387314,0.005571778600023233,0.0018683299,118.36158,119.74891169533164,120.15667,0.8003342327027038,-0.0012212405,-0.00018656568065184283,0.00011598724,0.0004985382349722362,0.0018683299,405,0.995085995085995,9.9287405e-08,9.4004914004914,27.0,4754.1865,5.8578309e-05,0,0,0,405,0:2|1:405
