source,case,p_proxy,q_proxy,Kplastic_max,PorePress_mean,Fz_proxy,pairwise_reaction_force_avg,pairwise_over_Fz_proxy,force_balance_error
M3d,mcc_high_pc,395.9054204483719,1091.1275113544698,0.0,95552.39333608451,3.176123108637834,3.33843,1.0511022041056135,0.0505647
M3d,mcc_mild_yield,47.26133310780508,60.577611276883275,0.0025562742,-225214.38188911168,0.24781437833696118,0.286149,1.1546908695140925,0.0346152
T5c,dp_high_strength,385.8049189009095,1073.7439175945835,0.0,111458.97791005751,3.1147973110552334,,,0.0506831
T5c,dp_mild_yield,62.23262833995903,120.50908894067557,0.0014621217,-35251.016202382,0.4031128923098545,,,0.00532965
