case,label,time,part,region,count,feedback_factor,porepress_mean,porepress_std,excess_mean,porepressrate_mean,porepressrate_maxabs,divvel_mean,divvel_maxabs,velocity_max,kplastic_max
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.004754,18,full_no_caps_edges,87,1.0,-397435200.6503713,21634371.4154203,-397435200.6503713,-1160383257425.2874,2249676300000.0,1740.541519402299,3374.958,144.00782327110932,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.004754,18,lateral_shell,296,1.0,-386822530.4720362,54719607.68864239,-386822530.4720362,-983341571118.2433,2558006700000.0,1474.9687683513514,3837.2673,256.1819518408299,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.004754,18,top_cap,20,1.0,-317443805.60586005,67098405.80206082,-317443805.60586005,-138544068450.0,499271070000.0,207.73808945000002,748.73523,190.34507784583397,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.004754,18,bottom_cap,20,1.0,-317443868.1233001,67098443.081817046,-317443868.1233001,-138545062350.0,499271570000.0,207.73958090000005,748.73596,190.34508267406864,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.005,19,all,243,1.0,-656776598.6752728,102074515.72197464,-656776598.6752728,-2311358254609.0537,13000944000000.0,3466.969886880658,19500.727,572.1522527225565,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.005,19,center_core,17,1.0,-644480077.5954823,8320615.535643326,-644480077.5954823,-1116749976470.5881,2750070400000.0,1674.5280383529414,4124.7671,133.9562682948547,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.005,19,full_no_caps_edges,47,1.0,-708325423.3168682,92346120.63678908,-708325423.3168682,-511408449361.70215,2927445700000.0,766.9705500425531,4391.9507,261.29083000627344,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.005,19,lateral_shell,172,1.0,-652531149.7945714,109924038.7771361,-652531149.7945714,-3094208604709.3022,13000944000000.0,4641.301822790698,19500.727,572.1522527225565,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.005,19,top_cap,22,1.0,-689573106.6791455,91620638.82041766,-689573106.6791455,-664237150909.091,2767770600000.0,996.4095536363637,4151.5698,455.54100291651287,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,0.005,19,bottom_cap,22,1.0,-689572902.5462636,91620728.1144053,-689572902.5462636,-664239592727.2727,2767770900000.0,996.4132436363635,4151.5703,455.54223494316636,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.0,0,all,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.0,0,center_core,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.0,0,full_no_caps_edges,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.0,0,lateral_shell,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.0,0,top_cap,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.0,0,bottom_cap,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000503,1,all,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000503,1,center_core,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000503,1,full_no_caps_edges,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000503,1,lateral_shell,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000503,1,top_cap,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000503,1,bottom_cap,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000804,2,all,407,0.0,632.9717974725647,483.38686592127505,632.9717974725647,3532970.3441867325,7526067.0,-0.0052994558119828,0.011291088,0.00029019344208488525,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000804,2,center_core,45,0.0,627.2367034510555,152.7279751534344,627.2367034510555,3636444.9511111123,4435425.5,-0.005453635519999999,0.0066526914,2.100043359092403e-05,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000804,2,full_no_caps_edges,147,0.0,699.0619982319586,182.29798342239886,699.0619982319586,3959455.436734694,5638291.5,-0.005938634617006802,0.0084580779,3.057459600000004e-05,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000804,2,lateral_shell,196,0.0,1060.5303288607954,253.27016699219888,1060.5303288607954,5871754.001530612,7526067.0,-0.008808571625,0.011291088,0.00029019344208488525,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000804,2,top_cap,74,0.0,90.89493904026703,95.14039475064739,90.89493904026703,518094.70368918916,1670818.6,-0.000776283000445946,0.0025059418,1.3437660030115932e-05,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.000804,2,bottom_cap,74,0.0,90.89493942208392,95.14039284974824,90.89493942208392,518094.7204189189,1670818.6,-0.0007762830235675675,0.0025059418,1.3437659181369246e-05,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001005,3,all,407,0.0,1789.5462488918743,1331.181634981493,1789.5462488918743,6483568.543402948,13487974.0,-0.009725353472923833,0.020239539,0.000490818005229075,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001005,3,center_core,45,0.0,1906.3274844674866,389.3050830057714,1906.3274844674866,7294107.5,8654424.0,-0.010937904517777777,0.012980542,5.483188753322316e-05,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001005,3,full_no_caps_edges,147,0.0,2029.276839648097,475.62476722485746,2029.276839648097,7502148.544217687,10430536.0,-0.01125135159659864,0.015648499,7.539291300000099e-05,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001005,3,lateral_shell,196,0.0,2951.6265522999947,678.5166592907829,2951.6265522999947,10557968.604591837,13487974.0,-0.01584051060714286,0.020239539,0.000490818005229075,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001005,3,top_cap,74,0.0,267.35017476714546,276.1906106157454,267.35017476714546,998390.1512297298,3071001.3,-0.0014940832721621622,0.0046052174,3.9931175261162714e-05,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001005,3,bottom_cap,74,0.0,267.3501899737258,276.1906169102584,267.3501899737258,998390.2564054055,3071002.3,-0.0014940834275675675,0.0046052188,3.993118148854476e-05,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001307,4,all,407,0.0,4467.690963739806,3245.0377325739405,4467.690963739806,9756472.763243245,19864534.0,-0.014634710097764127,0.029818565,0.0007024560749745492,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001307,4,center_core,45,0.0,5119.7477137912,849.7320098073546,5119.7477137912,12022588.277777778,13897607.0,-0.018027036888888893,0.020845482,0.0001217900928951566,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001307,4,full_no_caps_edges,147,0.0,5189.716480353028,1088.3895957774162,5189.716480353028,11597817.241496598,15760596.0,-0.017391968125170066,0.023649182,0.00015487791717413754,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001307,4,lateral_shell,196,0.0,7245.1281078696675,1624.1122352454968,7245.1281078696675,15537739.239795918,19864534.0,-0.023316583857142855,0.029818565,0.0007024560749745492,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001307,4,top_cap,74,0.0,691.3683837435314,718.4509589579072,691.3683837435314,1558595.112972973,4560495.5,-0.0023271787925675676,0.006836303,0.00010810055815381967,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001307,4,bottom_cap,74,0.0,691.3684411753987,718.4509690691918,691.3684411753987,1558595.2402702703,4560496.5,-0.0023271789964864863,0.006836304,0.00010810055223000029,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,0.001508,5,all,407,0.0,6454.138810756443,3486.977606128352,6454.138810756443,10122651.574520884,20553828.0,-0.01518397842031941,0.030838251,0.0007338431615578916,0.0
