DivVel_maxAbs,DivVel_rate_contribution_maxAbs_est,ExcessPorePress_max,ExcessPorePress_maxAbs,ExcessPorePress_mean,HydraulicElevationSource,Kplastic_maxAbs,LapPorePress_maxAbs,LapPorePress_rate_contribution_maxAbs_est,LapZ_maxAbs,LapZ_rate_contribution_maxAbs_est,PorePressRate_maxAbs,PorePress_max,PorePress_mean,Tv_est,case,case_name,center_ExcessPorePress,center_ExcessPorePress_over_p0,center_PorePress,center_PorePress_over_p0,center_avg_ExcessPorePress_over_p0_r0p10,center_avg_ExcessPorePress_over_p0_r0p15,center_avg_ExcessPorePress_over_p0_r0p20,center_avg_ExcessPorePress_over_p0_r0p40,center_avg_ExcessPorePress_r0p10,center_avg_ExcessPorePress_r0p15,center_avg_ExcessPorePress_r0p20,center_avg_ExcessPorePress_r0p40,center_avg_PorePress_r0p10,center_avg_PorePress_r0p15,center_avg_PorePress_r0p20,center_avg_PorePress_r0p40,center_avg_count_r0p10,center_avg_count_r0p15,center_avg_count_r0p20,center_avg_count_r0p40,center_radius,frame_file,frame_index,interior_ExcessPorePress_mean,p0,particle_count_csv,particle_count_vtk,ramp_end,surface_ExcessPorePress_maxAbs,surface_ExcessPorePress_mean,surface_radial_disp_mean,surface_radial_vel_mean,time,time_max_requested,vel_max,vel_mean
0.0061725955,41150.63666666667,123.302662071,123.302662071,117.67246102253844,0,0.0,175778.03,1194.5499830105337,67.066475,0.0,40491.691,123.302662071,117.67246102253844,0.00819843696907917,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,109.8961704029,2.197923408058,109.8961704029,2.197923408058,2.197923408058,2.197923408058,2.197923408058,2.4217431883431515,109.8961704029,109.8961704029,109.8961704029,121.08715941715757,109.8961704029,109.8961704029,109.8961704029,121.08715941715757,1,1,1,33,3.482463832339646e-14,PartFluid_0003.vtk,3,121.95309656422718,50.0,739,739,0.005,118.590798067,114.96306680356894,-4.0455539066985454e-07,-0.00010493347728819091,0.003016,0.012,0.00015372529864698893,7.047220454085371e-05
0.0063805869,42537.246,148.3411231694,148.3411231694,142.63815929198165,0,0.0,172880.44,1174.8585796805983,67.066696,0.0,41402.277,148.3411231694,142.63815929198165,0.010933061501868839,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,134.0085135894,2.680170271788,134.0085135894,2.680170271788,2.680170271788,2.680170271788,2.680170271788,2.910932927430909,134.0085135894,134.0085135894,134.0085135894,145.54664637154545,134.0085135894,134.0085135894,134.0085135894,145.54664637154545,1,1,1,33,2.770983113460143e-14,PartFluid_0004.vtk,4,145.94435344422098,50.0,739,739,0.005,148.3411231694,142.3706288934522,-4.937029913855814e-07,-0.00011780305828735523,0.004022,0.012,0.0002037272739522112,8.973493450111903e-05
0.012643763,84291.75333333334,194.094976923,194.094976923,187.5719139321843,0,0.0,217751.34,1479.7916411824672,67.067017,0.0,84915.422,194.094976923,187.5719139321843,0.013664967720013589,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,190.0869584904,3.801739169808,190.0869584904,3.801739169808,3.801739169808,3.801739169808,3.801739169808,3.8561660565899394,190.0869584904,190.0869584904,190.0869584904,192.80830282949697,190.0869584904,190.0869584904,190.0869584904,192.80830282949697,1,1,1,33,2.528029253996663e-14,PartFluid_0005.vtk,5,193.22979046552473,50.0,739,739,0.005,192.5888823469,183.50748335866115,-6.510277392004169e-07,-0.0001638317465160215,0.005027,0.012,0.00027097968758310164,0.00013394110363963032
0.0057646423,38430.94866666667,224.2619920211,224.2619920211,211.37257348032068,0,0.0,266838.56,1813.3779136935104,67.067245,0.0,37563.93,224.2619920211,211.37257348032068,0.01639959225280326,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,224.2619920211,4.485239840422,224.2619920211,4.485239840422,4.485239840422,4.485239840422,4.485239840422,4.397458859345697,224.2619920211,224.2619920211,224.2619920211,219.87294296728484,224.2619920211,224.2619920211,224.2619920211,219.87294296728484,1,1,1,33,6.377869567599706e-14,PartFluid_0006.vtk,6,217.7424619136889,50.0,739,739,0.005,218.7344166479,208.42763304661844,-7.364774340507616e-07,1.5595992628732512e-05,0.006033,0.012,0.00016272062399434463,3.554138185052126e-05
0.013557098,90380.65333333334,212.5958972121,212.5958972121,183.8830200395376,0,0.0,487533.25,3313.171933401292,67.066994,0.0,90247.719,212.5958972121,183.8830200395376,0.01913149847094801,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,183.1612718146,3.6632254362920005,183.1612718146,3.6632254362920005,3.6632254362920005,3.6632254362920005,3.6632254362920005,3.8092083691134544,183.1612718146,183.1612718146,183.1612718146,190.4604184556727,183.1612718146,183.1612718146,183.1612718146,190.4604184556727,1,1,1,33,1.2653742825545678e-13,PartFluid_0007.vtk,7,191.19050815544063,50.0,739,739,0.005,212.5958972121,181.56933306676004,-6.430934662060796e-07,0.00012489975330524914,0.007038,0.012,0.0004222936213567972,0.00012772827455247344
0.0217143,144762.0,222.6929865338,222.6929865338,158.80792018701126,0,0.0,781331.25,5309.760448521917,67.06678,0.0,139557.06,222.6929865338,158.80792018701126,0.021863404689092755,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,164.7014255289,3.294028510578,164.7014255289,3.294028510578,3.294028510578,3.294028510578,3.294028510578,3.2235358071109705,164.7014255289,164.7014255289,164.7014255289,161.17679035554852,164.7014255289,164.7014255289,164.7014255289,161.17679035554852,1,1,1,33,2.1118084024274607e-13,PartFluid_0008.vtk,8,160.57386683595195,50.0,739,739,0.005,222.6929865338,155.82508238633304,-5.525307965818479e-07,4.393967189793981e-05,0.008043,0.012,0.0006262173871349986,0.00021850432835640287
0.046016317,306775.4466666667,323.6696341497,323.6696341497,154.09565156180585,0,0.0,2016379.3,13702.883452259603,67.066727,0.0,293072.56,323.6696341497,154.09565156180585,0.024598029221882426,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,163.7285997737,3.274571995474,163.7285997737,3.274571995474,3.274571995474,3.274571995474,3.274571995474,3.3241742290228484,163.7285997737,163.7285997737,163.7285997737,166.20871145114242,163.7285997737,163.7285997737,163.7285997737,166.20871145114242,1,1,1,33,2.3277978408451816e-13,PartFluid_0009.vtk,9,165.1805241813211,50.0,739,739,0.005,323.6696341497,148.63400848313458,-5.212464945730548e-07,1.3016305718373845e-05,0.009049,0.012,0.001189689562985206,0.0001890448482566434
0.04824068,321604.5333333334,320.1553485252,320.1553485252,168.36734779038477,0,0.0,2059266.4,13994.335032279989,67.067314,0.0,314578.5,320.1553485252,168.36734779038477,0.027329935440027178,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,153.2069371551,3.064138743102,153.2069371551,3.064138743102,3.064138743102,3.064138743102,3.064138743102,3.284704710433213,153.2069371551,153.2069371551,153.2069371551,164.23523552166066,153.2069371551,153.2069371551,153.2069371551,164.23523552166066,1,1,1,33,9.958320809789873e-14,PartFluid_0010.vtk,10,166.21352116172352,50.0,739,739,0.005,320.1553485252,172.3971833424978,-5.678820596290276e-07,-0.00017814626147161455,0.010054,0.012,0.001713673351332565,0.0005020223577583322
0.11287437,752495.8,565.715763162,565.715763162,261.91128299799345,0,0.0,3254754.0,22118.613659531096,67.068314,0.0,735703.75,565.715763162,261.91128299799345,0.030061841658171926,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,242.0694689425,4.84138937885,242.0694689425,4.84138937885,4.84138937885,4.84138937885,4.831459615800572,4.941843668123211,242.0694689425,242.0694689425,241.5729807900286,247.0921834061606,242.0694689425,242.0694689425,241.5729807900286,247.0921834061606,1,1,7,33,6.917535465533518e-14,PartFluid_0011.vtk,11,253.1383038809185,50.0,739,739,0.005,565.715763162,268.65236788746495,-9.161185577568798e-07,-0.0004479882845134148,0.011059,0.012,0.003275300687751905,0.0011663001856913157
0.35055035,2337002.3333333335,994.757803883,994.757803883,366.12059150209825,0,0.0,12915081.0,87768.13455657494,67.068169,0.0,2249234.3,994.757803883,366.12059150209825,0.0327964661909616,slow_ramp,CaseCryer_PR_StrictSphere_C5b_SlowRamp,411.751150183,8.23502300366,411.751150183,8.23502300366,8.23502300366,8.23502300366,7.662201701428857,7.280628851104302,411.751150183,411.751150183,383.1100850714428,364.0314425552151,411.751150183,411.751150183,383.1100850714428,364.0314425552151,1,1,7,33,5.393961466725753e-13,PartFluid_0012.vtk,12,359.3582972042506,50.0,739,739,0.005,994.757803883,371.0223789036683,-1.3293495836721135e-06,-0.00022518552234534003,0.012065,0.012,0.008950542661902426,0.0011722534380262598
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lower_p0,CaseCryer_PR_StrictSphere_C5b_LowerP0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,33,0.0,PartFluid_0000.vtk,0,0.0,10.0,739,739,0.0005,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0
0.0072577293,48384.862,14.48383052537,14.48383052537,11.402524883552394,0,0.0,42353.348,287.82431532449885,67.065727,0.0,48196.258,14.48383052537,11.402524883552394,0.0027319062181447498,lower_p0,CaseCryer_PR_StrictSphere_C5b_LowerP0,3.984863715327,0.3984863715327,3.984863715327,0.3984863715327,0.3984863715327,0.3984863715327,0.39492885964377145,0.44837392018418487,3.984863715327,3.984863715327,3.9492885964377145,4.483739201841849,3.984863715327,3.984863715327,3.9492885964377145,4.483739201841849,1,1,7,33,1.5386572651828609e-15,PartFluid_0001.vtk,1,5.902918538431505,10.0,739,739,0.0005,13.65598690927,11.649177374978851,-3.93502816595993e-08,-0.00014740979538962811,0.001005,0.006,0.00016595929011915716,0.00010218026498115433
0.007378235,49188.23333333334,84.47732786484,84.47732786484,59.104250779571856,0,0.0,190993.53,1297.95127420999,67.066025,0.0,48376.797,84.47732786484,59.104250779571856,0.0054665307509344195,lower_p0,CaseCryer_PR_StrictSphere_C5b_LowerP0,84.47732786484,8.447732786484,84.47732786484,8.447732786484,8.447732786484,8.447732786484,8.181215417100429,7.671933229131119,84.47732786484,84.47732786484,81.81215417100428,76.71933229131119,84.47732786484,84.47732786484,81.81215417100428,76.71933229131119,1,1,7,33,3.9841878677650365e-15,PartFluid_0002.vtk,2,71.59634447826313,10.0,739,739,0.0005,58.24909009509,54.581852134613186,-2.021664862393238e-07,-9.48218823851922e-05,0.002011,0.006,0.00012020804570056551,7.617791780094753e-05
0.0083697028,55798.01866666667,53.01514138036,53.01514138036,45.78538958842862,0,0.0,376984.63,2561.9071015970103,67.06601,0.0,53236.109,53.01514138036,45.78538958842862,0.00819843696907917,lower_p0,CaseCryer_PR_StrictSphere_C5b_LowerP0,18.39543724458,1.8395437244579997,18.39543724458,1.8395437244579997,1.8395437244579997,1.8395437244579997,1.8395437244579997,3.781395377331787,18.39543724458,18.39543724458,18.39543724458,37.81395377331787,18.39543724458,18.39543724458,18.39543724458,37.81395377331787,1,1,1,33,1.6493490480214744e-14,PartFluid_0003.vtk,3,42.39897840397234,10.0,739,739,0.0005,53.01514138036,48.20949971947841,-1.5770159970163402e-07,0.00012699441590094813,0.003016,0.006,0.00015900087601039616,9.89563963762965e-05
0.0037843329,25228.886000000002,38.71351861729,38.71351861729,27.920452320946907,0,0.0,122895.12,835.1690112130481,67.065887,0.0,25179.518,38.71351861729,27.920452320946907,0.010933061501868839,lower_p0,CaseCryer_PR_StrictSphere_C5b_LowerP0,23.57514979995,2.357514979995,23.57514979995,2.357514979995,2.357514979995,2.357514979995,2.357514979995,2.534833673792909,23.57514979995,23.57514979995,23.57514979995,25.34833673792909,23.57514979995,23.57514979995,23.57514979995,25.34833673792909,1,1,1,33,4.2390042555608394e-14,PartFluid_0004.vtk,4,26.362358834100863,10.0,739,739,0.0005,38.71351861729,29.23525326463989,-9.823629911667309e-08,-2.889614231215412e-05,0.004022,0.006,9.200693602907406e-05,4.2597986274038777e-05
0.012589001,83926.67333333334,69.55796047207,69.55796047207,44.91164580824006,0,0.0,237457.86,1613.7129459734967,67.065933,0.0,82312.953,69.55796047207,44.91164580824006,0.013664967720013589,lower_p0,CaseCryer_PR_StrictSphere_C5b_LowerP0,69.55796047207,6.9557960472069995,69.55796047207,6.9557960472069995,6.9557960472069995,6.9557960472069995,6.125788871318571,5.379716732899304,69.55796047207,69.55796047207,61.257888713185714,53.79716732899304,69.55796047207,69.55796047207,61.257888713185714,53.79716732899304,1,1,7,33,9.374658887042779e-14,PartFluid_0005.vtk,5,50.53258453169704,10.0,739,739,0.0005,48.29771352496,41.341362561803315,-1.5690544185985861e-07,-3.238272595034386e-05,0.005027,0.006,9.713053019001178e-05,4.234127918050975e-05
0.0078803152,52535.43466666667,52.62949171816,52.62949171816,35.11734558373218,0,0.0,204816.53,1391.8894325518181,67.065903,0.0,52816.977,52.62949171816,35.11734558373218,0.01639959225280326,lower_p0,CaseCryer_PR_StrictSphere_C5b_LowerP0,30.3742207063,3.03742207063,30.3742207063,3.03742207063,3.03742207063,3.03742207063,2.9561738079682858,2.9230622916979394,30.3742207063,30.3742207063,29.561738079682858,29.230622916979396,30.3742207063,30.3742207063,29.561738079682858,29.230622916979396,1,1,7,33,1.181603789560818e-13,PartFluid_0006.vtk,6,30.02860187220247,10.0,739,739,0.0005,52.62949171816,35.87225477154075,-1.242827180711825e-07,6.386342704658515e-05,0.006033,0.006,0.0002125069112169979,7.700970607297288e-05
0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,long_slow_ramp,CaseCryer_PR_StrictSphere_C5b_LongSlowRamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,33,0.0,PartFluid_0000.vtk,0,0.0,50.0,739,739,0.005,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
0.012643763,84291.75333333334,194.094976923,194.094976923,187.5719139321843,0,0.0,217751.34,1479.7916411824672,67.067017,0.0,84915.422,194.094976923,187.5719139321843,0.013664967720013589,long_slow_ramp,CaseCryer_PR_StrictSphere_C5b_LongSlowRamp,190.0869584904,3.801739169808,190.0869584904,3.801739169808,3.801739169808,3.801739169808,3.801739169808,3.8561660565899394,190.0869584904,190.0869584904,190.0869584904,192.80830282949697,190.0869584904,190.0869584904,190.0869584904,192.80830282949697,1,1,1,33,2.528029253996663e-14,PartFluid_0001.vtk,1,193.22979046552473,50.0,739,739,0.005,192.5888823469,183.50748335866115,-6.510277392004169e-07,-0.0001638317465160215,0.005027,0.05,0.00027097968758310164,0.00013394110363963032
0.04824068,321604.5333333334,320.1553485252,320.1553485252,168.36734779038477,0,0.0,2059266.4,13994.335032279989,67.067314,0.0,314578.5,320.1553485252,168.36734779038477,0.027329935440027178,long_slow_ramp,CaseCryer_PR_StrictSphere_C5b_LongSlowRamp,153.2069371551,3.064138743102,153.2069371551,3.064138743102,3.064138743102,3.064138743102,3.064138743102,3.284704710433213,153.2069371551,153.2069371551,153.2069371551,164.23523552166066,153.2069371551,153.2069371551,153.2069371551,164.23523552166066,1,1,1,33,9.958320809789873e-14,PartFluid_0002.vtk,2,166.21352116172352,50.0,739,739,0.005,320.1553485252,172.3971833424978,-5.678820596290276e-07,-0.00017814626147161455,0.010054,0.05,0.001713673351332565,0.0005020223577583322
2.3339453,15559635.333333334,6814.694953306,6814.694953306,-837.0501835132911,0,0.0,80047032.0,543982.5484199798,67.060059,0.0,15015653.0,6814.694953306,-837.0501835132911,0.040989466530750925,long_slow_ramp,CaseCryer_PR_StrictSphere_C5b_LongSlowRamp,-888.682015102,-17.77364030204,-888.682015102,-17.77364030204,-17.77364030204,-17.77364030204,-17.77364030204,-14.684008650255846,-888.682015102,-888.682015102,-888.682015102,-734.2004325127923,-888.682015102,-888.682015102,-888.682015102,-734.2004325127923,1,1,1,27,4.5749914070105626e-12,PartFluid_0003.vtk,3,-731.8600172558237,50.0,739,739,0.005,6814.694953306,-901.1697867068531,3.105653697191751e-06,0.0021156817752445095,0.015079,0.05,0.06132901231300468,0.007183804934955203
12.24298,81619866.66666667,37556.53181283,94699.63220161,-5069.235936200179,0,0.0,1020696200.0,6936433.571185866,67.409866,0.0,79723080.0,37556.53181283,-5069.235936200179,0.05451580020387358,long_slow_ramp,CaseCryer_PR_StrictSphere_C5b_LongSlowRamp,-1781.049237305,-35.6209847461,-1781.049237305,-35.6209847461,-35.6209847461,-35.6209847461,-48.20894731122286,-54.92090359235038,-1781.049237305,-1781.049237305,-2410.4473655611428,-2746.045179617519,-1781.049237305,-1781.049237305,-2410.4473655611428,-2746.045179617519,1,1,7,27,4.226526347399475e-11,PartFluid_0004.vtk,4,-3497.555634857137,50.0,739,739,0.005,94699.63220161,-5921.441187333798,1.7965979083004878e-05,0.05719507021602045,0.020055,0.05,0.4199863869416502,0.13848028722053166
651.21259,4341417266.666667,246137.0971057,246137.0971057,152929.61820286736,0,0.0,1701877200.0,11565594.291539248,73.831833,0.0,4329851900.0,246137.0971057,152929.61820286736,0.06796058443764863,long_slow_ramp,CaseCryer_PR_StrictSphere_C5b_LongSlowRamp,246137.0971057,4922.741942114,246137.0971057,4922.741942114,4922.741942114,4922.741942114,4805.437712970286,4613.536505690848,246137.0971057,246137.0971057,240271.8856485143,230676.8252845424,246137.0971057,246137.0971057,240271.8856485143,230676.8252845424,1,1,7,33,2.0349728704811207e-09,PartFluid_0005.vtk,5,219446.11364683713,50.0,661,661,0.005,239072.6365123,118970.47511898525,-0.00781976540899756,0.09497051369634443,0.025001,0.05,14.23499579908485,1.8971164306338193
1085.3527,7235684666.666666,367648.5195228,367648.5195228,-132386.32536752927,0,0.0,3791440100.0,25765817.872918796,73.067627,0.0,7209918500.0,367648.5195228,-132386.32536752927,0.08156303092082906,long_slow_ramp,CaseCryer_PR_StrictSphere_C5b_LongSlowRamp,-233337.5988383,-4666.751976766001,-233337.5988383,-4666.751976766001,-4666.751976766001,-4666.751976766001,-4764.798406813144,-4855.769093501777,-233337.5988383,-233337.5988383,-238239.92034065718,-242788.45467508887,-233337.5988383,-233337.5988383,-238239.92034065718,-242788.45467508887,1,1,7,27,1.656763205859714e-08,PartFluid_0006.vtk,6,-245184.0772074422,50.0,565,565,0.005,367648.5195228,-62073.91065071092,-0.01203768307847859,-2.9326450402082647,0.030005,0.05,19.716440444652765,5.113013933780053
472.14658,3147643866.6666665,481495.513753,611128.0423569,69822.9359032042,0,0.0,5364089300.0,36453206.25212369,67.737869,0.0,3119996200.0,481495.513753,69822.9359032042,0.09516547740400949,long_slow_ramp,CaseCryer_PR_StrictSphere_C5b_LongSlowRamp,481495.513753,9629.91027506,481495.513753,9629.91027506,9629.91027506,9629.91027506,9629.91027506,5500.8733314988995,481495.513753,481495.513753,481495.513753,275043.666574945,481495.513753,481495.513753,481495.513753,275043.666574945,1,1,1,49,2.3137492389826982e-07,PartFluid_0007.vtk,7,250952.54253303146,50.0,509,509,0.005,611128.0423569,-142325.9873639351,-0.013746871221821904,-2.0370259263312116,0.035009,0.05,16.748285613151836,6.698500081717455
