nu,eta,root_index,xi,residual,scaled_residual
0.2,1.3333333333333335,89,2.7959638124171875e+02,-1.5738805814180523e-09,5.6291164228530888e-12
0.2,1.3333333333333335,90,2.8273803350899163e+02,-5.3671556088374928e-10,1.8982786087273281e-12
0.2,1.3333333333333335,91,2.8587968446596426e+02,4.4707348934025504e-10,1.5638519056529276e-12
0.2,1.3333333333333335,92,2.8902133415536855e+02,-2.1480559553310741e-09,7.4321709212522991e-12
0.2,1.3333333333333335,93,2.9216298261809800e+02,2.2201902538654394e-09,7.5991497415355257e-12
0.2,1.3333333333333335,94,2.9530462989330613e+02,1.2303758012421895e-09,4.1664629561737632e-12
0.2,1.3333333333333335,95,2.9844627601849731e+02,3.3602418625378050e-09,1.1259118080909503e-11
0.2,1.3333333333333335,96,3.0158792102961331e+02,2.0328343453002162e-09,6.7404368793898323e-12
0.2,1.3333333333333335,97,3.0472956496111340e+02,2.2646418074145913e-10,7.4316445393209541e-13
0.2,1.3333333333333335,98,3.0787120784605020e+02,-4.8783022066345438e-10,1.5845269327925981e-12
0.2,1.3333333333333335,99,3.1101284971614075e+02,-1.0896883395616896e-10,3.5036762646824417e-13
0.2,1.3333333333333335,100,3.1415449060183323e+02,3.3198261917277705e-09,1.0567495582612294e-11
0.2,1.3333333333333335,101,3.1729613053236994e+02,3.1326408134191297e-09,9.8729247284930737e-12
0.2,1.3333333333333335,102,3.2043776953584620e+02,-6.6165739553980529e-10,2.0648545784668749e-12
0.2,1.3333333333333335,103,3.2357940763926604e+02,-2.4515429686289281e-09,7.5763256584052033e-12
0.2,1.3333333333333335,104,3.2672104486859484e+02,-2.4802488951536361e-09,7.5913349755329553e-12
0.2,1.3333333333333335,105,3.2986268124880871e+02,1.9572894416342024e-09,5.9336492209806686e-12
0.2,1.3333333333333335,106,3.3300431680394138e+02,-4.1633825276221614e-09,1.2502488158654659e-11
0.2,1.3333333333333335,107,3.3614595155712755e+02,2.3311486074817367e-10,6.9349298918566465e-13
0.2,1.3333333333333335,108,3.3928758553064552e+02,-3.1337208383774851e-09,9.2361788996091569e-12
0.2,1.3333333333333335,109,3.4242921874595550e+02,2.5909230316756293e-09,7.5663024351266100e-12
0.2,1.3333333333333335,110,3.4557085122373769e+02,-2.0156676328042522e-10,5.8328635811335282e-13
0.2,1.3333333333333335,111,3.4871248298392663e+02,1.5768364391988143e-10,4.5218812521569042e-13
0.2,1.3333333333333335,112,3.5185411404574506e+02,-2.4054997993516736e-09,6.8366396848181545e-12
0.2,1.3333333333333335,113,3.5499574442773508e+02,-3.2372895475418773e-09,9.1192348031115005e-12
0.2,1.3333333333333335,114,3.5813737414778814e+02,7.4578565545380116e-11,2.0824010820660445e-13
0.2,1.3333333333333335,115,3.6127900322317350e+02,-3.7579752643068787e-09,1.0401864572200057e-11
0.2,1.3333333333333335,116,3.6442063167056460e+02,-7.6869355325470679e-10,2.1093579409345955e-12
0.2,1.3333333333333335,117,3.6756225950606506e+02,-1.8579839888843708e-09,5.0548823793312014e-12
0.2,1.3333333333333335,118,3.7070388674523235e+02,1.8909531718236394e-09,5.1009801607868181e-12
0.2,1.3333333333333335,119,3.7384551340310122e+02,-3.6939127312507480e-09,9.8808534510022705e-12
0.2,1.3333333333333335,120,3.7698713949420483e+02,3.4841036722355057e-09,9.2419695719006469e-12
0.2,1.3333333333333335,121,3.8012876503259633e+02,-6.6194161263410933e-10,1.7413615425219066e-12
0.2,1.3333333333333335,122,3.8327039003186769e+02,1.2717009667539969e-09,3.3180256023535748e-12
0.2,1.3333333333333335,123,3.8641201450516905e+02,1.2650502867472824e-09,3.2738378706033174e-12
0.2,1.3333333333333335,124,3.8955363846522630e+02,-4.0396912481810432e-09,1.0370051385212896e-11
0.2,1.3333333333333335,125,3.9269526192435785e+02,1.9772414816543460e-09,5.0350530636788097e-12
0.2,1.3333333333333335,126,3.9583688489449139e+02,1.2630607670871541e-10,3.1908617293798037e-13
0.2,1.3333333333333335,127,3.9897850738717864e+02,-1.7686829778540414e-09,4.4330282085537692e-12
0.2,1.3333333333333335,128,4.0212012941361036e+02,-2.2118342712929007e-09,5.5004316111165505e-12
0.2,1.3333333333333335,129,4.0526175098463034e+02,-5.3926214604871348e-09,1.3306514733712562e-11
0.2,1.3333333333333335,130,4.0840337211074859e+02,-3.7812242226209491e-09,9.2585528936219888e-12
0.2,1.3333333333333335,131,4.1154499280215430e+02,-2.4457449399051256e-09,5.9428373147061725e-12
0.2,1.3333333333333335,132,4.1468661306872775e+02,5.2542645789799280e-09,1.2670446581410485e-11
0.2,1.3333333333333335,133,4.1782823292005230e+02,4.1893599700415507e-10,1.0026512427749100e-12
0.2,1.3333333333333335,134,4.2096985236542491e+02,-2.3179609343060292e-09,5.5062397491920922e-12
0.2,1.3333333333333335,135,4.2411147141386721e+02,-3.9099745663406793e-09,9.2192143572677595e-12
0.2,1.3333333333333335,136,4.2725309007413534e+02,6.8816348175460007e-09,1.6106694082051190e-11
0.2,1.3333333333333335,137,4.3039470835473014e+02,9.4274810180650093e-10,2.1904267954601001e-12
0.2,1.3333333333333335,138,4.3353632626390561e+02,-1.7546426533954218e-09,4.0472794252708643e-12
0.2,1.3333333333333335,139,4.3667794380967837e+02,-1.1721112969098613e-09,2.6841550243735554e-12
0.2,1.3333333333333335,140,4.3981956099983597e+02,5.1739448281296063e-09,1.1763789714825054e-11
0.2,1.3333333333333335,141,4.4296117784194519e+02,-6.1868377088103443e-10,1.3966997602254651e-12
0.2,1.3333333333333335,142,4.4610279434335939e+02,-6.5073777477664407e-09,1.4587171006953610e-11
0.2,1.3333333333333335,143,4.4924441051122631e+02,-5.6252247304655612e-09,1.2521524138862916e-11
0.2,1.3333333333333335,144,4.5238602635249515e+02,6.8251893026172183e-10,1.5087091344613715e-12
0.2,1.3333333333333335,145,4.5552764187392347e+02,5.8838622862822376e-09,1.2916586712502326e-11
0.2,1.3333333333333335,146,4.5866925708208373e+02,-6.0079514696553815e-09,1.3098657424472194e-11
0.2,1.3333333333333335,147,4.6181087198336922e+02,-6.1543801166408230e-09,1.3326624577306302e-11
0.2,1.3333333333333335,148,4.6495248658400067e+02,2.7656028578348923e-09,5.9481408049611415e-12
0.2,1.3333333333333335,149,4.6809410089003188e+02,1.1210659067728557e-09,2.3949584167768433e-12
0.2,1.3333333333333335,150,4.7123571490735503e+02,1.1826273293991107e-09,2.5096300895373504e-12
0.2,1.3333333333333335,151,4.7437732864170630e+02,-1.4461534192378167e-09,3.0485297924726197e-12
0.2,1.3333333333333335,152,4.7751894209867078e+02,8.4945668277214281e-09,1.7788963072830455e-11
0.2,1.3333333333333335,153,4.8066055528368781e+02,4.1280827645095997e-09,8.5883535045594396e-12
0.2,1.3333333333333335,154,4.8380216820205521e+02,-2.8868498702649958e-09,5.9670048213990876e-12
0.2,1.3333333333333335,155,4.8694378085893402e+02,5.9156946008442901e-09,1.2148619272511419e-11
0.2,1.3333333333333335,156,4.9008539325935328e+02,-6.6035568124789279e-09,1.3474298363722758e-11
0.2,1.3333333333333335,157,4.9322700540821347e+02,-6.3534457694913726e-09,1.2881382608466499e-11
0.2,1.3333333333333335,158,4.9636861731029126e+02,-1.6169678929145448e-09,3.2575949335325155e-12
0.2,1.3333333333333335,159,4.9951022897024313e+02,-1.9250023797212634e-09,3.8537796987455483e-12
0.2,1.3333333333333335,160,5.0265184039260907e+02,1.6936496649577748e-09,3.3694289543020467e-12
0.2,1.3333333333333335,161,5.0579345158181638e+02,-4.6997570279927459e-09,9.2918502865047870e-12
0.2,1.3333333333333335,162,5.0893506254218289e+02,-7.8662765190529171e-09,1.5456346198196796e-11
0.2,1.3333333333333335,163,5.1207667327792046e+02,4.4724401959683746e-09,8.7339268303322529e-12
0.2,1.3333333333333335,164,5.1521828379313843e+02,1.1727820492524188e-08,2.2762818908356097e-11
0.2,1.3333333333333335,165,5.1835989409184640e+02,6.9804855229449458e-09,1.3466484584191413e-11
0.2,1.3333333333333335,166,5.2150150417795726e+02,6.0041429605917074e-09,1.1513184357899236e-11
0.2,1.3333333333333335,167,5.2464311405529020e+02,1.6251760825980455e-08,3.0976792394847507e-11
0.2,1.3333333333333335,168,5.2778472372757369e+02,5.4549218475585803e-09,1.0335505372296195e-11
0.2,1.3333333333333335,169,5.3092633319844754e+02,2.0302081793488469e-08,3.8238980670645517e-11
0.2,1.3333333333333335,170,5.3406794247146649e+02,-7.0097030402394012e-09,1.3125114770606001e-11
0.2,1.3333333333333335,171,5.3720955155010142e+02,-2.4928112907218747e-09,4.6402959208914763e-12
0.2,1.3333333333333335,172,5.4035116043774292e+02,2.0459083316382021e-08,3.7862569405853255e-11
0.2,1.3333333333333335,173,5.4349276913770336e+02,1.2333316590229515e-08,2.2692696739125847e-11
0.2,1.3333333333333335,174,5.4663437765321851e+02,1.7161255527753383e-08,3.1394394916928569e-11
0.2,1.3333333333333335,175,5.4977598598745044e+02,2.0793095245608129e-08,3.7821032156352406e-11
0.2,1.3333333333333335,176,5.5291759414348940e+02,5.0456492317607626e-09,9.1254995050949785e-12
0.2,1.3333333333333335,177,5.5605920212435558e+02,-8.9574996309238486e-09,1.6108895593675686e-11
0.2,1.3333333333333335,178,5.5920080993300144e+02,-2.3556594896945171e-08,4.2125466341451679e-11
0.2,1.3333333333333335,179,5.6234241757231325e+02,-1.7447518985136412e-09,3.1026503496675644e-12
0.2,1.3333333333333335,180,5.6548402504511364e+02,-7.4267063610022888e-09,1.3133361920188276e-11
0.2,1.3333333333333335,181,5.6862563235416224e+02,2.3832967599446420e-08,4.1913283964665522e-11
0.2,1.3333333333333335,182,5.7176723950215865e+02,2.1304231268004514e-08,3.7260321675233512e-11
0.2,1.3333333333333335,183,5.7490884649174313e+02,-1.3565227163780946e-08,2.3595439949410780e-11
0.2,1.3333333333333335,184,5.7805045332549821e+02,-4.4087755668442696e-10,7.6269736343614688e-13
0.2,1.3333333333333335,185,5.8119206000595113e+02,1.0328108146495651e-08,1.7770559608481852e-11
0.2,1.3333333333333335,186,5.8433366653557459e+02,1.6962303561740555e-08,2.9028455029495531e-11
0.2,1.3333333333333335,187,5.8747527291678853e+02,-1.5207888282020576e-08,2.5886856831461329e-11
0.2,1.3333333333333335,188,5.9061687915196080e+02,1.3019644029554911e-08,2.2044144840496605e-11
0.2,1.3333333333333335,189,5.9375848524340995e+02,2.0781953935511410e-08,3.5000685381808925e-11
0.2,1.3333333333333335,190,5.9690009119340539e+02,-3.2554225981584750e-09,5.4538818911047288e-12
0.2,1.3333333333333335,191,6.0004169700416878e+02,-1.7870320334623102e-08,2.9781797538145001e-11
0.2,1.3333333333333335,192,6.0318330267787564e+02,-1.2339569366304204e-08,2.0457412052889723e-11
0.2,1.3333333333333335,193,6.0632490821665647e+02,7.1918293542694300e-09,1.1861345718646097e-11
0.2,1.3333333333333335,194,6.0946651362259786e+02,2.3082975530996919e-08,3.7874066932603336e-11
0.2,1.3333333333333335,195,6.1260811889774368e+02,2.9978082238812931e-09,4.8935169668670623e-12
0.2,1.3333333333333335,196,6.1574972404409573e+02,2.7621354092843831e-09,4.4858086027728171e-12
0.2,1.3333333333333335,197,6.1889132906361556e+02,-2.3223719836096279e-08,3.7524713540960149e-11
0.2,1.3333333333333335,198,6.2203293395822470e+02,-2.1077767087263055e-08,3.3885291174435829e-11
0.2,1.3333333333333335,199,6.2517453872980627e+02,1.2381065062072594e-08,1.9804173546450777e-11
0.2,1.3333333333333335,200,6.2831614338020609e+02,-1.8036303117696662e-08,2.8705777032347472e-11
0.3,1.7499999999999998,1,2.6702147332370521e+00,1.3322676295501878e-15,4.9893651359458406e-16
0.3,1.7499999999999998,2,6.0919890671742856e+00,-7.1054273576010019e-15,1.1663558944791065e-15
0.3,1.7499999999999998,3,9.3008945060747834e+00,-1.7763568394002505e-15,1.9098774190375360e-16
0.3,1.7499999999999998,4,1.2474336832234723e+01,-4.5119463720766362e-13,3.6169829568954655e-14
0.3,1.7499999999999998,5,1.5634653821465680e+01,7.1587180627830094e-13,4.5787506039654568e-14
0.3,1.7499999999999998,6,1.8788606804637428e+01,4.7961634663806763e-13,2.5526977685204198e-14
0.3,1.7499999999999998,7,2.1938979431437446e+01,-4.2632564145606011e-13,1.9432336986703997e-14
0.3,1.7499999999999998,8,2.5087134493518565e+01,-7.1054273576010019e-14,2.8322993044250384e-15
0.3,1.7499999999999998,9,2.8233819643002651e+01,5.3290705182007514e-13,1.8874777077926773e-14
0.3,1.7499999999999998,10,3.1379479836675923e+01,2.6290081223123707e-12,8.3781124989822183e-14
0.3,1.7499999999999998,11,3.4524396652066912e+01,4.7606363295926712e-13,1.3789194862895874e-14
0.3,1.7499999999999998,12,3.7668757057044957e+01,-8.5620399659092072e-12,2.2729818116756526e-13
0.3,1.7499999999999998,13,4.0812690106454099e+01,-5.4285465012071654e-12,1.3301123956905497e-13
0.3,1.7499999999999998,14,4.3956287773223579e+01,-9.0594198809412774e-12,2.0610065908386184e-13
0.3,1.7499999999999998,15,4.7099617384626001e+01,8.9528384705772623e-12,1.9008304032418525e-13
0.3,1.7499999999999998,16,5.0242729364832385e+01,-1.2846612662542611e-11,2.5569097907198196e-13
0.3,1.7499999999999998,17,5.3385662229431873e+01,-3.4532376957940869e-12,6.4684740276393802e-14
0.3,1.7499999999999998,18,5.6528445906879227e+01,1.0636824754328700e-11,1.8816764875951153e-13
0.3,1.7499999999999998,19,5.9671104006467090e+01,1.1176837233506376e-11,1.8730736458794107e-13
0.3,1.7499999999999998,20,6.2813655403244937e+01,-1.8594903394841822e-11,2.9603281763285529e-13
0.3,1.7499999999999998,21,6.5956115368512940e+01,1.4821921467955690e-11,2.2472399087087922e-13
0.3,1.7499999999999998,22,6.9098496391020973e+01,1.4026113603904378e-11,2.0298724771852140e-13
0.3,1.7499999999999998,23,7.2240808783324496e+01,5.4271254157356452e-11,7.5125479727246957e-13
0.3,1.7499999999999998,24,7.5383061136153430e+01,2.2595258997171186e-12,2.9973920741106527e-14
0.3,1.7499999999999998,25,7.8525260663470021e+01,-2.5437429940211587e-11,3.2393945241680795e-13
0.3,1.7499999999999998,26,8.1667413467722099e+01,-5.3717030823463574e-12,6.5775354627454286e-14
0.3,1.7499999999999998,27,8.4809524746030888e+01,2.7114310796605423e-11,3.1970832141546356e-13
0.3,1.7499999999999998,28,8.7951598952112391e+01,-6.4900973484327551e-11,7.3791692541786110e-13
0.3,1.7499999999999998,29,9.1093639924639064e+01,1.0061285138363019e-11,1.1044991886025760e-13
0.3,1.7499999999999998,30,9.4235650989887546e+01,1.3073986337985843e-12,1.3873715733537656e-14
0.3,1.7499999999999998,31,9.7377635044488670e+01,-1.1156942036905093e-10,1.1457396795278351e-12
0.3,1.7499999999999998,32,1.0051959462263989e+02,2.7696955839928705e-11,2.7553787839970983e-13
0.3,1.7499999999999998,33,1.0366153195108112e+02,-1.7294610188400839e-11,1.6683730080858089e-13
0.3,1.7499999999999998,34,1.0680344899435659e+02,-9.2768459580838680e-11,8.6859048517937369e-13
0.3,1.7499999999999998,35,1.0994534749230857e+02,-1.0670930805645185e-10,9.7056683607204833e-13
0.3,1.7499999999999998,36,1.1308722899131519e+02,1.1098677532572765e-11,9.8142625224498390e-14
0.3,1.7499999999999998,37,1.1622909487045732e+02,-2.5011104298755527e-12,2.1518798134521785e-14
0.3,1.7499999999999998,38,1.1937094636354976e+02,-1.7493562154413667e-10,1.4654790539346324e-12
0.3,1.7499999999999998,39,1.2251278457777983e+02,9.8765440270653926e-12,8.0616435754868213e-14
0.3,1.7499999999999998,40,1.2565461050954775e+02,1.8424373138259398e-10,1.4662711589744989e-12
0.3,1.7499999999999998,41,1.2879642505798694e+02,-1.8485479813534766e-10,1.4352478964545952e-12
0.3,1.7499999999999998,42,1.3193822903655109e+02,-4.0512304622097872e-10,3.0705508871787778e-12
0.3,1.7499999999999998,43,1.3508002318298355e+02,-1.7570300769875757e-10,1.3007327327797750e-12
0.3,1.7499999999999998,44,1.3822180816792604e+02,2.9294255909917410e-10,2.1193656990990638e-12
0.3,1.7499999999999998,45,1.4136358460237881e+02,1.6353851606254466e-10,1.1568645243564621e-12
0.3,1.7499999999999998,46,1.4450535304418690e+02,2.9808688850607723e-10,2.0628086242197075e-12
0.3,1.7499999999999998,47,1.4764711400369822e+02,2.1233859115454834e-10,1.4381492830867278e-12
0.3,1.7499999999999998,48,1.5078886794871357e+02,-5.1863935368601233e-10,3.4395069128207284e-12
0.3,1.7499999999999998,49,1.5393061530883028e+02,-6.6791017161449417e-12,4.3390339879722372e-14
0.3,1.7499999999999998,50,1.5707235647926461e+02,2.6994939616997726e-10,1.7186308413546326e-12
0.3,1.7499999999999998,51,1.6021409182422377e+02,2.3561597117804922e-11,1.4706320055573932e-13
0.3,1.7499999999999998,52,1.6335582167988889e+02,-3.6419578464119695e-10,2.2294631491914191e-12
0.3,1.7499999999999998,53,1.6649754635706012e+02,-7.9751316661713645e-11,4.7899394559655563e-13
0.3,1.7499999999999998,54,1.6963926614350771e+02,7.0497208071174100e-10,4.1557128649238233e-12
0.3,1.7499999999999998,55,1.7278098130606651e+02,4.6699710765096825e-10,2.7028270363996903e-12
0.3,1.7499999999999998,56,1.7592269209250571e+02,-2.6653879103832878e-10,1.5150904517660193e-12
0.3,1.7499999999999998,57,1.7906439873320198e+02,6.9121597334742546e-11,3.8601529853906905e-13
0.3,1.7499999999999998,58,1.8220610144263946e+02,-4.4445869207265787e-10,2.4393183793166142e-12
0.3,1.7499999999999998,59,1.8534780042075681e+02,2.7725377549359109e-10,1.4958568424539401e-12
0.3,1.7499999999999998,60,1.8848949585416000e+02,-3.8247094380494673e-10,2.0291366480224237e-12
0.3,1.7499999999999998,61,1.9163118791721519e+02,5.7411853049416095e-12,2.9959555995768465e-14
0.3,1.7499999999999998,62,1.9477287677303639e+02,3.2443381314806174e-10,1.6657032463795017e-12
0.3,1.7499999999999998,63,1.9791456257437864e+02,-5.7511329032422509e-10,2.9058664650211916e-12
0.3,1.7499999999999998,64,2.0105624546444739e+02,8.3070972323184833e-10,4.1317280212283176e-12
0.3,1.7499999999999998,65,2.0419792557763367e+02,-3.6274627746024635e-10,1.7764444787287246e-12
0.3,1.7499999999999998,66,2.0733960304018154e+02,2.9018565328442492e-11,1.3995669376686688e-13
0.3,1.7499999999999998,67,2.1048127797079667e+02,-4.6296122491185088e-10,2.1995363643510594e-12
0.3,1.7499999999999998,68,2.1362295048120046e+02,-7.7659478847635910e-10,3.6353527873621523e-12
0.3,1.7499999999999998,69,2.1676462067663641e+02,8.2658857536443975e-10,3.8133002183708296e-12
0.3,1.7499999999999998,70,2.1990628865633306e+02,-3.8440362004621420e-10,1.7480337756368379e-12
0.3,1.7499999999999998,71,2.2304795451392732e+02,1.4233592082746327e-10,6.3814044445085846e-13
0.3,1.7499999999999998,72,2.2618961833785323e+02,9.2700247478205711e-10,4.0983422740190480e-12
0.3,1.7499999999999998,73,2.2933128021169824e+02,6.8942540565331001e-10,3.0062423451995786e-12
0.3,1.7499999999999998,74,2.3247294021453075e+02,-1.1706333680194803e-09,5.0355682985692703e-12
0.3,1.7499999999999998,75,2.3561459842120132e+02,1.2678356142714620e-09,5.3809722434862337e-12
0.3,1.7499999999999998,76,2.3875625490262064e+02,-1.7053025658242404e-11,7.1424414263817579e-14
0.3,1.7499999999999998,77,2.4189790972601486e+02,3.6095570976613089e-12,1.4921820125480256e-14
0.3,1.7499999999999998,78,2.4503956295516224e+02,-1.0437304354127264e-09,4.2594364062088615e-12
0.3,1.7499999999999998,79,2.4818121465061114e+02,9.7870156423596200e-10,3.9434957460818133e-12
0.3,1.7499999999999998,80,2.5132286486988221e+02,1.2975931440450950e-09,5.1630524930956851e-12
0.3,1.7499999999999998,81,2.5446451366765507e+02,9.6605390353943221e-11,3.7964189568718648e-13
0.3,1.7499999999999998,82,2.5760616109594162e+02,-1.7513457351014949e-10,6.7985397851149686e-13
0.3,1.7499999999999998,83,2.6074780720424690e+02,-2.6300881472707260e-09,1.0086712427117541e-11
0.3,1.7499999999999998,84,2.6388945203971809e+02,-7.2958528107847087e-10,2.7647383229575267e-12
0.3,1.7499999999999998,85,2.6703109564728356e+02,2.4093083084153477e-09,9.0225758260604243e-12
0.3,1.7499999999999998,86,2.7017273806978176e+02,-1.3147882782504894e-10,4.8664727893859463e-13
0.3,1.7499999999999998,87,2.7331437934808105e+02,4.5343995225266553e-10,1.6590416989163687e-12
0.3,1.7499999999999998,88,2.7645601952119216e+02,-2.7000055524695199e-09,9.7664921789215978e-12
0.3,1.7499999999999998,89,2.7959765862637209e+02,-1.0645067050063517e-09,3.8072804695008473e-12
0.3,1.7499999999999998,90,2.8273929669922200e+02,-6.7376504375715740e-10,2.3829904495868806e-12
0.3,1.7499999999999998,91,2.8588093377377788e+02,-3.5506104723026510e-09,1.2419892524600138e-11
0.3,1.7499999999999998,92,2.8902256988259558e+02,3.4036133911286015e-09,1.1776289278969140e-11
0.3,1.7499999999999998,93,2.9216420505683095e+02,-9.1631591203622520e-10,3.1363045033459388e-12
0.3,1.7499999999999998,94,2.9530583932631350e+02,-3.5483367355482187e-09,1.2015802815288390e-11
0.3,1.7499999999999998,95,2.9844747271961671e+02,1.2599343790498096e-09,4.2216285752507101e-12
0.3,1.7499999999999998,96,3.0158910526412365e+02,-2.0312995729909744e-09,6.7353214606741733e-12
0.3,1.7499999999999998,97,3.0473073698608766e+02,2.2794779397372622e-09,7.4803019946894289e-12
0.3,1.7499999999999998,98,3.0787236791069085e+02,-2.7432633942225948e-09,8.9103917082236307e-12
0.3,1.7499999999999998,99,3.1101399806209736e+02,-1.3505996321327984e-09,4.3425686321139037e-12
0.3,1.7499999999999998,100,3.1415562746350497e+02,-4.7672870095993858e-09,1.5174921576578140e-11
0.3,1.7499999999999998,101,3.1729725613719245e+02,-4.1027305996976793e-09,1.2930242919982099e-11
0.3,1.7499999999999998,102,3.2043888410456486e+02,3.2759430723672267e-09,1.0223300712983190e-11
0.3,1.7499999999999998,103,3.2358051138619612e+02,4.0348027141590137e-09,1.2469238944038663e-11
0.3,1.7499999999999998,104,3.2672213800186864e+02,-5.0654875849431846e-09,1.5503961916759413e-11
0.3,1.7499999999999998,105,3.2986376397061088e+02,2.1049118004157208e-10,6.3811549807026219e-13
0.3,1.7499999999999998,106,3.3300538931073356e+02,5.1805386647174601e-09,1.5556921392052335e-11
0.3,1.7499999999999998,107,3.3614701403986282e+02,-3.4020786188193597e-10,1.0120805709182696e-12
0.3,1.7499999999999998,108,3.3928863817497165e+02,-9.1722540673799813e-10,2.7033779016937894e-12
0.3,1.7499999999999998,109,3.4243026173241026e+02,5.5538862397952471e-09,1.6219028691001656e-11
0.3,1.7499999999999998,110,3.4557188472793450e+02,-4.3878571887034923e-09,1.2697378990070362e-11
0.3,1.7499999999999998,111,3.4871350717673192e+02,-2.0972947822883725e-09,6.0143778176778223e-12
0.3,1.7499999999999998,112,3.5185512909344800e+02,-6.1743321566609666e-10,1.7547938472771693e-12
0.3,1.7499999999999998,113,3.5499675049220957e+02,5.9990838963130955e-09,1.6898982562217474e-11
0.3,1.7499999999999998,114,3.5813837138664803e+02,-6.1402829487633426e-09,1.7145001595303123e-11
0.3,1.7499999999999998,115,3.6127999178992002e+02,5.2256154958740808e-09,1.4464170766581310e-11
0.3,1.7499999999999998,116,3.6442161171472912e+02,6.3097331803874113e-09,1.7314377022231739e-11
0.3,1.7499999999999998,117,3.6756323117334432e+02,-4.3366412683099043e-09,1.1798354406849597e-11
0.3,1.7499999999999998,118,3.7070485017761837e+02,5.6750195653876290e-09,1.5308727583633287e-11
0.3,1.7499999999999998,119,3.7384646873900613e+02,4.4069565774407238e-09,1.1788145524695079e-11
0.3,1.7499999999999998,120,3.7698808686858024e+02,3.7535414776357356e-09,9.9566580704892785e-12
0.3,1.7499999999999998,121,3.8012970457704739e+02,2.9042439564364031e-09,7.6401394614652147e-12
0.3,1.7499999999999998,122,3.8327132187476320e+02,1.4854890650894959e-09,3.8758158523771139e-12
0.3,1.7499999999999998,123,3.8641293877174655e+02,-7.2828356678655837e-09,1.8847287285500402e-11
0.3,1.7499999999999998,124,3.8955455527769288e+02,5.2693849283969030e-11,1.3526693134521103e-13
0.3,1.7499999999999998,125,3.9269617140198773e+02,-1.2336158761172555e-09,3.1414003139196670e-12
0.3,1.7499999999999998,126,3.9583778715371841e+02,-5.2276618589530699e-09,1.3206576099120563e-11
0.3,1.7499999999999998,127,3.9897940254168600e+02,-1.4429133443627506e-09,3.6165108653998569e-12
0.3,1.7499999999999998,128,4.0212101757441667e+02,-9.2603613666142337e-10,2.3028792233921240e-12
0.3,1.7499999999999998,129,4.0526263226017204e+02,7.4476247391430661e-09,1.8377279685201631e-11
0.3,1.7499999999999998,130,4.0840424660695976e+02,-1.2465761756175198e-10,3.0523095339339118e-13
0.3,1.7499999999999998,131,4.1154586062254259e+02,5.1097117648168933e-09,1.2415898818722233e-11
0.3,1.7499999999999998,132,4.1468747431444842e+02,-3.0523210625688080e-09,7.3605335382141291e-12
0.3,1.7499999999999998,133,4.1782908768997834e+02,8.0234485722030513e-09,1.9202704666656032e-11
0.3,1.7499999999999998,134,4.2097070075621593e+02,-1.1337419891788159e-09,2.6931612749823309e-12
0.3,1.7499999999999998,135,4.2411231352003449e+02,-4.2554120227578096e-09,1.0033691282007048e-11
0.3,1.7499999999999998,136,4.2725392598810527e+02,2.6945485842588823e-09,6.3066678158901341e-12
0.3,1.7499999999999998,137,4.3039553816690488e+02,-1.9439880816207733e-09,4.5167477569595665e-12
0.3,1.7499999999999998,138,4.3353715006272193e+02,8.9294758254254702e-09,2.0596795047321045e-11
0.3,1.7499999999999998,139,4.3667876168166435e+02,8.6373006524809171e-09,1.9779529966256077e-11
0.3,1.7499999999999998,140,4.3982037302966535e+02,6.2258322941488586e-09,1.4155397693778056e-11
0.3,1.7499999999999998,141,4.4296198411248986e+02,-8.9562490757089108e-10,2.0219001623025233e-12
0.3,1.7499999999999998,142,4.4610359493574038e+02,-5.2918380788469221e-09,1.1862352464586601e-11
0.3,1.7499999999999998,143,4.4924520550486272e+02,-9.8680743576551322e-09,2.1965897992312170e-11
0.3,1.7499999999999998,144,4.5238681582515130e+02,9.4204324341262691e-09,2.0823843897279097e-11
0.3,1.7499999999999998,145,4.5552842590175487e+02,-7.3498540587024763e-11,1.6134786855842978e-13
0.3,1.7499999999999998,146,4.5867003573968066e+02,-5.6108433454937767e-09,1.2232853485720671e-11
0.3,1.7499999999999998,147,4.6181164534379980e+02,-5.9750959735538345e-09,1.2938383069802453e-11
0.3,1.7499999999999998,148,4.6495325471885178e+02,-1.5808723219379317e-09,3.4000672237338237e-12
0.3,1.7499999999999998,149,4.6809486386944889e+02,2.4420501176791731e-09,5.2169983184167514e-12
0.3,1.7499999999999998,150,4.7123647280008038e+02,2.7600322027865332e-09,5.8570003853273403e-12
0.3,1.7499999999999998,151,4.7437808151511661e+02,-5.9150693232368212e-09,1.2469103345467977e-11
0.3,1.7499999999999998,152,4.7751969001881275e+02,1.0874146028072573e-09,2.2772141663141481e-12
0.3,1.7499999999999998,153,4.8066129831531305e+02,-1.0103178738063434e-08,2.1019330604470188e-11
0.3,1.7499999999999998,154,4.8380290640865371e+02,-1.3512249097402673e-09,2.7929243331145439e-12
0.3,1.7499999999999998,155,4.8694451430276717e+02,-1.0006942829932086e-08,2.0550478619233556e-11
0.3,1.7499999999999998,156,4.9008612200148468e+02,-1.7059278434317093e-09,3.4808735992457696e-12
0.3,1.7499999999999998,157,4.9322772950854016e+02,-4.8831907406565733e-09,9.9004789238477346e-12
0.3,1.7499999999999998,158,4.9636933682757274e+02,1.1946326594625134e-08,2.4067414539926536e-11
0.3,1.7499999999999998,159,4.9951094396213034e+02,-1.1658585208351724e-09,2.3339999552113121e-12
