nu,eta,Tv,normalized_center_pressure,root_count,formula
0.2,1.3333333333333335,2.3747945490609903e-04,1.0262580405487685e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.4208801464633732e-04,1.0265132733860727e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.4678600874580310e-04,1.0267710026967027e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.5157517278026544e-04,1.0270312531861114e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.5645727600631923e-04,1.0272940498093472e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.6143412201500309e-04,1.0275594177736571e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.6650754939809698e-04,1.0278273825411275e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.7167943242735194e-04,1.0280979698313428e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.7695168174690041e-04,1.0283712056240801e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.8232624507910388e-04,1.0286471161620327e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.8780510794409824e-04,1.0289257279535595e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.9339029439330285e-04,1.0292070677754668e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.9908386775716371e-04,1.0294911626758239e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.0488793140740812e-04,1.0297780399767973e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.1080462953409123e-04,1.0300677272775380e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.1683614793772227e-04,1.0303602524570750e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.2298471483676341e-04,1.0306556436772620e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.2925260169079689e-04,1.0309539293857375e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.3564212403967044e-04,1.0312551383189332e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.4215564235892394e-04,1.0315592995051095e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.4879556293181780e-04,1.0318664422674135e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.5556433873828422e-04,1.0321765962269986e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.6246447036112944e-04,1.0324897913061422e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.6949850690982169e-04,1.0328060577314224e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.7666904696220636e-04,1.0331254260369283e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.8397873952449664e-04,1.0334479270674890e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.9143028500989308e-04,1.0337735919819595e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.9902643623619547e-04,1.0341024522565205e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.0676999944277189e-04,1.0344345396880423e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.1466383532726961e-04,1.0347698863974484e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.2271086010243412e-04,1.0351085248331524e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.3091404657344808e-04,1.0354504877745090e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.3927642523616941e-04,1.0357958083353171e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.4780108539668544e-04,1.0361445199673465e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.5649117631259257e-04,1.0364966564639189e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.6534990835642333e-04,1.0368522519635148e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.7438055420165174e-04,1.0372113409534334e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.8358645003171414e-04,1.0375739582734786e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.9297099677249225e-04,1.0379401391196905e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.0253766134871446e-04,1.0383099190481286e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.1228997796473890e-04,1.0386833339786794e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.2223154941018928e-04,1.0390604201989151e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.3236604839093562e-04,1.0394412143679901e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.4269721888589094e-04,1.0398257535205888e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.5322887753015445e-04,1.0402140750709081e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.6396491502497975e-04,1.0406062168166821e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.7490929757511903e-04,1.0410022169432598e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.8606606835405169e-04,1.0414021140277196e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.9743934899765116e-04,1.0418059470430316e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.0903334112683667e-04,1.0422137553622666e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.2085232789977512e-04,1.0426255787628458e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.3290067559420334e-04,1.0430414574308435e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.4518283522045910e-04,1.0434614319653375e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.5770334416581319e-04,1.0438855433827903e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.7046682787071305e-04,1.0443138331215083e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.8347800153755508e-04,1.0447463430461168e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.9674167187261480e-04,1.0451831154521078e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.1026273886179111e-04,1.0456241930704235e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.2404619758079461e-04,1.0460696190720971e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.3809714004048101e-04,1.0465194370729398e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.5242075706798508e-04,1.0469736911382812e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.6702234022436400e-04,1.0474324257877570e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.8190728375945374e-04,1.0478956860001520e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.9708108660466218e-04,1.0483635172182983e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.1254935440443427e-04,1.0488359653540125e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.2831780158714049e-04,1.0493130767931125e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.4439225347615284e-04,1.0497948984004519e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.6077864844188903e-04,1.0502814775250440e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.7748304009562005e-04,1.0507728620052179e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.9451159952584581e-04,1.0512691001738419e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.1187061757808541e-04,1.0517702408635909e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.2956650717888488e-04,1.0522763334122827e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.4760580570494982e-04,1.0527874276682652e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.6599517739823779e-04,1.0533035739958596e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.8474141582792388e-04,1.0538248232808640e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0038514464001435e-03,1.0543512269361150e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0233323289164382e-03,1.0548828369071084e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0431912601818526e-03,1.0554197056776733e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0634355766636436e-03,1.0559618862757236e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0840727572015854e-03,1.0565094322790431e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1051104257708655e-03,1.0570623978211555e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1265563542986153e-03,1.0576208375972458e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1484184655350697e-03,1.0581848068701396e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1707048359804787e-03,1.0587543614763524e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1934236988687848e-03,1.0593295578321982e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.2165834472092367e-03,1.0599104529399608e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.2401926368869941e-03,1.0604971043941320e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.2642599898239333e-03,1.0610895703877092e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.2887943972007742e-03,1.0616879097185610e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.3138049227417409e-03,1.0622921817958599e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.3393008060629665e-03,1.0629024466465722e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.3652914660858754e-03,1.0635187649220252e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.3917865045168091e-03,1.0641411979045363e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.4187957093941684e-03,1.0647698075140992e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.4463290587044160e-03,1.0654046563151545e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.4743967240682125e-03,1.0660458075234189e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.5030090744981336e-03,1.0666933250127808e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.5321766802292613e-03,1.0673472733222640e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.5619103166241593e-03,1.0680077176630700e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.5922209681535841e-03,1.0686747239256782e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.6231198324544850e-03,1.0693483586870161e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.6546183244667283e-03,1.0700286892177131e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.6867280806501111e-03,1.0707157834894017e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.7194609632832077e-03,1.0714097101821147e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.7528290648456406e-03,1.0721105386917258e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.7868447124853963e-03,1.0728183391374881e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.8215204725728241e-03,1.0735331823696228e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.8568691553430376e-03,1.0742551399769886e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.8929038196283628e-03,1.0749842842948261e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.9296377776826792e-03,1.0757206884125596e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.9670846000993240e-03,1.0764644261816907e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.0052581208244960e-03,1.0772155722237418e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.0441724422678867e-03,1.0779742019382941e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.0838419405125449e-03,1.0787403915110771e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.1242812706258082e-03,1.0795142179221442e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.1655053720733160e-03,1.0802957589541153e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.2075294742380795e-03,1.0810850932004854e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.2503691020466627e-03,1.0818823000740199e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.2940400817045392e-03,1.0826874598152048e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.3385585465427556e-03,1.0835006535007818e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.3839409429780539e-03,1.0843219630523426e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.4302040365886454e-03,1.0851514712450083e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.4773649183079316e-03,1.0859892617161666e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.5254410107383514e-03,1.0868354189742824e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.5744500745878431e-03,1.0876900284077886e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.6244102152311239e-03,1.0885531762940286e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.6753398893983732e-03,1.0894249498082844e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.7272579119936727e-03,1.0903054370328640e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.7801834630457817e-03,1.0911947269662552e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.8341360947937979e-03,1.0920929095323539e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.8891357389103241e-03,1.0930000755897520e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.9452027138648093e-03,1.0939163169410939e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.0023577324297798e-03,1.0948417263424961e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.0606219093327466e-03,1.0957763975130317e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.1200167690565816e-03,1.0967204251442728e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.1805642537913264e-03,1.0976739049099045e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.2422867315402247e-03,1.0986369334753829e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.3052070043831676e-03,1.0996096085076692e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.3693483169003921e-03,1.1005920286850064e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.4347343647597598e-03,1.1015842937067601e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.5013893034705752e-03,1.1025865043033134e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.5693377573073714e-03,1.1035987622460051e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.6386048284068172e-03,1.1046211703571311e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.7092161060411784e-03,1.1056538325199841e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.7811976760717442e-03,1.1066968536889428e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.8545761305856987e-03,1.1077503398996085e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.9293785777200193e-03,1.1088143982789755e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.0056326516759904e-03,1.1098891370556514e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.0833665229281250e-03,1.1109746655701012e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.1626089086311000e-03,1.1120710942849354e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.2433890832287713e-03,1.1131785347952239e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.3257368892689416e-03,1.1142970998388380e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.4096827484281309e-03,1.1154269033068160e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.4952576727501680e-03,1.1165680602537520e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.5824932761029894e-03,1.1177206869081966e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.6714217858576969e-03,1.1188849006830770e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.7620760547942972e-03,1.1200608201861226e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.8544895732384689e-03,1.1212485652302917e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.9486964814338674e-03,1.1224482568442040e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.0447315821545288e-03,1.1236600172825699e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.1426303535620022e-03,1.1248839700366000e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.2424289623120698e-03,1.1261202398444132e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.3441642769156894e-03,1.1273689527014095e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.4478738813593741e-03,1.1286302358706310e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.5535960889897280e-03,1.1299042178930803e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.6613699566675987e-03,1.1311910285980058e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.7712352991967364e-03,1.1324907991131365e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.8832327040326008e-03,1.1338036618748719e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.9974035462765215e-03,1.1351297506384028e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.1137900039608698e-03,1.1364692004877728e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.2324350736308529e-03,1.1378221478458603e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.3533825862286892e-03,1.1391887304842754e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.4766772232860382e-03,1.1405690875331698e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.6023645334306290e-03,1.1419633594909384e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.7304909492133195e-03,1.1433716882338116e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.8611038042615344e-03,1.1447942170253278e+00,200,paper_eq_46_47
0.2,1.3333333333333335,6.9942513507657914e-03,1.1462310905256710e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.1299827773053564e-03,1.1476824548008666e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.2683482270200460e-03,1.1491484573318238e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.4093988161344606e-03,1.1506292470232049e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.5531866528418777e-03,1.1521249742121238e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.6997648565545074e-03,1.1536357906766435e+00,200,paper_eq_46_47
0.2,1.3333333333333335,7.8491875775273494e-03,1.1551618496440696e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.0015100168628808e-03,1.1567033057990244e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.1567884469039408e-03,1.1582603152912727e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.3150802320223881e-03,1.1598330357433031e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.4764438498111262e-03,1.1614216262576222e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.6409389126875184e-03,1.1630262474237576e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.8086261899158226e-03,1.1646470613249345e+00,200,paper_eq_46_47
0.2,1.3333333333333335,8.9795676300572710e-03,1.1662842315443975e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.1538263838555206e-03,1.1679379231713436e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.3314668275665275e-03,1.1696083028064170e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.5125545867408706e-03,1.1712955385667057e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.6971565604678407e-03,1.1729998000901716e+00,200,paper_eq_46_47
0.2,1.3333333333333335,9.8853409460898638e-03,1.1747212585394060e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0077177264396600e-02,1.1764600866045842e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0272736385307936e-02,1.1782164585054298e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0472090554055411e-02,1.1799905499919767e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0675313417871693e-02,1.1817825383437965e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.0882480053198017e-02,1.1835926023672709e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1093666993419616e-02,1.1854209223903962e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1308952257139362e-02,1.1872676802543507e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1528415377000140e-02,1.1891330593009424e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1752137429066462e-02,1.1910172443546847e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.1980201062776400e-02,1.1929204216979843e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.2212690531474647e-02,1.1948427790374565e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.2449691723538167e-02,1.1967845054588915e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.2691292194105861e-02,1.1987457913677630e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.2937581197423980e-02,1.2007268284114541e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.3188649719819253e-02,1.2027278093784581e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.3444590513311868e-02,1.2047489280688088e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.3705498129880783e-02,1.2067903791288153e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.3971468956393970e-02,1.2088523578417600e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.4242601250216534e-02,1.2109350598647450e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.4518995175509843e-02,1.2130386809000682e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.4800752840235097e-02,1.2151634162876539e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.5087978333874924e-02,1.2173094605029269e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.5380777765887154e-02,1.2194770065423153e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.5679259304904682e-02,1.2216662451761318e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.5983533218696121e-02,1.2238773640461214e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.6293711914901931e-02,1.2261105465824029e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.6609909982561070e-02,1.2283659707119483e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.6932244234443516e-02,1.2306438073282366e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.7260833750204319e-02,1.2329442184893111e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.7595799920375070e-02,1.2352673553092879e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.7937266491209115e-02,1.2376133555064250e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.8285359610397022e-02,1.2399823405693671e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.8640207873669188e-02,1.2423744125021225e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.9001942372302901e-02,1.2447896501078746e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.9370696741551157e-02,1.2472281047719509e+00,200,paper_eq_46_47
0.2,1.3333333333333335,1.9746607210011560e-02,1.2496897957052939e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.0129812649953036e-02,1.2521747046116307e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.0520454628619317e-02,1.2546827697443830e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.0918677460527994e-02,1.2572138793231702e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.1324628260784521e-02,1.2597678642846788e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.1738456999430788e-02,1.2623444903486305e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.2160316556848442e-02,1.2649434493866685e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.2590362780237339e-02,1.2675643500901186e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.3028754541190050e-02,1.2702067079417567e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.3475653794383620e-02,1.2728699345068339e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.3931225637410385e-02,1.2755533260695586e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.4395638371769789e-02,1.2782560516529420e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.4869063565043901e-02,1.2809771404721417e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.5351676114279367e-02,1.2837154688840566e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.5843654310599633e-02,1.2864697469087552e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.6345179905070754e-02,1.2892385044110644e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.6856438175845567e-02,1.2920200770431705e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.7377617996610832e-02,1.2948125920610674e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.7908911906362674e-02,1.2976139541389649e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.8450516180536078e-02,1.3004218313160054e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.9002630903514761e-02,1.3032336412187284e+00,200,paper_eq_46_47
0.2,1.3333333333333335,2.9565460042548165e-02,1.3060465377103125e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.0139211523102893e-02,1.3088573981236260e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.0724097305676427e-02,1.3116628112392901e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.1320333464101520e-02,1.3144590661721780e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.1928140265370157e-02,1.3172421423299101e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.2547742251006512e-02,1.3200077006049036e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.3179368320019276e-02,1.3227510759573022e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.3823251813463504e-02,1.3254672715396894e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.4479630600643622e-02,1.3281509545058714e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.5148747166989278e-02,1.3307964536353003e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.5830848703636488e-02,1.3333977588919594e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.6526187198747291e-02,1.3359485230219657e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.7235019530601446e-02,1.3384420652778271e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.7957607562494812e-02,1.3408713773395475e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.8694218239479217e-02,1.3432291314837159e+00,200,paper_eq_46_47
0.2,1.3333333333333335,3.9445123686979756e-02,1.3455076910317005e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.0210601311325846e-02,1.3476991230872468e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.0990933902233226e-02,1.3497952135525488e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.1786409737274564e-02,1.3517874843904054e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.2597322688377806e-02,1.3536672130787182e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.3423972330390880e-02,1.3554254541826229e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.4266664051753390e-02,1.3570530629491944e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.5125709167315987e-02,1.3585407208102622e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.6001425033349176e-02,1.3598789626605445e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.6894135164783905e-02,1.3610582057614093e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.7804169354727435e-02,1.3620687801051747e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.8731863796298520e-02,1.3629009600612139e+00,200,paper_eq_46_47
0.2,1.3333333333333335,4.9677561206826884e-02,1.3635449971133384e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.0641610954463026e-02,1.3639911534881377e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.1624369187244966e-02,1.3642297364661746e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.2626198964669690e-02,1.3642511331623475e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.3647470391817970e-02,1.3640458455581588e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.4688560756081708e-02,1.3636045255673355e+00,200,paper_eq_46_47
0.2,1.3333333333333335,5.5749854666545230e-02,1.3629180099168923e+00,200,paper_eq_46_47
