step,time,factor,applied,class_skipped,raw_max,raw_mean,used_max,used_mean,pre_accel_max,ratio_max,confining_ref,limited,relaxed,cap_min,lateral_used_max,cap_edge_used_max,interior_used_max,case,label,operator,mode,class_filter,stabilized
57.0,0.00396568,0.643787,72.0,0.0,1910930.0,1304470.0,1910930.0,1304470.0,142805.0,30.7654,0.0,0.0,0.0,0.0,0.0,1910930.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
58.0,0.00397071,0.647138,72.0,0.0,2048150.0,1371390.0,2048150.0,1371390.0,152093.0,28.7339,0.0,0.0,0.0,0.0,0.0,2048150.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
59.0,0.00397573,0.65049,48.0,0.0,1223010.0,873462.0,1223010.0,873462.0,51025.1,31.493,0.0,0.0,0.0,0.0,0.0,1223010.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
60.0,0.00398076,0.653841,48.0,0.0,1360460.0,922782.0,1360460.0,922782.0,57404.4,27.6068,0.0,0.0,0.0,0.0,0.0,1360460.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
61.0,0.00398579,0.657192,48.0,0.0,1443470.0,983908.0,1443470.0,983908.0,64969.0,26.108,0.0,0.0,0.0,0.0,0.0,1443470.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
62.0,0.00399082,0.660544,48.0,0.0,1533840.0,1053210.0,1533840.0,1053210.0,73573.3,24.7516,0.0,0.0,0.0,0.0,0.0,1533840.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
63.0,0.00399584,0.663895,48.0,0.0,1633300.0,1132770.0,1633300.0,1132770.0,83404.0,23.5087,0.0,0.0,0.0,0.0,0.0,1633300.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
64.0,0.00400087,0.667247,48.0,0.0,1744450.0,1225860.0,1744450.0,1225860.0,94699.9,22.3526,0.0,0.0,0.0,0.0,0.0,1744450.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
65.0,0.0040059,0.670598,32.0,0.0,989847.0,721911.0,989847.0,721911.0,67955.3,21.9549,0.0,0.0,0.0,0.0,0.0,989847.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
66.0,0.00401092,0.673949,32.0,0.0,1065470.0,799844.0,1065470.0,799844.0,75932.0,21.6583,0.0,0.0,0.0,0.0,0.0,1065470.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
67.0,0.00401595,0.677301,32.0,0.0,1158820.0,898567.0,1158820.0,898567.0,85118.7,21.2886,0.0,0.0,0.0,0.0,0.0,1158820.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
68.0,0.00402098,0.680652,32.0,0.0,1276760.0,1024990.0,1276760.0,1024990.0,95862.6,20.779,0.0,0.0,0.0,0.0,0.0,1276760.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
69.0,0.00402601,0.684004,32.0,0.0,1428580.0,1187670.0,1428580.0,1187670.0,108655.0,20.0761,0.0,0.0,0.0,0.0,0.0,1428580.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
70.0,0.00403103,0.687355,32.0,0.0,1637740.0,1386940.0,1637740.0,1386940.0,124229.0,19.0409,0.0,0.0,0.0,0.0,0.0,1637740.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
71.0,0.00403606,0.690707,32.0,0.0,1895980.0,1649400.0,1895980.0,1649400.0,143627.0,17.9308,0.0,0.0,0.0,0.0,0.0,1895980.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
72.0,0.00404109,0.694058,32.0,0.0,2223540.0,1973000.0,2223540.0,1973000.0,168016.0,16.6023,0.0,0.0,0.0,0.0,0.0,2223540.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
73.0,0.00404611,0.697409,24.0,0.0,1640990.0,1530780.0,1640990.0,1530780.0,134213.0,15.7018,0.0,0.0,0.0,0.0,0.0,1640990.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
74.0,0.00405114,0.700761,24.0,0.0,1972910.0,1863080.0,1972910.0,1863080.0,153860.0,14.1094,0.0,0.0,0.0,0.0,0.0,1972910.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
75.0,0.00405617,0.704112,16.0,0.0,1486760.0,1486760.0,1486760.0,1486760.0,116715.0,12.7384,0.0,0.0,0.0,0.0,0.0,1486760.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
76.0,0.0040612,0.707464,16.0,0.0,1776470.0,1776470.0,1776470.0,1776470.0,151346.0,11.7379,0.0,0.0,0.0,0.0,0.0,1776470.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
77.0,0.00406622,0.710815,16.0,0.0,2065980.0,2065980.0,2065980.0,2065980.0,198830.0,10.3907,0.0,0.0,0.0,0.0,0.0,2065980.0,0.0,CaseT4j_ConfOnly_Op3Unfiltered,op3 unfiltered,3,excess,off,off
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
1.0,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
2.0,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
3.0,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
4.0,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
5.0,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
6.0,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
7.0,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
8.0,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
9.0,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
10.0,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
11.0,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
12.0,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
13.0,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
14.0,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
15.0,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
16.0,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
17.0,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
18.0,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
19.0,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
20.0,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
21.0,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
22.0,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
23.0,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
24.0,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
25.0,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
26.0,0.00301626,0.01084,63.0,344.0,1.19858,0.765766,1.19858,0.765766,0.126934,0.622166,1.92645,0.0,0.0,0.0,0.0,0.0,1.19858,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
27.0,0.0031168,0.0778673,63.0,344.0,7.656,5.00947,7.656,5.00947,0.182537,3.97414,1.92646,0.0,0.0,0.0,0.0,0.0,7.656,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
28.0,0.00321734,0.144895,63.0,344.0,14.1022,9.74456,14.1022,9.74456,0.323407,7.32029,1.92646,0.0,0.0,0.0,0.0,0.0,14.1022,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
29.0,0.00331788,0.211921,63.0,344.0,28.0466,20.099,28.0466,20.099,1.43286,14.5587,1.92646,0.0,0.0,0.0,0.0,0.0,28.0466,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
30.0,0.00341842,0.278944,63.0,344.0,48.8201,34.6536,48.8201,34.6536,4.09484,20.3177,1.92646,0.0,0.0,0.0,0.0,0.0,48.8201,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
31.0,0.00351894,0.345962,63.0,344.0,173.409,110.816,173.409,110.816,8.6103,33.4092,1.92646,0.0,0.0,0.0,0.0,0.0,173.409,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
32.0,0.00361946,0.41297,63.0,344.0,567.264,357.285,567.264,357.285,25.9802,39.1693,1.92646,0.0,0.0,0.0,0.0,0.0,567.264,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
33.0,0.00371994,0.479957,63.0,344.0,1985.39,1257.12,1985.39,1257.12,93.6216,46.7195,1.92647,0.0,0.0,0.0,0.0,0.0,1985.39,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
34.0,0.00382033,0.54689,63.0,344.0,7469.25,4784.61,7469.25,4784.61,358.955,54.6009,1.92646,0.0,0.0,0.0,0.0,0.0,7469.25,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
35.0,0.00392042,0.613611,63.0,344.0,30105.1,19537.8,30105.1,19537.8,1452.91,64.5721,1.92631,0.0,0.0,0.0,0.0,0.0,30105.1,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
36.0,0.00401908,0.679389,63.0,344.0,128821.0,84727.1,128821.0,84727.1,6231.46,75.9122,1.92555,0.0,0.0,0.0,0.0,0.0,128821.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
37.0,0.00411234,0.741561,63.0,344.0,574542.0,382666.0,574542.0,382666.0,29127.3,87.7323,1.92694,0.0,0.0,0.0,0.0,0.0,574542.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
38.0,0.00414632,0.764211,63.0,344.0,1093070.0,723321.0,1093070.0,723321.0,73489.9,84.9547,1.92774,0.0,0.0,0.0,0.0,0.0,1093070.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
39.0,0.00415964,0.773094,63.0,344.0,1496210.0,977815.0,1496210.0,977815.0,110023.0,84.1507,1.92811,0.0,0.0,0.0,0.0,0.0,1496210.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
40.0,0.00416765,0.778431,55.0,352.0,995030.0,738199.0,995030.0,738199.0,141242.0,70.9432,1.92837,0.0,0.0,0.0,0.0,0.0,995030.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
41.0,0.00417377,0.782511,55.0,352.0,1301010.0,958716.0,1301010.0,958716.0,158428.0,73.2613,1.92857,0.0,0.0,0.0,0.0,0.0,1301010.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
42.0,0.00417907,0.786044,55.0,352.0,1608490.0,1177010.0,1608490.0,1177010.0,180712.0,74.7197,1.92872,0.0,0.0,0.0,0.0,0.0,1608490.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
43.0,0.00418409,0.789396,54.0,352.0,1797000.0,1309540.0,1797000.0,1309540.0,191803.0,76.034,1.92889,0.0,0.0,0.0,0.0,0.0,1797000.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
44.0,0.00418912,0.792747,54.0,352.0,2153590.0,1558820.0,2153590.0,1558820.0,221239.0,75.8551,1.92904,0.0,0.0,0.0,0.0,0.0,2153590.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
45.0,0.00419415,0.796098,48.0,352.0,1615780.0,1153670.0,1615780.0,1153670.0,171622.0,74.5225,1.92919,0.0,0.0,0.0,0.0,0.0,1615780.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
46.0,0.00419917,0.79945,48.0,352.0,1900450.0,1355880.0,1900450.0,1355880.0,194773.0,72.0536,1.92939,0.0,0.0,0.0,0.0,0.0,1900450.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
47.0,0.0042042,0.802801,48.0,352.0,2232330.0,1591620.0,2232330.0,1591620.0,222704.0,70.0506,1.92962,0.0,0.0,0.0,0.0,0.0,2232330.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
48.0,0.00420923,0.806153,44.0,352.0,1895530.0,1410190.0,1895530.0,1410190.0,199498.0,71.7881,1.92989,0.0,0.0,0.0,0.0,0.0,1895530.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
49.0,0.00421426,0.809504,36.0,352.0,1182270.0,764724.0,1182270.0,764724.0,114119.0,60.3393,1.93019,0.0,0.0,0.0,0.0,0.0,1182270.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
50.0,0.00421928,0.812856,36.0,352.0,722590.0,412028.0,722590.0,412028.0,128788.0,32.6136,1.93047,0.0,0.0,0.0,0.0,0.0,722590.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
51.0,0.00422431,0.816207,36.0,352.0,825639.0,505870.0,825639.0,505870.0,143291.0,34.1632,1.93086,0.0,0.0,0.0,0.0,0.0,825639.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
52.0,0.00422934,0.819558,36.0,352.0,944184.0,617763.0,944184.0,617763.0,159166.0,35.6113,1.93134,0.0,0.0,0.0,0.0,0.0,944184.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
53.0,0.00423436,0.82291,36.0,352.0,1080770.0,750576.0,1080770.0,750576.0,176748.0,36.9072,1.93191,0.0,0.0,0.0,0.0,0.0,1080770.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
54.0,0.00423939,0.826261,28.0,352.0,1136810.0,565169.0,1136810.0,565169.0,64911.7,43.7229,1.93257,0.0,0.0,0.0,0.0,0.0,1136810.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
55.0,0.00424442,0.829613,28.0,352.0,1230250.0,628276.0,1230250.0,628276.0,74562.4,43.5791,1.9332,0.0,0.0,0.0,0.0,0.0,1230250.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
56.0,0.00424945,0.832964,28.0,352.0,1337020.0,707503.0,1337020.0,707503.0,86521.9,43.5706,1.93393,0.0,0.0,0.0,0.0,0.0,1337020.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
57.0,0.00425447,0.836315,28.0,352.0,1459120.0,795709.0,1459120.0,795709.0,105652.0,43.6163,1.93476,0.0,0.0,0.0,0.0,0.0,1459120.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
58.0,0.0042595,0.839667,28.0,352.0,1598340.0,896352.0,1598340.0,896352.0,128009.0,43.2798,1.93569,0.0,0.0,0.0,0.0,0.0,1598340.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
59.0,0.00426453,0.843018,28.0,352.0,1756370.0,1013380.0,1756370.0,1013380.0,153020.0,41.0674,1.93671,0.0,0.0,0.0,0.0,0.0,1756370.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
60.0,0.00426955,0.84637,28.0,352.0,1059290.0,609702.0,1059290.0,609702.0,180546.0,21.2011,1.9378,0.0,0.0,0.0,0.0,0.0,1059290.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
61.0,0.00427458,0.849721,26.0,352.0,1236380.0,694362.0,1236380.0,694362.0,152091.0,22.5934,1.93894,0.0,0.0,0.0,0.0,0.0,1236380.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
62.0,0.00427961,0.853073,26.0,352.0,1417990.0,820061.0,1417990.0,820061.0,176271.0,22.5851,1.94002,0.0,0.0,0.0,0.0,0.0,1417990.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
63.0,0.00428464,0.856424,26.0,352.0,1618320.0,969227.0,1618320.0,969227.0,202921.0,21.9807,1.94105,0.0,0.0,0.0,0.0,0.0,1618320.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
64.0,0.00428966,0.859775,26.0,352.0,1841860.0,1142720.0,1841860.0,1142720.0,231822.0,21.303,1.942,0.0,0.0,0.0,0.0,0.0,1841860.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
65.0,0.00429469,0.863127,26.0,352.0,2096170.0,1339320.0,2096170.0,1339320.0,262364.0,22.8724,1.9428,0.0,0.0,0.0,0.0,0.0,2096170.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
66.0,0.00429972,0.866478,26.0,352.0,2392690.0,1555740.0,2392690.0,1555740.0,292870.0,24.3071,1.94342,0.0,0.0,0.0,0.0,0.0,2392690.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
67.0,0.00430474,0.86983,26.0,352.0,2746760.0,1786890.0,2746760.0,1786890.0,320892.0,25.365,1.94382,0.0,0.0,0.0,0.0,0.0,2746760.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
68.0,0.00430977,0.873181,26.0,352.0,3175140.0,2026690.0,3175140.0,2026690.0,341710.0,25.6805,1.94398,0.0,0.0,0.0,0.0,0.0,3175140.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
69.0,0.0043148,0.876532,18.0,352.0,2393650.0,1406740.0,2393650.0,1406740.0,181791.0,24.8299,1.94383,0.0,0.0,0.0,0.0,0.0,2393650.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
70.0,0.00431983,0.879884,18.0,352.0,1121910.0,747159.0,1121910.0,747159.0,205227.0,13.2629,1.94338,0.0,0.0,0.0,0.0,0.0,1121910.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
71.0,0.00432485,0.883235,18.0,352.0,1282740.0,829977.0,1282740.0,829977.0,224509.0,13.5036,1.94266,0.0,0.0,0.0,0.0,0.0,1282740.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
72.0,0.00432988,0.886587,18.0,352.0,1490760.0,922069.0,1490760.0,922069.0,247350.0,13.5547,1.94169,0.0,0.0,0.0,0.0,0.0,1490760.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
73.0,0.00433491,0.889938,18.0,352.0,1728660.0,1032790.0,1728660.0,1032790.0,296307.0,13.4689,1.94048,0.0,0.0,0.0,0.0,0.0,1728660.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
74.0,0.00433993,0.89329,18.0,352.0,1985130.0,1174550.0,1985130.0,1174550.0,352487.0,13.2129,1.93907,0.0,0.0,0.0,0.0,0.0,1985130.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
75.0,0.00434496,0.896641,18.0,352.0,2238590.0,1355330.0,2238590.0,1355330.0,412422.0,12.7526,1.93755,0.0,0.0,0.0,0.0,0.0,2238590.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
76.0,0.00434999,0.899992,18.0,352.0,2454040.0,1567250.0,2454040.0,1567250.0,467348.0,12.0708,1.93598,0.0,0.0,0.0,0.0,0.0,2454040.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
77.0,0.00435502,0.903344,18.0,352.0,2578050.0,1791790.0,2578050.0,1791790.0,502324.0,11.2015,1.93447,0.0,0.0,0.0,0.0,0.0,2578050.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
78.0,0.00436004,0.906695,10.0,352.0,1482310.0,1282340.0,1482310.0,1282340.0,266090.0,14.6098,1.93347,0.0,0.0,0.0,0.0,0.0,1482310.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
79.0,0.00436507,0.910047,10.0,352.0,1413610.0,1237360.0,1413610.0,1237360.0,342086.0,11.4044,1.9327,0.0,0.0,0.0,0.0,0.0,1413610.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
80.0,0.0043701,0.913398,10.0,352.0,536595.0,447828.0,536595.0,447828.0,417372.0,3.49796,1.93222,0.0,0.0,0.0,0.0,0.0,536595.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
81.0,0.00437512,0.916749,10.0,352.0,603740.0,506294.0,603740.0,506294.0,450661.0,3.23874,1.93207,0.0,0.0,0.0,0.0,0.0,603740.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
82.0,0.00438015,0.920101,10.0,352.0,715597.0,580800.0,715597.0,580800.0,279309.0,3.20763,1.93223,0.0,0.0,0.0,0.0,0.0,715597.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
83.0,0.00438518,0.923452,10.0,352.0,883217.0,744899.0,883217.0,744899.0,259916.0,3.39808,1.93267,0.0,0.0,0.0,0.0,0.0,883217.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
84.0,0.00439021,0.926804,10.0,352.0,1107790.0,990960.0,1107790.0,990960.0,291340.0,3.8024,1.93331,0.0,0.0,0.0,0.0,0.0,1107790.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
85.0,0.00439523,0.930155,10.0,352.0,1366610.0,1287750.0,1366610.0,1287750.0,312989.0,12.4296,1.93409,0.0,0.0,0.0,0.0,0.0,1366610.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
86.0,0.00440026,0.933507,10.0,352.0,1617180.0,1598490.0,1617180.0,1598490.0,331438.0,246.658,1.93488,0.0,0.0,0.0,0.0,0.0,1617180.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
87.0,0.00440529,0.936858,10.0,352.0,2095050.0,1870250.0,2095050.0,1870250.0,368224.0,1053.96,1.93554,0.0,0.0,0.0,0.0,0.0,2095050.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
88.0,0.00441031,0.940209,10.0,352.0,2569910.0,2053170.0,2569910.0,2053170.0,397052.0,216.46,1.93594,0.0,0.0,0.0,0.0,0.0,2569910.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
89.0,0.00441534,0.943561,10.0,352.0,2871330.0,2129920.0,2871330.0,2129920.0,373924.0,119.418,1.93604,0.0,0.0,0.0,0.0,0.0,2871330.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
90.0,0.00442037,0.946912,10.0,352.0,2244810.0,1567840.0,2244810.0,1567840.0,219212.0,58.5879,1.93589,0.0,0.0,0.0,0.0,0.0,2244810.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
91.0,0.0044254,0.950264,10.0,352.0,2149310.0,1606770.0,2149310.0,1606770.0,160840.0,43.204,1.93551,0.0,0.0,0.0,0.0,0.0,2149310.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
92.0,0.00443042,0.953615,10.0,352.0,1932440.0,1604470.0,1932440.0,1604470.0,153220.0,31.5193,1.93492,0.0,0.0,0.0,0.0,0.0,1932440.0,CaseT4j_ConfOnly_Op3Interior,op3 interior,3,excess,interior,off
