case,frames,rows,softening,kplastic_min,kplastic_max,cohesion_peak,cohesion_residual,cohesion_min_est,phi_peak_deg,phi_residual_deg,phi_min_est_deg,velocity_max,velocity_mean,porepress_min,porepress_max,excess_min,excess_max
CaseRetrogressiveSlope_PR_SofteningMicro_Trigger,2,1775,1,0.0,0.00085393706,1.0,0.1,0.8587006896436531,0.0,0.0,0.0,0.0466745926369942,0.012743821588145623,0.0,84864.55954333,0.0,82901.5222773
