case,frames,rows,softening,kplastic_min,kplastic_max,cohesion_peak,cohesion_residual,cohesion_min_est,phi_peak_deg,phi_residual_deg,phi_min_est_deg,velocity_max,velocity_mean,porepress_min,porepress_max,excess_min,excess_max
CaseRetrogressiveSlope_PR_SofteningMicro_Off,2,1775,0,0.0,0.0,50.0,5.0,50.0,0.0,0.0,0.0,0.004899135856275276,0.0016325851899393951,0.0,2699.019993696,0.0,158.2792331695
