case,case_name,center_avg_count_r0p10,center_avg_count_r0p15,center_avg_count_r0p20,center_avg_count_r0p30,center_avg_count_r0p40,center_avg_excess_over_p0_r0p10,center_avg_excess_over_p0_r0p15,center_avg_excess_over_p0_r0p20,center_avg_excess_over_p0_r0p30,center_avg_excess_over_p0_r0p40,center_avg_excess_r0p10,center_avg_excess_r0p15,center_avg_excess_r0p20,center_avg_excess_r0p30,center_avg_excess_r0p40,center_nearest_excess,center_nearest_excess_over_p0,center_nearest_radius,com_drift,configured_dp,div_rate_contrib_maxAbs_est,excess_maxAbs,excess_mean,frame_index,kind,kplastic_maxAbs,lap_maxAbs,lap_rate_contrib_maxAbs_est,lapz_maxAbs,lapz_rate_contrib_maxAbs_est,mode,p0,particle_count,particle_count_vtk,porepressrate_maxAbs,resolution,surface_lap_maxAbs,surface_lap_rate_contrib_maxAbs_est,surface_porepressrate_maxAbs,time,vel_max,vel_mean
finer_diffusion,CaseCryer_PR_StrictSphere_C5g_FinerDiffusionNormalized,1,1,7,27,81,nan,nan,nan,nan,nan,597.8296951252,597.8296951252,606.8796982887143,611.9360750294147,608.9789926480838,597.8296951252,nan,1.5398803060591666e-13,5.275634059095651e-15,0.008,165992.78666666668,614.2323643743,540.9404583471324,3,diffusion,0.0,14938032.0,101515.6778797146,175.81232,0.0,4,0.0,1213,1213,165498.5,finer,14938032.0,101515.6778797146,127173.73,0.003056,0.00022467169910095602,8.737938226096286e-05
finer_diffusion,CaseCryer_PR_StrictSphere_C5g_FinerDiffusionNormalized,1,1,7,27,81,nan,nan,nan,nan,nan,610.5979605192,610.5979605192,610.5641897544714,612.9196135687297,615.2523509272987,610.5979605192,nan,2.943225833194326e-13,3.1096858216146574e-14,0.008,158395.56666666668,617.287224984,515.4760956044854,4,diffusion,0.0,14165409.0,96265.09683995924,175.81148,0.0,4,0.0,1213,1213,160771.98,finer,14165409.0,96265.09683995924,141805.69,0.004022,0.0004088306872803139,0.00010504443866616153
finer_diffusion,CaseCryer_PR_StrictSphere_C5g_FinerDiffusionNormalized,1,1,7,27,81,nan,nan,nan,nan,nan,539.7424507934,539.7424507934,534.6322472973,535.7466888038815,544.1906118386287,539.7424507934,nan,3.0396339200282263e-13,5.16781444102163e-14,0.008,184490.68,552.3716855146,445.6667072329087,5,diffusion,0.0,13633269.0,92648.78695208972,175.8119,0.0,4,0.0,1213,1213,230127.64,finer,13633269.0,92648.78695208972,230127.64,0.005067,0.0006847743061372778,0.00015039443014545835
finer_diffusion,CaseCryer_PR_StrictSphere_C5g_FinerDiffusionNormalized,1,1,7,27,81,nan,nan,nan,nan,nan,494.7310074273,494.7310074273,488.11805720478566,480.8719217592444,468.2500503397481,494.7310074273,nan,9.857296968650656e-14,4.245132115222166e-14,0.008,361663.5,494.7310074273,367.1865541437687,6,diffusion,0.0,9707951.0,65973.16343866804,175.81313,0.0,4,0.0,1213,1213,325990.56,finer,9707951.0,65973.16343866804,325990.56,0.006032,0.000998071579885278,0.00021999229479315356
higher_diffusion,CaseCryer_PR_StrictSphere_C5h_HigherResDiffusionNormalized,1,7,19,57,123,nan,nan,nan,nan,nan,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,nan,0.0,0.0,0.0065,0.0,1000.0,1000.0,0,diffusion,0.0,0.0,0.0,0.0,0.0,4,0.0,2601,2601,0.0,higher,0.0,0.0,0.0,0.0,0.0,0.0
higher_diffusion,CaseCryer_PR_StrictSphere_C5h_HigherResDiffusionNormalized,1,7,19,57,123,nan,nan,nan,nan,nan,746.5424849727,752.9468696513571,758.1242565452684,769.2102938055981,777.755955216403,746.5424849727,nan,6.890878212693298e-15,1.1416995538252008e-15,0.0065,874647.6666666667,788.8073706193,770.0997190346626,1,diffusion,0.0,32353312.0,219866.2045531771,344.49127,0.0,4,0.0,2601,2601,872122.13,higher,32353312.0,219866.2045531771,300511.34,0.001046,0.0007015050705512942,0.0005311815518215949
higher_diffusion,CaseCryer_PR_StrictSphere_C5h_HigherResDiffusionNormalized,1,7,19,57,123,nan,nan,nan,nan,nan,666.9344549854,658.9153258858714,653.5147569516421,644.6784707691612,638.6363335536286,666.9344549854,nan,1.1979655146598882e-13,4.777145949726218e-15,0.0065,1160559.8666666667,666.9344549854,541.563683949798,2,diffusion,0.0,22431946.0,152442.71831464494,344.49765,0.0,4,0.0,2601,2601,1176309.9,higher,22431946.0,152442.71831464494,161401.86,0.002026,0.0008149229688569911,0.00022405695280305717
higher_diffusion,CaseCryer_PR_StrictSphere_C5h_HigherResDiffusionNormalized,1,7,19,57,123,nan,nan,nan,nan,nan,693.2641251178,673.5568688747,659.0945262293947,631.1559536973263,610.7782048913768,693.2641251178,nan,5.2487996334715e-13,7.13721939726687e-15,0.0065,329907.41333333333,693.2641251178,447.8212329138084,3,diffusion,0.0,17430148.0,118451.56642881416,344.50485,0.0,4,0.0,2601,2601,425227.22,higher,17430148.0,118451.56642881416,425227.22,0.003006,0.0008632520541278998,0.0001810527153456638
higher_diffusion,CaseCryer_PR_StrictSphere_C5h_HigherResDiffusionNormalized,1,7,19,57,123,nan,nan,nan,nan,nan,307.4752347679,345.7813438306857,366.3904066415632,390.5406348170403,397.1008404587741,307.4752347679,nan,1.0072509545131515e-12,3.1804476107732544e-15,0.0065,686133.0666666668,405.5633139232,292.4459134492722,4,diffusion,0.0,15267565.0,103755.11382942578,344.54196,0.0,4,0.0,2601,2601,666172.81,higher,15267565.0,103755.11382942578,414884.28,0.004052,0.0011638461533641016,0.00026704554427832146
higher_diffusion,CaseCryer_PR_StrictSphere_C5h_HigherResDiffusionNormalized,1,7,19,57,123,nan,nan,nan,nan,nan,305.1296618454,338.87398768860004,360.4584960188948,392.9419389868071,405.43267766305684,305.1296618454,nan,1.1727301416832582e-12,1.3158214545672734e-14,0.0065,1359286.4000000001,535.3537416272,325.62175069776566,5,diffusion,0.0,21510186.0,146178.63404689095,344.50674,0.0,4,0.0,2601,2601,1215933.8,higher,21510186.0,146178.63404689095,1215933.8,0.005032,0.004297096227171194,0.0008097892371920907
higher_diffusion,CaseCryer_PR_StrictSphere_C5h_HigherResDiffusionNormalized,1,7,19,57,123,nan,nan,nan,nan,nan,827.8588429647,794.2098545533144,776.3750227814053,754.4648490331859,746.4035725307716,827.8588429647,nan,1.4201475582714048e-12,7.81408368803579e-13,0.0065,1855876.2666666666,1376.717098242,524.0691506754637,6,diffusion,0.0,70179864.0,476927.3802242611,344.33716,0.0,4,0.0,2601,2601,1554486.3,higher,70179864.0,476927.3802242611,1554486.3,0.006012,0.004979934419326765,0.0008634416885103968
