case,case_name,resolution,configured_dp,diag_index,order,targets,samples,avg,fallback,fallback_mode,support,cond_limit,cond_min,cond_mean,cond_max,time,area,shell_volume,grad_mean,grad_max,lap_corr_max,flux,storage_rate,fv_boundary_flux_integral,mls_flux_ratio_to_fv
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,131,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6741,100.439,195.332,0.00554986,0.0314159,0.00038634,100007.0,179133.0,8132220.0,27.2209,-27.2209,15.39758189270142,1.767868499722215
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,132,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6738,100.439,195.332,0.00563029,0.0314159,0.00038634,98433.9,178050.0,8004300.0,26.7927,-26.7927,15.254402481120028,1.7563913128135054
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,133,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6735,100.438,195.333,0.00563029,0.0314159,0.00038634,98433.6,178049.0,8004280.0,26.7927,-26.7927,15.254402481120028,1.7563913128135054
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,134,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6731,100.438,195.333,0.00571072,0.0314159,0.00038634,97064.1,177151.0,7892920.0,26.4199,-26.4199,15.111223069538635,1.7483627816505147
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,135,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6727,100.437,195.333,0.00571072,0.0314159,0.00038634,97063.8,177150.0,7892890.0,26.4199,-26.4199,15.111223069538635,1.7483627816505147
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,136,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6723,100.437,195.333,0.00579115,0.0314159,0.00038634,95907.3,176581.0,7798840.0,26.1051,-26.1051,14.968043657957242,1.744055575768055
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,137,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6719,100.436,195.333,0.00579115,0.0314159,0.00038634,95907.0,176581.0,7798820.0,26.105,-26.105,14.968043657957242,1.7440488948682469
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,138,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6714,100.436,195.333,0.00587158,0.0314159,0.00038634,94955.1,176443.0,7721410.0,25.8459,-25.8459,14.82486424637585,1.743415627318031
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,139,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6709,100.435,195.334,0.00587158,0.0314159,0.00038634,94954.8,176443.0,7721390.0,25.8458,-25.8458,14.82486424637585,1.7434088818936995
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,140,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6704,100.435,195.334,0.00595201,0.0314159,0.00038634,85752.0,140300.0,6973060.0,23.3409,-23.3409,14.681684834794458,1.5897971018069992
mode5_mls_dp008,CaseCryer_PR_StrictSphere_C5j_FinerDiffusionMLS,finer,0.008,141,1.0,962.0,14228.0,14.79,0.0,3.0,0.0144,100000000.0,48.6699,100.434,195.334,0.00595201,0.0314159,0.00038634,85751.7,140299.0,6973030.0,23.3408,-23.3408,14.681684834794458,1.589790290599626
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,0,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.783,197.568,0.0,0.0314159,0.00038634,178576.0,317926.0,14521200.0,58.4203,-58.4203,4099.121912940717,0.014251905954680224
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,1,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.783,197.568,0.0,0.0314159,0.00038634,178576.0,317926.0,14521200.0,58.4203,-58.4203,4099.121912940717,0.014251905954680224
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,2,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.783,197.568,0.000502713,0.0314159,0.00038634,169717.0,302154.0,13800800.0,55.5221,-55.5221,2069.613240365534,0.02682728295176239
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,3,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.783,197.568,0.000502713,0.0314159,0.00038634,169717.0,302154.0,13800800.0,55.5221,-55.5221,2069.613240365534,0.02682728295176239
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,4,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.783,197.568,0.000603255,0.0314159,0.00038634,168063.0,299240.0,13666400.0,54.9812,-54.9812,1663.7139281176828,0.03304726796523573
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,5,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.783,197.568,0.000603255,0.0314159,0.00038634,168063.0,299240.0,13666400.0,54.9812,-54.9812,1663.7139281176828,0.03304726796523573
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,6,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.783,197.567,0.000703798,0.0314159,0.00038634,166468.0,296506.0,13536600.0,54.4591,-54.4591,1257.8105787578556,0.043296741909883446
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,7,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.782,197.567,0.000703798,0.0314159,0.00038634,166468.0,296506.0,13536600.0,54.4591,-54.4591,1257.8105787578556,0.043296741909883446
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,8,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.782,197.567,0.00080434,0.0314159,0.00038634,164923.0,293945.0,13411000.0,53.9539,-53.9539,851.9112665100047,0.06333276964516629
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,9,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.782,197.567,0.00080434,0.0314159,0.00038634,164923.0,293945.0,13411000.0,53.9539,-53.9539,851.9112665100047,0.06333276964516629
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,10,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.782,197.566,0.000904882,0.0314159,0.00038634,163419.0,291533.0,13288700.0,53.4617,-53.4617,446.01195426215327,0.11986606970757721
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,11,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.782,197.566,0.000904882,0.0314159,0.00038634,163419.0,291533.0,13288700.0,53.4617,-53.4617,446.01195426215327,0.11986606970757721
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,12,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.782,197.565,0.00100542,0.0314159,0.00038634,161939.0,289232.0,13168400.0,52.9777,-52.9777,41.815030106869294,1.2669535299771773
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,13,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.782,197.565,0.00100542,0.0314159,0.00038634,161939.0,289231.0,13168400.0,52.9777,-52.9777,41.815030106869294,1.2669535299771773
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,14,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.782,197.564,0.00110596,0.0314159,0.00038634,160470.0,286996.0,13048900.0,52.4971,-52.4971,40.12915022030796,1.3082036303234015
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,15,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.782,197.564,0.00110596,0.0314159,0.00038634,160470.0,286995.0,13048900.0,52.4971,-52.4971,40.12915022030796,1.3082036303234015
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,16,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.782,197.563,0.00120651,0.0314159,0.00038634,159000.0,284779.0,12929300.0,52.0161,-52.0161,38.81652590856254,1.3400503724246422
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,17,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.782,197.563,0.00120651,0.0314159,0.00038634,159000.0,284779.0,12929400.0,52.0161,-52.0161,38.81652590856254,1.3400503724246422
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,18,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.562,0.00130705,0.0314159,0.00038634,157524.0,282545.0,12809300.0,51.5332,-51.5332,37.50403214125389,1.3740709213853897
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,19,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.562,0.00130705,0.0314159,0.00038634,157524.0,282545.0,12809300.0,51.5332,-51.5332,37.50403214125389,1.3740709213853897
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,20,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.561,0.00140759,0.0314159,0.00038634,156074.0,278379.0,12691400.0,51.0588,-51.0588,36.191538373945235,1.4107938566313583
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,21,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.561,0.00140759,0.0314159,0.00038634,156074.0,278378.0,12691400.0,51.0588,-51.0588,36.191538373945235,1.4107938566313583
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,22,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.561,0.00150813,0.0314159,0.00038634,154534.0,275931.0,12566200.0,50.5551,-50.5551,34.879044606636576,1.449440504181146
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,23,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.56,0.00150813,0.0314159,0.00038634,154534.0,275931.0,12566200.0,50.5551,-50.5551,34.879044606636576,1.449440504181146
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,24,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.56,0.00160867,0.0314159,0.00038634,152886.0,273173.0,12432200.0,50.016,-50.016,33.566550839327924,1.490054794113646
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,25,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.56,0.00160867,0.0314159,0.00038634,152886.0,273173.0,12432200.0,50.016,-50.016,33.566550839327924,1.490054794113646
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,26,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.56,0.00170921,0.0314159,0.00038634,151171.0,270163.0,12292700.0,49.455,-49.455,32.25405707201927,1.5332954824744427
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,27,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.56,0.00170921,0.0314159,0.00038634,151171.0,270163.0,12292700.0,49.455,-49.455,32.25405707201927,1.5332954824744427
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,28,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.781,197.56,0.00180975,0.0314159,0.00038634,149434.0,266978.0,12151400.0,48.8865,-48.8865,30.94156330471062,1.579962186091528
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,29,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.56,0.00180975,0.0314159,0.00038634,149434.0,266978.0,12151400.0,48.8865,-48.8865,30.94156330471062,1.579962186091528
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,30,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.56,0.00191029,0.0314159,0.00038634,147714.0,263698.0,12011600.0,48.3241,-48.3241,29.629069537401968,1.6309692053946732
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,31,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.56,0.00191029,0.0314159,0.00038634,147714.0,263698.0,12011600.0,48.3241,-48.3241,29.629069537401968,1.6309692053946732
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,32,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.56,0.00201084,0.0314159,0.00038634,146046.0,260402.0,11876000.0,47.7784,-47.7784,28.316445225656544,1.6873021885073927
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,33,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.56,0.00201084,0.0314159,0.00038634,146046.0,260402.0,11876000.0,47.7784,-47.7784,28.316445225656544,1.6873021885073927
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,34,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.561,0.00211138,0.0314159,0.00038634,144447.0,257154.0,11745900.0,47.2552,-47.2552,27.68710697768811,1.7067583131051216
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,35,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.561,0.00211138,0.0314159,0.00038634,144447.0,257154.0,11745900.0,47.2552,-47.2552,27.68710697768811,1.7067583131051216
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,36,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.561,0.00221192,0.0314159,0.00038634,142913.0,253990.0,11621200.0,46.7535,-46.7535,27.090799674323332,1.725807305877094
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,37,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.561,0.00221192,0.0314159,0.00038634,142913.0,253990.0,11621200.0,46.7535,-46.7535,27.090799674323332,1.725807305877094
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,38,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.561,0.00231246,0.0314159,0.00038634,141423.0,250915.0,11500100.0,46.266,-46.266,26.494492370958557,1.746249724365869
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,39,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.561,0.00231246,0.0314159,0.00038634,141423.0,250915.0,11500100.0,46.266,-46.266,26.494492370958557,1.746249724365869
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,40,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.56,0.002413,0.0314159,0.00038634,140768.0,249174.0,11446800.0,46.0517,-46.0517,25.898185067593783,1.7781825205050437
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,41,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.781,197.56,0.002413,0.0314159,0.00038634,140768.0,249174.0,11446800.0,46.0517,-46.0517,25.898185067593783,1.7781825205050437
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,42,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.78,197.56,0.00251354,0.0314159,0.00038634,139192.0,246080.0,11318600.0,45.536,-45.536,25.30187776422901,1.799708323007447
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,43,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.78,197.56,0.00251354,0.0314159,0.00038634,139192.0,246080.0,11318600.0,45.536,-45.536,25.30187776422901,1.799708323007447
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,44,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.78,197.559,0.00261408,0.0314159,0.00038634,137456.0,242771.0,11177400.0,44.9681,-44.9681,24.705570460864234,1.820160359026454
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,45,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.78,197.559,0.00261408,0.0314159,0.00038634,137456.0,242771.0,11177400.0,44.9681,-44.9681,24.705570460864234,1.820160359026454
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,46,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.78,197.558,0.00271462,0.0314159,0.00038634,135511.0,239193.0,11019300.0,44.332,-44.332,24.10926315749946,1.8387953091054976
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,47,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.78,197.558,0.00271462,0.0314159,0.00038634,135511.0,239193.0,11019300.0,44.332,-44.332,24.10926315749946,1.8387953091054976
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,48,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.78,197.557,0.00281516,0.0314159,0.00038634,133326.0,235309.0,10841600.0,43.6171,-43.6171,23.512955854134685,1.855024109711415
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,49,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.78,197.556,0.00281516,0.0314159,0.00038634,133326.0,235309.0,10841600.0,43.6171,-43.6171,23.512955854134685,1.855024109711415
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,50,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9454,104.78,197.556,0.00291571,0.0314159,0.00038634,130893.0,231118.0,10643800.0,42.8212,-42.8212,22.91658924031602,1.8685677676967207
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,51,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.78,197.555,0.00291571,0.0314159,0.00038634,130893.0,231118.0,10643800.0,42.8212,-42.8212,22.91658924031602,1.8685677676967207
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,52,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.78,197.554,0.00301625,0.0314159,0.00038634,128237.0,226660.0,10427800.0,41.9525,-41.9525,22.335761214882,1.8782659608685126
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,53,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.78,197.553,0.00301625,0.0314159,0.00038634,128237.0,226659.0,10427800.0,41.9525,-41.9525,22.335761214882,1.8782659608685126
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,54,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.78,197.552,0.00311679,0.0314159,0.00038634,125418.0,222020.0,10198600.0,41.0303,-41.0303,21.948643166907225,1.869377514044371
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,55,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.78,197.551,0.00311679,0.0314159,0.00038634,125418.0,222020.0,10198600.0,41.0304,-41.0304,21.948643166907225,1.8693820701346606
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,56,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9455,104.779,197.55,0.00321733,0.0314159,0.00038634,122528.0,217330.0,9963580.0,40.0849,-40.0849,21.595540695260482,1.8561656114865106
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,57,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9456,104.779,197.549,0.00321733,0.0314159,0.00038634,122528.0,217330.0,9963590.0,40.0849,-40.0849,21.595540695260482,1.8561656114865106
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,58,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9456,104.779,197.548,0.00331787,0.0314159,0.00038634,119686.0,212756.0,9732490.0,39.1552,-39.1552,21.242438223613735,1.8432535657076266
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,59,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9456,104.779,197.547,0.00331787,0.0314159,0.00038634,119686.0,212756.0,9732500.0,39.1553,-39.1553,21.242438223613735,1.8432582732651557
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,60,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9456,104.779,197.546,0.00341841,0.0314159,0.00038634,118243.0,210419.0,9615110.0,38.683,-38.683,20.88933575196699,1.8518061301378392
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,61,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9457,104.779,197.545,0.00341841,0.0314159,0.00038634,118243.0,210419.0,9615120.0,38.6831,-38.6831,20.88933575196699,1.8518109172694739
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,62,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9457,104.779,197.544,0.00351895,0.0314159,0.00038634,115812.0,206480.0,9417440.0,37.8878,-37.8878,20.536233280320246,1.8449245040621767
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,63,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9457,104.779,197.543,0.00351895,0.0314159,0.00038634,115812.0,206479.0,9417450.0,37.8878,-37.8878,20.536233280320246,1.8449245040621767
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,64,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9457,104.779,197.542,0.00361949,0.0314159,0.00038634,113683.0,202955.0,9244330.0,37.1913,-37.1913,20.1831308086735,1.8426923133262063
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,65,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9458,104.779,197.541,0.00361949,0.0314159,0.00038634,113683.0,202954.0,9244340.0,37.1914,-37.1914,20.1831308086735,1.8426972679589118
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,66,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9458,104.779,197.541,0.00372003,0.0314159,0.00038634,111970.0,199999.0,9105020.0,36.6309,-36.6309,19.830028337026754,1.8472439563589806
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,67,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9458,104.779,197.541,0.00372003,0.0314159,0.00038634,111970.0,199999.0,9105030.0,36.6309,-36.6309,19.830028337026754,1.8472439563589806
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,68,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9458,104.779,197.54,0.00382057,0.0314159,0.00038634,110752.0,197723.0,9006000.0,36.2325,-36.2325,19.47692586538001,1.8602781696881032
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,69,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9458,104.779,197.54,0.00382057,0.0314159,0.00038634,110752.0,197723.0,9006000.0,36.2325,-36.2325,19.47692586538001,1.8602781696881032
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,70,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9458,104.779,197.54,0.00392111,0.0314159,0.00038634,110065.0,196176.0,8950090.0,36.0076,-36.0076,19.123823393733264,1.8828661642942917
mode5_mls_dp010,CaseCryer_PR_StrictSphere_C5j_CoarseDiffusionMLS,coarse,0.01,71,1.0,592.0,10364.0,17.5068,0.0,3.0,0.018,100000000.0,46.9458,104.779,197.54,0.00392111,0.0314159,0.00038634,110065.0,196176.0,8950090.0,36.0076,-36.0076,19.123823393733264,1.8828661642942917
