case,frames,rows,softening,kplastic_max,cohesion_peak,cohesion_residual,cohesion_min_est,max_displacement,mean_displacement,velocity_max,velocity_mean,porepress_min,porepress_max,excess_min,excess_max,porepressrate_maxabs
CaseRetrogressiveSlope_PR_SofteningSmoke_Off,2,1775,0,0.00065801572,151.0,15.0,151.0,0.0001590777209328719,7.048027110866052e-06,0.6185719120285534,0.013248824045690263,-317547.84147,133872.2777913,-320099.6662122,131713.139718,3668512500.0
