rows,max_displacement,mean_displacement,max_velocity,mean_velocity,porepress_min,porepress_max,excess_min,excess_max,kplastic_min,kplastic_max,first_frame,last_frame
1775,2.1000101685326844e-07,6.749297781412108e-08,0.0019791527004164576,0.0006666198196380425,0.0,2561.640868572,0.0,12.08966393966,0.0,0.0,0000,0001
