dp_label,dp,field,r_over_R,exact_laplacian,material_laplacian,mode8_exact_boundary_laplacian,mode8_zero_boundary_laplacian
dp=0.010,0.01,constant,1.0198039027185613,0.0,0.0,-8.693788393384024e-12,7470.970680837334
dp=0.010,0.01,constant,1.0198039027185621,0.0,0.0,3.5103400453858474e-12,7517.963922139401
dp=0.010,0.01,constant,1.0198039027185621,0.0,0.0,2.6647930168322406e-12,7512.670149229674
dp=0.010,0.01,constant,1.0392304845413225,0.0,0.0,-8.818293538395491e-14,14762.634702574635
dp=0.010,0.01,constant,1.0392304845413234,0.0,0.0,-2.968929958291258e-13,18825.402842104206
dp=0.010,0.01,constant,1.0392304845413245,0.0,0.0,-1.4885725453649952e-13,18849.88741032496
dp=0.010,0.01,constant,1.0392304845413245,0.0,0.0,-3.4033600549088506e-12,18885.68185559809
dp=0.010,0.01,constant,1.0392304845413256,0.0,0.0,9.396364353407098e-13,18834.020450477183
dp=0.010,0.01,constant,1.0392304845413256,0.0,0.0,-9.121448143918408e-13,18865.816140564377
dp=0.010,0.01,constant,1.0392304845413256,0.0,0.0,-9.790492410172246e-13,14774.992227614159
dp=0.010,0.01,constant,1.0392304845413287,0.0,0.0,8.958289349252324e-13,18896.703852296025
dp=0.010,0.01,constant,1.0392304845413287,0.0,0.0,9.429744920962851e-13,14744.227140828863
dp=0.010,0.01,constant,1.0392304845413298,0.0,0.0,1.8876556831414322e-13,18827.33794037412
dp=0.010,0.01,constant,1.0392304845413298,0.0,0.0,-5.645018701084924e-13,18875.598766901174
dp=0.010,0.01,constant,1.0392304845413298,0.0,0.0,-1.3716269426426606e-13,18907.19787880275
dp=0.010,0.01,constant,1.039230484541331,0.0,0.0,-1.2416641202771821e-12,18879.307647872818
dp=0.010,0.01,constant,1.077032961426897,0.0,0.0,-9.121674390783697e-13,20965.679454075773
dp=0.010,0.01,constant,1.077032961426897,0.0,0.0,-2.618666268425646e-13,20965.495198409273
dp=0.010,0.01,constant,1.077032961426897,0.0,0.0,1.042586227947172e-14,20978.22059965652
dp=0.010,0.01,constant,1.077032961426898,0.0,0.0,5.040813907171825e-12,22514.15271896682
dp=0.010,0.01,constant,1.077032961426898,0.0,0.0,-2.3024713497585387e-12,22489.451850102716
dp=0.010,0.01,constant,1.0770329614268992,0.0,0.0,9.917550438084602e-13,20967.92461696781
dp=0.010,0.01,constant,1.0770329614268992,0.0,0.0,-4.2969797780556866e-13,20979.994022422972
dp=0.010,0.01,constant,1.0770329614268992,0.0,0.0,-1.0797292977418792e-13,20978.778764108298
dp=0.010,0.01,constant,1.0770329614269,0.0,0.0,3.915548159460108e-12,22490.421049356097
dp=0.010,0.01,constant,1.0770329614269,0.0,0.0,1.2366410839002722e-12,22510.92326455732
dp=0.010,0.01,constant,1.0770329614269,0.0,0.0,-3.9366487206698794e-13,20982.53882710345
dp=0.010,0.01,constant,1.0770329614269003,0.0,0.0,1.0877183766753732e-12,20964.4832493135
dp=0.010,0.01,constant,1.0770329614269012,0.0,0.0,1.1779627669094199e-14,20972.420215705435
dp=0.010,0.01,constant,1.0770329614269012,0.0,0.0,-7.313147941472659e-13,20981.76345526418
dp=0.010,0.01,constant,1.0770329614269012,0.0,0.0,-1.5393935921772082e-12,20986.08724230576
dp=0.010,0.01,constant,1.077032961426902,0.0,0.0,-7.886772902401946e-14,20967.57226789257
dp=0.010,0.01,constant,1.0770329614269023,0.0,0.0,4.885637279437931e-13,20980.26880882842
dp=0.010,0.01,constant,1.0770329614269032,0.0,0.0,5.562868737830859e-13,20971.796141003357
dp=0.010,0.01,constant,1.0770329614269032,0.0,0.0,3.1289921667088077e-12,22504.388728744965
dp=0.010,0.01,constant,1.0770329614269032,0.0,0.0,7.820702442078387e-13,20987.0240165453
dp=0.010,0.01,constant,1.0770329614269032,0.0,0.0,9.274793651113371e-13,22509.8770823992
dp=0.010,0.01,constant,1.0770329614269032,0.0,0.0,2.2569632381728062e-13,20978.379756987495
dp=0.010,0.01,constant,1.0770329614269043,0.0,0.0,-5.619092784390006e-14,20964.155587324003
dp=0.010,0.01,constant,1.0770329614269043,0.0,0.0,-4.092455558198369e-13,20968.77349896966
dp=0.010,0.01,constant,1.0770329614269043,0.0,0.0,-1.6485603285345815e-12,20975.50113317222
dp=0.010,0.01,constant,1.0770329614269052,0.0,0.0,2.5464929073810207e-12,22491.48170403576
