case,time,targets,corrected,fallback,material_samples,boundary_samples,avg_material,avg_boundary,support,r_min_factor,r_threshold,boundary_weight,condition_limit,cond_min,cond_mean,cond_max,mean_lap,max_abs_lap,mean_abs_replaced,max_abs_replaced
mode8_corrected_laplacian_dp008,0.00490549,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.411,1409.25,2282.88,-31945700.0,111336000.0,31633000.0,168213000.0
mode8_corrected_laplacian_dp008,0.00490549,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.42,1409.21,2282.8,-31948000.0,111347000.0,31635000.0,168219000.0
mode8_corrected_laplacian_dp008,0.00498586,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.428,1409.17,2282.71,-35940900.0,129666000.0,35495400.0,195690000.0
mode8_corrected_laplacian_dp008,0.00498586,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.437,1409.13,2282.63,-35943900.0,129682000.0,35498000.0,195698000.0
mode8_corrected_laplacian_dp008,0.00506623,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.445,1409.08,2282.54,-40217200.0,149864000.0,39673600.0,226110000.0
mode8_corrected_laplacian_dp008,0.00506623,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.454,1409.04,2282.44,-40221200.0,149885000.0,39677100.0,226122000.0
mode8_corrected_laplacian_dp008,0.00514658,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.462,1408.99,2282.34,-4134290.0,17345300.0,4677360.0,24183900.0
mode8_corrected_laplacian_dp008,0.00514658,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.471,1408.94,2282.24,-4134920.0,17350000.0,4677950.0,24187400.0
mode8_corrected_laplacian_dp008,0.00522693,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.48,1408.9,2282.16,-7890630.0,36790700.0,8283990.0,53996700.0
mode8_corrected_laplacian_dp008,0.00522693,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.489,1408.87,2282.09,-7891660.0,36797900.0,8284930.0,54001800.0
mode8_corrected_laplacian_dp008,0.00530727,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.498,1408.84,2282.04,-10449000.0,51696300.0,10728200.0,77162900.0
mode8_corrected_laplacian_dp008,0.00530727,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.507,1408.82,2281.99,-10450100.0,51704400.0,10729200.0,77168600.0
mode8_corrected_laplacian_dp008,0.00538763,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.517,1408.81,2281.96,-11907100.0,62527500.0,12243600.0,94420200.0
mode8_corrected_laplacian_dp008,0.00538763,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.526,1408.8,2281.94,-11908100.0,62535400.0,12244600.0,94425900.0
mode8_corrected_laplacian_dp008,0.00546801,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.536,1408.79,2281.93,-12339500.0,69640100.0,12857400.0,106340000.0
mode8_corrected_laplacian_dp008,0.00546801,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.546,1408.79,2281.93,-12340500.0,69647300.0,12858400.0,106345000.0
mode8_corrected_laplacian_dp008,0.0055484,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.555,1408.8,2281.94,-11800400.0,73299200.0,12838100.0,113357000.0
mode8_corrected_laplacian_dp008,0.0055484,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.565,1408.81,2281.95,-11801500.0,73305600.0,12839100.0,113362000.0
mode8_corrected_laplacian_dp008,0.00562879,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.575,1408.82,2281.99,-10323400.0,73686700.0,13278900.0,115779000.0
mode8_corrected_laplacian_dp008,0.00562879,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.584,1408.84,2282.02,-10324900.0,73692400.0,13279800.0,115784000.0
mode8_corrected_laplacian_dp008,0.00570917,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.593,1408.86,2282.07,-7921650.0,70904100.0,13886400.0,113794000.0
mode8_corrected_laplacian_dp008,0.00570917,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.603,1408.89,2282.12,-7923830.0,70909500.0,13886900.0,113800000.0
mode8_corrected_laplacian_dp008,0.00578954,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.611,1408.92,2282.18,-4586980.0,64982000.0,15318400.0,107486000.0
mode8_corrected_laplacian_dp008,0.00578954,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.62,1408.95,2282.25,-4590480.0,64987500.0,15317500.0,107492000.0
mode8_corrected_laplacian_dp008,0.0058699,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.628,1409.0,2282.33,-289051.0,55875200.0,17144300.0,96822900.0
mode8_corrected_laplacian_dp008,0.0058699,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.636,1409.04,2282.41,-294646.0,55881700.0,17142100.0,96830500.0
mode8_corrected_laplacian_dp008,0.00595025,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.643,1409.09,2282.51,472517.0,7155510.0,2943170.0,12867700.0
mode8_corrected_laplacian_dp008,0.00595025,594.0,594.0,0.0,56388.0,5346.0,94.9293,9.0,0.0288,0.7,0.035,1.0,1000000000000.0,582.65,1409.15,2282.61,470149.0,7143500.0,2941840.0,12856500.0
