case,time,frame_index,sph_count,sph_mean_pressure,sph_p95_abs_pressure
mode8_corrected_laplacian_dp008,0.0,0,318,1000.0,1000.0
mode8_corrected_laplacian_dp008,0.001046,1,318,1100.5916812403248,1354.20364582745
mode8_corrected_laplacian_dp008,0.002011,2,318,1235.7111088468832,1390.5709011097
mode8_corrected_laplacian_dp008,0.003056,3,318,1239.8470712707763,1466.6693299353499
mode8_corrected_laplacian_dp008,0.004021,4,318,533.0061985104488,1318.6342651461498
mode8_corrected_laplacian_dp008,0.005066,5,318,-636.0354113236035,5400.8398598069
mode8_corrected_laplacian_dp008,0.006031,6,318,431.67219212928575,1410.9049118253
