case,label,max_porepressrate,max_velocity,dtmin_adjusted,excluded
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,47933223000.0,1.625942300000003,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,50351370000.0,2.4042323000001553,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,465444640.0,0.017194107000000756,0.0,0.0
