step,time,factor,applied,class_skipped,raw_max,raw_mean,used_max,used_mean,pre_accel_max,ratio_max,confining_ref,limited,relaxed,cap_min,lateral_used_max,cap_edge_used_max,interior_used_max,lsq_solved,lsq_fallback,lsq_cond_min,lsq_cond_mean,lsq_cond_max,case,label,operator,mode,class_filter,stabilized
21.0,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97766,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
22.0,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97765,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
23.0,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97765,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
24.0,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97765,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
25.0,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
26.0,0.00301626,0.01084,63.0,344.0,1.33285,0.940293,1.33285,0.940293,0.126934,0.691864,1.92645,0.0,0.0,0.0,0.0,0.0,1.33285,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
27.0,0.0031168,0.0778673,63.0,344.0,8.52465,6.15811,8.52465,6.15811,0.207898,4.42504,1.92646,0.0,0.0,0.0,0.0,0.0,8.52465,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
28.0,0.00321734,0.144894,63.0,344.0,12.165,8.64962,12.165,8.64962,1.11507,6.3147,1.92645,0.0,0.0,0.0,0.0,0.0,12.165,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
29.0,0.00331788,0.211921,63.0,344.0,8.96759,4.74219,8.96759,4.74219,2.38481,4.26195,1.92645,0.0,0.0,0.0,0.0,0.0,8.96759,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
30.0,0.00341842,0.278945,63.0,344.0,7.94501,5.36984,7.94501,5.36984,3.1094,3.57648,1.92645,0.0,0.0,0.0,0.0,0.0,7.94501,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
31.0,0.00351895,0.345968,63.0,344.0,17.5337,13.917,17.5337,13.917,3.49774,9.02667,1.92645,0.0,0.0,0.0,0.0,0.0,17.5337,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
32.0,0.00361949,0.412991,63.0,344.0,31.1084,24.0224,31.1084,24.0224,2.39638,16.1481,1.92645,0.0,0.0,0.0,0.0,0.0,31.1084,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
33.0,0.00372002,0.480013,63.0,344.0,34.5034,20.8309,34.5034,20.8309,2.59294,17.9103,1.92645,0.0,0.0,0.0,0.0,0.0,34.5034,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
34.0,0.00382055,0.547034,63.0,344.0,69.4948,57.5789,69.4948,57.5789,5.7915,36.0739,1.92646,0.0,0.0,0.0,0.0,0.0,69.4948,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
35.0,0.00392108,0.614052,63.0,344.0,127.788,59.229,127.788,59.229,10.1858,18.2889,1.92645,0.0,0.0,0.0,0.0,0.0,127.788,407.0,0.0,3.0,3.14605,3.97762,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
36.0,0.0040216,0.681065,63.0,344.0,181.719,153.161,181.719,153.161,9.57858,54.3629,1.92645,0.0,0.0,0.0,0.0,0.0,181.719,407.0,0.0,3.0,3.14605,3.97762,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
37.0,0.00412211,0.748074,63.0,344.0,331.424,218.234,331.424,218.234,25.0818,33.3527,1.92647,0.0,0.0,0.0,0.0,0.0,331.424,407.0,0.0,3.0,3.14605,3.97762,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
38.0,0.00422258,0.815054,63.0,344.0,520.301,438.502,520.301,438.502,14.0477,100.318,1.92649,0.0,0.0,0.0,0.0,0.0,520.301,407.0,0.0,3.0,3.14606,3.97763,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
39.0,0.00432303,0.88202,63.0,344.0,1470.58,1117.11,1470.58,1117.11,91.9697,22.2585,1.92642,0.0,0.0,0.0,0.0,0.0,1470.58,407.0,0.0,3.0,3.14604,3.9776,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
40.0,0.00442339,0.948924,63.0,344.0,437.729,229.659,437.729,229.659,87.0494,48.6419,1.92645,0.0,0.0,0.0,0.0,0.0,437.729,407.0,0.0,3.0,3.14604,3.9776,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
41.0,0.00452364,1.0,63.0,344.0,6249.69,4505.93,6249.69,4505.93,95.5006,311.212,1.92668,0.0,0.0,0.0,0.0,0.0,6249.69,407.0,0.0,3.0,3.14609,3.97764,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
42.0,0.00462376,1.0,63.0,344.0,11577.4,7684.28,11577.4,7684.28,846.691,23.8338,1.92624,0.0,0.0,0.0,0.0,0.0,11577.4,407.0,0.0,3.0,3.146,3.97756,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
43.0,0.00472322,1.0,63.0,344.0,5779.37,5029.81,5779.37,5029.81,566.439,349.677,1.92623,0.0,0.0,0.0,0.0,0.0,5779.37,407.0,0.0,3.0,3.14597,3.97746,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
44.0,0.00482157,1.0,63.0,344.0,55624.8,37574.4,55624.8,37574.4,1074.08,224.985,1.92824,0.0,0.0,0.0,0.0,0.0,55624.8,407.0,0.0,3.00001,3.14634,3.9777,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
45.0,0.00491849,1.0,63.0,344.0,61959.0,40850.1,61959.0,40850.1,7197.07,14.0711,1.92563,0.0,0.0,0.0,0.0,0.0,61959.0,407.0,0.0,3.00001,3.14588,3.97759,CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14604,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
1.0,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14604,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
2.0,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14604,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
3.0,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14604,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
4.0,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14604,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
5.0,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14604,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
6.0,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
7.0,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
8.0,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
9.0,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
10.0,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
11.0,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97765,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
12.0,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97765,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
13.0,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97765,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
14.0,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97766,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
15.0,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97766,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
16.0,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97766,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
17.0,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97766,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
18.0,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97766,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
19.0,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97766,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
20.0,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97766,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
21.0,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97766,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
22.0,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97765,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
23.0,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14606,3.97765,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
24.0,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97765,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
25.0,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
26.0,0.00301626,0.01084,63.0,344.0,1.33285,0.940293,0.266569,0.188059,0.126934,0.138373,1.92645,0.0,63.0,48.1614,0.0,0.0,0.266569,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
27.0,0.0031168,0.0778673,63.0,344.0,8.62987,6.25402,2.10912,1.52131,0.185525,1.09482,1.92646,0.0,63.0,48.1614,0.0,0.0,2.10912,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
28.0,0.00321734,0.144895,63.0,344.0,13.816,10.1992,5.49098,4.01271,0.494949,2.85031,1.92645,0.0,63.0,48.1614,0.0,0.0,5.49098,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
29.0,0.00331788,0.211922,63.0,344.0,14.3933,10.3394,8.60241,6.2624,1.27983,4.46541,1.92645,0.0,63.0,48.1614,0.0,0.0,8.60241,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
30.0,0.00341842,0.278948,63.0,344.0,12.2572,9.6396,10.2511,7.5357,2.3004,4.71199,1.92645,0.0,63.0,48.1613,0.0,0.0,10.2511,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
31.0,0.00351896,0.345973,63.0,344.0,16.0916,11.0865,7.86549,4.92459,3.35184,3.00184,1.92645,0.0,63.0,48.1613,0.0,0.0,7.86549,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
32.0,0.00361949,0.412996,63.0,344.0,52.4187,40.7889,11.4985,8.06352,3.6647,5.72146,1.92645,0.0,63.0,48.1612,0.0,0.0,11.4985,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
33.0,0.00372003,0.480018,63.0,344.0,74.4907,61.0849,29.9502,23.3832,3.05926,15.5469,1.92645,0.0,63.0,48.1612,0.0,0.0,29.9502,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
34.0,0.00382056,0.54704,63.0,344.0,65.5659,39.4361,35.4644,29.7968,4.36642,15.6617,1.92645,0.0,63.0,48.1613,0.0,0.0,35.4644,407.0,0.0,3.0,3.14605,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
35.0,0.00392109,0.614059,63.0,344.0,178.788,146.774,46.2464,24.7487,6.60568,24.0059,1.92646,0.0,63.0,48.1616,0.0,0.0,46.2464,407.0,0.0,3.0,3.14606,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
36.0,0.0040216,0.681069,63.0,344.0,393.671,309.446,50.0,49.2043,7.4767,20.7183,1.92647,60.0,63.0,48.1618,0.0,0.0,50.0,407.0,0.0,3.0,3.14606,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
37.0,0.00412212,0.748077,63.0,344.0,379.218,298.893,50.0,47.1497,16.1013,25.0,1.92647,58.0,63.0,48.1618,0.0,0.0,50.0,407.0,0.0,3.0,3.14606,3.97763,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
38.0,0.00422261,0.815072,63.0,344.0,512.976,244.279,50.0,48.649,16.5513,7.90885,1.92646,60.0,63.0,48.1614,0.0,0.0,50.0,407.0,0.0,3.0,3.14605,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
39.0,0.00432309,0.882062,63.0,344.0,794.342,492.853,50.0,46.0133,15.2595,18.3703,1.92644,54.0,63.0,48.161,0.0,0.0,50.0,407.0,0.0,3.0,3.14605,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
40.0,0.00442359,0.949058,63.0,344.0,328.216,268.318,50.0,49.0896,13.0336,25.0,1.92642,62.0,63.0,48.1606,0.0,0.0,50.0,407.0,0.0,3.0,3.14604,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
41.0,0.00452408,1.0,63.0,344.0,304.261,234.831,50.0,46.1837,13.6368,25.0,1.92643,56.0,63.0,48.1607,0.0,0.0,50.0,407.0,0.0,3.0,3.14604,3.97762,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
42.0,0.00462453,1.0,63.0,344.0,717.184,387.589,50.0,36.0726,9.64699,7.72708,1.92645,36.0,63.0,48.1613,0.0,0.0,50.0,407.0,0.0,3.0,3.14605,3.97764,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
43.0,0.00472495,1.0,63.0,344.0,1133.32,766.329,50.0,48.9149,6.69483,25.0,1.92647,62.0,63.0,48.1617,0.0,0.0,50.0,407.0,0.0,3.0,3.14605,3.97765,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
44.0,0.00482539,1.0,63.0,344.0,1114.73,835.775,50.0,49.148,4.53904,25.0,1.92647,62.0,63.0,48.1617,0.0,0.0,50.0,407.0,0.0,3.0,3.14606,3.97765,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
45.0,0.00492588,1.0,63.0,344.0,762.148,642.448,50.0,48.8773,12.0102,12.9629,1.92645,60.0,63.0,48.1614,0.0,0.0,50.0,407.0,0.0,3.0,3.14606,3.97765,CaseT4h_ConfOnly_Op2LSQInteriorStabilized,op2 LSQ stabilized,2,excess,interior,relax+cap
